Source_Name_4FGL,GLON,GLAT,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,PLEC_Exp_Index,hr34,hr45,hr56,hr67,Variability_Index,SpectrumType,Category_4FGL,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC_FHL,CLASS1,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times_in_Testing,Category_Prob
4FGL J0210.5-1445,183.01495,-67.83014,1965.996,-22.8463164,2.1713293,0.30181324,0.10523947,0.6939805,-0.75830466,-0.60936195,0.0032270409,0.6666667,-0.6172756,-0.595866,-0.19797231,-0.99999803,2.30589648,PowerLaw,AGN,0.16648129,0.5872252,,,bcu,PKS 0207-149,0.9936597,0.9252879,0,0.927103237,0.0728967632,0.927797438,0.0722025625,0.929184167,0.0708158333,0.93388516,0.0661148404,285,AGN
4FGL J0210.7-5101,276.10577,-61.773746,458.64423,-19.290824,2.3535507,0.022170769,0.08933389,7.807716,-0.23303832,-0.56127405,0.00050450617,0.6666667,-0.649493,-0.71827054,-0.8509114,-0.99992454,6.56830942,LogParabola,AGN,0.012072573,0.03824347,3FGL J0210.7-5101,3FHL J0210.6-5100,FSRQ,PKS 0208-512,1,0.99984,0,0.930147774,0.0698522263,0.934117036,0.0658829637,0.933180772,0.0668192283,0.932028501,0.0679714986,280,AGN
4FGL J0211.1-0646,169.47931,-62.21236,1972.1393,-22.0492791,2.1120284,0.15527213,0.04858402,0.6656108,-0.40511537,-0.77516836,0.0010760953,0.6666667,-0.07428113,-0.57027346,-0.6137562,-0.4246915,2.10789024,PowerLaw,AGN,0.076375484,0.23331428,3FGL J0211.2-0649,3FHL J0211.0-0647,bcu,NVSS J021109-064551,0.9921214,0.9584651,0,0.934827762,0.065172238,0.929805712,0.0701942875,0.933399751,0.0666002488,0.928322219,0.0716777814,314,AGN
4FGL J0211.2+1051,152.58516,-47.36815,816.15015,-19.0515382,2.1305497,0.024728557,0.050995708,4.5825152,-0.06567664,-0.47255486,0.00022147261,0.6666667,-0.5938109,-0.55565405,-0.62847567,-0.6460442,5.67740773,LogParabola,AGN,0.01092887,0.03226776,3FGL J0211.2+1051,3FHL J0211.2+1051,BLL,MG1 J021114+1051,1,0.9901007,0,0.936897878,0.063102122,0.931876214,0.0681237859,0.934373694,0.0656263062,0.934356523,0.0656434768,318,AGN
4FGL J0212.2-0219,164.32556,-58.537155,1970.6033,-22.3372567,2.138903,0.16456032,0.016224157,0.19627528,0.88601595,-0.64591056,0.0014216787,0.6666667,-0.6744591,-0.540941,-0.4684794,-0.59556556,2.72802262,PowerLaw,AGN,0.0827672,0.30044034,,,bcu,RX J0212.3-0222,0.981891,0,0,0.940945434,0.0590545656,0.928929723,0.0710702767,0.925291982,0.0747080183,0.932783176,0.067216824,302,AGN
4FGL J0212.2-2559,213.9327,-71.91617,3083.0447,-22.5575927,1.9288225,0.24087667,0.1788892,1.4876119,-0.8099422,-0.6956672,0.0017764223,0.6666667,0.10755295,-0.6331581,-0.37363097,-0.54875,2.14803843,PowerLaw,AGN,0.1465406,0.4262943,,,bcu,PMN J0212-2558,0.989275,0.8882508,0,0.930928732,0.0690712682,0.930343847,0.0696561529,0.919322504,0.0806774959,0.926723631,0.0732763693,282,AGN
4FGL J0212.4-3502,242.51393,-70.98008,2166.6658,-21.806371,1.9914118,0.11873175,0.048697725,0.9144644,0.12387297,-0.7086995,0.0006253056,0.6666667,-0.376237,-0.3774322,-0.7655923,-0.17527291,2.65976545,PowerLaw,AGN,0.054143373,0.16523273,3FGL J0212.8-3504,3FHL J0212.4-3503,bll,RBS 0292,0.99917847,0.9501616,0,0.949401572,0.0505984277,0.934345274,0.0656547262,0.947054306,0.0529456943,0.950108292,0.0498917076,284,AGN
4FGL J0212.8-2721,218.36354,-71.93011,1220.9167,-22.3213154,2.274185,0.15865497,0.06532517,0.7536571,0.9966764,-0.14775385,0.0017243724,0.6666667,-0.59125274,-0.8090336,-0.058283284,-0.9999813,2.57928821,PowerLaw,AGN,0.099377625,0.2439294,3FGL J0213.1-2720,,bcu,PMN J0212-2719,0.9747905,0,0,0.936144424,0.0638555761,0.934907496,0.065092504,0.931798685,0.068201315,0.934302478,0.0656975224,297,AGN
4FGL J0212.9+2244,146.44386,-36.374893,1698.4678,-21.0107306,2.0507858,0.09555335,0.14264458,3.244273,0.9758082,0.26831806,0.0017857082,0.6666667,-0.41604665,-0.50664836,-0.7376449,-0.52820563,2.96063245,LogParabola,AGN,0.05451906,0.24102488,3FGL J0213.0+2245,3FHL J0213.0+2242,bll,MG3 J021252+2246,0.9991728,0.95571285,0,0.934275432,0.0657245684,0.931478356,0.0685216443,0.927355046,0.0726449538,0.926721564,0.0732784361,322,AGN
4FGL J0213.8-6949,292.9308,-45.66284,9080.688,-22.6788276,1.6639156,0.17421913,0.045527484,0.5996016,-0.6230082,0.9705952,0.00048053014,0.6666667,-0.54605573,-0.4859391,0.07508605,-0.55541444,2.36958645,PowerLaw,AGN,0.08023233,0.29994655,,3FHL J0213.9-6950,bcu,2MASS J02135882-6951360,0,0.9073418,0,0.926643592,0.0733564084,0.931748229,0.0682517711,0.920215856,0.0797841439,0.926597689,0.0734023114,268,AGN
4FGL J0214.2-7025,293.27103,-45.11999,509.4394,-22.2403922,2.7163181,0.11644719,0.13637194,1.7579004,-0.23169899,-0.70976824,0.0045845085,0.6666667,-0.81774104,-0.74809176,-0.8548041,-0.3644728,2.41383481,PowerLaw,AGN,0.08517757,0.26588902,,,bcu,PMN J0214-7027,0.99377006,0.958674,16,0.919481471,0.0805185285,0.931782879,0.0682171206,0.918978959,0.0810210405,0.927383067,0.0726169325,299,AGN
4FGL J0214.3+5145,135.75317,-9.038097,4074.6187,-21.5181745,1.8784829,0.07754868,-0.054715086,1.5136572,0.99976,-0.7911104,0.00016079211,0.6666667,-0.3114643,-0.4508485,-0.5727367,-0.24485008,2.41628894,PowerLaw,AGN,0.030477222,0.11453644,3FGL J0214.4+5143,3FHL J0214.5+5145,bll,TXS 0210+515,0.9998282,0.98693913,0,0.949528742,0.0504712579,0.928508686,0.0714913137,0.93663951,0.0633604903,0.941964142,0.0580358578,290,AGN
4FGL J0214.4-5822,283.75757,-55.56151,2136.7085,-22.8930166,2.167743,0.3122238,0.2422327,1.3792031,0.9688505,-0.5414532,0.003472287,0.6666667,-0.4194998,-0.53047264,-0.68869257,-0.9995085,3.42137662,PowerLaw,AGN,0.20485474,0.60165054,3FGL J0214.7-5823,,bcu,PMN J0214-5822,0.9915844,0.91162246,0,0.936407249,0.0635927509,0.933364799,0.0666352006,0.936764536,0.0632354638,0.937370875,0.0626291253,308,AGN
4FGL J0214.8-6150,286.88025,-52.610622,1093.0924,-22.7709763,2.4344237,0.24511072,0.2600236,1.355047,0.9806553,0.4521286,0.006839492,0.6666667,-0.74901927,-0.72109133,-0.9999967,0.9999246,0.721504576,PowerLaw,AGN,0.23773047,0.56212604,,,bcu,PKS 0212-620,0.9894632,0.95538485,0,0.915027474,0.0849725263,0.930361542,0.069638458,0.908505401,0.0914945989,0.917224736,0.0827752639,307,AGN
4FGL J0214.9-3722,248.40251,-69.6475,427.17242,-23.0769569,2.7908387,0.24266265,0.14294489,0.92667466,0.6018416,-0.8077417,0.0092909755,0.6666667,-0.7418969,-0.9998376,0.99346197,-0.9883886,2.4496043,PowerLaw,AGN,0.16845678,0.5564576,,,bcu,PMN J0214-3729,,0,0,0.926353131,0.0736468689,0.929374937,0.0706250626,0.919146138,0.0808538619,0.923496544,0.0765034564,299,AGN
4FGL J0215.3+7555,128.07764,13.892107,11224.306,-22.7180245,1.7630982,0.25866017,0.10745143,0.9639146,-0.9997844,0.98765004,0.0005945606,0.6666667,-0.60580254,0.005513281,-0.6752737,0.15792306,2.21198574,PowerLaw,AGN,0.13193254,0.37549114,,3FHL J0215.2+7555,bcu,WN B0210.3+7540,0.99909204,0.9582748,0,0.93369209,0.0663079103,0.928060558,0.071939442,0.930362961,0.0696370394,0.927631157,0.0723688429,270,AGN
4FGL J0215.9+0300,160.30334,-53.619614,3199.8157,-21.9895483,1.9731858,0.272209,0.26153642,1.9074372,0.88242006,-0.8306996,0.0020274238,0.6666667,-0.3941707,-0.2520006,-0.66730666,-0.705637,3.02507802,PowerLaw,AGN,0.17197952,0.49952054,3FGL J0216.0+0300,,bcu,PMN J0215+0300,0.9970165,0.90791,0,0.946661184,0.0533388157,0.934835506,0.065164494,0.945852738,0.0541472624,0.943682648,0.0563173515,298,AGN
4FGL J0216.5+2313,147.15135,-35.606884,3736.9573,-21.8785482,1.8993269,0.16662924,0.14252387,1.9076191,0.9929063,-0.65674156,0.00073371944,0.6666667,-0.51553524,-0.31290093,-0.46640944,-0.70835125,1.55844152,PowerLaw,AGN,0.09023842,0.2255295,,3FHL J0216.4+2315,bll,RBS 0298,0.9996975,0.9822742,0,0.936295388,0.0637046123,0.934061098,0.0659389024,0.930854269,0.0691457314,0.93546748,0.0645325204,289,AGN
4FGL J0216.6-1015,176.96939,-63.786316,1027.8738,-21.7214706,2.3185484,0.11429595,0.14254165,2.380192,0.9413516,-0.43439782,0.0021280174,0.6666667,-0.69472283,-0.561815,-0.89163417,-0.9992098,3.48062615,PowerLaw,AGN,0.07211321,0.21947646,3FGL J0216.6-1019,,bcu,PMN J0216-1017,0.99517983,0.9633467,0,0.931384219,0.0686157807,0.931448513,0.0685514868,0.921357868,0.0786421319,0.930969139,0.0690308608,327,AGN
4FGL J0216.8+0510,158.7241,-51.667206,2387.1653,-22.1523176,2.0611777,0.15560652,0.03698699,0.5562716,0.99996406,-0.47880638,0.0012769604,0.6666667,-0.6952742,-0.22483249,-0.5031195,-0.9991093,2.28729517,PowerLaw,AGN,0.0713342,0.27636084,3FGL J0216.4+0507,,bcu,NVSS J021655+051018,0.9941068,0,0,0.93829629,0.0617037105,0.930967174,0.0690328256,0.93070947,0.0692905303,0.933507115,0.0664928846,326,AGN
4FGL J0216.8-6635,290.3446,-48.397533,1576.2399,-21.0322604,1.9769669,0.0936532,0.12232472,3.2826192,0.98538464,-0.08724373,0.0007001572,0.6666667,-0.44633806,-0.45888194,-0.54390734,-0.78588736,3.3711357,LogParabola,AGN,0.04519352,0.1350473,3FGL J0217.0-6635,3FHL J0217.0-6636,bll,RBS 0300,0.99946296,0.9527459,0,0.937095443,0.0629045571,0.929506483,0.0704935174,0.931554898,0.0684451021,0.932567464,0.0674325358,290,AGN
4FGL J0217.0-0821,174.0807,-62.394085,1047.8062,-21.7438035,2.3313143,0.11700938,0.12238674,1.9438478,-0.24485858,-0.6115327,0.0020668143,0.6666667,-0.67995787,-0.6487475,-0.7175473,-0.99828917,1.72045619,PowerLaw,AGN,0.07367389,0.21764447,3FGL J0217.1-0833,,fsrq,PKS 0214-085,0.99877167,0.9674217,0,0.933378967,0.0666210325,0.931489062,0.0685109385,0.927458047,0.0725419535,0.932429176,0.0675708242,288,AGN
4FGL J0217.2+0837,156.11548,-48.639996,1141.8812,-20.3250092,2.2260902,0.048221864,0.050837062,2.010185,-0.12871316,-0.6099174,0.0006274188,0.6666667,-0.59854007,-0.5640416,-0.7028983,-0.6918992,3.47058216,PowerLaw,AGN,0.025110697,0.08437053,3FGL J0217.2+0837,3FHL J0217.1+0836,bll,ZS 0214+083,0.9997461,0.9798772,0,0.917113418,0.0828865818,0.932241711,0.0677582886,0.917001313,0.0829986869,0.914903608,0.0850963922,300,AGN
4FGL J0217.4+7352,128.90186,12.013445,357.7432,-21.5716827,2.9677424,0.08165904,0.109826654,1.9171011,0.0005512978,-0.739561,0.0039830836,0.6666667,-0.8653175,-0.8805955,-0.99965155,-0.9270117,2.90593677,PowerLaw,AGN,0.059151836,0.17997578,3FGL J0217.5+7349,,fsrq,S5 0212+73,0.99628544,0.97774076,16,0.947375306,0.052624694,0.934311929,0.0656880715,0.939958918,0.0600410822,0.942795375,0.0572046252,291,AGN
4FGL J0217.8+0144,162.16364,-54.418953,643.68774,-19.5745974,2.2155216,0.030823328,0.06209814,4.3541255,-0.18175825,-0.5310128,0.00043568437,0.6666667,-0.6019303,-0.5837176,-0.6761566,-0.9006463,6.0200535,LogParabola,AGN,0.014847845,0.04705828,3FGL J0217.8+0143,3FHL J0217.8+0143,fsrq,PKS 0215+015,0.9992299,0.98199904,0,0.943814239,0.056185761,0.930821586,0.0691784137,0.930963034,0.0690369658,0.938207301,0.061792699,289,AGN
4FGL J0218.1+4232,139.51102,-17.517557,821.7816,-19.0676447,2.354915,0.03117206,0.1694185,11.468819,-0.19875371,-0.48959178,0.0006689616,0.6666667,-0.6343061,-0.7056612,-0.90623814,-0.99990314,2.42411958,PLSuperExpCutoff,PSR,0.019975,0.0594896,3FGL J0218.1+4233,3FHL J0218.3+4230,PSR,PSR J0218+4232,1,0,0,0.96165511,0.0383448903,0.935688085,0.0643119151,0.953093804,0.0469061963,0.955308233,0.0446917675,308,AGN
4FGL J0218.9+3643,141.86285,-22.914812,917.79834,-20.9695093,2.5683548,0.08663223,0.15433945,3.1984386,-0.038754057,-0.5553371,0.0020728454,0.6666667,-0.71423465,-0.7102826,-0.9180888,-0.99987817,4.82146084,LogParabola,AGN,0.060021862,0.18219808,3FGL J0218.9+3642,,bcu,MG3 J021846+3641,0.9088251,0,0,0.921873442,0.0781265578,0.933526767,0.0664732335,0.921903557,0.0780964433,0.923530237,0.0764697629,311,AGN
4FGL J0219.0+2443,147.06609,-33.998367,3674.8906,-21.8039898,1.9104835,0.1043164,0.030001244,0.70709014,-0.31898695,0.9997791,0.00046445493,0.6666667,-0.634935,-0.48720765,-0.5344829,-0.060777627,2.52137868,PowerLaw,AGN,0.04532895,0.167893,3FGL J0219.0+2440,3FHL J0219.0+2445,bll,87GB 021610.9+243205,0.997787,0,0,0.927532999,0.072467001,0.927461457,0.0725385432,0.922970547,0.0770294528,0.921530273,0.0784697275,333,AGN
4FGL J0219.1-1724,191.83107,-67.55039,2426.7927,-22.0075009,2.0983775,0.12676331,-0.01643902,0.3168365,-0.6446415,-0.63968986,0.00075419905,0.6666667,-0.77844846,-0.29722962,-0.25893247,-1,2.93156773,PowerLaw,AGN,0.04947172,0.23541957,2FGL J0219.1-1725,3FHL J0219.1-1723,bll,1RXS J021905.8-172503,0.99949193,0.9119517,0,0.948056457,0.0519435433,0.928564173,0.0714358269,0.941895804,0.0581041965,0.947388449,0.0526115505,291,AGN
4FGL J0219.5+0724,157.79947,-49.405552,2303.3357,-22.4511304,2.22241,0.20370668,0.03267612,0.40649346,0.50806135,0.03991807,0.0012566578,0.6666667,-0.81004685,-0.4211195,-0.58862567,-0.42771092,2.53977722,PowerLaw,AGN,0.086369336,0.3081119,,,bll,GB6 J0219+0727,0.8712908,0,0,0.949837569,0.0501624309,0.927504657,0.0724953434,0.932803671,0.0671963292,0.938026751,0.0619732489,317,AGN
4FGL J0220.2+3246,143.73198,-26.478456,540.829,-22.7086093,2.735511,0.30231827,0.44825032,2.3262894,0.14894964,-0.5669604,0.018991131,0.6666667,-0.8838994,-0.87848896,-0.99994946,0.22198994,2.55728007,PowerLaw,AGN,0.3057491,1.0042152,,,fsrq,CRATES J022048+324116,0.8128966,0.8732687,0,0.919470555,0.0805294449,0.931700787,0.0682992126,0.924649157,0.0753508432,0.921401754,0.0785982464,291,AGN
4FGL J0220.8-0841,176.0174,-61.95728,6195.622,-22.8772356,1.7517393,0.29574516,0.23676677,1.6773044,-0.27403748,-0.99943227,0.0013334485,0.6666667,0.9909579,0.33413926,-0.6385026,-0.5925638,2.144544,PowerLaw,AGN,0.19075675,0.4951554,,,bll,RX J0220.8-0842,0.99854267,0.8914008,0,0.949898751,0.0501012489,0.929833254,0.070166746,0.938378224,0.0616217757,0.938732316,0.0612676842,298,AGN
