Source_Name_3FGL,Flux_Density_log,Unc_Energy_Flux100_log,Spec_index,signif_curv_log,variability_index__log,hr12,hr23,hr34,hr45,GLAT_3FGL,Category_3FGL,Class_3FGL,Pivot_Energy,Spectrum_Type,Assoc1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times_in_Testing,GLON_3FGL,Flags_3FGL
3FGL J0009.6-3211,-28.80027714873859,-28.024800375313824,2.3097298,0.027075916605227002,3.750293364360291,-0.5967407354081553,-0.6235795769814494,-0.7032602851345198,-0.6370210658328215,-79.601845,AGN,bcu,1069.8146,PowerLaw,IC 1531,0.915009211274327,0.08499078872567264,0.9145579444573997,0.08544205554260012,0.9146161486886912,0.08538385131130856,0.9113089014417184,0.08869109855828156,314,1.2516652,1
3FGL J0012.4+7040,-28.227607626146195,-27.2959121653024,2.4837499,-1.5660769358584117,3.9430543152311106,-0.5953408796219369,-0.869545041824204,-0.5685733155906002,-0.44183559838977843,8.046483,AGN,bcu,1066.8414,PowerLaw,TXS 0008+704,0.9260609851704895,0.07393901482951082,0.9166237289223836,0.08337627107761628,0.9235267314212151,0.0764732685787846,0.9215370993874247,0.0784629006125753,300,119.68739,8
3FGL J0013.2-3954,-28.223898020144944,-27.858863564790475,2.2117834,-1.8850229170180788,4.0114713928463255,-0.5646003048995901,-0.6268517078408645,-0.5862699322477437,-0.3508119073529838,-74.96217,AGN,bll,1139.5116,PowerLaw,PKS 0010-401,0.9195881341552464,0.08041186584475399,0.9119726520848417,0.08802734791515865,0.9066808738945339,0.09331912610546551,0.908093833166613,0.09190616683338733,298,332.3238,0
3FGL J0013.9-1853,-31.145815641329445,-27.99473261560349,1.9351506,0.4864007093412677,3.5961829930688416,0.9991154095328826,0.3421744318186921,-0.42061920128164326,-0.836871205837758,-78.0784,AGN,bll,2844.402,PowerLaw,RBS 0030,0.9294176373403841,0.07058236265961546,0.9207264271776637,0.07927357282233673,0.9210381618506696,0.07896183814933046,0.9221348394092841,0.07786516059071596,315,74.62692,0
3FGL J0014.0-5025,-31.16218343472785,-28.00855233348241,1.9238772,0.37149796807471713,3.836813004725503,-0.7391924626457075,-0.278573800519205,-0.630847603841834,-0.44887751875515375,-65.633064,AGN,bll,2914.0332,PowerLaw,RBS 0032,0.9280735753483275,0.0719264246516722,0.9119925761063182,0.08800742389368209,0.9155099018561286,0.08449009814387126,0.9164935956667002,0.08350640433329988,298,317.4511,0
3FGL J0014.6+6119,-31.241105138355884,-27.319719811631497,1.8874854,0.888861568341458,3.9276093645878487,0.9552377683739157,-0.08437427121086265,-0.27752874859668053,-0.4584520914547665,-1.2385842,AGN,bcu,5187.997,PowerLaw,4C +60.01,0.9088600770921614,0.09113992290783847,0.8999518705646343,0.10004812943536552,0.8967644624111997,0.10323553758880062,0.9029293739368096,0.09707062606319038,307,118.53034,0
3FGL J0014.7+5802,-32.022464267159805,-27.57167373296391,1.9128166,-0.3954288997544556,3.676555576125096,0.9238889661963638,0.8299244102293584,-0.5388312610909588,-0.5392009173989567,-4.4827323,AGN,bll,5677.0996,PowerLaw,1RXS J001442.2+580201,0.8985140153712702,0.10148598462872975,0.8984459848110352,0.10155401518896456,0.894565637674905,0.10543436232509536,0.8999137387413745,0.10008626125862617,308,118.07528,0
3FGL J0015.7+5552,-30.65191479944123,-27.565053335418938,2.1145282,0.04245049179847266,3.6289260585372576,-0.6120405531113297,-0.7088524234793138,-0.5833144900222816,-0.5883428472457479,-6.6486773,AGN,bcu,3002.9968,PowerLaw,GB6 J0015+5551,0.9350570716715492,0.06494292832845067,0.9288352429414035,0.07116475705859593,0.9292014045903595,0.07079859540964062,0.931717777687312,0.06828222231268674,303,117.90898,0
3FGL J0016.3-0013,-25.500733192211612,-27.71218464315238,2.6178546,1.227165971358263,5.030950404429653,-0.6167842393973134,-0.7950900131628386,-0.9087718782773484,-0.35585450290357273,-61.808758,AGN,fsrq,449.44128,PowerLaw,S3 0013-00,0.9198422459431613,0.08015775405683827,0.913293175512654,0.08670682448734654,0.9104057840024864,0.08959421599751405,0.9123670679452914,0.08763293205470836,312,104.078606,0
3FGL J0017.2-0643,-29.827139450377125,-27.809167879312188,2.1161962,-0.05333569445682648,3.6213918420125673,0.03187591087127264,-0.16755347302774037,-0.691333989816063,-0.771387465099829,-68.03635,AGN,bcu,1905.9727,PowerLaw,PMN J0017-0650,0.924729268515716,0.075270731484284,0.9141185959371518,0.0858814040628486,0.9124840438861592,0.08751595611384115,0.9128979633721771,0.08710203662782316,320,99.66854,0
3FGL J0017.6-0512,-27.075389138553515,-27.390353531342907,2.50629,0.6175269501352547,5.438452152451886,-0.6518641813689702,-0.7160617717563643,-0.8130448957213421,-0.5003780418504268,-66.64299,AGN,FSRQ,861.1856,PowerLaw,PMN J0017-0512,0.9168470254333833,0.08315297456661583,0.8993879759241261,0.10061202407587382,0.9043830128951086,0.09561698710489139,0.9036410158214438,0.09635898417855622,309,101.25842,0
3FGL J0018.4+2947,-32.19509038629849,-27.978807112450035,1.8645151,-2.4305654639441827,4.030711995028744,0.8849086362254712,-0.8399063573762365,-0.16607447296393654,-0.17311760110907015,-32.53204,AGN,bll,4720.1187,PowerLaw,RBS 0042,0.9326938052434469,0.06730619475655263,0.920430492773318,0.07956950722668127,0.924533155495451,0.0754668445045495,0.919362031128341,0.08063796887165879,316,114.43213,0
3FGL J0018.9-8152,-29.602222468193855,-27.662281675337795,2.0754406,-1.1711670138884926,4.450296147933675,-0.6587698183488674,-0.6588904405185384,-0.5183603364935472,-0.2728989796610591,-35.163124,AGN,bll,2187.517,PowerLaw,PMN J0019-8152,0.9198744271382593,0.08012557286174075,0.913828291912942,0.0861717080870583,0.9165713360109926,0.08342866398900795,0.9198954901048467,0.08010450989515303,282,304.3301,0
3FGL J0019.1-5645,-28.756364980711087,-28.021209263314578,2.3909311,-0.64464421953415,4.140851232313397,-0.882274397774648,-0.4822717802946101,-0.5985471558203058,-0.279748388189667,-59.82244,AGN,bcu,1088.913,PowerLaw,PMN J0019-5641,0.8886876860113149,0.11131231398868516,0.8835196195132934,0.11648038048670695,0.8798625303763415,0.12013746962365837,0.8799821198711218,0.12001788012887878,273,311.7315,0
3FGL J0019.4+2021,-29.584504066401358,-27.88705995812731,2.2486298,-0.5573604331611044,4.021427393600852,0.4067555557691537,-0.8635575321317969,-0.41048141227473717,-0.5306662510970116,-41.877808,AGN,bll,1529.8136,PowerLaw,PKS 0017+200,0.9369405224464509,0.06305947755354858,0.9247486654223815,0.07525133457761804,0.9310866315244443,0.0689133684755553,0.9332569720450328,0.0667430279549668,305,112.8436,0
3FGL J0021.6-2553,-28.92575668855827,-27.80486434751052,2.0992868,-1.7473316060732447,4.27064698476281,-0.6636358847942011,-0.4794270863429011,-0.44254405296190014,-0.6013816086614184,-83.22444,AGN,bll,1520.3076,PowerLaw,CRATES J002132.55-255049.3,0.9083821703509273,0.09161782964907234,0.9027561740772481,0.0972438259227526,0.9015797920893277,0.09842020791067238,0.9010430936558479,0.09895690634415218,293,41.81136,0
3FGL J0021.6-6835,-27.01092495859738,-27.997102158841486,2.6524696,-0.5779486373844374,3.948370556540014,-0.6534517582456272,-0.7753668189582416,-0.7493403520475939,-0.9999161075498655,-48.299847,AGN,bcu,532.6547,PowerLaw,PKS 0021-686,0.9232694868358928,0.07673051316410681,0.9082525969731973,0.09174740302680261,0.9099219613924021,0.09007803860759803,0.9083386142460806,0.09166138575391967,296,307.0121,256
3FGL J0022.1-1855,-29.689771013839774,-27.30593235447855,1.7990181,0.8917023398526315,4.21757053595716,0.9589606616097993,-0.3778147893550448,-0.2586622862511347,-0.67548888543433,-79.38736,AGN,bll,2653.591,PowerLaw,1RXS J002209.2-185333,0.9286032667177705,0.07139673328223013,0.9279761647934481,0.07202383520655177,0.9268048521160698,0.07319514788393024,0.9283793596330088,0.07162064036699174,303,82.03097,0
3FGL J0022.1-5141,-29.112610508967492,-27.680365468632083,1.9874318,0.5395549364451024,4.084479832038424,0.31534628002342135,-0.4041543068948065,-0.6975873155145208,-0.25296759135316615,-64.82614,AGN,bll,1760.3436,PowerLaw,1RXS J002159.2-514028,0.8959262889177028,0.10407371108229772,0.8923402147521818,0.10765978524781868,0.8856901507282163,0.11430984927178334,0.897922779481126,0.10207722051887444,321,313.62024,0
3FGL J0022.5+0608,-27.27072953989508,-27.22975695277962,2.073243,0.898164642402711,4.556037398129866,-0.3906191623613843,-0.5816227988693259,-0.5129796110983269,-0.6065887031349356,-56.008762,AGN,bll,1265.673,PowerLaw,PKS 0019+058,0.9130871048461519,0.08691289515384827,0.9137250600488553,0.0862749399511446,0.9136024589241245,0.08639754107587486,0.916370714648053,0.08362928535194691,327,110.023605,0
3FGL J0023.5+4454,-26.725246040273838,-27.735943449824248,2.5684931,-1.3556448917361252,4.244385379551103,-0.7485378584199213,-0.6783081087782739,-0.7733615808201616,-0.679655957027814,-17.68494,AGN,fsrq,620.3807,PowerLaw,B3 0020+446,0.927405581648322,0.0725944183516768,0.9188299679934915,0.08117003200650853,0.9220414178438594,0.0779585821561403,0.923081871445696,0.07691812855430384,300,117.74822,0
3FGL J0024.4+0350,-28.723054294482232,-27.74527578983069,2.2782264,1.015887565381705,4.31683723509422,-0.5287919997892013,-0.7104705701327177,-0.7418093220007647,-0.658294945284976,-58.350433,AGN,fsrq,1194.3387,PowerLaw,GB6 J0024+0349,0.9175882708934396,0.08241172910656014,0.9150415618477516,0.08495843815224828,0.9110882361698714,0.08891176383012904,0.9109375913519545,0.08906240864804593,295,110.02033,0
3FGL J0026.7-4603,-28.852923906038786,-28.062160357035683,2.450339,-1.0452136740233318,4.040491151426069,-0.5848640015950016,-0.7991077002592507,-0.4840408875005214,-0.755640249827679,-70.44581,AGN,bll,1009.74817,PowerLaw,1RXS J002636.3-460101,0.8845332077881268,0.11546679221187302,0.887489010048788,0.1125109899512128,0.8781915622355435,0.12180843776445677,0.8836199457859062,0.11638005421409377,314,315.8166,1
3FGL J0028.6+7507,-28.316029109717547,-27.59983179903859,2.3414557,-0.897725880110065,3.6306122139885693,-0.696194307310315,-0.6177220105705958,-0.43917096294386315,-0.962001779445239,12.313124,AGN,bcu,1172.9393,PowerLaw,GB6 J0028+7506,0.9286956966505063,0.07130430334949339,0.9162463995901796,0.08375360040982083,0.9171779370656393,0.0828220629343602,0.9193625084452484,0.080637491554751,294,121.4367,0
3FGL J0028.8+1951,-27.577740477617763,-27.795589673892174,2.4336774,0.6808395008419907,3.750542830355787,-0.7045302550019229,-0.5189217221770291,-0.9590062095081322,0.03574599197285968,-42.702084,AGN,bcu,761.7829,PowerLaw,TXS 0025+197,0.9188317209990471,0.0811682790009531,0.9183569726340197,0.08164302736598032,0.9144096849214288,0.085590315078571,0.9135670265017165,0.08643297349828269,305,115.68266,256
3FGL J0029.1-7045,-28.312420848744388,-27.75885721471488,2.284518,-0.48791850666344383,4.310719927618581,-0.7633333887089556,-0.5333568572207786,-0.5008706243158183,-0.7307504134954802,-46.258186,AGN,bll,1257.5558,PowerLaw,PKS 0026-710,0.9045553887885397,0.09544461121146039,0.8973876577572868,0.10261234224271334,0.8976559561062213,0.10234404389377831,0.896830800346875,0.10316919965312552,297,305.581,0
3FGL J0030.2-1646,-31.778067711713867,-27.561834383233894,1.6471963,0.2819452231547677,4.163524327354458,-0.9878083810403534,0.9999511934662235,-0.3660781575333744,-0.41228732757156605,-78.545784,AGN,bcu,5034.0356,PowerLaw,1RXS J003019.6-164723,0.9375807451186925,0.062419254881307513,0.9244228353664491,0.07557716463355137,0.9245974663929749,0.0754025336070247,0.9272099881399545,0.07279001186004555,286,96.52078,0
3FGL J0030.3-4223,-24.7129737734558,-27.73582027806364,2.5805273,0.41079826153031684,5.134444520919319,-0.6829599616367495,-0.7131843915529443,-0.7994547991711565,-0.7477003882584804,-74.13968,AGN,fsrq,415.28687,PowerLaw,PKS 0027-426,0.9130902485496861,0.0869097514503143,0.9056729609658374,0.0943270390341617,0.9025444570856289,0.09745554291437106,0.9011604625388426,0.09883953746115681,296,317.30246,0
3FGL J0030.7-0209,-26.587434939601327,-27.676104991877317,2.3780944,1.143279202005401,5.860394978848503,-0.5760751820444032,-0.6813103582698531,-0.6964143957497873,-0.9999782306664116,-64.54405,AGN,bcu,696.7064,PowerLaw,PKS B0027-024,0.9218949918281021,0.07810500817189725,0.9170615010857468,0.08293849891425298,0.9190809423405097,0.08091905765949044,0.9254015399341325,0.07459846006586757,293,110.85923,0
3FGL J0031.3+0724,-32.04652900440874,-27.84750982242484,1.8239038,0.05849048734707135,3.497018128074861,-0.9618723990696888,0.8723470074426698,-0.7602178840350552,0.19281759030990964,-55.11534,AGN,bcu,4521.002,PowerLaw,NVSS J003119+072456,0.9018232688089415,0.09817673119105835,0.8959564339556381,0.10404356604436173,0.8896236122020795,0.11037638779792135,0.8934981643662874,0.10650183563371263,295,114.18945,0
3FGL J0032.3-2852,-30.02820247862139,-28.097203256372868,2.1895173,-4.199546357143396,3.63803558503549,-0.35126111177098174,-0.689113684045237,-0.5513305581355644,-0.39952296725990266,-85.441284,AGN,bll,1646.3562,PowerLaw,PMN J0032-2849,0.9271095642599293,0.07289043574007037,0.9170346030882497,0.08296539691174942,0.9173677742350839,0.08263222576491597,0.9230325118337233,0.07696748816627658,291,9.274878,0
3FGL J0033.6-1921,-28.40934085604871,-26.68445447976869,1.7147852,0.7172104732188425,4.1685844661486335,-0.4786983219526236,-0.31366177487677355,-0.31124438702754864,-0.358970865054778,-81.22408,AGN,bll,2398.1309,PowerLaw,KUV 00311-1938,0.9053534727590875,0.09464652724091221,0.9074213984412427,0.09257860155875766,0.8947833427100318,0.1052166572899672,0.9021651449015737,0.09783485509842607,323,94.21208,0
3FGL J0035.2+1513,-30.091361619659317,-27.31476026013186,1.8063989,0.5151803083489034,3.9650373210087713,-0.6195324568971112,-0.16160105759374732,-0.410343009248828,-0.3479939910254927,-47.467373,AGN,bll,3166.7546,PowerLaw,RX J0035.2+1515,0.9544371994927352,0.04556280050726487,0.9396888896837271,0.06031111031627276,0.942897567170439,0.05710243282956091,0.9434828395936485,0.05651716040635036,317,117.14552,0
3FGL J0035.9+5949,-28.806944671054517,-26.958370257215222,1.897775,-0.22580955193784996,4.2420260763321975,-0.3045399777341729,-0.6509926119170552,-0.34293221992169387,-0.3731134053856666,-2.981383,AGN,bll,2967.5896,PowerLaw,1ES 0033+595,0.9371667182830945,0.06283328171690566,0.9347321806105635,0.0652678193894365,0.9345320241877465,0.06546797581225444,0.9374098712092697,0.06259012879073023,268,120.98583,0
3FGL J0037.9+1239,-28.292202877909446,-27.5607037619559,2.1514816,-0.33270379014345364,4.196203855748786,-0.562747019629628,-0.6785795776841516,-0.46501372725861545,-0.5984969326691899,-50.084618,AGN,bll,1387.6769,PowerLaw,NVSS J003750+123818,0.9250714037569095,0.07492859624309059,0.9206952232924719,0.07930477670752831,0.9152971986937093,0.08470280130629067,0.9194776925481493,0.08052230745185081,308,117.78463,0
3FGL J0038.0+0012,-29.296773698254654,-27.832240810952275,2.1565473,-0.3606706303578437,3.507572782150108,-0.350721962730336,-0.7163798192229707,-0.3371275894904656,-0.6670295354333534,-62.474567,AGN,bll,1550.1482,PowerLaw,NVSS J003808+001336,0.9199656988711096,0.08003430112888961,0.9152035062917053,0.08479649370829476,0.9082099472602386,0.09179005273976172,0.9177005965039161,0.08229940349608442,316,115.6973,0
3FGL J0038.0-2501,-27.25212738752227,-27.88116131959538,2.43891,0.6030637076941793,4.667927121043232,-0.6694265130509128,-0.6714190950564749,-0.7387796913531293,-0.876557125870292,-86.33264,AGN,fsrq,733.78314,PowerLaw,PKS 0035-252,0.9043840624559717,0.09561593754402826,0.9066227265802886,0.0933772734197116,0.9015523239526787,0.09844767604732158,0.901944453189429,0.09805554681057144,292,67.04554,0
3FGL J0039.0-2218,-32.458703052858745,-27.90584282515446,1.7153648,0.9884944749911772,3.5992032933761617,0.9641966304300582,-0.5438489454806709,-0.21250522105245798,-0.5241988408148328,-84.41313,AGN,bcu,5052.5894,PowerLaw,PMN J0039-2220,0.939198173331305,0.06080182666869519,0.9269425035498674,0.07305749645013249,0.9236968203552413,0.07630317964475877,0.9309808881283447,0.06901911187165516,329,91.91121,0
3FGL J0039.1+4330,-30.743676405062228,-27.878150234848356,1.9628744,0.6168964450970028,3.5676167777736607,-0.7896259441097822,-0.1367834080931202,-0.5571590061354164,-0.46245255007845637,-19.31416,AGN,bcu,2760.5237,PowerLaw,NVSS J003907+433015,0.9158639895771434,0.08413601042285633,0.9090896792465119,0.09091032075348805,0.9115319726369199,0.08846802736308007,0.9084765572727108,0.09152344272728909,302,120.57974,0
3FGL J0039.1-0939,-27.149387502880337,-27.873921989065245,2.5939708,0.9080960469723354,3.838237919602561,-0.41126482460770664,-0.8352682419696404,-0.9252100567428089,-0.9996793655127669,-72.28967,AGN,fsrq,568.70325,PowerLaw,TXS 0036-099,0.9200653185957856,0.07993468140421496,0.9101210165656876,0.0898789834343128,0.9107041981383603,0.08929580186163973,0.9151422692755247,0.0848577307244751,298,112.9142,0
3FGL J0040.3+4049,-35.40267576424485,-27.70004927375234,1.1322582,0.31967567514983436,3.410292891814647,-0.7266583215592958,-0.7607738459655229,-0.4051763187016207,0.327153234434352,-22.005041,AGN,bcu,37201.97,PowerLaw,B3 0037+405,0.9043272336253102,0.09567276637468917,0.9022528568260338,0.09774714317396614,0.9008064342598932,0.0991935657401064,0.903786706517622,0.09621329348237796,313,120.66645,0
3FGL J0040.5-2339,-31.48828400335271,-28.05785513150953,1.9462218,0.3240381817347007,3.896885895261406,0.9858932893046627,-0.6358249691798679,-0.6317401099199926,-0.043982622160754305,-85.74683,AGN,bcu,3011.39,PowerLaw,PMN J0040-2340,0.9356209207231918,0.06437907927680775,0.9286415744311591,0.07135842556884123,0.9346547682298914,0.06534523177010947,0.9333706917902519,0.06662930820974883,290,87.170006,0
3FGL J0041.9+3639,-31.666289454484144,-27.96789519727854,1.9757644,-2.118116426224659,3.4230492477029095,0.9998480499617198,-0.9443206893287787,-0.16515294261751745,0.04049664510897189,-26.171455,AGN,bll,3549.2144,PowerLaw,RX J0042.0+3641,0.9407030969499166,0.05929690305008341,0.9333348772520738,0.06666512274792621,0.9321785231602537,0.06782147683974556,0.9338060837099591,0.06619391629004089,288,120.8235,0
3FGL J0042.0+2318,-28.535607215053176,-27.812869712585783,2.3544266,0.38700659308822233,3.955882557894578,-0.5771990074811848,-0.7260992938553394,-0.5033486301352823,-0.9999715658334443,-39.516415,AGN,fsrq,1085.7772,PowerLaw,PKS 0039+230,0.9108418168295794,0.08915818317042024,0.9044238589734621,0.0955761410265369,0.9058490531192973,0.09415094688070234,0.9079664006164629,0.09203359938353685,324,120.14492,0
3FGL J0043.5-0444,-32.62819591039502,-27.784677971040637,1.7345864,-3.7552662529315253,3.696643485864898,-0.8814837368047129,-0.2892741435475887,-0.2609895807782335,-0.177278184692485,-67.533,AGN,bcu,6492.1416,PowerLaw,1RXS J004333.7-044257,0.9039867230710789,0.09601327692892113,0.8978883604734812,0.10211163952651878,0.8946922679859318,0.10530773201406829,0.8947423270904303,0.10525767290957,295,117.79628,0
3FGL J0043.7-1117,-32.35211548381267,-27.552531428952232,1.5937259,0.7489168360768593,3.319824695514761,-0.9998546868479484,0.9992759682968737,-0.292106914880527,-0.3677963698758798,-74.05682,AGN,bcu,6018.865,PowerLaw,1RXS J004349.3-111612,0.9257105204260528,0.07428947957394774,0.9254268760532002,0.07457312394679952,0.9240678411312987,0.07593215886870179,0.922220368516403,0.07777963148359693,273,116.04734,0
3FGL J0043.8+3425,-27.835871708334434,-27.343993357493503,2.0446968,-0.9320183906438051,4.654838583445367,-0.43240979776117205,-0.61849862481463,-0.41357965116196893,-0.5983040612281982,-28.41628,AGN,fsrq,1432.6361,PowerLaw,GB6 J0043+3426,0.9209281992268344,0.07907180077316539,0.9095475062479803,0.09045249375201976,0.9123261199058618,0.08767388009413948,0.9121104752855002,0.08788952471449947,313,121.159805,0
3FGL J0045.2-3704,-26.06314809889724,-27.91782783827771,2.542837,-0.6423208811975994,5.157599585004132,-0.6571168875135608,-0.7346995824503612,-0.6603557788541684,-0.8525333017920883,-79.96312,AGN,bcu,509.48514,PowerLaw,PKS 0042-373,0.9059882709764674,0.09401172902353294,0.902314681137789,0.0976853188622113,0.8985124144679175,0.10148758553208283,0.9016078167092434,0.09839218329075611,306,310.0371,0
3FGL J0045.3+2126,-29.00232086032112,-27.269506502107763,1.89904,0.5353394886746301,4.085800044916517,-0.5784092964276112,-0.5409258059728798,-0.296415459469998,-0.5433909756409916,-41.403828,AGN,bll,2334.118,PowerLaw,GB6 J0045+2127,0.9239638253582377,0.07603617464176285,0.9198365654146471,0.08016343458535341,0.9200979281816968,0.07990207181830279,0.9177023231590076,0.08229767684099269,322,121.0586,0
3FGL J0045.7+1217,-29.22583074531817,-27.430180762131915,1.9597332,0.1257208697484402,3.9901761135477956,-0.09898624433241981,-0.47603646236733016,-0.5046204226494353,-0.5563599643785321,-50.559357,AGN,bll,2168.2095,PowerLaw,GB6 J0045+1217,0.9217702570561478,0.07822974294385217,0.9113238657077521,0.08867613429224742,0.9118752920748442,0.08812470792515571,0.9190648327606686,0.08093516723933157,322,120.74098,0
3FGL J0046.7-8419,-25.700140228257577,-27.642200978345954,2.8206205,-0.434945876894398,4.14287299372983,-0.7036880921723039,-0.6890326595576478,-0.8478276301105143,-0.9999448145968542,-32.807045,AGN,fsrq,395.72586,PowerLaw,PKS 0044-84,0.9320414616731574,0.06795853832684243,0.9227067528353493,0.07729324716465145,0.9233495758037874,0.07665042419621322,0.9163595060832712,0.08364049391672876,293,303.0702,0
3FGL J0047.0+5658,-27.321625155568025,-27.36183035891827,2.22425,0.3602192454748337,4.309972475079446,-0.66711202654736,-0.566173606285448,-0.5100303208950588,-0.7644401441565926,-5.8951225,AGN,bll,1172.4714,PowerLaw,GB6 J0047+5657,0.9303991636113044,0.06960083638869613,0.9286443247046986,0.07135567529530121,0.9240007276815074,0.0759992723184919,0.9222609010280454,0.07773909897195508,297,122.33373,4
3FGL J0047.9+5447,-34.598360489513375,-27.665367766646114,1.3335099,-0.30593430223554824,3.397507750001605,0.9660201772098601,-0.7405956404577482,-0.5703053901423466,0.5372213974305258,-8.071238,AGN,bcu,21680.848,PowerLaw,1RXS J004754.5+544758,0.920799088432989,0.07920091156701163,0.9173011066769445,0.08269889332305598,0.9111122302701623,0.088887769729838,0.9121150036742527,0.0878849963257477,326,122.42279,0
3FGL J0048.0+2236,-27.181975198332143,-27.59816716612948,2.33307,0.96505662908248,5.4833923791010575,-0.4289901013131539,-0.707750180548291,-0.5944735836445262,-0.8495203919351016,-40.264175,AGN,fsrq,908.46466,PowerLaw,NVSS J004802+223525,0.8963259495685143,0.10367405043148514,0.9034091885255927,0.09659081147440664,0.8926930591234965,0.10730694087650329,0.8975935599624204,0.10240644003757948,316,121.908806,0
