Source_Name_3FGL,Ln_Flux_Density,Ln_Unc_Energy_Flux100,Spectral_Index,Ln_Signif_Curve,Ln_Variability_Index,HR12,HR23,HR34,HR45,GLAT,Category_3FGL,CLASS_3FGL,Pivot_Energy,Spectrum_Type,ASSOC1,GLON,Category_Prob_O,Source_Name,AGN_BDT_O,AGN_BDT_STD_O,PSR_BDT_O,PSR_BDT_STD_O,AGN_NN_O,AGN_NN_STD_O,PSR_NN_O,PSR_NN_STD_O,AGN_RF_O,AGN_RF_STD_O,PSR_RF_O,PSR_RF_STD_O,AGN_LR_O,AGN_LR_STD_O,PSR_LR_O,PSR_LR_STD_O,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,Flags,Category_Prob
3FGL J0009.6-3211,-28.8002771,-28.0248004,2.3097298,0.027075917,3.75029336,-0.596740735,-0.623579577,-0.703260285,-0.637021066,-79.601845,AGN,bcu,1069.8146,PowerLaw,IC 1531,1.25166523,AGN,3FGL J0009.6-3211,0.997946234,0.00317188383,0.00205376552,0.00317188383,0.981689464,0.0135758354,0.0183105365,0.0135758354,0.939328607,0.0391452247,0.0606713932,0.0391452247,0.916858429,0.0385583593,0.0831415709,0.0385583593,0.999629846,0.000692506957,0.000370153563,0.000692506957,0.987628959,0.0122949079,0.0123710414,0.0122949079,0.986582906,0.00868103417,0.0134170939,0.00868103417,0.992828133,0.00307493263,0.00717186683,0.00307493263,1,AGN
3FGL J0012.4+7040,-28.2276076,-27.2959122,2.4837499,-1.56607694,3.94305431,-0.59534088,-0.869545042,-0.568573316,-0.441835598,8.046483,AGN,bcu,1066.8414,PowerLaw,TXS 0008+704,119.687393,AGN,3FGL J0012.4+7040,0.999798151,0.000252048562,0.000201848709,0.000252048562,0.996035908,0.00483205126,0.00396409194,0.00483205126,0.986130578,0.0113486847,0.0138694218,0.0113486847,0.999796686,0.00022324703,0.000203313651,0.00022324703,0.999901722,8.09149277e-05,9.82784456e-05,8.09149277e-05,0.990945188,0.0122030374,0.00905481154,0.0122030374,0.99497059,0.00323997491,0.0050294098,0.00323997491,0.999968535,5.89027733e-05,3.14648669e-05,5.89027733e-05,8,AGN
3FGL J0013.2-3954,-28.223898,-27.8588636,2.2117834,-1.88502292,4.01147139,-0.564600305,-0.626851708,-0.586269932,-0.350811907,-74.96217,AGN,bll,1139.5116,PowerLaw,PKS 0010-401,332.323792,AGN,3FGL J0013.2-3954,0.999831462,0.000194631555,0.000168538395,0.000194631555,0.997214863,0.00290132828,0.00278513673,0.00290132828,0.98849385,0.0107084387,0.0115061501,0.0107084387,0.99995672,9.771812e-05,4.32795418e-05,9.771812e-05,0.999887696,8.36256899e-05,0.000112304294,8.36256899e-05,0.990442387,0.0140663057,0.00955761335,0.0140663057,0.996511841,0.00218785343,0.00348815934,0.00218785343,0.999994092,9.8243238e-06,5.90784208e-06,9.8243238e-06,0,AGN
3FGL J0013.9-1853,-31.1458156,-27.9947326,1.9351506,0.486400709,3.59618299,0.99911541,0.342174432,-0.420619201,-0.836871206,-78.0784,AGN,bll,2844.402,PowerLaw,RBS 0030,74.6269226,AGN,3FGL J0013.9-1853,0.98479201,0.0179059702,0.0152079902,0.0179059702,0.959897159,0.0393286756,0.0401028415,0.0393286756,0.895012488,0.044536454,0.104987512,0.044536454,0.85757621,0.0757005466,0.14242379,0.0757005466,0.985961614,0.0288822298,0.0140383865,0.0288822298,0.968991355,0.0183441356,0.0310086448,0.0183441356,0.891084706,0.0475307976,0.108915294,0.0475307976,0.970047021,0.0157887669,0.0299529793,0.0157887669,0,AGN
3FGL J0014.0-5025,-31.1621834,-28.0085523,1.9238772,0.371497968,3.83681301,-0.739192463,-0.278573801,-0.630847604,-0.448877519,-65.633064,AGN,bll,2914.0332,PowerLaw,RBS 0032,317.451111,AGN,3FGL J0014.0-5025,0.999495291,0.000470709057,0.000504709004,0.000470709057,0.980485167,0.0142621957,0.0195148332,0.0142621957,0.99335031,0.00929333979,0.00664969003,0.00929333979,0.860560419,0.0528759597,0.139439581,0.0528759597,0.999759104,0.000251455506,0.000240896496,0.000251455506,0.985598177,0.0110808607,0.0144018229,0.0110808607,0.992769899,0.00939470917,0.00723010141,0.00939470917,0.984889648,0.00690936974,0.0151103522,0.00690936974,0,AGN
3FGL J0014.6+6119,-31.2411051,-27.3197198,1.8874854,0.888861568,3.92760936,0.955237768,-0.084374271,-0.277528749,-0.458452091,-1.2385842,AGN,bcu,5187.997,PowerLaw,4C +60.01,118.530342,AGN,3FGL J0014.6+6119,0.995080572,0.00392323629,0.00491942759,0.00392323629,0.786503241,0.143487119,0.213496759,0.143487119,0.983892784,0.0155025792,0.0161072164,0.0155025792,0.943414674,0.0238780469,0.0565853263,0.0238780469,0.997998673,0.00156605032,0.00200132703,0.00156605032,0.875963595,0.0802512348,0.124036405,0.0802512348,0.990509122,0.00823157127,0.00949087807,0.00823157127,0.981410835,0.0074644949,0.0185891655,0.0074644949,0,AGN
3FGL J0014.7+5802,-32.0224643,-27.5716737,1.9128166,-0.3954289,3.67655558,0.923888966,0.82992441,-0.538831261,-0.539200917,-4.4827323,AGN,bll,5677.0996,PowerLaw,1RXS J001442.2+580201,118.075279,AGN,3FGL J0014.7+5802,0.998180428,0.00136719752,0.00181957225,0.00136719752,0.947283462,0.0551537044,0.0527165377,0.0551537044,0.99544349,0.00551306575,0.00455650959,0.00551306575,0.991128388,0.00980986293,0.00887161188,0.00980986293,0.999307901,0.000722092778,0.000692098683,0.000722092778,0.958179957,0.0399335078,0.0418200428,0.0399335078,0.995631304,0.00448708354,0.00436869567,0.00448708354,0.998564004,0.00167809541,0.00143599561,0.00167809541,0,AGN
3FGL J0015.7+5552,-30.6519148,-27.5650533,2.1145282,0.042450492,3.62892606,-0.612040553,-0.708852423,-0.58331449,-0.588342847,-6.6486773,AGN,bcu,3002.9968,PowerLaw,GB6 J0015+5551,117.908981,AGN,3FGL J0015.7+5552,0.999027867,0.000901970385,0.000972133478,0.000901970385,0.672222148,0.169011114,0.327777852,0.169011114,0.995823608,0.00493812185,0.00417639171,0.00493812185,0.831073221,0.064911027,0.168926779,0.064911027,0.999747111,0.000206673593,0.000252888599,0.000206673593,0.962420163,0.0208316585,0.037579837,0.0208316585,0.996930423,0.0023046732,0.00306957734,0.0023046732,0.984166712,0.00668928269,0.0158332879,0.00668928269,0,AGN
3FGL J0016.3-0013,-25.5007332,-27.7121846,2.6178546,1.22716597,5.0309504,-0.616784239,-0.795090013,-0.908771878,-0.355854503,-61.808758,AGN,fsrq,449.44128,PowerLaw,S3 0013-00,104.078606,AGN,3FGL J0016.3-0013,0.999979629,3.01242892e-05,2.03711911e-05,3.01242892e-05,0.992211933,0.00668553802,0.00778806708,0.00668553802,0.980281647,0.0164053335,0.019718353,0.0164053335,0.958759709,0.0346083628,0.0412402907,0.0346083628,0.999987583,1.25519491e-05,1.24166122e-05,1.25519491e-05,0.984576069,0.0120541665,0.0154239315,0.0120541665,0.981911116,0.0152184636,0.018088884,0.0152184636,0.994046429,0.00332408076,0.00595357075,0.00332408076,0,AGN
3FGL J0017.2-0643,-29.8271395,-27.8091679,2.1161962,-0.053335694,3.62139184,0.031875911,-0.167553473,-0.69133399,-0.771387465,-68.03635,AGN,bcu,1905.9727,PowerLaw,PMN J0017-0650,99.668541,AGN,3FGL J0017.2-0643,0.993084548,0.00854927666,0.00691545199,0.00854927666,0.980003917,0.0140217494,0.0199960828,0.0140217494,0.950077164,0.0306978605,0.0499228358,0.0306978605,0.874831276,0.0568373309,0.125168724,0.0568373309,0.997414335,0.00380465217,0.00258566518,0.00380465217,0.98683784,0.00828249021,0.0131621605,0.00828249021,0.979561838,0.0120323695,0.0204381616,0.0120323695,0.987865383,0.00558938794,0.0121346171,0.00558938794,0,AGN
3FGL J0017.6-0512,-27.0753891,-27.3903535,2.50629,0.61752695,5.43845215,-0.651864181,-0.716061772,-0.813044896,-0.500378042,-66.64299,AGN,FSRQ,861.1856,PowerLaw,PMN J0017-0512,101.258423,AGN,3FGL J0017.6-0512,0.999969788,2.96595156e-05,3.02123475e-05,2.96595156e-05,0.996444217,0.00392933253,0.00355578273,0.00392933253,0.978342334,0.0167239795,0.0216576656,0.0167239795,0.996675256,0.00235376993,0.00332474369,0.00235376993,0.999977292,3.79618495e-05,2.27084332e-05,3.79618495e-05,0.990180728,0.00997378772,0.00981927197,0.00997378772,0.991033763,0.00911533787,0.00896623674,0.00911533787,0.999454027,0.000300635676,0.00054597289,0.000300635676,0,AGN
3FGL J0018.4+2947,-32.1950904,-27.9788071,1.8645151,-2.43056546,4.03071199,0.884908636,-0.839906357,-0.166074473,-0.173117601,-32.53204,AGN,bll,4720.1187,PowerLaw,RBS 0042,114.432129,AGN,3FGL J0018.4+2947,0.999981364,1.76982492e-05,1.86356259e-05,1.76982492e-05,0.997118125,0.00358490932,0.00288187461,0.00358490932,0.998840183,0.00178661786,0.00115981669,0.00178661786,0.999999091,1.18755011e-06,9.08698235e-07,1.18755011e-06,0.999956939,3.59227594e-05,4.30610445e-05,3.59227594e-05,0.992084462,0.00888988503,0.00791553837,0.00888988503,0.998168359,0.000956333385,0.00183164149,0.000956333385,0.999999647,9.34919674e-07,3.53232774e-07,9.34919674e-07,0,AGN
3FGL J0018.9-8152,-29.6022225,-27.6622817,2.0754406,-1.17116701,4.45029615,-0.658769818,-0.658890441,-0.518360336,-0.27289898,-35.163124,AGN,bll,2187.517,PowerLaw,PMN J0019-8152,304.330109,AGN,3FGL J0018.9-8152,0.999992522,5.46681446e-06,7.47797715e-06,5.46681446e-06,0.997077783,0.0034840552,0.00292221747,0.0034840552,0.999562547,0.00136320378,0.000437452891,0.00136320378,0.999911497,8.1258945e-05,8.85028806e-05,8.1258945e-05,0.99999225,6.07914653e-06,7.74997042e-06,6.07914653e-06,0.991860693,0.00858265349,0.00813930746,0.00858265349,0.999094111,0.00222715679,0.00090588903,0.00222715679,0.999982866,2.07360036e-05,1.71342814e-05,2.07360036e-05,0,AGN
3FGL J0019.1-5645,-28.756365,-28.0212093,2.3909311,-0.64464422,4.14085123,-0.882274398,-0.48227178,-0.598547156,-0.279748388,-59.82244,AGN,bcu,1088.913,PowerLaw,PMN J0019-5641,311.731506,AGN,3FGL J0019.1-5645,0.999936454,7.99635859e-05,6.35461006e-05,7.99635859e-05,0.996888841,0.00302040842,0.00311115909,0.00302040842,0.977439835,0.0179841907,0.0225601651,0.0179841907,0.99934569,0.000485830854,0.000654310103,0.000485830854,0.99992582,0.000100988297,7.41796481e-05,0.000100988297,0.990725473,0.0132787331,0.00927452747,0.0132787331,0.990688922,0.00979341038,0.00931107833,0.00979341038,0.999918564,5.49034592e-05,8.14362767e-05,5.49034592e-05,0,AGN
3FGL J0019.4+2021,-29.5845041,-27.88706,2.2486298,-0.557360433,4.02142739,0.406755556,-0.863557532,-0.410481412,-0.530666251,-41.877808,AGN,bll,1529.8136,PowerLaw,PKS 0017+200,112.843597,AGN,3FGL J0019.4+2021,0.999976059,2.50340638e-05,2.39408959e-05,2.50340638e-05,0.996294179,0.00392062987,0.00370582126,0.00392062987,0.99399969,0.00854758539,0.00600031025,0.00854758539,0.99891124,0.00070655812,0.00108876042,0.00070655812,0.999951661,3.59447876e-05,4.83393823e-05,3.59447876e-05,0.991130418,0.0109576134,0.00886958184,0.0109576134,0.99619506,0.00498220361,0.00380494032,0.00498220361,0.999783099,0.000158842854,0.000216900512,0.000158842854,0,AGN
3FGL J0021.6-2553,-28.9257567,-27.8048643,2.0992868,-1.74733161,4.27064698,-0.663635885,-0.479427086,-0.442544053,-0.601381609,-83.22444,AGN,bll,1520.3076,PowerLaw,CRATES J002132.55-255049.3,41.8113594,AGN,3FGL J0021.6-2553,0.999959298,3.39042478e-05,4.07020336e-05,3.39042478e-05,0.9971057,0.00322116275,0.00289429985,0.00322116275,0.997901714,0.00369638297,0.00209828635,0.00369638297,0.99995758,5.36722316e-05,4.24200429e-05,5.36722316e-05,0.999960662,2.97667685e-05,3.93375029e-05,2.97667685e-05,0.991955186,0.00604780238,0.00804481363,0.00604780238,0.998573757,0.00178651334,0.00142624292,0.00178651334,0.999990422,1.4141517e-05,9.57819731e-06,1.4141517e-05,0,AGN
3FGL J0021.6-6835,-27.010925,-27.9971022,2.6524696,-0.577948637,3.94837056,-0.653451758,-0.775366819,-0.749340352,-0.999916108,-48.299847,AGN,bcu,532.6547,PowerLaw,PKS 0021-686,307.012085,AGN,3FGL J0021.6-6835,0.999496317,0.000609595195,0.000503682766,0.000609595195,0.979757576,0.0160406031,0.0202424244,0.0160406031,0.967127437,0.0235268769,0.0328725634,0.0235268769,0.970973212,0.0182719718,0.0290267881,0.0182719718,0.999638666,0.000284396726,0.000361334063,0.000284396726,0.990278951,0.0112159248,0.0097210493,0.0112159248,0.978442131,0.00858797386,0.0215578691,0.00858797386,0.998159745,0.00124933945,0.0018402548,0.00124933945,256,AGN
3FGL J0022.1-1855,-29.689771,-27.3059323,1.7990181,0.89170234,4.21757054,0.958960662,-0.377814789,-0.258662286,-0.675488885,-79.38736,AGN,bll,2653.591,PowerLaw,1RXS J002209.2-185333,82.0309677,AGN,3FGL J0022.1-1855,0.999160169,0.000854554918,0.000839831033,0.000854554918,0.988771759,0.00920637865,0.0112282405,0.00920637865,0.993125769,0.00892756885,0.00687423132,0.00892756885,0.959850476,0.0173352122,0.040149524,0.0173352122,0.999652009,0.000286064537,0.000347990541,0.000286064537,0.978717348,0.0115962904,0.0212826523,0.0115962904,0.995418779,0.00345517016,0.00458122122,0.00345517016,0.982741847,0.00620821213,0.0172581525,0.00620821213,0,AGN
3FGL J0022.1-5141,-29.1126105,-27.6803655,1.9874318,0.539554936,4.08447983,0.31534628,-0.404154307,-0.697587316,-0.252967591,-64.82614,AGN,bll,1760.3436,PowerLaw,1RXS J002159.2-514028,313.620239,AGN,3FGL J0022.1-5141,0.997431651,0.00318306633,0.0025683486,0.00318306633,0.994202575,0.00496702912,0.00579742468,0.00496702912,0.95783342,0.0318119994,0.0421665798,0.0318119994,0.968421902,0.0200842261,0.0315780982,0.0200842261,0.999404625,0.000597988099,0.000595375195,0.000597988099,0.987570762,0.0101895734,0.0124292381,0.0101895734,0.987948525,0.00938351247,0.0120514754,0.00938351247,0.994409495,0.00246038547,0.00559050507,0.00246038547,0,AGN
3FGL J0022.5+0608,-27.2707295,-27.2297569,2.073243,0.898164642,4.5560374,-0.390619162,-0.581622799,-0.512979611,-0.606588703,-56.008762,AGN,bll,1265.673,PowerLaw,PKS 0019+058,110.023605,AGN,3FGL J0022.5+0608,0.999921926,6.79732707e-05,7.80736246e-05,6.79732707e-05,0.990145998,0.00720218229,0.00985400161,0.00720218229,0.993248952,0.00790392915,0.00675104838,0.00790392915,0.951147673,0.0186802679,0.0488523268,0.0186802679,0.999943765,3.78069572e-05,5.62352625e-05,3.78069572e-05,0.983215703,0.0113164817,0.0167842972,0.0113164817,0.995038102,0.00380223484,0.00496189838,0.00380223484,0.987111376,0.0037114043,0.0128886241,0.0037114043,0,AGN
3FGL J0023.5+4454,-26.725246,-27.7359435,2.5684931,-1.35564489,4.24438538,-0.748537858,-0.678308109,-0.773361581,-0.679655957,-17.68494,AGN,fsrq,620.3807,PowerLaw,B3 0020+446,117.748222,AGN,3FGL J0023.5+4454,0.999780492,0.000189066458,0.000219508313,0.000189066458,0.991167955,0.00925253314,0.00883204501,0.00925253314,0.991544907,0.00671444614,0.00845509264,0.00671444614,0.999464864,0.000631973065,0.000535135879,0.000631973065,0.999903577,8.95165424e-05,9.64230839e-05,8.95165424e-05,0.990992189,0.0111207085,0.00900781064,0.0111207085,0.995487405,0.00193639548,0.00451259503,0.00193639548,0.999953014,6.48554693e-05,4.69856024e-05,6.48554693e-05,0,AGN
3FGL J0024.4+0350,-28.7230543,-27.7452758,2.2782264,1.01588757,4.31683724,-0.528792,-0.71047057,-0.741809322,-0.658294945,-58.350433,AGN,fsrq,1194.3387,PowerLaw,GB6 J0024+0349,110.020332,AGN,3FGL J0024.4+0350,0.995416961,0.00694680531,0.00458303879,0.00694680531,0.957725161,0.0323060803,0.0422748385,0.0323060803,0.937551577,0.0363916921,0.0624484227,0.0363916921,0.638467321,0.109336982,0.361532679,0.109336982,0.995592816,0.0151803471,0.00440718431,0.0151803471,0.971149388,0.0130502486,0.0288506117,0.0130502486,0.982361356,0.0137339815,0.017638644,0.0137339815,0.945758302,0.0208790436,0.0542416983,0.0208790436,0,AGN
3FGL J0026.7-4603,-28.8529239,-28.0621604,2.450339,-1.04521367,4.04049115,-0.584864002,-0.7991077,-0.484040888,-0.75564025,-70.44581,AGN,bll,1009.74817,PowerLaw,1RXS J002636.3-460101,315.816589,AGN,3FGL J0026.7-4603,0.999984219,1.99006231e-05,1.57805776e-05,1.99006231e-05,0.995547617,0.00439354719,0.00445238326,0.00439354719,0.991985203,0.00768722723,0.00801479677,0.00768722723,0.998988943,0.000761927815,0.00101105686,0.000761927815,0.999983428,1.50182933e-05,1.65718919e-05,1.50182933e-05,0.990401976,0.0123144405,0.00959802393,0.0123144405,0.996436479,0.00288273334,0.00356352116,0.00288273334,0.999892385,8.03067487e-05,0.000107615036,8.03067487e-05,1,AGN
3FGL J0028.6+7507,-28.3160291,-27.5998318,2.3414557,-0.89772588,3.63061221,-0.696194307,-0.617722011,-0.439170963,-0.962001779,12.313124,AGN,bcu,1172.9393,PowerLaw,GB6 J0028+7506,121.436699,AGN,3FGL J0028.6+7507,0.871036716,0.108899255,0.128963284,0.108899255,0.956381322,0.0377195955,0.0436186776,0.0377195955,0.764642333,0.0923125711,0.235357667,0.0923125711,0.982449439,0.0158485676,0.017550561,0.0158485676,0.941036088,0.0679361868,0.0589639118,0.0679361868,0.989385393,0.00968284344,0.0106146073,0.00968284344,0.911993735,0.0371311173,0.0880062648,0.0371311173,0.998280805,0.00195695501,0.00171919544,0.00195695501,0,AGN
3FGL J0028.8+1951,-27.5777405,-27.7955897,2.4336774,0.680839501,3.75054283,-0.704530255,-0.518921722,-0.95900621,0.035745992,-42.702084,AGN,bcu,761.7829,PowerLaw,TXS 0025+197,115.682663,AGN,3FGL J0028.8+1951,0.985975955,0.0196541117,0.0140240445,0.0196541117,0.979470919,0.0221332244,0.0205290811,0.0221332244,0.824345087,0.0673597015,0.175654913,0.0673597015,0.867217602,0.104387587,0.132782398,0.104387587,0.996388373,0.0310862749,0.00361162654,0.0310862749,0.985659031,0.00924812729,0.0143409687,0.00924812729,0.961220285,0.0201536434,0.0387797146,0.0201536434,0.98714745,0.00851061546,0.01285255,0.00851061546,256,AGN
3FGL J0029.1-7045,-28.3124208,-27.7588572,2.284518,-0.487918507,4.31071993,-0.763333389,-0.533356857,-0.500870624,-0.730750413,-46.258186,AGN,bll,1257.5558,PowerLaw,PKS 0026-710,305.580994,AGN,3FGL J0029.1-7045,0.999833109,0.000192132494,0.000166890684,0.000192132494,0.995279416,0.00441840487,0.00472058366,0.00441840487,0.98933928,0.0103734509,0.0106607205,0.0103734509,0.997318267,0.0017135283,0.00268173287,0.0017135283,0.999919642,7.33555558e-05,8.03576816e-05,7.33555558e-05,0.990536864,0.0109253914,0.00946313624,0.0109253914,0.996586078,0.00337823441,0.00341392175,0.00337823441,0.999609311,0.000250906433,0.000390688774,0.000250906433,0,AGN
