Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Ln_Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,HR12,HR23,Unc_PLEC_Expfactor,HR34,HR45,HR56,HR67,Ln_Variability_Index,Ln_Pivot_Energy,Category_4FGL,CLASS_4FGL,SpectrumType,ASSOC_FGL,ASSOC1,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,AGN_BDT_O,AGN_BDT_O_STD,PSR_BDT_O,PSR_BDT_O_STD,AGN_NN_O,AGN_NN_O_STD,PSR_NN_O,PSR_NN_O_STD,AGN_RF_O,AGN_RF_O_STD,PSR_RF_O,PSR_RF_O_STD,AGN_LR_O,AGN_LR_O_STD,PSR_LR_O,PSR_LR_O_STD,Flags,Category_Prob
4FGL J1906.1+1651,49.61527,4.4507213,-21.3871513,2.18027,0.24544859,0.98210585,5.2552366,0.8297193,-0.9565324,0.000599,0.6709391,-0.28361657,-0.89694685,-0.99998194,2.25488859,8.13953585,UNAS,None,LogParabola,,,0.052552669,0.073030413,0.947447331,0.073030413,0.172624337,0.100092895,0.827375663,0.100092895,0.393298962,0.072813143,0.606701038,0.072813143,0.273867638,0.089873508,0.726132362,0.089873508,0.015871251,0.041497636,0.984128749,0.041497636,0.075331121,0.130643014,0.924668879,0.130643014,0.31419587,0.081819384,0.68580413,0.081819384,0.105183852,0.113063619,0.894816148,0.113063619,0,PSR
4FGL J1906.4-2001,16.491268,-12.169567,-21.9559586,2.5689318,0.37042433,0.6080812,2.6953342,0.7570195,-0.6022013,0.008645014,-0.51645416,-0.7949217,-0.9075941,-0.99616367,2.18705168,6.97812856,UNAS,None,PowerLaw,,,0.990789927,0.009946909,0.009210073,0.009946909,0.801284784,0.117469801,0.198715216,0.117469801,0.944802837,0.023841052,0.055197163,0.023841052,0.802311594,0.040784388,0.197688406,0.040784388,0.941441264,0.061063137,0.058558736,0.061063137,0.489735539,0.275673283,0.510264461,0.275673283,0.78271599,0.076909955,0.21728401,0.076909955,0.258138308,0.066913296,0.741861692,0.066913296,0,MIXED
4FGL J1906.4-1757,18.40847,-11.298912,-21.2971973,2.3128934,0.18977734,0.3146219,3.0659127,0.99863684,-0.5271232,0.002974283,-0.44674593,-0.5504479,-0.93248445,-0.9999841,1.70764306,7.32599248,UNAS,None,LogParabola,,,0.591073479,0.232384393,0.408926521,0.232384393,0.627567335,0.151134353,0.372432665,0.151134353,0.755144142,0.065784554,0.244855858,0.065784554,0.659427643,0.048986386,0.340572357,0.048986386,0.360666075,0.192138407,0.639333925,0.192138407,0.227214768,0.216615009,0.772785232,0.216615009,0.427556076,0.101935767,0.572443924,0.101935767,0.178720625,0.051207868,0.821279375,0.051207868,0,MIXED
4FGL J1906.9+0712,41.122837,-0.1481562,-18.7524016,2.3803155,0.0847012,0.20196052,6.813576,0.9112716,-0.9113859,0.00189032,0.39071152,-0.5969226,-0.8296189,-0.8802463,1.35720895,8.24603953,UNAS,None,LogParabola,,,0.008456599,0.021861917,0.991543401,0.021861917,0.04450575,0.031380552,0.95549425,0.031380552,0.313023055,0.074140614,0.686976945,0.074140614,0.006613557,0.003128897,0.993386443,0.003128897,0.005393587,0.053032963,0.994606413,0.053032963,0.001296792,0.005613515,0.998703208,0.005613515,0.119960952,0.055285005,0.880039048,0.055285005,0.000243,0.00023,0.999756784,0.00023,0,PSR
4FGL J1907.0+3556,67.05871,12.6274395,-22.4304206,2.294349,0.25400934,0.351879,2.3928127,-0.9693663,0.99842095,0.004623162,-0.64733595,-0.7706318,-0.44056258,-0.9999998,1.94271453,7.45572118,UNAS,None,PowerLaw,,,0.997319107,0.00272218,0.002680893,0.00272218,0.922267865,0.059600892,0.077732135,0.059600892,0.972686935,0.014765805,0.027313065,0.014765805,0.957971801,0.011605199,0.042028199,0.011605199,0.978246389,0.022231281,0.021753611,0.022231281,0.577832446,0.274016921,0.422167554,0.274016921,0.860542228,0.060410752,0.139457772,0.060410752,0.658260747,0.094176841,0.341739253,0.094176841,0,AGN
4FGL J1907.7-4037,356.69516,-20.181274,-22.3735205,2.5709238,0.19302826,0.13716269,1.0814816,-0.44995725,-0.15371205,0.004560027,-0.77885103,-0.70870405,-0.99914974,0.9896182,2.08052458,6.65125671,UNAS,None,PowerLaw,,,0.99925621,0.010663866,0.000744,0.010663866,0.988104894,0.012040982,0.011895106,0.012040982,0.98129319,0.011843644,0.01870681,0.011843644,0.998680646,0.000615,0.001319354,0.000615,0.998949451,0.001635361,0.001050549,0.001635361,0.888813703,0.134417681,0.111186297,0.134417681,0.933156585,0.032362524,0.066843415,0.032362524,0.977740328,0.013394764,0.022259672,0.013394764,1,AGN
4FGL J1908.7+0812,42.199318,-0.077988505,-19.3962921,2.5710187,0.13211578,0.39730582,7.584695,-0.038707376,-0.72913784,0.004655256,-0.6510439,-0.8396731,-0.88920164,-0.9997851,1.95719693,7.28862505,UNAS,None,LogParabola,,,0.058576988,0.122493412,0.941423012,0.122493412,0.048586287,0.032042409,0.951413713,0.032042409,0.24290677,0.069974121,0.75709323,0.069974121,0.023273006,0.007331378,0.976726994,0.007331378,0.061696455,0.195496789,0.938303545,0.195496789,0.001081353,0.002602347,0.998918647,0.002602347,0.094634853,0.045087346,0.905365147,0.045087346,0.000358,0.000187,0.999641528,0.000187,20,PSR
4FGL J1908.8-0131,33.553467,-4.571059,-19.95436,2.3278618,0.10573264,0.46593237,8.015082,-0.53826743,-0.032826208,0.001607081,-0.4127143,-0.58806115,-0.9737121,-0.99977267,1.86261184,7.28909175,UNAS,None,LogParabola,3FGL J1908.8-0130,,0.001632963,0.004923669,0.998367037,0.004923669,0.03618307,0.024979655,0.96381693,0.024979655,0.034471297,0.022194726,0.965528703,0.022194726,0.041659785,0.012592838,0.958340215,0.012592838,0.00234995,0.010388431,0.99765005,0.010388431,0.00164989,0.004572346,0.99835011,0.004572346,0.009335884,0.003345976,0.990664116,0.003345976,0.001244698,0.000572,0.998755302,0.000572,0,PSR
4FGL J1909.2+4646,77.51122,16.550905,-22.0416874,2.24554,0.23270282,0.395761,3.467243,-0.21894062,-0.5563403,0.004385126,-0.33494866,-0.5593986,-0.9975979,-0.9998622,2.03092491,7.402244,UNAS,None,LogParabola,,,0.987294633,0.031456627,0.012705367,0.031456627,0.860069528,0.081230136,0.139930472,0.081230136,0.95237203,0.021883965,0.04762797,0.021883965,0.885946339,0.020156955,0.114053661,0.020156955,0.909665413,0.07540467,0.090334587,0.07540467,0.503878867,0.259072646,0.496121133,0.259072646,0.792149257,0.076819589,0.207850743,0.076819589,0.522534549,0.080958779,0.477465451,0.080958779,0,AGN
4FGL J1910.1-4704,350.23694,-22.540438,-22.3789118,2.6148984,0.3105691,0.66506076,2.424787,-0.7524541,-0.5458487,0.01048853,-0.70801103,-0.96633726,-1,1,1.42678302,6.51095735,UNAS,None,PowerLaw,,,0.996526352,0.033455012,0.003473648,0.033455012,0.925666948,0.064102477,0.074333052,0.064102477,0.910497966,0.044119611,0.089502034,0.044119611,0.97667299,0.011053196,0.02332701,0.011053196,0.999904195,0.000189,9.58e-05,0.000189,0.573646136,0.266876788,0.426353864,0.266876788,0.867671586,0.045857405,0.132328414,0.045857405,0.610277418,0.14700817,0.389722582,0.14700817,0,AGN
4FGL J1910.2+0904c,43.140526,0.000335,-19.6462739,2.242622,0.1277611,0.038447414,1.2537079,-0.987583,0.9999259,0.000146,-0.6783647,-0.38415462,-0.8526271,-0.26076716,1.63392621,8.61702182,UNAS,None,PowerLaw,,,0.410624416,0.371622088,0.589375584,0.371622088,0.893447244,0.088645355,0.106552756,0.088645355,0.685613897,0.072265737,0.314386103,0.072265737,0.503352925,0.107216952,0.496647075,0.107216952,0.332826193,0.293808033,0.667173807,0.293808033,0.303010307,0.310858399,0.696989693,0.310858399,0.730065613,0.086037333,0.269934387,0.086037333,0.054636411,0.041594592,0.945363589,0.041594592,36,MIXED
4FGL J1910.7-5320,343.66235,-24.243185,-21.5591503,2.3739388,0.16572464,0.3994073,4.1461024,-0.7689737,-0.16450925,0.008995825,-0.6316675,-0.7275365,-0.9631764,0.29032406,1.56029893,7.32570401,UNAS,None,LogParabola,3FGL J1911.1-5318,,0.937812275,0.123900566,0.062187725,0.123900566,0.855999656,0.097395847,0.144000344,0.097395847,0.814333264,0.059786383,0.185666736,0.059786383,0.882690357,0.034385506,0.117309643,0.034385506,0.940881435,0.084678149,0.059118565,0.084678149,0.433219149,0.257077254,0.566780851,0.257077254,0.28574461,0.100235949,0.71425539,0.100235949,0.243623686,0.09349688,0.756376314,0.09349688,0,MIXED
4FGL J1910.8+6300,93.7668,21.844585,-22.8964538,2.0746973,0.22079876,0.15401195,1.2557456,0.92300373,-0.9980066,0.001565293,0.9726281,-0.6814056,-0.35628346,-0.9999796,2.82689519,8.00621336,UNAS,None,PowerLaw,,,0.999767988,0.000167,0.000232,0.000167,0.997832487,0.001364038,0.002167513,0.001364038,0.99744196,0.003332492,0.00255804,0.003332492,0.998697214,0.000493,0.001302786,0.000493,0.999428343,0.000441,0.000572,0.000441,0.999420277,0.001220782,0.00058,0.001220782,0.994405686,0.007161294,0.005594314,0.007161294,0.99834104,0.001241486,0.00165896,0.001241486,0,AGN
4FGL J1911.1-3221,5.1535506,-17.975752,-22.3645099,2.333225,0.26698935,0.32033908,2.2856283,0.81147283,0.62138385,0.003910676,-0.5290986,-0.5607627,-0.95695853,-0.9997046,2.48137133,7.25774249,UNAS,None,PowerLaw,,,0.987204899,0.023302261,0.012795101,0.023302261,0.895633917,0.083003354,0.104366083,0.083003354,0.949444144,0.024659023,0.050555856,0.024659023,0.944436163,0.014559206,0.055563837,0.014559206,0.951871082,0.048262526,0.048128918,0.048262526,0.638225097,0.266947014,0.361774903,0.266947014,0.893376054,0.047657484,0.106623946,0.047657484,0.72412903,0.100324874,0.27587097,0.100324874,4,AGN
4FGL J1911.3+1055,44.912014,0.5963628,-20.9906647,2.4854872,0.41028333,0.29368836,2.5557103,-0.99873626,0.9998787,0.005579208,-0.72763646,-0.74355143,-0.9131153,-0.9995126,1.63999472,7.6577856,UNAS,None,PowerLaw,,,0.664065488,0.223304101,0.335934512,0.223304101,0.442873621,0.158691734,0.557126379,0.158691734,0.749131665,0.06093938,0.250868335,0.06093938,0.411333273,0.071314693,0.588666727,0.071314693,0.366240676,0.227602012,0.633759324,0.227602012,0.035686238,0.077843317,0.964313762,0.077843317,0.336771168,0.091174398,0.663228832,0.091174398,0.023554771,0.012200184,0.976445229,0.012200184,264,MIXED
4FGL J1911.4-4856,348.341,-23.260422,-21.8060357,2.2327745,0.26551098,0.759022,4.5184364,0.02479553,0.98860246,0.012984837,0.1584764,-0.67995554,-0.9999063,0.4927693,2.22401299,7.36599574,UNAS,None,LogParabola,,,0.975592583,0.039553183,0.024407417,0.039553183,0.782598697,0.120763893,0.217401303,0.120763893,0.781366532,0.065921464,0.218633468,0.065921464,0.86576603,0.042092401,0.13423397,0.042092401,0.934673258,0.082620359,0.065326742,0.082620359,0.411926889,0.253326645,0.588073111,0.253326645,0.49162332,0.115640274,0.50837668,0.115640274,0.385477489,0.119454772,0.614522511,0.119454772,0,MIXED
4FGL J1911.8+1447,48.403736,2.2811167,-21.6835922,2.1187658,0.14762035,-0.02248805,0.327142,0.6334833,-0.5525995,0.001116815,-0.74290496,-0.752147,-0.042251937,-0.58146685,2.11269037,8.62859484,UNAS,None,PowerLaw,,,0.986646112,0.079583736,0.013353888,0.079583736,0.99361773,0.004941101,0.00638227,0.004941101,0.991179168,0.009035366,0.008820832,0.009035366,0.990770867,0.003247528,0.009229133,0.003247528,0.990462234,0.009101063,0.009537766,0.009101063,0.99355955,0.017011039,0.00644045,0.017011039,0.969717132,0.024166211,0.030282868,0.024166211,0.94064087,0.030330733,0.05935913,0.030330733,0,AGN
4FGL J1912.0+0927,43.694992,-0.22578643,-19.9608903,2.4555871,0.21859129,0.3202387,4.3166776,0.2782932,-0.7038146,0.003207704,-0.56471145,-0.7142369,-0.981582,-0.79325897,1.33833566,7.65599236,UNAS,None,LogParabola,,,0.149841557,0.167179006,0.850158443,0.167179006,0.145355884,0.08379934,0.854644116,0.08379934,0.458867022,0.085630972,0.541132978,0.085630972,0.078290578,0.021699121,0.921709422,0.021699121,0.050262831,0.133829195,0.949737169,0.133829195,0.004155766,0.010649571,0.995844234,0.010649571,0.1100007,0.050758185,0.8899993,0.050758185,0.002572674,0.001084191,0.997427326,0.001084191,28,PSR
4FGL J1912.2-3636,1.0285585,-19.676888,-21.8700809,2.5832448,0.25575253,0.2466177,2.4901233,0.9641309,-0.33281162,0.006337727,-0.8111149,-0.8003427,-0.84594077,-0.2741794,2.37450521,7.11349929,UNAS,None,PowerLaw,,,0.949248688,0.187674287,0.050751312,0.187674287,0.929383461,0.059485283,0.070616539,0.059485283,0.919401713,0.037961997,0.080598287,0.037961997,0.931204612,0.01377922,0.068795388,0.01377922,0.934333005,0.09028197,0.065666995,0.09028197,0.752698309,0.241215956,0.247301691,0.241215956,0.786856226,0.070421962,0.213143774,0.070421962,0.467215178,0.083805066,0.532784822,0.083805066,16,MIXED
4FGL J1912.2+3621,67.897606,11.837739,-22.2501061,2.3957174,0.43952635,0.94956285,3.305339,0.94058305,-0.3106271,0.013523262,-0.21929303,-0.89738625,-0.99998426,-0.9989321,1.88939036,7.25009598,UNAS,None,LogParabola,,,0.982342663,0.044492545,0.017657337,0.044492545,0.412231759,0.163383919,0.587768241,0.163383919,0.927420331,0.028542415,0.072579669,0.028542415,0.409766788,0.073372575,0.590233212,0.073372575,0.913938896,0.121423234,0.086061104,0.121423234,0.124041001,0.155039411,0.875958999,0.155039411,0.760388507,0.073904431,0.239611493,0.073904431,0.069988023,0.030499169,0.930011977,0.030499169,0,MIXED
4FGL J1912.5+1320,47.192554,1.4726971,-20.6556955,2.6705408,0.18038249,0.3265858,3.8597543,0.79746014,-0.5924352,0.003769959,-0.7238672,-0.8240844,-0.99908376,-0.99422836,1.8666316,6.96595947,UNAS,None,LogParabola,,,0.469806594,0.2245807,0.530193406,0.2245807,0.250993783,0.108284503,0.749006217,0.108284503,0.713569958,0.065222715,0.286430042,0.065222715,0.290447239,0.04809229,0.709552761,0.04809229,0.125236065,0.097531058,0.874763935,0.097531058,0.012983097,0.025621802,0.987016903,0.025621802,0.214568295,0.066581254,0.785431705,0.066581254,0.013176544,0.004422048,0.986823456,0.004422048,0,MIXED
4FGL J1912.7+4610,77.17292,15.776268,-21.6855467,2.231239,0.16934009,0.36018264,4.170107,-0.27420762,0.98094755,0.003346214,-0.5524409,-0.51846915,-0.8478857,-0.99999887,2.39860566,7.33554349,UNAS,None,LogParabola,3FGL J1912.7+4610,,0.806821906,0.186365665,0.193178094,0.186365665,0.713999967,0.135907941,0.286000033,0.135907941,0.795402187,0.068097282,0.204597813,0.068097282,0.836737404,0.02936713,0.163262596,0.02936713,0.289559105,0.206485853,0.710440895,0.206485853,0.335318889,0.241651557,0.664681111,0.241651557,0.221072054,0.097216112,0.778927946,0.097216112,0.329928653,0.080693928,0.670071347,0.080693928,0,MIXED
4FGL J1912.7+0957,44.207527,-0.14555876,-19.7428614,2.4608197,0.19713767,0.3634098,5.1238494,-0.9673496,0.99414825,0.004414181,-0.6807452,-0.7483632,-0.9827586,0.06654674,2.06845329,7.56108933,UNAS,None,LogParabola,,,0.35459051,0.278649726,0.64540949,0.278649726,0.174223327,0.095027782,0.825776673,0.095027782,0.411040322,0.088344557,0.588959678,0.088344557,0.154251254,0.039197146,0.845748746,0.039197146,0.072535465,0.160368106,0.927464535,0.160368106,0.013205893,0.037346592,0.986794107,0.037346592,0.10125017,0.044393434,0.89874983,0.044393434,0.003556063,0.001854908,0.996443937,0.001854908,16,PSR
4FGL J1913.4-1526,21.442232,-11.745806,-21.2459618,2.2810383,0.24524398,0.7168439,5.385889,0.9971942,0.29477748,0.003174033,-0.10626662,-0.52829707,-0.99921256,-0.9478287,2.14518691,7.41081583,UNAS,None,LogParabola,,,0.082744838,0.090527506,0.917255162,0.090527506,0.163813016,0.101381539,0.836186984,0.101381539,0.320549005,0.072235885,0.679450995,0.072235885,0.201779401,0.045107864,0.798220599,0.045107864,0.00968632,0.025849861,0.99031368,0.025849861,0.024029351,0.044213507,0.975970649,0.044213507,0.055576616,0.026781783,0.944423384,0.026781783,0.025097477,0.014095755,0.974902523,0.014095755,0,PSR
4FGL J1913.4-2652,10.674167,-16.390497,-22.6164448,2.7225184,0.35020468,0.9942108,4.2114773,0.9978037,-0.35477826,0.008697647,-0.8288929,-0.9987784,-0.7643573,-0.9855014,1.43475154,6.40495199,UNAS,None,LogParabola,,,0.885285877,0.168585423,0.114714123,0.168585423,0.304207056,0.169338818,0.695792944,0.169338818,0.793107678,0.061619845,0.206892322,0.061619845,0.313099924,0.086136623,0.686900076,0.086136623,0.718857988,0.255723969,0.281142012,0.255723969,0.135640735,0.178929646,0.864359265,0.178929646,0.618359041,0.09287196,0.381640959,0.09287196,0.017131187,0.011050323,0.982868813,0.011050323,2049,MIXED
4FGL J1913.5-0923,27.00441,-9.137337,-22.104883,2.5585597,0.17949447,0.034970716,0.42334077,-0.2612513,-0.6914067,0.001242866,-0.90436476,-0.4347625,-0.85495543,-0.037887644,2.4763541,7.07752641,UNAS,None,PowerLaw,,,0.991253888,0.057604849,0.008746112,0.057604849,0.996135901,0.00321712,0.003864099,0.00321712,0.983986866,0.013593085,0.016013134,0.013593085,0.997817607,0.00071,0.002182393,0.00071,0.973762362,0.02931427,0.026237638,0.02931427,0.997549632,0.005669638,0.002450368,0.005669638,0.955740851,0.031523519,0.044259149,0.031523519,0.979566604,0.009160164,0.020433396,0.009160164,0,AGN
4FGL J1914.6-1157,24.7941,-10.515692,-21.4167423,2.6277409,0.22002256,0.3583819,3.5390043,0.99046606,-0.6984808,0.004534565,-0.58366203,-0.85176635,-1,0.9994006,1.98963972,6.93379206,UNAS,None,LogParabola,,,0.800317914,0.162285143,0.199682086,0.162285143,0.819272,0.112700231,0.180728,0.112700231,0.849640269,0.049442478,0.150359731,0.049442478,0.80920951,0.046620603,0.19079049,0.046620603,0.65332858,0.194870866,0.34667142,0.194870866,0.646745052,0.289678166,0.353254948,0.289678166,0.472646416,0.091449817,0.527353584,0.091449817,0.153366549,0.06704469,0.846633451,0.06704469,16,MIXED
4FGL J1914.7+1012c,44.66463,-0.45626494,-20.1083705,2.4341981,0.21621351,0.2526762,3.1705117,-0.7103498,0.99868435,0.005621331,-0.7768148,-0.7063859,-0.7114606,-0.9872516,0.569446677,7.5780601,UNAS,None,LogParabola,,,0.618962678,0.288025374,0.381037322,0.288025374,0.135148871,0.079016133,0.864851129,0.079016133,0.670135212,0.07725082,0.329864788,0.07725082,0.065013916,0.020466551,0.934986084,0.020466551,0.454505699,0.311914581,0.545494301,0.311914581,0.005094178,0.010086125,0.994905822,0.010086125,0.403000451,0.092269734,0.596999549,0.092269734,0.001365245,0.000709,0.998634755,0.000709,56,MIXED
4FGL J1916.8-3025,7.5218997,-18.42003,-20.6932701,2.0855145,0.10998778,0.27322164,5.110212,-0.23503739,-0.61494726,0.001334318,-0.20624131,-0.44111693,-0.84362704,-0.71521527,1.59085933,7.46055083,UNAS,None,LogParabola,3FGL J1917.1-3024,,0.421282763,0.201852706,0.578717237,0.201852706,0.474875364,0.182723008,0.525124636,0.182723008,0.555031466,0.088309756,0.444968534,0.088309756,0.595489831,0.0602967,0.404510169,0.0602967,0.075834475,0.078323184,0.924165525,0.078323184,0.21219886,0.208899985,0.78780114,0.208899985,0.136810109,0.051482754,0.863189891,0.051482754,0.145480442,0.051863743,0.854519558,0.051863743,0,MIXED
4FGL J1917.6+2609,59.138912,6.3153396,-22.2447481,2.580371,0.16740434,0.016222388,0.20362245,0.9997778,-0.7104346,0.001604612,-0.84591913,-0.7739433,-0.2867664,-0.42504027,1.09812103,6.90098008,UNAS,None,PowerLaw,,,0.950761436,0.152519029,0.049238564,0.152519029,0.984307392,0.015082237,0.015692608,0.015082237,0.950080417,0.032167583,0.049919583,0.032167583,0.984295394,0.005526284,0.015704606,0.005526284,0.927061337,0.087401398,0.072938663,0.087401398,0.931364264,0.107611662,0.068635736,0.107611662,0.882214413,0.059397834,0.117785587,0.059397834,0.803904736,0.080289681,0.196095264,0.080289681,12,AGN
4FGL J1917.6-3204,5.9606166,-19.164797,-21.9219552,2.384647,0.19003956,0.26162943,2.5430584,0.99134976,-0.6677176,0.003257261,-0.48281276,-0.7315351,-0.8308568,-0.9999511,1.82021875,7.0446451,UNAS,None,PowerLaw,,,0.972760474,0.027903175,0.027239526,0.027903175,0.844064142,0.105673432,0.155935858,0.105673432,0.912558164,0.037025799,0.087441836,0.037025799,0.896870291,0.021981301,0.103129709,0.021981301,0.899553395,0.074963721,0.100446605,0.074963721,0.598391184,0.26891293,0.401608816,0.26891293,0.77314409,0.07506452,0.22685591,0.07506452,0.525365518,0.081006704,0.474634482,0.081006704,0,AGN
4FGL J1918.6-7813c,316.17896,-27.89854,-22.550413,2.7140274,0.30082628,0.36032304,1.7420105,0.9693289,-0.31135795,0.009828441,-0.8033306,-0.96810365,0.26117998,-0.98893905,2.31838157,6.45473926,UNAS,None,PowerLaw,3FGL J1925.8-7826,,0.999453141,0.000658,0.000547,0.000658,0.990754756,0.007293419,0.009245244,0.007293419,0.969299992,0.017708378,0.030700008,0.017708378,0.998355362,0.000903,0.001644638,0.000903,0.992604666,0.011617989,0.007395334,0.011617989,0.959010766,0.064664092,0.040989234,0.064664092,0.844915765,0.078318156,0.155084235,0.078318156,0.963558758,0.029125997,0.036441242,0.029125997,292,AGN
4FGL J1919.4+1313,47.87485,-0.08241083,-20.2464682,2.7384865,0.19416954,0.47397533,5.1545854,0.96898615,0.05884371,0.014514632,-0.7677154,-0.9254004,-0.99995667,0.99903727,1.95751611,6.73378997,UNAS,None,LogParabola,,,0.517606677,0.273744754,0.482393323,0.273744754,0.141775285,0.080379377,0.858224715,0.080379377,0.672220576,0.070198061,0.327779424,0.070198061,0.200376037,0.051275485,0.799623963,0.051275485,0.292150755,0.235335339,0.707849245,0.235335339,0.044851763,0.095704671,0.955148237,0.095704671,0.35688797,0.099325131,0.64311203,0.099325131,0.003625738,0.002182088,0.996374262,0.002182088,17,MIXED
4FGL J1920.0-2622,11.749503,-17.578611,-21.431633,2.3450239,0.18626924,0.29113108,3.3330603,1,0.2504011,0.005538026,-0.6174995,-0.6797852,-0.8916451,-0.2679485,2.40082951,7.29501371,UNAS,None,LogParabola,,,0.888771439,0.118444725,0.111228561,0.118444725,0.8520611,0.090299105,0.1479389,0.090299105,0.870299535,0.044922809,0.129700465,0.044922809,0.855229303,0.025169842,0.144770697,0.025169842,0.792397803,0.17124598,0.207602197,0.17124598,0.632636864,0.252688425,0.367363136,0.252688425,0.48710099,0.103850303,0.51289901,0.103850303,0.35039124,0.09179389,0.64960876,0.09179389,0,MIXED
4FGL J1920.7+1334,48.31967,-0.19169088,-20.3203041,2.6252017,0.37225682,0.98703325,3.9919846,0.8778908,-0.9484994,0.008425061,0.12563457,-0.8282391,-0.9990054,-0.99999815,2.40845955,7.54651195,UNAS,None,LogParabola,,,0.516236286,0.283894231,0.483763714,0.283894231,0.262343688,0.127162106,0.737656312,0.127162106,0.615897672,0.074261382,0.384102328,0.074261382,0.105492124,0.044880035,0.894507876,0.044880035,0.226719471,0.229139687,0.773280529,0.229139687,0.036712931,0.066713754,0.963287069,0.066713754,0.302764309,0.083309469,0.697235691,0.083309469,0.008507202,0.008887428,0.991492798,0.008887428,2072,MIXED
4FGL J1922.4+1453c,49.68317,0.056882706,-20.14485,2.6120064,0.25515023,0.4102191,4.3844147,-0.92100275,-0.025132468,0.021662883,-0.72789407,-0.83176893,-0.9394122,-1,2.13160909,7.2379464,UNAS,None,LogParabola,,,0.558067615,0.310372169,0.441932385,0.310372169,0.32479074,0.134500135,0.67520926,0.134500135,0.591621914,0.073012994,0.408378086,0.073012994,0.278236939,0.055130264,0.721763061,0.055130264,0.365932282,0.316981182,0.634067718,0.316981182,0.015959072,0.026263718,0.984040928,0.026263718,0.225815621,0.086862071,0.774184379,0.086862071,0.0095988,0.004646503,0.9904012,0.004646503,56,MIXED
4FGL J1922.5-5233,344.92734,-25.802912,-22.0901873,2.34429,0.18134375,0.26868567,2.5058815,0.9681358,-0.20425214,0.003284594,-0.5594466,-0.78347933,-0.7954293,-0.9997054,2.77513884,7.03180248,UNAS,None,PowerLaw,,,0.997014788,0.007309039,0.002985212,0.007309039,0.98508609,0.010861676,0.01491391,0.010861676,0.982002126,0.012508438,0.017997874,0.012508438,0.993152833,0.001923066,0.006847167,0.001923066,0.995695774,0.004036539,0.004304226,0.004036539,0.972232436,0.0405043,0.027767564,0.0405043,0.941148715,0.030316364,0.058851285,0.030316364,0.955348716,0.015184196,0.044651284,0.015184196,2,AGN
4FGL J1922.7+1428c,49.350166,-0.20529965,-19.42953,2.5120099,0.20429786,0.4025163,5.4972854,0.8685986,-0.6937026,0.007415016,-0.5808095,-0.79427075,-0.99991745,0.99294055,1.71655046,7.4118647,UNAS,None,LogParabola,,,0.383420696,0.301276952,0.616579304,0.301276952,0.120690036,0.073821499,0.879309964,0.073821499,0.405322737,0.082294445,0.594677263,0.082294445,0.089761278,0.029352233,0.910238722,0.029352233,0.225956639,0.267040269,0.774043361,0.267040269,0.018161866,0.037460611,0.981838134,0.037460611,0.130432975,0.059349358,0.869567025,0.059349358,0.001817617,0.001087168,0.998182383,0.001087168,52,PSR
4FGL J1924.3+1601c,50.902195,0.19600847,-20.7900116,2.4786139,0.2682099,0.18890975,2.5079532,-0.2959659,0.99191844,0.002980737,-0.7222326,-0.80333114,-0.60638714,-1,1.67812034,7.93190476,UNAS,None,PowerLaw,,,0.842727922,0.147359901,0.157272078,0.147359901,0.513627524,0.160443052,0.486372476,0.160443052,0.884914463,0.041576309,0.115085537,0.041576309,0.414661655,0.07495824,0.585338345,0.07495824,0.552105584,0.208145164,0.447894416,0.208145164,0.049861045,0.101410422,0.950138955,0.101410422,0.513236884,0.091817137,0.486763116,0.091817137,0.02332032,0.012361484,0.97667968,0.012361484,56,MIXED
4FGL J1924.3+1628,51.302315,0.4077993,-22.1010507,1.7188928,0.27559653,0.17936343,0.88150537,0.70167756,-0.88564897,0.000333,-0.49075577,-0.5756542,-0.40488666,0.18770456,1.55459939,9.87137771,UNAS,None,PowerLaw,,,0.994666022,0.006688419,0.005333978,0.006688419,0.980656649,0.017833879,0.019343351,0.017833879,0.988616279,0.011410938,0.011383721,0.011410938,0.939581352,0.025004633,0.060418648,0.025004633,0.988657318,0.00914955,0.011342682,0.00914955,0.976699071,0.047928623,0.023300929,0.047928623,0.966483011,0.024482655,0.033516989,0.024482655,0.804069086,0.083757945,0.195930914,0.083757945,0,AGN
4FGL J1924.8-1035,27.147684,-12.168449,-20.6037077,2.1967049,0.14597785,0.47054958,6.5607133,0.9972589,-0.30320835,0.004147359,-0.45705417,-0.4849952,-0.94231814,-0.99977165,2.11033853,7.65018584,UNAS,None,LogParabola,3FGL J1924.8-1034,,0.075441021,0.109053051,0.924558979,0.109053051,0.125822669,0.082873594,0.874177331,0.082873594,0.174926457,0.057675296,0.825073543,0.057675296,0.131826919,0.030713457,0.868173081,0.030713457,0.034448343,0.097372217,0.965551657,0.097372217,0.011052927,0.03071786,0.988947073,0.03071786,0.048840991,0.030158084,0.951159009,0.030158084,0.010296113,0.004276751,0.989703887,0.004276751,0,PSR
