Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,PLEC_Exp_Index,hr34,hr45,hr56,hr67,Variability_Index,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC_FHL,CLASS1,CLASS2,ASSOC1,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags
4FGL J1840.9-0532e,26.795483,-0.19833581,8609.031,-18.258643684587675,1.961215,0.038116623,0.012290759,0.71750176,0.93098795,-0.39149058,6.5821565E-5,0.6666667,-0.38083228,-0.4779942,-0.6294102,-0.3252425,1.749530103297506,PowerLaw,0.015932506,0.04842581,3FGL J1840.9-0532e,3FHL J1840.9-0532e,PWN,,HESS J1841-055,,,,4
4FGL J1842.2-0751,24.902767,-1.5523806,3014.0312,-21.04549589015831,2.366197,0.24011016,0.26193756,1.0749577,-0.98475474,0.95597017,0.0012428514,0.6666667,-0.10357858,-0.7300404,-0.88327366,0.02105992,1.036308292366955,PowerLaw,0.114657916,0.13990879,,,spp,,SNR G025.1-02.3,,0.8,0.0,9
4FGL J1842.5-0359c,28.36988,0.15543346,1371.996,-19.313203021269224,2.5759287,0.1630138,0.4422847,5.6852655,-0.39067805,-0.5653781,0.0048518134,0.6666667,-0.6663473,-0.8143883,-0.99999404,0.9995903,1.8407235805732622,LogParabola,0.1181776,0.43719107,3FGL J1843.0-0359c,,unk,,NVSS J184240-035858,,0.0,0.8185485,54
4FGL J1844.4-0306,29.365255,0.12646636,1591.6158,-19.038387893225128,2.6041164,0.1219259,0.3102139,6.5230923,6.2992156E-4,-0.48888838,0.0027605325,0.6666667,-0.68795514,-0.80272126,-0.9249118,-0.9967867,1.7436464348586431,LogParabola,0.07199631,0.24466985,1FGL J1844.3-0309c,,unk,,NVSS J184431-030716,,0.0,0.94472617,6
4FGL J1845.8-0831,24.70631,-2.6309984,1486.3143,-20.357353936679345,2.4219985,0.1483403,0.3776232,4.2362566,-0.40122148,-0.6157008,0.002655408,0.6666667,-0.46351013,-0.71948767,-0.8916897,-0.9998196,2.5435643954894376,LogParabola,0.1346479,0.3362007,1FGL J1846.0-0831,,spp,,SNR G025.1-02.3,,0.8,0.0,4
4FGL J1846.9-0227,30.234589,-0.11349406,2589.8274,-19.20471066652864,2.4712024,0.15582068,0.2809123,5.2379255,0.9747353,-0.24490513,0.003366188,0.6666667,-0.4475248,-0.7282429,-0.82489324,-0.9587123,1.9302740295790566,LogParabola,0.09568776,0.4420143,1FGL J1846.8-0233c,,unk,,TXS 1844-025,,0.0,0.97200656,262
4FGL J1848.6-0202,30.791918,-0.31746978,1838.034,-19.615642758640405,2.507097,0.23331939,0.38574982,4.354284,-0.825923,0.9187938,0.006768293,0.6666667,-0.3273867,-0.793979,-0.8442651,-0.9999986,2.3116065670404433,LogParabola,0.07742375,0.73632556,,,unk,,NVSS J184840-020408,,0.0,0.83795184,282
4FGL J1848.7-0129,31.296158,-0.09566215,2318.5198,-18.66933778051346,2.4463496,0.11872341,0.55526894,9.579384,-0.24635632,-0.5201313,0.0017963806,0.6666667,-0.27721736,-0.6147342,-0.991339,-0.9990859,1.8271841577380135,LogParabola,0.122947715,0.2744764,0FGL J1848.6-0138,,glc,,GLIMPSE C01,,0.9994186,0.8609442,4
4FGL J1849.4-0056,31.86309,0.01805251,2933.066,-18.74875621227899,2.3325887,0.06300458,0.16096832,5.614046,-0.99782634,0.9998163,7.432153E-4,0.6666667,-0.44320136,-0.62568086,-0.7264019,-0.7915775,2.5747167898313967,LogParabola,0.038763974,0.13487832,3FGL J1849.4-0057,3FHL J1849.4-0056,snr,,3C 391,,0.8,0.9606555,0
4FGL J1850.3-0031,32.346855,-0.0046124286,1896.9113,-19.601242528211223,2.5132918,0.17935053,0.36653978,4.66255,-0.7140275,-0.5243398,0.0039363955,0.6666667,-0.6164201,-0.76544523,-0.9688104,-0.9985388,1.9611126020162457,LogParabola,0.13080472,0.46251604,3FGL J1850.5-0024,,spp,,SNR G032.4+00.1,,0.8,0.0,22
4FGL J1852.4+0037e,33.60228,0.07321873,2061.4868,-18.426241971080263,2.2951386,0.1101127,0.2250498,5.0085287,0.58544904,-0.4006534,0.0040012514,0.6666667,-0.52210367,-0.8045932,-0.74318373,-0.6353609,2.6836224189985023,LogParabola,0.07297023,0.37590504,2FGL J1852.7+0047c,,spp,,Kes 79,,,,5
4FGL J1855.1-2243,12.85787,-10.909232,1907.1969,-21.575631594713307,2.324014,0.19128834,0.31380624,2.7906685,0.31780416,0.46605667,0.0032181789,0.6666667,-0.54286134,-0.515617,-0.8407008,-0.9662636,1.8744123485816013,PowerLaw,0.15908493,0.4241323,3FGL J1855.1-2243,,glc,,NGC 6717,,0.9929961,0.0,0
4FGL J1855.9+0121e,34.65336,-0.38800415,2448.2063,-16.449404979682207,2.3412254,0.022632916,0.23925859,28.918505,0.91766196,-0.10877712,4.9649284E-4,0.6666667,-0.57844347,-0.6842616,-0.86465746,-0.7938796,1.634577954031419,LogParabola,0.010943414,0.05784219,3FGL J1855.9+0121e,1FHL J1855.9+0121e,SNR,,W 44,,,,0
4FGL J1856.2+0749,40.45647,2.4952362,1032.3549,-20.24547991566722,2.5792994,0.23040049,0.34919915,5.0798407,0.9819766,-0.42528582,0.0094923,0.6666667,-0.81226486,-0.62912035,-0.934021,-0.999761,2.1843909988389663,LogParabola,0.10661951,0.58322847,3FGL J1855.6+0753,,unk,,NVSS J185612+075340,,0.0,0.9798518,2
4FGL J1857.6+0212,35.603165,-0.38292584,1649.4978,-18.873524120814086,2.517188,0.11425688,0.46450043,9.143361,-0.31730685,-0.6422936,0.0013536271,0.6666667,-0.43377024,-0.83644146,-0.9995336,-0.9961729,1.550992545642234,LogParabola,0.087793715,0.1602292,2FGL J1857.6+0211,,spp,,SNR G035.6-00.4,HESS J1857+026 field,0.8,0.0,16
4FGL J1857.7+0246e,36.125298,-0.14840907,4677.2114,-18.446304322601414,2.2083545,0.07269097,0.022517512,1.1374176,0.7014059,0.9869604,9.770892E-5,0.6666667,-0.71879673,-0.6691324,-0.57028615,-0.3430539,1.4397481817129822,PowerLaw,0.023315798,0.049257066,,3FHL J1857.7+0246e,PWN,,HESS J1857+026,,,,4
4FGL J1858.3+0209,35.630997,-0.54554856,9991.8,-20.681746321098114,2.1015391,0.1971208,0.07145917,0.9805729,-0.99861777,0.9886567,2.477876E-4,0.6666667,0.9161342,-0.26471823,-0.6726607,-0.9840259,1.5955468829193855,PowerLaw,0.09316136,0.16712743,,,spp,,SNR G035.6-00.4,,0.8,0.0,16
4FGL J1903.8+0531,39.264397,-0.24464566,2247.2751,-19.444999257848803,2.4386773,0.15592921,0.2588987,4.722778,0.996002,-0.3252738,0.011143285,0.6666667,-0.7256963,-0.7618304,-0.70195115,-0.83844614,2.2916296671676246,LogParabola,0.08408697,1.0053058,,,spp,,SNR G039.2-00.3,,0.8,0.82073134,1
4FGL J1906.2+0631,40.425236,-0.30215716,1039.6826,-20.01080685066724,2.4826512,0.29268947,0.7426504,5.308404,-0.64452255,-0.3864388,0.0048530786,0.6666667,-0.73411626,-0.9248598,-0.9998207,-0.943432,1.8139454469571614,LogParabola,0.1418925,0.37094504,,,spp,,SNR G040.5-00.5,,0.8,0.0,283
4FGL J1908.6+0915e,43.12494,0.43006942,4524.8975,-19.86050903468641,2.2256184,1.5774627,0.2739201,2.7536771,0.9999204,-0.5602434,0.004169684,0.6666667,-0.5896498,-0.71565026,-0.76007867,-0.0074527357,1.4380434139175038,PowerLaw,0.45272958,0.53303176,,,spp,,SNR G042.8+00.6,,,,20
4FGL J1910.8+2856,60.97564,8.901663,5479.14,-21.819615582851792,1.8322247,0.1501008,0.08775271,1.3896129,0.99996483,-0.5021345,5.5658875E-4,0.6666667,-0.2652216,-0.34443226,-0.3757896,-0.35532004,2.9537611766410774,PowerLaw,0.069771305,0.23266846,3FGL J1910.8+2855,3FHL J1910.8+2856,unk,,NVSS J191052+285621,,0.0,0.98634267,0
4FGL J1910.8-6001,336.45322,-25.635866,1255.0675,-21.105953185707378,2.244721,0.17131959,0.6757729,6.58362,0.93496597,-0.21105684,0.0040273736,0.6666667,-0.30851907,-0.70346737,-0.999997,0.97023565,0.9963504881647578,LogParabola,0.16663776,0.38983995,3FGL J1910.7-6000,,glc,,NGC 6752,,0.9970464,1.0,0
4FGL J1911.0+0905,43.251503,-0.17611393,3474.5215,-17.79837162637162,2.2313695,0.02768309,0.11380754,9.105523,0.9999484,0.38494897,2.4459467E-4,0.6666667,-0.5394276,-0.5993516,-0.7087577,-0.6071375,2.0661630851856154,LogParabola,0.014403493,0.048043057,3FGL J1910.9+0906,3FHL J1911.0+0905,snr,,W 49B,,0.8,0.0,258
4FGL J1911.7+1014,44.345943,0.20756179,1764.347,-20.102623132807086,2.3311677,0.34189925,0.44612455,4.3202753,0.9494161,-0.6873128,0.010513217,0.6666667,-0.7487012,-0.7546894,-0.9998456,0.98284847,1.819879522009446,LogParabola,0.14984536,0.90682334,,,unk,,NVSS J191157+100720,,0.0,0.8306856,29
4FGL J1914.5+1107,45.44852,0.0044516693,1724.5374,-20.0619539160793,2.4534798,0.24517363,0.3631717,4.738274,0.99172664,-0.68394697,0.0068368525,0.6666667,-0.7105002,-0.64037323,-0.9910402,-0.99999934,1.5641907683583065,LogParabola,0.11563252,0.7016756,,,unk,,IRAS 19117+1107,,0.0,0.99004805,2
4FGL J1916.3+1108,45.667995,-0.37323213,2247.929,-19.76102055670241,2.417008,0.18688045,0.25159338,4.5570464,0.9985612,-0.15815559,0.006480446,0.6666667,-0.6353116,-0.8318021,-0.891069,-0.5210554,2.8801311871311763,LogParabola,0.08376511,0.71962816,3FGL J1915.9+1112,,spp,,SNR G045.7-00.4,,0.8,0.0,258
4FGL J1918.0+0331,39.113323,-4.294759,9022.076,-21.964592923684076,1.788553,0.2640848,0.136627,1.3816961,0.9519353,-0.69526577,5.157481E-4,0.6666667,-0.31561923,-0.35864726,-0.35082194,-0.34643117,2.6704192829218094,PowerLaw,0.12991436,0.30059302,,3FHL J1917.9+0331,unk,,NVSS J191803+033032,,0.0,0.85367954,0
4FGL J1918.1+1215,46.870567,-0.25388977,1157.1752,-20.02667039984792,2.5711217,0.24517001,0.5847157,5.99998,-0.61587894,-0.58210844,0.00977312,0.6666667,-0.52211076,-0.9433113,-0.9994403,-0.29916936,1.558584416147974,LogParabola,0.12090543,0.8762077,,,spp,,SNR G046.8-00.3,,0.8,0.9396809,5
4FGL J1920.8+0418,40.1409,-4.561067,1931.936,-21.33110658283314,2.316384,0.18585725,0.22825618,2.577175,0.988232,-0.55750835,0.0025600323,0.6666667,-0.34653255,-0.6444578,-0.8517843,-0.9993049,1.9096430241694093,PowerLaw,0.10995019,0.41302142,,,unk,,TXS 1918+042,,0.0,0.832346,0
4FGL J1920.9+1408,48.85414,0.03690764,1815.9208,-19.584293714792974,2.5270927,0.1797039,0.258127,4.751167,-0.6740828,0.99277383,0.007418134,0.6666667,-0.7897947,-0.7545855,-0.8950955,-0.7651447,0.7341831185622903,LogParabola,0.08112527,0.65154624,,,unk,,2MASS J19210164+141003,,0.0,0.86768186,4
4FGL J1923.2+1408e,49.1158,-0.4616019,2529.512,-17.112067504560347,2.1920109,0.019389449,0.10724068,11.351094,0.9895504,-0.18286297,1.7857319E-4,0.6666667,-0.53073025,-0.5660771,-0.69100887,-0.644018,2.179043375247094,LogParabola,0.010484682,0.033562176,3FGL J1923.2+1408e,1FHL J1923.2+1408e,SNR,,W 51C,,,,4
4FGL J1925.1+1707,51.95362,0.54765576,3842.6907,-20.76029912867143,2.4699264,0.6023804,0.23597634,1.9288653,-0.5708466,0.9968787,0.005810352,0.6666667,-0.49862096,-0.7967877,-0.83771574,-0.5925933,1.256830484593922,PowerLaw,0.15976647,0.527691,,,unk,,MG2 J192501+1727,,0.0,0.8977321,24
4FGL J1926.7+3027,63.926758,6.505592,774.2212,-22.027460044854735,2.6274843,0.33189452,0.57126427,3.7278397,0.99998534,-0.5638876,0.010381298,0.6666667,-0.727938,-0.87285215,-1.0,0.9999949,1.241765365806176,LogParabola,0.279346,0.72170955,,,spp,,SNR G065.3+05.7,,0.8,0.0,1
4FGL J1927.5+0154,38.771572,-7.138582,5769.7793,-22.01980342240011,1.887057,0.44200778,0.18063094,1.163012,-0.63565606,-0.31836525,0.0010777273,0.6666667,-0.84350616,-0.016429689,-0.43327433,-0.39575428,2.823232586041574,PowerLaw,0.21459147,0.4859276,,3FHL J1927.5+0153,unk,,NVSS J192729+015353,,0.0,0.8648723,0
4FGL J1928.4+1801c,53.11527,0.28535038,3174.7363,-20.610288932687663,2.459726,0.25800332,0.16409235,2.442816,-0.7472729,0.9990947,0.0030969568,0.6666667,-0.84513724,-0.6202967,-0.89577687,-0.39102623,1.8426698695558525,PowerLaw,0.10671539,0.43431538,,,unk,,MG2 J192830+1759,,0.0,0.80843014,34
4FGL J1928.8+3126,65.00256,6.565396,1562.729,-21.902493505078937,2.3805456,0.16265848,0.0759344,1.0959365,0.9999751,-0.48658395,0.0017526614,0.6666667,-0.8519902,-0.37417364,-0.74340886,-0.99964714,1.738463848008358,PowerLaw,0.07726372,0.24772142,,,spp,,SNR G065.3+05.7,,0.8,0.0,0
4FGL J1929.8+1832,53.73694,0.25377843,2635.3872,-20.553751608618047,2.420925,0.22904886,0.14675519,1.8061401,-0.874209,0.9960264,0.007568674,0.6666667,-0.17205627,-0.72305006,-0.7533022,-0.42360774,1.0164261143789413,PowerLaw,0.10577335,0.8172027,,,unk,,1RXS J193012.1+183201,,0.0,0.8155635,264
4FGL J1934.3+1859,54.645687,-0.4679889,1104.5325,-20.32229246717326,2.6338723,0.21451198,0.53342026,5.3754926,0.113166496,-0.5057368,0.013968871,0.6666667,-0.74985176,-0.9661414,-0.19637062,-0.99903005,2.2095741706412677,LogParabola,0.1450718,0.921095,,,spp,,SNR G054.4-00.3,,0.8,0.0,16
4FGL J1946.1+2436,60.872936,-0.085609876,1444.0848,-20.51320438286424,2.5245864,0.25470817,0.44643208,3.8744059,-0.4029877,0.8260623,0.004376156,0.6666667,-0.5756594,-0.61995345,-0.9999979,0.89068407,2.522539895604787,LogParabola,0.22127543,0.53819793,,,unk,,NVGRC J194625.5+243638,,0.0,0.93556297,4
4FGL J1947.7+2744,63.75641,1.1839017,1535.0724,-20.566067118584296,2.443495,0.23191871,0.4815777,3.829324,0.184003,-0.7147041,0.005994859,0.6666667,-0.23699108,-0.7399404,-0.7467552,-0.99997437,2.294508032223575,LogParabola,0.22613294,0.6949804,,,pwn,,PWN G63.7+1.1,,0.9851254,0.0,0
4FGL J1952.8+2924,65.76632,1.0594352,1554.6698,-20.2950602475088,2.5337815,0.2413325,0.9579387,5.0378814,-0.6666944,-0.6571354,0.00951498,0.6666667,-0.3655509,-0.8513736,-0.89690393,-0.9995905,1.941845308830742,LogParabola,0.20316082,0.3223914,3FGL J1951.6+2926,,spp,,SNR G065.7+01.2,,0.8,0.8276641,6
4FGL J1953.6+1846,56.73263,-4.54099,1070.654,-21.533593384228134,2.5430965,0.20796987,0.31079695,3.076102,0.9998264,-0.51216793,0.0054688687,0.6666667,-0.73085856,-0.7283261,-1.0,0.999954,1.3603593721156375,LogParabola,0.14265531,0.48755673,,,glc,,NGC 6838,,0.99736136,0.0,1
4FGL J1955.1+3321,69.409225,2.6677854,2242.84,-20.89366387438044,2.3801663,0.24473013,0.379154,3.0969934,-0.38940862,-0.6890148,0.003644124,0.6666667,-0.5170878,-0.5835588,-0.7972444,-0.9999777,2.585920684638228,LogParabola,0.18730986,0.6192251,,,spp,,SNR G069.0+02.7,,0.8,0.0,0
4FGL J1958.5+3512,71.35443,3.0365767,3884.7385,-21.252959517754917,2.1461954,0.110325396,-0.025017275,0.51786834,0.99990624,0.37009385,2.2254583E-4,0.6666667,-0.622263,-0.5351345,-0.6193357,-0.41278553,2.4847397428544418,PowerLaw,0.04515999,0.13394558,,,hmb,,Cyg X-1,,0.0,0.99959564,0
4FGL J2002.3+3246,69.71298,1.0811435,1863.8302,-21.10393589782329,2.522837,0.13747345,-0.0117366845,0.2023467,0.99940664,-0.30194306,0.0010079289,0.6666667,-0.750271,-0.81643105,-0.41011107,-0.5931411,0.17877659280343802,PowerLaw,0.056434274,0.12473103,,,spp,,SNR G069.7+01.0,,0.8,0.0,12
4FGL J2004.1+2517,63.57272,-3.2281532,1803.3983,-21.09076369834009,2.4059284,0.293676,0.5389852,3.323241,0.99376833,0.17019317,0.0088513335,0.6666667,-0.5171321,-0.79089695,-0.9871045,-0.9979812,1.674735419236639,LogParabola,0.1818538,0.8987604,,,unk,,B2 2002+25,,0.0,0.80020267,8
4FGL J2004.3+3339,70.67629,1.1960956,2119.195,-19.40112191477984,2.3214884,0.06100503,0.12774944,3.9967206,0.99927026,-0.53359085,7.8348705E-4,0.6666667,-0.49440524,-0.618081,-0.80287206,-0.6040517,2.059965948542918,LogParabola,0.03903345,0.12622397,3FGL J2004.4+3338,3FHL J2004.2+3339,unk,,B2 2002+33,,0.0,0.9954084,0
4FGL J2013.5+3613,73.85344,1.01671,2479.0405,-20.2062994838258,2.5432599,0.1616796,0.4016244,3.274073,-0.6874246,-0.5688629,0.00912275,0.6666667,-0.44771886,-0.7537401,-0.8264812,-0.5838938,0.10234152971835268,LogParabola,0.22580747,1.0639132,3FGL J2014.4+3606,,spp,,SNR G073.9+00.9,,0.8,0.8858051,4
4FGL J2016.2+3712,74.974365,1.1166664,15868.729,-20.754178768120106,2.0605412,0.23674197,-0.056763705,1.3699902,-0.5712999,0.97820985,3.3259712E-4,0.6666667,-0.91563404,-0.4509415,-0.67445153,-0.34146312,1.5963994259898897,PowerLaw,0.052980974,0.46843427,,3FHL J2015.9+3712,snr,,VER J2016+372,,0.9257332,0.9634353,1
4FGL J2016.3+4953,85.58895,8.115764,10489.321,-22.324610918573562,1.7934048,0.3668525,0.50723857,1.6023674,-0.9999738,0.9999946,8.4123836E-4,0.6666667,-0.19508837,-0.60126567,0.052487258,-0.6311185,2.3680065054992325,PowerLaw,0.2559578,0.46519104,,3FHL J2016.3+4953,unk,,NVSS J201619+495324,,0.0,0.98552954,0
4FGL J2021.0+4031e,78.240814,2.196722,7887.9854,-18.45709591287545,1.9518069,0.048887327,0.06383509,2.758535,-0.3025638,-0.8353942,8.757569E-5,0.6666667,-0.6653845,-0.35016418,-0.4580611,-0.5023088,0.9561684024870777,LogParabola,0.022209719,0.05876465,3FGL J2021.0+4031e,3FHL J2021.0+4031e,SNR,,gamma Cygni,Cygnus Cocoon field,,,4
4FGL J2024.0+3202,71.62645,-3.1348505,4088.7234,-21.473103949507653,2.2196589,0.23711476,0.16044484,1.6732229,0.9120296,0.6725077,0.0019623076,0.6666667,-0.08474693,-0.7056903,-0.4017926,-0.99995583,2.6734448532571586,PowerLaw,0.11646575,0.49415424,,,unk,,MG2 J202410+3203,,0.0,0.9313613,16
4FGL J2027.0+3343,73.36234,-2.6871195,21708.32,-22.123537350462232,1.7656738,0.21427177,-0.072092265,1.041612,-0.80297947,0.9798866,1.9552856E-4,0.6666667,-0.8726199,-0.6361186,-0.2673582,-0.71240294,1.0850075510941342,PowerLaw,0.06349908,0.26182666,,3FHL J2027.0+3343,unk,,1RXS J202658.5+334253,,0.0,0.97261465,0
4FGL J2028.6+4110e,79.60072,1.3962686,1421.9742,-15.963399157841815,2.0859213,0.010711878,0.032390237,5.2142787,0.023373887,-0.249233,3.894509E-5,0.6666667,-0.56346005,-0.5604698,-0.55865496,-0.47939628,0.9368691620560295,LogParabola,0.0036388405,0.011663074,3FGL J2028.6+4110e,3FHL J2028.6+4110e,SFR,,Cygnus X,,,,516
4FGL J2032.6+4053,79.81435,0.6346877,1080.1504,-20.090391462374942,2.6822784,0.2501988,0.3359013,3.8016214,-0.369688,-0.73777854,0.0063211243,0.6666667,-0.85545534,-0.72878695,-0.9937905,-0.841755,4.211311088953036,LogParabola,0.12856439,0.35576734,2FGL J2032.1+4049,,HMB,,Cyg X-3,Cygnus Cocoon field,1.0,0.99724114,18
4FGL J2043.1+4256,82.63397,0.31810704,677.32983,-21.023937503862506,2.8025692,0.34015125,0.65257597,3.680818,-0.65296596,-0.3638656,0.010585527,0.6666667,-0.8740123,-0.9470746,-1.0,0.9999951,1.305877201607126,LogParabola,0.212162,0.59643924,2FGL J2042.0+4252c,,unk,,NVSS J204232+425813,,0.0,0.9561852,258
4FGL J2045.2+5026e,88.75287,4.6704307,942.29944,-18.373609372030046,2.3972979,0.035914566,0.21024492,11.500728,0.55785346,-0.37065288,0.0011089619,0.6666667,-0.6838591,-0.7321149,-0.97843325,-0.73097426,2.3488523790109506,LogParabola,0.02569184,0.081550546,3FGL J2045.2+5026e,,SNR,,HB 21,,,,4
4FGL J2051.0+3049e,74.110405,-8.462324,837.38464,-18.390620120980948,2.2134352,0.02673193,0.1952092,13.115547,0.39837664,-0.30756783,8.242645E-4,0.6666667,-0.60255516,-0.68228877,-0.7688845,-0.9126208,2.1172313711987374,LogParabola,0.019482518,0.06588216,3FGL J2051.0+3040e,,SNR,,Cygnus Loop,,,,4
4FGL J2056.4+4351c,84.86855,-0.97714764,1284.6561,-20.472389454179524,2.6445582,0.17446353,0.32776317,3.546149,0.9999995,-0.3895582,0.0108536,0.6666667,-0.66128385,-0.86924714,-0.7603318,-0.9999649,1.0184642209233863,LogParabola,0.16791114,0.8842615,,,unk,,1RXS J205549.4+435216,,0.0,0.8856482,290
4FGL J2058.7+4454,85.934044,-0.5907318,1045.7596,-21.422031763959737,2.7209039,0.26538327,0.21526124,1.6689974,0.99996513,-0.2357337,0.0041349493,0.6666667,-0.75937194,-0.7355881,-0.9999751,-0.933955,2.848515900926637,PowerLaw,0.18516226,0.3912685,,,spp,,SNR G085.9-00.6,,0.8,0.84436876,8
4FGL J2123.9+5158,93.94231,1.1892294,1842.137,-20.82448410700629,2.5835133,0.33031374,0.8186526,3.9840784,-0.85777104,-0.5317406,0.01299997,0.6666667,-0.26190388,-0.7704683,-0.9984345,-0.95160574,2.5234615959040205,LogParabola,0.26593414,1.5817554,,,spp,,SNR G094.0+01.0,,0.8,0.0,8
4FGL J2129.9+1208,64.98512,-27.319296,689.7745,-22.194174348383804,2.5871694,0.2830095,0.374409,2.421715,-0.43439528,-0.40727592,0.007420721,0.6666667,-0.7023831,-0.90031546,-0.66058093,-0.99991107,2.565437812836036,PowerLaw,0.25299048,0.504951,,,glc,,NGC 7078,,0.99680185,0.0,1
4FGL J2217.5+6346,106.893265,5.804108,5130.2354,-21.10917161570348,2.0674677,0.15281689,0.15114044,2.1359792,-0.7363899,0.9880512,9.370802E-4,0.6666667,-0.6139018,-0.4761006,-0.37706572,-0.8528445,2.4179956265503058,PowerLaw,0.089020275,0.3067392,3FGL J2217.2+6346,3FHL J2217.4+6346,unk,,1RXS J221728.9+634714,,0.0,0.94249046,0
4FGL J2254.9+5802,108.008026,-1.4076622,1914.9048,-21.413433431720474,2.3745046,0.1642897,0.09191747,1.2230917,0.92225254,0.99345654,0.0016858161,0.6666667,-0.7223613,-0.5990619,-0.781922,-0.82117295,0.7976207196420773,PowerLaw,0.08683281,0.29592875,,,unk,,7C 2252+5740,,0.0,0.92789274,4
4FGL J2301.9+5855e,109.20284,-1.0028013,3357.913,-20.09150123066693,2.033656,0.0532704,0.040773038,1.6172898,-0.9999769,0.9999803,1.7672227E-4,0.6666667,-0.4687078,-0.5626353,-0.5894749,-0.40686673,1.6920128644784207,PowerLaw,0.025177289,0.06690002,3FGL J2301.2+5853,3FHL J2301.9+5855e,SNR,,CTB 109,,,,4
4FGL J2315.9+5955,111.22532,-0.7596822,1288.5011,-20.976372784012238,2.5717616,0.14095826,0.18631944,2.6493583,0.99965787,-0.65104127,0.0038815874,0.6666667,-0.70687723,-0.77483475,-0.8781049,-0.99711293,2.083639138421958,PowerLaw,0.09400601,0.36912933,,,unk,,1RXS J231543.9+595510,,0.0,0.9356947,1
4FGL J2323.4+5849,111.74103,-2.1293523,2261.7983,-18.82754576297615,1.9739397,0.02915817,0.08240272,5.586601,0.9999663,0.14454249,1.20643715E-4,0.6666667,-0.36235878,-0.46896452,-0.6083897,-0.47195807,1.4507572709070982,LogParabola,0.012920557,0.036079552,3FGL J2323.4+5849,3FHL J2323.4+5848,snr,,Cas A,,0.8,0.9999165,0
4FGL J2357.8+6231,116.80121,0.30029768,772.3289,-21.629245205558693,2.8051066,0.18422514,0.20346855,2.4362054,0.9864513,-0.64897215,0.0050841654,0.6666667,-0.8590148,-0.72630304,-0.99997765,0.38575763,0.8117447461182247,PowerLaw,0.109465234,0.3452027,3FGL J0001.0+6314,,spp,,SNR G116.9+00.2,,0.9365481,0.0,18
