GLON,GLAT,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,CLASS2,CLASS1,Source_Name,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags
2.5585456,-80.23526,-22.910085764371335,1.9738964,0.28676894,0.14012496,1.0242977,-0.4804183,-0.8730768,0.0019068412,-0.6048648,-0.19277471,-0.5248339,-0.53191084,3.028635115778387,8.182836531383936,AGN,bcu,4FGL J0011.8-3142,PowerLaw,0.16189341,0.5150135,,SUMSS J001141-314220,0.0,0.85099846,0
119.6611,8.111637,-21.563623867838043,2.4747853,0.1142351,0.008237447,0.16537851,0.91432005,-0.719811,0.0012182813,-0.7224102,-0.63522357,-0.6704733,-0.99433124,2.587452156608613,7.457723016658723,AGN,bcu,4FGL J0012.0+7043,PowerLaw,0.05154001,0.11787345,3FGL J0012.4+7040,TXS 0008+704,0.97765577,0.9222099,0
332.33987,-74.936165,-21.5247310745655,2.0500717,0.10833041,0.07450506,1.4529521,0.75587547,-0.32381836,0.0010678782,-0.5099509,-0.58401316,-0.36393547,-0.97305566,2.412750825174892,7.578488073571536,AGN,bll,4FGL J0013.1-3955,PowerLaw,0.059356764,0.19826326,3FGL J0013.2-3954,PKS 0010-401,0.99866146,0.9994357,0
115.2578,-21.451033,-22.433930449933037,2.21155,0.14623235,-0.0017525448,0.012294384,-0.3695242,-0.49439335,4.4292756E-4,-0.5855026,-0.64891684,-0.83440757,0.40872505,2.0312456975942204,7.6209909773402265,AGN,agn,4FGL J0013.6+4051,PowerLaw,0.0677058,0.17173387,,4C +40.01,0.9970998,0.9888399,0
99.6602,-65.55318,-22.471827157127017,2.3586702,0.14496373,-0.08897229,1.0614702,-0.99938726,0.96326756,3.1992182E-4,-0.74510133,-0.6099102,-0.4173698,-0.99768794,1.8192207396060662,7.52099908799415,AGN,fsrq,4FGL J0013.6-0424,PowerLaw,0.05192615,0.22163093,,PKS 0011-046,0.9918854,0.95783323,16
74.58781,-78.09192,-21.998806991689566,1.9660697,0.15060115,0.08232986,1.2266417,-0.7748842,-0.45901757,0.0011011278,-0.45060542,-0.3900339,-0.6016834,-0.4578393,0.958624979579743,7.866833164386101,AGN,bll,4FGL J0013.9-1854,PowerLaw,0.07438293,0.2677723,3FGL J0013.9-1853,RBS 0030,0.99950737,0.98459005,0
110.88994,-42.826824,-22.364103815704183,2.2641912,0.2772186,0.34991562,2.659895,0.9428984,-0.069656536,0.005486404,-0.67514765,-0.5906292,-0.9999873,-0.99807376,2.791847144310268,7.2955814652941875,AGN,bll,4FGL J0014.1+1910,PowerLaw,0.19538191,0.6566895,2FGL J0013.8+1907,MG3 J001356+1910,0.9916659,0.8200502,0
317.45294,-65.69481,-22.07956238631954,1.9924736,0.17179203,0.13571842,1.7620411,0.9285301,-0.67540383,0.0014156428,-0.35404137,-0.55790603,-0.41514832,-0.9998084,0.520232533671265,7.841942116011211,AGN,bll,4FGL J0014.1-5022,PowerLaw,0.096285805,0.29849443,3FGL J0014.0-5025,RBS 0032,0.999756,0.9081001,0
107.61855,-52.85195,-22.424699680650445,2.4980073,0.1484973,-0.047722973,0.58525515,0.23263466,-0.31530988,5.2796456E-4,-0.6204872,-0.7033512,-0.99999976,0.99999887,2.387314658540282,6.924241137366739,AGN,bll,4FGL J0014.2+0854,PowerLaw,0.06611666,0.18360731,,MS 0011.7+0837,0.9983077,0.9370092,0
99.509476,-66.18239,-21.627569309338778,2.3452647,0.13339931,0.023047293,0.33971137,0.9634183,-0.6393423,0.0012148909,-0.8068283,-0.35485289,-0.65790325,-0.9999446,2.992550432346494,7.537787724340103,AGN,bcu,4FGL J0014.3-0500,PowerLaw,0.06613631,0.23306042,3FGL J0014.3-0455,GALEXASC J001420.46-045929.1,0.9956731,0.8810071,0
118.074745,-4.4981065,-22.110617384225183,1.7403266,0.1795938,0.15785687,1.92132,-0.99629235,0.9950866,5.047747E-4,-0.67607266,0.14505653,-0.3875114,-0.44803885,2.559685993275709,9.191121364340912,AGN,bll,4FGL J0014.7+5801,PowerLaw,0.101961285,0.26793647,3FGL J0014.7+5802,1RXS J001442.2+580201,0.9999288,0.9859474,0
118.5573,-1.257189,-21.09530344658214,2.0077274,0.18973738,0.27680916,3.4934657,-0.8956941,-0.46390438,0.0017327766,-0.31436062,-0.30697995,-0.4602657,-0.790448,1.264870521172747,8.227684571842442,AGN,bcu,4FGL J0014.8+6118,LogParabola,0.120383464,0.44480944,3FGL J0014.6+6119,4C +60.01,0.9992715,0.9976481,0
114.00973,-30.021877,-22.221125882620303,2.676878,0.16861759,0.3146403,3.0807612,0.39478225,-0.4767924,0.008130112,-0.8399325,-0.8573707,-0.99986684,0.5720467,1.5681335404076433,6.000598282261381,AGN,bcu,4FGL J0014.9+3212,LogParabola,0.1384451,0.40147224,,3C 6,0.96470517,0.96670157,0
114.71823,-26.677507,-22.763008980684912,2.0663972,0.1527464,-0.056847345,0.7804479,-0.005956009,-0.723641,5.4327585E-4,-0.70328504,-0.45947632,-0.32762265,-0.6395126,1.6802240663858852,8.196279963212858,AGN,bll,4FGL J0015.2+3537,PowerLaw,0.0593215,0.27968657,,RX J0015.4+3536,0.99849707,0.91047436,0
117.8881,-6.6570644,-21.776968410941144,1.9079775,0.10031315,-0.029441735,0.5630203,0.7700385,-0.5396964,2.7144866E-4,-0.64019966,-0.46400204,-0.4649574,-0.1825569,2.18353895278982,8.67776196259078,AGN,bll,4FGL J0015.6+5551,PowerLaw,0.04418891,0.17221698,3FGL J0015.7+5552,GB6 J0015+5551,0.99993026,0.98932874,0
112.76397,-37.48992,-22.25345012637192,2.1628017,0.1299406,-0.04911716,0.8798769,-0.44532767,-0.78545296,7.4017985E-4,-0.7733137,-0.13857353,-0.82285243,-0.054959245,2.530566851096853,7.746251460848136,AGN,bcu,4FGL J0015.9+2440,PowerLaw,0.047290523,0.26607433,,GB6 J0016+2440,0.9978396,0.8603775,0
104.012276,-61.85269,-21.466874842576157,2.726546,0.07921617,0.18653215,4.009281,-0.10060008,-0.6679757,0.0039052467,-0.7716553,-1.0,0.9999915,-0.9991738,4.23984610328865,5.8955867062145835,AGN,fsrq,4FGL J0016.2-0016,LogParabola,0.056901317,0.1933121,3FGL J0016.3-0013,S3 0013-00,0.997477,0.97896254,0
111.096794,-45.029816,-22.457996422643173,2.6308897,0.3034599,0.44820043,2.5804365,-0.6509662,-0.592994,0.011370583,-0.70416987,-0.9023887,-0.99999887,0.99999595,2.049778966539842,6.433861468784963,AGN,fsrq,4FGL J0016.5+1702,PowerLaw,0.26498622,0.72432286,3FGL J0016.5+1713,GB6 J0015+1700,0.80752254,0.0,4
99.46171,-68.12262,-21.80398224435915,2.3924778,0.10895304,0.0364026,0.66064906,0.9948694,-0.47349125,0.0013043818,-0.7328528,-0.5602087,-0.77242404,-0.44174528,3.1644975895940948,6.916361836088514,AGN,bcu,4FGL J0017.0-0649,PowerLaw,0.057143807,0.17387098,3FGL J0017.2-0643,PMN J0017-0650,0.9970226,0.9240779,0
101.209854,-66.667816,-20.86433669532134,2.5345943,0.05932179,0.110736616,3.1191134,0.103086345,-0.6072476,0.0016582585,-0.75492203,-0.7826226,-0.57943034,-0.9998269,5.415196673652261,6.695500566004944,AGN,FSRQ,4FGL J0017.5-0514,LogParabola,0.039825425,0.11731377,3FGL J0017.6-0512,PMN J0017-0512,1.0,0.93868506,0
110.96526,-47.16783,-22.1297825349592,2.1791823,0.23200671,0.20386355,1.6166002,0.99283016,-0.517261,0.008264866,-0.56388575,-0.47534934,-0.7199061,-0.6534468,2.1774361978328267,7.457905783552694,AGN,bll,4FGL J0017.8+1455,PowerLaw,0.20289727,0.9672762,,GB6 J0017+1450,0.9556661,0.0,0
114.44117,-32.54827,-22.065598051989213,1.7145041,0.15376137,0.13607325,1.9924904,0.99322087,-0.8344493,5.347227E-4,0.04749239,-0.25345275,-0.61591023,0.007773072,1.6885730146609756,8.590395138967883,AGN,bll,4FGL J0018.4+2946,PowerLaw,0.07744503,0.22208281,3FGL J0018.4+2947,RBS 0042,0.9997198,0.98570234,0
311.75082,-59.890987,-22.31846983512734,2.2656467,0.13900854,0.02424963,0.3739991,0.83203155,-0.3783391,0.0017218034,-0.68477905,-0.49247536,-0.6508962,-0.9998907,3.132866170995276,7.270136670136371,AGN,bcu,4FGL J0019.2-5640,PowerLaw,0.06958597,0.26246452,3FGL J0019.1-5645,PMN J0019-5641,0.9977795,0.91748077,0
304.31436,-35.16209,-21.356144483641852,2.1021957,0.094057135,0.018712848,0.4083841,-0.6985619,-0.5307329,6.076632E-4,-0.58834225,-0.47926122,-0.44888213,-0.8558036,2.6686438475498706,7.729502205312181,AGN,bll,4FGL J0019.3-8152,PowerLaw,0.045235727,0.1483041,3FGL J0018.9-8152,PMN J0019-8152,0.9998258,0.9766397,0
112.90082,-41.875835,-22.001860211871836,2.152031,0.1550773,0.15015662,1.8228939,-0.52900416,0.9942902,0.0029878737,-0.5989148,-0.6102986,-0.81159765,-0.47472712,2.4237118364229473,7.49201545534865,AGN,bll,4FGL J0019.6+2022,PowerLaw,0.10576743,0.37516862,3FGL J0019.4+2021,PKS 0017+200,0.9986458,0.9856926,0
120.63282,10.72648,-20.483224389395968,2.5941908,0.05952287,0.07975241,2.5625913,0.9611499,-0.5693957,0.0011963206,-0.7626359,-0.66688186,-0.95585066,-0.99934983,5.663795550069146,7.00352980550629,AGN,fsrq,4FGL J0019.6+7327,PowerLaw,0.034428574,0.12149048,,S5 0016+73,0.99985063,0.99271715,0
108.237045,-58.623074,-22.50540405639897,1.8668073,0.24928713,0.1320154,1.2610363,0.9938401,-0.46303213,0.0013680798,-0.64612556,-0.2727355,-0.459989,-0.6137886,2.7797151112200806,8.336322038278187,AGN,bcu,4FGL J0021.0+0322,PowerLaw,0.1280042,0.4374165,3FGL J0020.9+0323,2MASS J00205023+0323578,0.89689606,0.0,0
41.9261,-83.19968,-21.18645413095718,2.09977,0.07069952,0.038864486,1.133172,-0.4363683,-0.3609441,5.918262E-4,-0.5567458,-0.48181877,-0.74655634,-0.32177502,3.1927593895222874,7.236959596721366,AGN,bll,4FGL J0021.5-2552,PowerLaw,0.035313495,0.105254196,3FGL J0021.6-2553,CRATES J002132.55-255049.3,0.9981949,0.853463,0
100.40253,-70.47483,-22.63968889082705,2.3502548,0.40486714,0.2468853,1.4760517,-0.54812014,-0.5849364,0.007891183,-0.50473213,-0.7628938,-0.9996623,-0.96150815,2.500494795264259,7.059378166633038,AGN,bll,4FGL J0021.6-0855,PowerLaw,0.25630593,0.9184468,,NVSS J002142-090044,0.9744128,0.0,0
313.70114,-64.835396,-21.199321678929003,2.042762,0.07007171,0.03680977,1.059753,0.32244897,-0.5987349,4.6056753E-4,-0.45048606,-0.5654227,-0.4436634,-0.56719285,2.936474078105158,7.433441692194722,AGN,bll,4FGL J0021.9-5140,PowerLaw,0.03328733,0.10136266,3FGL J0022.1-5141,1RXS J002159.2-514028,0.9998968,0.98146844,0
107.20704,-61.85817,-22.962522637405524,1.4715182,0.13055088,-0.062057972,0.9743299,0.02316369,0.9948637,2.4337218E-4,-0.63596565,-0.7874662,-0.024217866,0.39475808,2.194506942733363,9.801726440136152,AGN,bll,4FGL J0022.0+0006,PowerLaw,0.05209534,0.2866135,,RX J0022.0+0006,0.99893326,0.9400744,0
82.08266,-79.37435,-20.906121559733936,1.9354254,0.07684233,0.09708254,2.6534843,0.83035195,-0.5211309,5.784703E-4,-0.32822764,-0.39617792,-0.77663004,-0.13127887,1.1199081054084297,7.578552039376287,AGN,bll,4FGL J0022.1-1854,PowerLaw,0.039340027,0.1205609,3FGL J0022.1-1855,1RXS J002209.2-185333,0.99966353,0.922496,0
110.012115,-56.01111,-20.080892185028578,2.1697786,0.03923954,0.0326319,1.6125371,-0.12532182,-0.52196646,4.0075346E-4,-0.5937424,-0.55565256,-0.665805,-0.7050968,3.8917106000848904,7.026545984546402,AGN,bll,4FGL J0022.5+0608,PowerLaw,0.019763228,0.06130793,3FGL J0022.5+0608,PKS 0019+058,0.99987024,0.98650587,0
111.42019,-52.896538,-20.524960691651415,2.2529113,0.1277537,0.44762367,6.883797,-0.69173604,-0.108961545,0.0034614666,-0.4972621,-0.7325199,-0.8432816,-0.99671096,1.9617663995109456,6.84581870318031,PSR,PSR,4FGL J0023.4+0920,PLSuperExpCutoff,0.09485375,0.31599844,3FGL J0023.4+0923,PSR J0023+0923,1.0,0.9383404,0
117.80447,-17.645323,-21.58273821680977,2.4419997,0.098467514,0.09911969,1.9071074,0.99962735,-0.5648693,0.0018204177,-0.68999565,-0.74771523,-0.77919817,-0.4930236,3.407854328385731,6.7737285637056015,AGN,fsrq,4FGL J0023.7+4457,PowerLaw,0.059611127,0.17925437,3FGL J0023.5+4454,B3 0020+446,0.9976239,0.8584,0
306.7893,-48.58217,-22.175273142428036,2.765263,0.09677886,0.11925611,1.9217516,0.2793556,-0.7428984,0.0034074995,-0.8138159,-0.6500102,-0.999953,0.02919986,3.3968890775720486,6.117931898036443,AGN,bcu,4FGL J0023.7-6820,PowerLaw,0.068275884,0.19165434,3FGL J0021.6-6835,PKS 0021-686,0.996154,0.97795117,0
113.34497,-46.295124,-22.046581042076003,2.0656276,0.25141633,0.26769617,2.4179752,0.94035196,-0.2225199,0.003561166,-0.40946996,-0.4549642,-0.72279406,-0.99997866,2.030032224421245,7.684165269424805,AGN,bll,4FGL J0023.9+1603,PowerLaw,0.17168823,0.57122785,,87GB 002122.5+154553,0.997018,0.0,0
118.14276,-15.823961,-22.43082121428294,2.559695,0.12566137,-0.04708186,0.7276206,-0.46507776,-0.77535903,0.0011069637,-0.79813355,-0.39793408,-0.9979247,0.9701501,2.6375401095340365,6.793539336178587,AGN,bcu,4FGL J0024.4+4647,PowerLaw,0.05561719,0.1330018,,B3 0021+464,0.9415452,0.893634,0
110.177605,-58.378212,-22.413074215586246,2.3887396,0.19263145,0.10263876,0.9701172,-0.51646644,0.9991273,0.0022213894,-0.78952086,-0.553495,-0.7131285,-1.0,4.440920040423573,7.154818148849988,AGN,fsrq,4FGL J0024.7+0349,PowerLaw,0.119471736,0.30478266,3FGL J0024.4+0350,GB6 J0024+0349,0.9975917,0.0,0
69.19585,-82.484505,-22.916115112132516,2.4007282,0.1719414,-0.018409936,0.19492668,0.99406266,-0.3344447,9.924083E-4,-0.96496314,0.31899616,-0.99994034,0.99950266,1.4937840467410866,7.133203692060574,AGN,fsrq,4FGL J0025.2-2231,PowerLaw,0.079247,0.22805801,,PMN J0025-2228,0.9489406,0.9310918,0
314.72382,-68.51652,-21.731233719398457,2.2063763,0.31702313,0.21659291,1.6883891,0.97266257,-0.40891546,0.0026988226,-0.60541123,-0.4687515,-0.8112241,-0.99990076,4.393348314927196,7.3706189165446325,AGN,bcu,4FGL J0025.7-4801,PowerLaw,0.18160604,0.44434872,,SUMSS J002545-480356,0.9858329,0.91305333,0
315.91986,-70.481415,-22.258537285579475,1.9649565,0.13280459,-0.027233807,0.45964387,0.9999201,-0.71033436,4.8163213E-4,-0.57458776,-0.33943447,-0.75882006,0.2726583,2.5072804033717353,7.998396751597568,AGN,bll,4FGL J0026.6-4600,PowerLaw,0.05228317,0.20307714,3FGL J0026.7-4603,1RXS J002636.3-460101,0.99990463,0.9883211,0
121.40364,12.293515,-21.78624462565881,2.1871247,0.24108857,0.4436431,3.3273304,-0.69205016,-0.86108166,0.0026337777,0.27477533,-0.5801831,-0.6459675,-0.9997455,1.880655007390543,7.802497500392648,AGN,bcu,4FGL J0028.1+7505,LogParabola,0.2039337,0.42938337,3FGL J0028.6+7507,GB6 J0028+7506,0.99707437,0.905469,4
115.611595,-42.51422,-21.514902134236532,2.4357517,0.0848314,0.05410553,1.123353,0.9969329,-0.6049153,0.002440904,-0.7253794,-0.5985736,-0.92238283,-0.20462553,3.3198214655537184,6.704427516642197,AGN,fsrq,4FGL J0028.4+2001,PowerLaw,0.05286022,0.20834792,3FGL J0028.8+1951,TXS 0025+197,0.9976342,0.94375205,0
117.82134,-26.757605,-22.29652191782999,2.2594097,0.16157958,-0.009681202,0.15077801,-0.39303836,-0.497993,0.0015503027,-0.79582167,-0.12739056,-0.8713641,-0.99999714,2.7259789550122013,7.392610574226302,AGN,bcu,4FGL J0028.9+3553,PowerLaw,0.07107151,0.30719253,,GB6 J0028+3550,0.98213834,0.0,0
