spec_ind,signif_curv,var,hr45,class,source_name_1,pro_agn_GB,pro_psr_GB,pro_agn_NN,pro_psr_NN,pro_agn_rf,pro_psr_rf
2.1391132,0.5911794584191239,3.5117344358953235,-0.9991398106993409,AGN,3FGL J0031.2-2320,0.9382210996432436,0.06177890035675637,0.9195306051911871,0.08046939480881284,0.9131622385971963,0.08683776140280376
2.2745852,0.31779642423059534,6.235901809578529,-0.6243560767805013,AGN,3FGL J0032.3-5522,0.9816306950351432,0.018369304964856642,0.990702712314125,0.009297287685875039,1.0,0.0
1.7653672,-0.4755638587112215,3.572518094896527,-0.2857654268078691,AGN,3FGL J0049.0+4224,0.9844478955304732,0.015552104469526876,0.9907136002812336,0.009286399718766394,1.0,0.0
2.0650234,-0.7310816812392441,3.7314903755498383,-0.29987821906091255,AGN,3FGL J0102.1+0943,0.9844478955304732,0.015552104469526876,0.9914623766519026,0.008537623348097326,1.0,0.0
2.1721509,-3.0862578836884484,3.678476783470549,-0.4059362319461393,AGN,3FGL J0112.9-7506,0.9844478955304732,0.015552104469526876,0.9920711525443051,0.007928847455694842,1.0,0.0
2.759096,0.6454817186757151,3.9244713028722398,-0.9997503281674898,AGN,3FGL J0116.8+6913,0.9753726098707027,0.024627390129297322,0.9483997258399519,0.05160027416004813,0.9874938964814646,0.012506103518535384
2.5585058,0.34558154913681804,3.789087732261582,-0.2902053765254937,AGN,3FGL J0158.6+0102,0.9776559466506018,0.02234405334939818,0.9894569066924984,0.010543093307501528,0.9894772239840974,0.010522776015902508
1.8781707,-0.6872598648626577,3.846288548110567,-0.6231220575817921,AGN,3FGL J0200.3-4108,0.9844478955304732,0.015552104469526876,0.990067248825167,0.009932751174832945,1.0,0.0
2.0137677,-0.839875302520031,3.6270176141336483,-0.6005503627197641,AGN,3FGL J0216.0+0300,0.9844478955304732,0.015552104469526876,0.9913352024269402,0.008664797573059855,1.0,0.0
2.24003,0.1510124177730103,3.9011666276383896,-0.3864808989040241,AGN,3FGL J0216.4+0507,0.9821508704304465,0.01784912956955348,0.9865323464217617,0.013467653578238328,1.0,0.0
1.9356745,-0.18511253595540253,3.638525455292259,-0.6485734538972411,AGN,3FGL J0221.2+2518,0.9844502707110894,0.015549729288910581,0.987381636919735,0.012618363080264962,1.0,1.5777218104420237E-31
2.4037545,0.39726672636221605,3.8699100947006593,-0.6857798507879597,AGN,3FGL J0223.6+3927,0.9738805249451721,0.02611947505482793,0.9810783042512479,0.01892169574875203,0.9545222762737183,0.045477723726281644
2.4003537,-0.21116971220478373,3.7207829568519437,-0.7621781041342908,AGN,3FGL J0224.1-1846,0.9759289064918548,0.024071093508145215,0.9897105592052526,0.010289440794747425,0.9999998376591618,1.6234083819436257E-7
2.261836,-1.0051141314036514,3.9618117565579025,-0.4252539113965246,AGN,3FGL J0224.4+1615,0.9773819504534706,0.02261804954652919,0.9917755407482509,0.00822445925174915,0.9999965667724495,3.433227550442286E-6
2.771561,0.10939130111626182,3.7231011545365384,-0.6271608779045807,AGN,3FGL J0228.5+8213,0.9776559466506018,0.02234405334939818,0.9854256886963927,0.01457431130360734,1.0,0.0
2.665958,0.8489591083218612,4.006103957314026,-0.8134135739200044,AGN,3FGL J0232.6+0646,0.9209404872410951,0.0790595127589048,0.9288614873925665,0.07113851260743353,0.9206871719636303,0.07931282803636973
1.8133874,-0.19301100592775539,3.562483287965839,-0.23066909142580183,AGN,3FGL J0234.2-0629,0.9844502707110894,0.015549729288910581,0.9906488831201953,0.009351116879804756,1.0,0.0
1.9952142,-0.9615283724844393,3.932947650086181,-0.5966145737305769,AGN,3FGL J0239.4+1326,0.9844478955304732,0.015552104469526876,0.9911292625447194,0.00887073745528052,1.0,0.0
