_RAJ2000,_DEJ2000,3FGL 3FGL,Sig,Flux,RAJ2000,DEJ2000,LR-P,LRPred,RF-P,RFPred,PSR-Out,AGN-Out,BLR-PSR-P,BLR-PSR-Pred,RF-PSR-P,RF-PSR-Pred,Simbad
219.669,-42.1607,3FGL J1438.6-4209,5.08,1.2E-13,219.669,-42.1607,0.0,AGN,0.03,AGN,139.75,-0.08,0.16,,0.23,,Simbad
219.688,37.1679,3FGL J1438.7+3710,28.06,6.4E-12,219.688,37.1679,0.0,AGN,0.02,AGN,134.29,1.48,0.02,,0.2,,Simbad
219.822,39.5203,3FGL J1439.2+3931,10.12,3.3E-14,219.822,39.5203,0.0,AGN,0.0,AGN,105.78,-0.71,0.01,,0.1,,Simbad
220.005,-39.9227,3FGL J1440.0-3955,5.54,1.1E-14,220.005,-39.9227,0.0,AGN,0.0,AGN,122.96,-0.55,0.02,,0.21,,Simbad
220.027,49.9247,3FGL J1440.1+4955,10.48,3.5E-12,220.027,49.9247,0.0,AGN,0.0,AGN,147.72,0.3,0.02,,0.32,,Simbad
220.062,-15.6345,3FGL J1440.2-1538,6.92,7.5E-13,220.062,-15.6345,0.0,AGN,0.0,AGN,126.09,0.11,0.02,,0.28,,Simbad
220.119,-38.7629,3FGL J1440.4-3845,8.12,1.3E-14,220.119,-38.7629,0.0,AGN,0.0,AGN,151.46,-0.63,0.05,,0.19,,Simbad
220.246,6.1808,3FGL J1440.9+0610,14.45,9.2E-13,220.246,6.1808,0.0,AGN,0.0,AGN,148.97,-0.66,0.01,,0.21,,Simbad
220.397,-59.9277,3FGL J1441.5-5955c,6.7,2.4E-13,220.397,-59.9277,0.68,PSR,0.39,PSR,35.37,3.64,0.96,YNG,0.83,YNG,Simbad
220.51,43.8153,3FGL J1442.0+4348,7.8,2.0E-14,220.51,43.8153,0.0,AGN,0.0,AGN,130.99,-0.38,0.01,,0.14,,Simbad
220.669,51.9367,3FGL J1442.6+5156,4.25,1.8E-14,220.669,51.9367,0.01,AGN,0.04,AGN,153.29,1.86,0.0,,0.09,,Simbad
220.722,12.0152,3FGL J1442.8+1200,11.1,4.1E-14,220.722,12.0152,0.0,AGN,0.0,AGN,118.32,-0.79,0.02,,0.14,,Simbad
220.996,25.0388,3FGL J1443.9+2502,15.22,5.2E-13,220.996,25.0388,0.0,AGN,0.01,AGN,138.09,-0.58,0.02,,0.17,,Simbad
221.009,-39.1299,3FGL J1444.0-3907,33.99,4.3E-13,221.009,-39.1299,0.15,PSR,0.06,AGN,134.17,0.24,0.21,MSP,0.39,MSP,Simbad
221.013,-70.5636,3FGL J1444.0-7033,4.91,7.1E-13,221.013,-70.5636,0.0,AGN,0.0,AGN,180.22,2.93,0.01,,0.24,,Simbad
221.263,-3.4721,3FGL J1445.0-0328,8.08,1.0E-13,221.263,-3.4721,0.0,AGN,0.0,AGN,117.88,-0.79,0.16,,0.17,,Simbad
221.447,-59.4278,3FGL J1445.7-5925,4.21,2.4E-13,221.447,-59.4278,0.77,PSR,0.52,PSR,37.28,27.07,0.99,YNG,0.85,YNG,Simbad
221.527,-16.4718,3FGL J1446.1-1628,5.62,4.4E-13,221.527,-16.4718,0.0,AGN,0.0,AGN,155.32,-0.32,0.01,,0.17,,Simbad
221.662,-47.0325,3FGL J1446.6-4701,11.01,1.3E-12,221.662,-47.0325,0.32,PSR,0.77,PSR,26.95,112.19,0.05,MSP,0.07,MSP,Simbad
221.71,-18.5315,3FGL J1446.8-1831,4.18,7.0E-15,221.71,-18.5315,0.0,AGN,0.01,AGN,162.0,-0.05,0.01,,0.25,,Simbad
221.831,-58.0049,3FGL J1447.3-5800,14.23,8.2E-11,221.831,-58.0049,1.0,PSR,0.61,PSR,31.65,87.55,0.99,YNG,0.85,YNG,Simbad
222.01,36.1445,3FGL J1448.0+3608,23.06,2.0E-13,222.01,36.1445,0.0,AGN,0.0,AGN,111.31,-0.7,0.05,,0.18,,Simbad
222.62,9.1914,3FGL J1450.4+0911,7.2,4.4E-13,222.62,9.1914,0.0,AGN,0.01,AGN,118.83,1.65,0.01,,0.1,,Simbad
222.745,52.003,3FGL J1450.9+5200,9.7,2.4E-13,222.745,52.003,0.01,AGN,0.03,AGN,114.96,1.55,0.02,,0.15,,Simbad
222.805,63.9193,3FGL J1451.2+6355,5.57,1.2E-14,222.805,63.9193,0.0,AGN,0.0,AGN,234.77,0.19,0.01,,0.13,,Simbad
223.503,16.3797,3FGL J1454.0+1622,6.36,1.9E-12,223.503,16.3797,0.0,AGN,0.04,AGN,233.39,3.8,0.02,,0.18,,Simbad
223.566,-37.8565,3FGL J1454.2-3751,9.1,8.9E-12,223.566,-37.8565,0.0,AGN,0.0,AGN,196.15,0.84,0.22,,0.45,,Simbad
223.63,51.4084,3FGL J1454.5+5124,33.61,1.6E-12,223.63,51.4084,0.0,AGN,0.0,AGN,130.3,-0.4,0.16,,0.26,,Simbad
224.195,-60.7768,3FGL J1456.7-6046,6.26,3.0E-11,224.195,-60.7768,1.0,PSR,0.66,PSR,12.63,594.82,0.99,YNG,0.83,YNG,Simbad
224.355,-35.6567,3FGL J1457.4-3539,62.2,5.0E-11,224.355,-35.6567,0.0,AGN,0.0,AGN,331.43,2.99,0.19,,0.57,,Simbad
224.4,-62.8296,3FGL J1457.6-6249,4.96,9.4E-13,224.4,-62.8296,0.83,PSR,0.24,PSR,222.98,25.29,0.63,YNG,0.54,YNG,Simbad
224.412,-53.9259,3FGL J1457.6-5355,4.54,3.8E-13,224.412,-53.9259,0.0,AGN,0.06,AGN,173.07,0.66,0.05,,0.37,,Simbad
224.685,37.325,3FGL J1458.7+3719,4.5,1.0E-13,224.685,37.325,0.0,AGN,0.0,AGN,112.69,-0.08,0.01,,0.18,,Simbad
224.688,-21.3346,3FGL J1458.7-2120,7.4,8.7E-13,224.688,-21.3346,0.58,PSR,0.27,PSR,87.39,37.8,0.01,MSP,0.12,MSP,Simbad
224.866,-60.8996,3FGL J1459.4-6053,37.38,1.6E-11,224.866,-60.8996,1.0,PSR,1.0,PSR,-0.33,2331.39,0.99,YNG,1.0,YNG,Simbad
225.173,47.8412,3FGL J1500.6+4750,4.66,7.1E-13,225.173,47.8412,0.0,AGN,0.01,AGN,198.77,1.18,0.5,,0.32,,Simbad
225.241,22.6357,3FGL J1500.9+2238,20.4,2.7E-13,225.241,22.6357,0.0,AGN,0.0,AGN,132.43,-0.75,0.05,,0.14,,Simbad
225.555,55.8862,3FGL J1502.2+5553,12.62,4.5E-12,225.555,55.8862,0.0,AGN,0.0,AGN,154.4,0.69,0.01,,0.16,,Simbad
225.893,-58.0294,3FGL J1503.5-5801,12.8,2.8E-12,225.893,-58.0294,0.92,PSR,0.51,PSR,15.17,70.07,0.97,YNG,0.85,YNG,Simbad
225.925,47.9873,3FGL J1503.7+4759,8.69,1.3E-13,225.925,47.9873,0.0,AGN,0.01,AGN,130.84,-0.46,0.02,,0.16,,Simbad
225.929,-64.4493,3FGL J1503.7-6426,10.65,1.1E-12,225.929,-64.4493,0.0,AGN,0.0,AGN,164.67,0.3,0.02,,0.23,,Simbad
225.947,-15.6758,3FGL J1503.7-1540,13.53,5.3E-14,225.947,-15.6758,0.0,AGN,0.0,AGN,117.93,-0.77,0.16,,0.31,,Simbad
226.105,10.4936,3FGL J1504.4+1029,189.47,3.5E-10,226.105,10.4936,0.0,AGN,0.06,AGN,318.74,31.28,0.99,,0.86,,Simbad
226.142,-82.7095,3FGL J1504.5-8242,4.11,1.7E-13,226.142,-82.7095,0.0,AGN,0.01,AGN,135.12,-0.06,0.0,,0.11,,Simbad
226.25,-34.5472,3FGL J1505.0-3432,7.55,2.6E-13,226.25,-34.5472,0.0,AGN,0.02,AGN,130.52,-0.48,0.02,,0.13,,Simbad
226.278,3.4488,3FGL J1505.1+0326,21.97,1.5E-11,226.278,3.4488,0.01,AGN,0.01,AGN,171.59,0.51,0.5,,0.48,,Simbad
226.549,37.4789,3FGL J1506.1+3728,15.28,3.2E-12,226.549,37.4789,0.0,AGN,0.0,AGN,113.62,1.83,0.04,,0.18,,Simbad
226.594,43.5442,3FGL J1506.3+4332,5.81,3.5E-14,226.594,43.5442,0.0,AGN,0.0,AGN,132.54,-0.52,0.01,,0.18,,Simbad
226.622,-3.6684,3FGL J1506.4-0340,4.21,1.6E-13,226.622,-3.6684,0.0,AGN,0.01,AGN,119.92,-0.41,0.01,,0.18,,Simbad
226.668,-62.3312,3FGL J1506.6-6219,7.23,2.0E-14,226.668,-62.3312,0.0,AGN,0.0,AGN,153.86,-0.57,0.02,,0.28,,Simbad
226.675,8.1846,3FGL J1506.6+0811,9.53,5.5E-14,226.675,8.1846,0.0,AGN,0.0,AGN,86.15,-0.55,0.02,,0.17,,Simbad
226.869,17.4204,3FGL J1507.4+1725,4.67,1.0E-14,226.869,17.4204,0.0,AGN,0.0,AGN,154.1,-0.58,0.01,,0.13,,Simbad
226.909,-37.1779,3FGL J1507.6-3710,5.55,9.8E-14,226.909,-37.1779,0.0,AGN,0.0,AGN,109.4,-0.55,0.02,,0.17,,Simbad
227.165,27.1573,3FGL J1508.6+2709,6.87,8.2E-15,227.165,27.1573,0.0,AGN,0.0,AGN,132.48,-0.58,0.02,,0.2,,Simbad
227.184,-49.9335,3FGL J1508.7-4956,10.14,1.5E-11,227.184,-49.9335,0.01,AGN,0.01,AGN,204.93,1.47,0.22,,0.49,,Simbad
227.365,-58.8446,3FGL J1509.4-5850,36.39,9.7E-12,227.365,-58.8446,1.0,PSR,1.0,PSR,-0.65,2169.12,0.99,YNG,1.0,YNG,Simbad
227.438,55.9349,3FGL J1509.7+5556,10.65,4.5E-14,227.438,55.9349,0.0,AGN,0.0,AGN,109.92,-0.74,0.01,,0.17,,Simbad
227.484,-29.864,3FGL J1509.9-2951,6.16,9.1E-12,227.484,-29.864,0.03,AGN,0.04,AGN,181.0,5.3,0.02,,0.26,,Simbad
227.57,-57.9156,3FGL J1510.2-5754,9.05,3.5E-12,227.57,-57.9156,0.77,PSR,0.65,PSR,22.21,130.71,0.99,YNG,0.9,YNG,Simbad
227.747,-5.706,3FGL J1510.9-0542,16.73,3.8E-12,227.747,-5.706,0.24,PSR,0.03,AGN,133.68,3.28,0.16,MSP,0.34,MSP,Simbad
227.96,-5.2191,3FGL J1511.8-0513,10.59,7.2E-14,227.96,-5.2191,0.0,AGN,0.0,AGN,118.93,-0.74,0.16,,0.23,,Simbad
228.065,2.0334,3FGL J1512.2+0202,23.68,2.4E-12,228.065,2.0334,0.01,AGN,0.0,AGN,150.01,-0.62,0.16,,0.26,,Simbad
228.075,-22.9312,3FGL J1512.2-2255,8.26,6.1E-14,228.075,-22.9312,0.0,AGN,0.0,AGN,128.43,-0.51,0.16,,0.22,,Simbad
228.087,66.3728,3FGL J1512.3+6622,4.12,7.8E-14,228.087,66.3728,0.0,AGN,0.01,AGN,161.92,0.35,0.0,,0.12,,Simbad
228.089,80.0877,3FGL J1512.3+8005,4.98,4.6E-13,228.089,80.0877,0.0,AGN,0.0,AGN,189.48,-0.23,0.01,,0.19,,Simbad
228.203,-56.6655,3FGL J1512.8-5639,7.15,1.9E-12,228.203,-56.6655,0.01,AGN,0.1,AGN,126.3,2.0,0.97,,0.87,,Simbad
228.213,-9.1032,3FGL J1512.8-0906,207.27,4.2E-10,228.213,-9.1032,0.0,AGN,0.07,AGN,382.39,38.53,0.99,,0.87,,Simbad
228.29,-10.2412,3FGL J1513.1-1014,4.62,2.2E-12,228.29,-10.2412,0.2,PSR,0.33,PSR,100.17,29.86,0.22,MSP,0.23,MSP,Simbad
228.329,-37.3186,3FGL J1513.3-3719,4.35,4.3E-15,228.329,-37.3186,0.0,AGN,0.0,AGN,176.19,-0.33,0.01,,0.19,,Simbad
228.368,-25.8271,3FGL J1513.4-2549,11.01,1.2E-12,228.368,-25.8271,0.67,PSR,0.77,PSR,11.47,193.11,0.14,MSP,0.19,MSP,Simbad
228.377,-32.5532,3FGL J1513.5-3233,12.55,2.6E-12,228.377,-32.5532,0.0,AGN,0.0,AGN,123.89,1.15,0.16,,0.29,,Simbad
228.454,-62.8453,3FGL J1513.8-6250c,9.81,8.7E-12,228.454,-62.8453,0.11,PSR,0.03,AGN,140.27,1.81,0.25,MSP,0.49,YNG,Simbad
228.536,29.6821,3FGL J1514.1+2940,4.44,2.6E-12,228.536,29.6821,0.0,AGN,0.0,AGN,187.49,-0.38,0.02,,0.27,,Simbad
228.558,-49.7844,3FGL J1514.2-4947,39.44,3.1E-12,228.558,-49.7844,1.0,PSR,0.98,PSR,-0.51,3317.47,0.19,MSP,0.17,MSP,Simbad
228.641,-47.8355,3FGL J1514.5-4750,13.1,1.8E-12,228.641,-47.8355,0.01,AGN,0.02,AGN,162.06,1.17,0.05,,0.25,,Simbad
228.711,44.7785,3FGL J1514.8+4446,15.69,1.8E-12,228.711,44.7785,0.01,AGN,0.01,AGN,122.4,1.74,0.02,,0.18,,Simbad
228.719,-36.3854,3FGL J1514.8-3623,5.0,6.4E-13,228.719,-36.3854,0.08,AGN,0.12,AGN,112.81,21.54,0.01,,0.13,,Simbad
229.192,36.8086,3FGL J1516.7+3648,5.62,1.9E-13,229.192,36.8086,0.0,AGN,0.01,AGN,112.78,5.55,0.01,,0.09,,Simbad
229.236,19.4461,3FGL J1516.9+1926,6.39,5.6E-12,229.236,19.4461,0.0,AGN,0.0,AGN,159.22,0.47,0.12,,0.33,,Simbad
229.253,26.6305,3FGL J1517.0+2637,4.11,1.6E-14,229.253,26.6305,0.0,AGN,0.01,AGN,199.56,0.07,0.02,,0.29,,Simbad
229.405,-44.7018,3FGL J1517.6-4442,6.74,2.3E-12,229.405,-44.7018,0.18,PSR,0.17,AGN,134.53,9.55,0.5,YNG,0.36,MSP,Simbad
229.419,65.415,3FGL J1517.6+6524,18.49,6.9E-14,229.419,65.415,0.0,AGN,0.0,AGN,107.27,-0.72,0.02,,0.17,,Simbad
229.421,-24.3756,3FGL J1517.6-2422,45.35,5.5E-12,229.421,-24.3756,0.2,PSR,0.01,AGN,178.98,-0.44,0.49,MSP,0.49,YNG,Simbad
229.52,-27.539,3FGL J1518.0-2732,18.37,6.8E-13,229.52,-27.539,0.0,AGN,0.0,AGN,145.48,-0.71,0.05,,0.28,,Simbad
229.571,-52.5349,3FGL J1518.2-5232,10.36,8.5E-13,229.571,-52.5349,0.36,PSR,0.35,PSR,46.21,15.51,0.16,MSP,0.24,MSP,Simbad
230.093,42.1545,3FGL J1520.3+4209,9.97,1.9E-12,230.093,42.1545,0.0,AGN,0.0,AGN,122.43,1.51,0.01,,0.17,,Simbad
230.203,-3.812,3FGL J1520.8-0348,15.82,1.2E-13,230.203,-3.812,0.02,AGN,0.0,AGN,87.56,-0.5,0.16,,0.21,,Simbad
230.296,55.7222,3FGL J1521.1+5543,6.51,8.6E-14,230.296,55.7222,0.0,AGN,0.01,AGN,212.29,0.16,0.0,,0.13,,Simbad
230.466,43.6738,3FGL J1521.8+4340,5.79,1.1E-12,230.466,43.6738,0.0,AGN,0.0,AGN,144.48,-0.03,0.01,,0.3,,Simbad
230.486,-57.6111,3FGL J1521.9-5736,27.04,1.8E-11,230.486,-57.6111,1.0,PSR,1.0,PSR,-0.66,2241.45,0.99,YNG,0.99,YNG,Simbad
230.543,31.7365,3FGL J1522.1+3144,192.68,4.1E-10,230.543,31.7365,0.0,AGN,0.01,AGN,329.07,4.59,0.81,,0.7,,Simbad
230.662,-27.5082,3FGL J1522.6-2730,25.99,1.6E-12,230.662,-27.5082,0.0,AGN,0.0,AGN,134.1,-0.02,0.16,,0.29,,Simbad
231.317,-59.0873,3FGL J1525.2-5905,4.09,5.4E-12,231.317,-59.0873,0.23,PSR,0.52,PSR,28.49,26.3,0.96,YNG,0.87,YNG,Simbad
231.47,-8.5792,3FGL J1525.8-0834,4.16,2.9E-15,231.47,-8.5792,0.0,AGN,0.0,AGN,175.58,-0.5,0.0,,0.13,,Simbad
231.586,-45.0861,3FGL J1526.3-4505,5.41,6.6E-13,231.586,-45.0861,0.0,AGN,0.01,AGN,166.38,-0.31,0.05,,0.36,,Simbad
231.754,-38.0803,3FGL J1527.0-3804,4.5,2.0E-13,231.754,-38.0803,0.0,AGN,0.0,AGN,123.41,-0.46,0.01,,0.21,,Simbad
232.036,-29.0676,3FGL J1528.1-2904,4.25,4.2E-15,232.036,-29.0676,0.0,AGN,0.0,AGN,126.67,-0.63,0.02,,0.14,,Simbad
232.078,-58.6077,3FGL J1528.3-5836,11.53,9.5E-13,232.078,-58.6077,0.59,PSR,0.65,PSR,3.28,221.71,0.19,MSP,0.31,MSP,Simbad
232.175,-22.7871,3FGL J1528.7-2247,4.38,2.1E-13,232.175,-22.7871,0.15,PSR,0.11,AGN,70.37,7.13,0.02,MSP,0.08,MSP,Simbad
232.399,67.5592,3FGL J1529.5+6733,4.58,9.5E-14,232.399,67.5592,0.0,AGN,0.03,AGN,124.52,-0.43,0.02,,0.19,,Simbad
232.767,57.6215,3FGL J1531.0+5737,9.25,3.1E-13,232.767,57.6215,0.0,AGN,0.02,AGN,119.69,0.23,0.02,,0.18,,Simbad
232.954,47.0814,3FGL J1531.8+4704,4.93,1.8E-13,232.954,47.0814,0.0,AGN,0.02,AGN,171.69,1.29,0.01,,0.13,,Simbad
233.014,-26.3034,3FGL J1532.0-2618,4.45,9.6E-14,233.014,-26.3034,0.0,AGN,0.0,AGN,110.11,-0.79,0.02,,0.16,,Simbad
233.022,30.3084,3FGL J1532.0+3018,8.24,2.0E-14,233.022,30.3084,0.0,AGN,0.0,AGN,131.01,-0.55,0.02,,0.17,,Simbad
233.188,-13.3249,3FGL J1532.7-1319,35.63,3.3E-12,233.188,-13.3249,0.0,AGN,0.0,AGN,153.37,-0.48,0.16,,0.35,,Simbad
233.312,18.8712,3FGL J1533.2+1852,6.67,2.6E-14,233.312,18.8712,0.0,AGN,0.0,AGN,116.44,-0.7,0.01,,0.17,,Simbad
233.387,34.2811,3FGL J1533.5+3416,5.93,2.8E-14,233.387,34.2811,0.0,AGN,0.0,AGN,130.28,-0.56,0.02,,0.25,,Simbad
233.473,-52.5326,3FGL J1533.8-5231,6.36,3.8E-14,233.473,-52.5326,0.01,AGN,0.0,AGN,101.62,-0.63,0.16,,0.26,,Simbad
233.607,53.3984,3FGL J1534.4+5323,4.12,2.4E-14,233.607,53.3984,0.0,AGN,0.0,AGN,154.83,-0.39,0.0,,0.13,,Simbad
233.645,1.4826,3FGL J1534.5+0128,8.53,9.3E-12,233.645,1.4826,0.0,AGN,0.0,AGN,203.38,1.49,0.02,,0.27,,Simbad
233.754,37.3654,3FGL J1535.0+3721,7.73,1.6E-13,233.754,37.3654,0.0,AGN,0.0,AGN,116.65,0.42,0.12,,0.14,,Simbad
233.931,39.3348,3FGL J1535.7+3920,4.75,7.1E-14,233.931,39.3348,0.0,AGN,0.05,AGN,152.83,0.73,0.01,,0.16,,Simbad
234.099,-49.8225,3FGL J1536.3-4949,60.08,1.2E-11,234.099,-49.8225,1.0,PSR,0.91,PSR,0.48,504.04,0.99,YNG,0.84,YNG,Simbad
234.162,83.5316,3FGL J1536.6+8331,4.33,4.3E-13,234.162,83.5316,0.0,AGN,0.01,AGN,178.18,1.83,0.02,,0.31,,Simbad
234.47,-80.0088,3FGL J1537.8-8000,12.24,5.6E-13,234.47,-80.0088,0.0,AGN,0.0,AGN,153.48,-0.64,0.0,,0.14,,Simbad
234.603,-46.9354,3FGL J1538.4-4656,12.5,4.0E-11,234.603,-46.9354,0.32,PSR,0.05,AGN,226.41,3.92,0.22,MSP,0.56,YNG,Simbad
234.823,-33.4142,3FGL J1539.2-3324,19.23,6.4E-13,234.823,-33.4142,0.96,PSR,0.93,PSR,-0.27,2240.58,0.01,MSP,0.2,MSP,Simbad
234.887,27.7668,3FGL J1539.5+2746,14.77,4.6E-13,234.887,27.7668,0.0,AGN,0.0,AGN,130.4,-0.55,0.01,,0.16,,Simbad
234.958,-11.4788,3FGL J1539.8-1128,5.8,5.2E-14,234.958,-11.4788,0.0,AGN,0.0,AGN,120.99,-0.7,0.05,,0.17,,Simbad
235.025,81.9236,3FGL J1540.1+8155,14.56,2.1E-14,235.025,81.9236,0.0,AGN,0.0,AGN,141.4,-0.17,0.01,,0.18,,Simbad
235.201,14.8329,3FGL J1540.8+1449,4.85,1.3E-13,235.201,14.8329,0.0,AGN,0.0,AGN,114.86,0.69,0.12,,0.29,,Simbad
235.403,14.234,3FGL J1541.6+1414,4.87,1.8E-14,235.403,14.234,0.0,AGN,0.0,AGN,156.29,-0.49,0.0,,0.14,,Simbad
235.462,11.0923,3FGL J1541.8+1105,6.48,4.6E-12,235.462,11.0923,0.02,AGN,0.0,AGN,152.49,2.24,0.12,,0.25,,Simbad
235.622,-59.1982,3FGL J1542.4-5911,5.45,2.6E-12,235.622,-59.1982,0.04,AGN,0.06,AGN,173.78,2.63,0.25,,0.51,,Simbad
235.738,61.4953,3FGL J1542.9+6129,62.67,7.3E-12,235.738,61.4953,0.0,AGN,0.0,AGN,147.94,-0.05,0.16,,0.37,,Simbad
235.746,-51.6924,3FGL J1542.9-5141,8.65,3.6E-12,235.746,-51.6924,0.87,PSR,0.79,PSR,29.55,263.67,0.22,MSP,0.22,MSP,Simbad
235.879,4.8636,3FGL J1543.5+0451,5.25,3.9E-14,235.879,4.8636,0.0,AGN,0.0,AGN,126.78,-0.68,0.01,,0.12,,Simbad
235.889,-2.7484,3FGL J1543.5-0244,8.11,1.9E-12,235.889,-2.7484,0.44,PSR,0.17,AGN,55.6,8.33,0.12,MSP,0.24,MSP,Simbad
236.018,49.6498,3FGL J1544.0+4938,6.21,3.4E-13,236.018,49.6498,0.0,AGN,0.64,PSR,43.75,14.59,0.04,MSP,0.13,MSP,Simbad
236.028,-25.9205,3FGL J1544.1-2555,9.47,2.1E-12,236.028,-25.9205,0.49,PSR,0.19,PSR,68.14,14.02,0.05,MSP,0.18,MSP,Simbad
236.17,-11.4275,3FGL J1544.6-1125,10.85,2.7E-12,236.17,-11.4275,0.64,PSR,0.29,PSR,75.55,23.94,0.05,MSP,0.19,MSP,Simbad
236.269,-66.6916,3FGL J1545.0-6641,7.46,5.7E-15,236.269,-66.6916,0.0,AGN,0.0,AGN,134.09,-0.72,0.0,,0.2,,Simbad
236.502,8.3072,3FGL J1546.0+0818,10.25,2.3E-14,236.502,8.3072,0.0,AGN,0.01,AGN,141.54,-0.49,0.01,,0.19,,Simbad
236.672,18.2044,3FGL J1546.6+1812,5.01,1.4E-13,236.672,18.2044,0.0,AGN,0.0,AGN,115.52,-0.51,0.02,,0.24,,Simbad
236.782,-28.0301,3FGL J1547.1-2801,4.29,9.2E-15,236.782,-28.0301,0.03,AGN,0.0,AGN,158.46,-0.22,0.0,,0.13,,Simbad
237.11,14.9256,3FGL J1548.4+1455,17.25,5.8E-13,237.11,14.9256,0.0,AGN,0.0,AGN,131.01,-0.62,0.05,,0.24,,Simbad
237.215,-22.849,3FGL J1548.8-2250,12.05,2.5E-13,237.215,-22.849,0.0,AGN,0.0,AGN,116.57,-0.77,0.16,,0.23,,Simbad
237.26,63.153,3FGL J1549.0+6309,5.16,1.2E-12,237.26,63.153,0.0,AGN,0.01,AGN,242.16,2.86,0.01,,0.26,,Simbad
237.3,-53.7842,3FGL J1549.1-5347c,11.59,3.7E-11,237.3,-53.7842,1.0,PSR,0.78,PSR,13.63,634.76,0.96,YNG,0.84,YNG,Simbad
237.372,2.6309,3FGL J1549.4+0237,23.38,1.0E-11,237.372,2.6309,0.0,AGN,0.0,AGN,162.21,1.05,0.16,,0.35,,Simbad
237.375,-48.5384,3FGL J1549.4-4832,8.67,1.4E-11,237.375,-48.5384,0.03,AGN,0.16,AGN,290.86,5.92,0.49,,0.49,,Simbad
237.377,17.1565,3FGL J1549.5+1709,4.4,1.2E-14,237.377,17.1565,0.0,AGN,0.0,AGN,132.36,-0.74,0.02,,0.14,,Simbad
237.444,-6.9772,3FGL J1549.7-0658,11.63,1.1E-13,237.444,-6.9772,0.0,AGN,0.0,AGN,103.61,-0.73,0.16,,0.25,,Simbad
237.475,-30.7455,3FGL J1549.9-3044,4.96,3.0E-15,237.475,-30.7455,0.0,AGN,0.0,AGN,259.54,0.1,0.01,,0.13,,Simbad
237.598,74.1573,3FGL J1550.3+7409,5.43,1.5E-12,237.598,74.1573,0.0,AGN,0.0,AGN,206.14,-0.25,0.01,,0.24,,Simbad
237.623,60.4619,3FGL J1550.4+6027,7.71,2.2E-14,237.623,60.4619,0.0,AGN,0.0,AGN,117.4,-0.59,0.0,,0.11,,Simbad
237.639,5.4451,3FGL J1550.5+0526,16.15,2.6E-12,237.639,5.4451,0.15,PSR,0.04,AGN,97.57,5.95,0.05,MSP,0.11,MSP,Simbad
237.779,-56.1751,3FGL J1551.1-5610,5.98,1.1E-14,237.779,-56.1751,0.04,AGN,0.05,AGN,164.01,0.55,0.87,,0.68,,Simbad
238.033,8.8766,3FGL J1552.1+0852,6.38,2.5E-13,238.033,8.8766,0.01,AGN,0.01,AGN,100.47,0.28,0.12,,0.16,,Simbad
238.212,-53.5131,3FGL J1552.8-5330,11.2,2.0E-12,238.212,-53.5131,1.0,PSR,0.85,PSR,1.57,1693.99,0.97,YNG,0.81,YNG,Simbad
238.231,-56.1688,3FGL J1552.9-5610,18.36,8.7E-13,238.231,-56.1688,0.91,PSR,0.38,PSR,67.69,4.24,0.88,YNG,0.87,YNG,Simbad
238.292,54.6242,3FGL J1553.1+5437,8.51,3.1E-13,238.292,54.6242,0.0,AGN,0.02,AGN,114.26,0.76,0.01,,0.09,,Simbad
238.347,-3.3814,3FGL J1553.3-0322c,6.47,4.6E-12,238.347,-3.3814,0.0,AGN,0.04,AGN,245.59,2.67,0.5,,0.41,,Simbad
238.349,-24.3593,3FGL J1553.3-2421,8.12,7.1E-13,238.349,-24.3593,0.02,AGN,0.02,AGN,97.65,2.58,0.16,,0.16,,Simbad
238.377,-31.3061,3FGL J1553.5-3118,12.98,6.1E-14,238.377,-31.3061,0.21,PSR,0.17,AGN,145.93,1.58,0.05,MSP,0.17,MSP,Simbad
238.386,12.9457,3FGL J1553.5+1256,32.53,2.0E-11,238.386,12.9457,0.0,AGN,0.03,AGN,115.9,2.53,0.05,,0.39,,Simbad
238.61,-53.2619,3FGL J1554.4-5315c,8.83,2.4E-13,238.61,-53.2619,0.98,PSR,0.59,PSR,18.37,24.77,0.96,YNG,0.83,YNG,Simbad
238.611,20.1696,3FGL J1554.4+2010,5.67,1.2E-13,238.611,20.1696,0.0,AGN,0.01,AGN,152.92,-0.02,0.02,,0.18,,Simbad
238.936,11.1939,3FGL J1555.7+1111,97.55,4.8E-12,238.936,11.1939,0.16,PSR,0.06,AGN,472.38,6.48,0.96,YNG,0.71,YNG,Simbad
239.264,-42.4218,3FGL J1557.0-4225,11.46,3.5E-11,239.264,-42.4218,0.98,PSR,0.32,PSR,94.72,20.88,0.5,YNG,0.64,YNG,Simbad
239.374,-70.6777,3FGL J1557.4-7040,8.22,5.0E-13,239.374,-70.6777,0.0,AGN,0.0,AGN,146.14,-0.39,0.01,,0.15,,Simbad
239.738,-64.5413,3FGL J1558.9-6432,17.93,3.3E-13,239.738,-64.5413,0.0,AGN,0.0,AGN,132.74,-0.73,0.02,,0.16,,Simbad
239.742,56.4176,3FGL J1558.9+5625,16.06,5.1E-13,239.742,56.4176,0.0,AGN,0.0,AGN,152.0,-0.65,0.02,,0.18,,Simbad
239.944,85.2129,3FGL J1559.7+8512,12.75,1.2E-12,239.944,85.2129,0.0,AGN,0.0,AGN,146.29,0.23,0.02,,0.2,,Simbad
239.966,-25.422,3FGL J1559.8-2525,4.45,1.0E-14,239.966,-25.422,0.0,AGN,0.0,AGN,162.21,-0.34,0.02,,0.24,,Simbad
