Source_Name,GLON,GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Pivot_Energy),LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,ln(Variability_Index),HR12,HR23,HR34,HR45,HR56,HR67,Category_4FGL,Class_4FGL,ASSOC_FGL,ASSOC_FHL,ASSOC1,Flags
4FGL J0647.8+4527,170.57242,18.373384,-25.811811562077324,-28.096174188994375,6.144950638469459,2.7729716,0.10912193,0.104221314,1.5556906,2.25344037569793,-0.001435741,-0.6872401,-0.8501001,-0.8020339,-0.5567951,-0.9999885,AGN,bcu,,,B3 0644+454,4
4FGL J0648.0-3045,240.53267,-14.151442,-25.017073546845538,-27.962074628564956,6.296466389498381,2.3854766,0.05153832,0.12981066,4.1057687,6.045385915842623,0.43175155,-0.5107816,-0.752493,-0.7248749,-0.7452299,-0.99999166,AGN,fsrq,3FGL J0648.1-3045,,PKS 0646-306,0
4FGL J0648.1+1605,198.18037,6.5557804,-26.93290882221071,-28.388435460954604,8.632736568130088,1.7371604,0.21257526,0.15075418,1.4431471,2.3255072361935274,0.7124253,-0.9880759,0.9998192,-0.5182258,-0.7216676,-0.015659742,AGN,bcu,3FGL J0648.1+1606,,1RXS J064814.1+160708,0
4FGL J0648.2+1745,196.68475,7.326168,-26.9396014805703,-28.365095346160636,8.432632006276187,2.133306,0.13470179,-0.0811019,1.1785266,2.274401474857314,0.987632,-0.72004074,-0.73114824,-0.43147314,-0.5148117,-0.6776016,AGN,bcu,3FGL J0647.8+1751,3FHL J0648.3+1744,GB6 J0648+1749,0
4FGL J0648.4-1743,228.49413,-8.620174,-24.23013930533773,-27.216123912145385,6.666604652320095,2.3659751,0.04261486,0.1283949,6.023327,7.291540368715001,-0.36459556,-0.58879757,-0.68531066,-0.7165629,-0.8498325,-0.70546204,AGN,fsrq,3FGL J0648.8-1740,,TXS 0646-176,0
4FGL J0648.4-6941,280.30615,-25.571901,-27.83985919623556,-28.98545084758012,8.650455883393192,1.7931874,0.29827538,0.14426605,1.1497369,1.5724724819766698,-0.9943408,0.20574264,0.9948143,-0.67212313,-0.093544185,-0.5929724,AGN,bcu,,,1RXS J064850.3-694519,0
4FGL J0648.7+1516,198.97694,6.323998,-24.85562587078534,-27.619649639579194,8.509178345677748,1.6717292,0.04836764,0.034396246,1.4771975,3.391018879180456,0.93596447,0.061640035,-0.40329042,-0.27945435,-0.41252834,-0.4107408,AGN,bll,3FGL J0648.8+1516,3FHL J0648.7+1517,RX J0648.7+1516,0
4FGL J0649.3+2230,192.48117,9.618117,-27.15013201338961,-28.49285038249591,8.421295680963905,1.9197224,0.2002492,0.027587757,0.22039963,2.5273958024115593,-0.9838006,0.9997725,-0.4684543,-0.53571516,-0.7349991,-0.20304152,AGN,bcu,,,GB6 J0649+2228,0
4FGL J0649.5-3139,241.52538,-14.20933,-25.994263815736403,-28.130227567990552,8.835674549994039,1.4837562,0.13468833,0.1614023,2.5825992,3.2089386904916797,-0.7417757,-0.8080335,-0.48996574,-0.09364966,-0.37267086,-0.33389527,AGN,bll,3FGL J0649.6-3138,3FHL J0649.5-3138,NVSS J064933-313917,0
4FGL J0650.2-1636,227.66972,-7.733307,-25.1348611248905,-27.449685353730583,6.891782318419483,2.5770254,0.08016413,0.048058737,1.1400784,3.741781751518336,0.99712527,-0.50778395,-0.7892831,-0.6759719,-0.87843025,-0.5254084,AGN,bcu,3FGL J0650.4-1636,,PKS 0648-16,0
4FGL J0650.5-2851,238.97572,-12.89897,-26.70026428492356,-28.218336506473126,6.664853839666341,2.5858843,0.24697657,0.3960371,3.0179946,3.3251365013607446,-0.23453255,-0.68768215,-0.7578866,-0.68720067,-0.99954295,-1.0,AGN,bcu,,,PMN J0650-2849,0
4FGL J0650.7+2503,190.27982,11.001717,-23.794280696975562,-27.14103644460088,7.583165581637152,1.6804863,0.026677528,0.028598625,2.6782274,5.623064507172153,-0.020340495,-0.18854624,-0.4371711,-0.31350768,-0.48095632,-0.18978651,AGN,bll,3FGL J0650.7+2503,3FHL J0650.7+2503,1ES 0647+250,0
4FGL J0651.0+4013,175.9286,17.066418,-25.839398558662623,-28.31924051162584,7.572318355467752,2.0310795,0.08355153,0.058366895,1.3999152,2.6152183764192936,-0.47050816,-0.501861,-0.5060245,-0.5299948,-0.5821786,-0.7444403,AGN,bcu,3FGL J0651.3+4014,3FHL J0651.1+4015,RX J0651.0+4013,0
4FGL J0651.4+6525,150.12971,24.499779,-26.353415742783888,-28.69797487168253,7.665729635303961,1.9183105,0.12236398,0.15143535,2.4305823,2.6578687745472465,-0.45377195,-0.6082715,-0.36402377,-0.41584897,-0.7828876,-0.99319273,AGN,bcu,3FGL J0650.9+6524,,NVSS J065125+652458,0
4FGL J0651.5+7956,134.19731,26.683582,-27.184789790211187,-28.603432666196948,6.9492395931827815,2.8392568,0.12647295,-0.16309254,3.0933423,1.069295146906326,-0.88076854,-0.19884014,-0.5027242,-0.8310976,-0.17314328,-1.0,AGN,bcu,,,WN B0643.2+7959,0
4FGL J0652.1-4813,257.86246,-19.765213,-27.113429768519953,-28.701470586376875,8.000397307100865,1.9008181,0.23519479,0.1328031,1.0937349,2.3785909618043957,0.9865062,-0.7939439,-0.47261366,-0.5605352,-0.48928162,-0.6189807,AGN,bcu,3FGL J0652.0-4808,,1RXS J065201.0-480858,0
4FGL J0652.5+1932,195.51297,9.018392,-26.50305817117729,-28.14948334989814,6.757243620107079,2.1849737,0.3693861,0.49285403,2.578854,2.1177505393478886,0.9993944,0.156786,-0.564341,-0.8660554,-0.9949353,-0.999958,AGN,bcu,,,MG2 J065230+1934,0
4FGL J0653.6+1636,198.29744,7.96406,-26.15626534646598,-28.218174518576024,7.638267979518299,2.177628,0.11031534,-3.349382E-4,0.0,2.361480027265389,-0.6118201,-0.68837404,-0.6366804,-0.6156664,-0.54314965,-0.46738812,AGN,bcu,,,2MASX J06533986+1636432,0
4FGL J0653.7+2815,187.57082,12.927382,-26.216716844604722,-28.332180255512746,7.569701431289356,1.8071462,0.12024132,0.25654206,4.1700134,2.3921069155722994,-0.77464306,0.064243376,-0.2928901,-0.38294914,-0.7466002,-0.9998541,AGN,bll,3FGL J0653.6+2817,3FHL J0653.7+2817,GB6 J0653+2816,0
4FGL J0654.0-4152,251.70357,-17.259434,-27.1482013649729,-28.574601119026454,8.005971574541782,2.1121702,0.1566147,-0.043037936,0.60193515,2.386968675528382,0.9809343,-0.68240505,-0.75141287,-0.30605203,-0.55155295,-0.35988382,AGN,bcu,,,LEDA 571171,0
4FGL J0654.3+0923,204.88205,4.8982344,-26.723687469053274,-28.22968306560364,8.018138431823022,2.1307888,0.1577859,0.01787882,0.25397053,2.822116984933679,0.94741,0.03499247,-0.67175776,-0.58248615,-0.41059634,-0.70611966,AGN,bcu,3FGL J0654.5+0926,,GB6 J0654+0925,0
4FGL J0654.3+5042,165.68481,21.107552,-25.075948823281983,-28.022639053691424,6.728696581744241,2.1277342,0.044729687,0.080065094,3.774719,5.484885569830752,-0.35917288,-0.491613,-0.61264855,-0.58437806,-0.6772329,-0.9999868,AGN,fsrq,3FGL J0654.4+5042,3FHL J0654.3+5042,GB6 J0654+5042,0
4FGL J0654.4+4514,171.2068,19.388205,-24.920477214268487,-27.83039968524037,6.812023214542706,2.1830425,0.046122417,0.08025738,3.5601149,6.538382345064763,-0.44451955,-0.41237617,-0.64493597,-0.60263884,-0.7510858,-0.56364113,AGN,FSRQ,3FGL J0654.4+4514,3FHL J0654.4+4514,B3 0650+453,0
4FGL J0654.6-4952,259.6603,-19.910027,-26.59851074053155,-28.481680845170313,7.072581335054537,2.378529,0.13019231,0.025414398,0.36554125,2.195791662199326,0.9961995,-0.015059049,-0.8032639,-0.53244877,-0.8936076,0.20568381,AGN,bcu,,,SUMSS J065518-495205,2
4FGL J0654.7+4246,173.68152,18.609137,-26.339293690717124,-28.345944178431132,8.156633829514506,1.9702522,0.11737511,0.06857232,1.3641833,2.918459408598349,0.5377662,0.5990745,-0.6611697,-0.40637514,-0.6446544,-0.38728386,AGN,bll,,,B3 0651+428,0
4FGL J0655.4-2631,237.26802,-10.931956,-26.457398017952766,-28.219312792749186,7.573054849236499,2.1344209,0.17409596,0.19555207,2.2351775,2.5197849596502646,-0.88517696,0.99899906,-0.58052284,-0.6648666,-0.7163238,-0.19361576,AGN,bcu,,,NVSS J065523-263041,0
