Source_Name,GLON,GLAT,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,Unc_LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Variability_Index,ASSOC_FGL,ASSOC_FHL,ASSOC1,HR12,HR23,HR34,HR45,HR56,HR67,Category_4FGL,Class_4FGL,Flags
4FGL J2203.4+1725,75.68148,-29.639492,61.973167,599.671,2.8081097E-9,9.30396E-11,3.0015955E-11,9.778007E-13,1.1753846E-11,3.0184866E-13,2.3208747,0.02091993,1.2618176E-11,3.6847492E-13,2.2314465,0.028309472,0.074738406,0.015861925,4.4905996,1.2193951E-11,3.3596606E-13,2.1424608,0.046903223,0.0018876538,4.725484E-4,0.6666667,4.294692,942.9466,3FGL J2203.4+1725,3FHL J2203.4+1725,PKS 2201+171,-0.11964891,-0.4929948,-0.6654658,-0.65896195,-0.70716953,-0.7842342,AGN,fsrq,0
4FGL J2203.6+6751,108.10746,9.9513035,4.4354253,831.934,1.9270638E-10,4.4257976E-11,3.5717007E-12,8.0102315E-13,5.265271E-13,1.0602773E-13,2.6713736,0.14184763,6.587558E-13,1.3649283E-13,2.6991398,0.24257144,0.18474893,0.14720649,1.6017498,6.313519E-13,1.6646226E-13,2.1757154,0.49197346,0.0070497766,0.0073647234,0.6666667,1.314503,8.596081,,,LQAC 330+067,0.9362388,-0.7811873,-0.75363994,-0.80450076,-0.99879295,-0.837994,AGN,bcu,8
4FGL J2204.3+0438,64.68271,-38.656315,12.498804,1052.8583,3.7844677E-10,4.2608486E-11,4.9117754E-12,5.021041E-13,4.6303103E-13,4.6363724E-14,2.3812492,0.07759259,5.3858675E-13,6.6531206E-14,2.3347106,0.107483424,0.12412771,0.080045,1.8986343,5.207227E-13,7.06596E-14,2.0574203,0.30008513,0.003393302,0.0034135452,0.6666667,1.590507,19.600283,3FGL J2204.4+0439,,4C +04.77,-0.6195779,-0.59238046,-0.6066627,-0.74863577,-0.69851005,-0.7009802,AGN,bll,0
4FGL J2204.5+3634,89.305046,-15.181251,4.045398,3076.997,1.4266434E-10,3.865501E-11,1.6536193E-12,5.167158E-13,1.4377317E-14,3.78111E-15,2.2258303,0.2018133,1.3203382E-14,4.0426837E-15,2.206579,0.17045137,-0.03809857,0.058630407,0.57864875,1.3593493E-14,3.6804966E-15,2.3415477,0.18438588,-3.799782E-4,2.7345595E-4,0.6666667,0.9058955,14.097842,,,MG3 J220423+3632,-0.73395675,0.9911022,-0.7745797,-0.6703329,-0.62366366,-0.027754944,AGN,bll,4096
4FGL J2205.0+7432,112.37129,15.19622,5.02425,2611.3596,1.8250046E-10,3.8795522E-11,2.087227E-12,4.7320703E-13,2.6615127E-14,5.6330202E-15,2.1972866,0.14264812,4.408966E-14,9.667525E-15,2.8906128,0.48630393,0.7663475,0.39933124,2.6777966,4.4090904E-14,8.817445E-15,0.39978442,0.38946775,0.017566232,0.0031107042,0.6666667,2.345295,33.255386,,,S5 2205+74,-0.9841057,0.999996,-0.23661889,-0.7873533,-0.8998733,0.44547176,AGN,bcu,0
4FGL J2206.8-0032,59.90249,-42.41217,23.114836,1226.0636,8.769961E-10,5.952609E-11,1.0284623E-11,6.327021E-13,6.9395824E-13,4.2691792E-14,2.247336,0.04925699,7.6091574E-13,5.44768E-14,2.1881096,0.067987934,0.07689807,0.037815344,2.2605484,7.4995777E-13,5.1672527E-14,1.99626,0.12386979,0.0019360302,9.408853E-4,0.6666667,2.6499627,99.20266,3FGL J2206.9-0031,,PMN J2206-0031,0.4998061,-0.45092282,-0.62516856,-0.50801486,-0.9239825,0.0900412,AGN,bll,0
4FGL J2207.0+3607,89.441025,-15.8439865,4.7880664,3293.3088,1.5036544E-10,3.887147E-11,1.6952813E-12,4.687247E-13,1.3358585E-14,3.3542896E-15,2.1582837,0.17596087,1.4117202E-14,4.070935E-15,2.1608655,0.20050569,0.02945273,0.0880047,0.35360408,1.3399709E-14,3.5618138E-15,2.1514394,0.2255057,2.7226786E-5,5.9458637E-4,0.6666667,0.048084132,12.149393,,,1RXS J220708.5+360935,-0.9892962,0.85421014,-0.5742845,-0.8108077,-0.079907864,-0.75343347,AGN,bcu,0
4FGL J2207.1+4316,93.8545,-10.138291,11.252014,4087.245,4.2664638E-10,6.074538E-11,4.7411363E-12,6.6593465E-13,2.5246168E-14,3.3456368E-15,2.0453396,0.106628545,3.1737898E-14,4.904762E-15,1.7442186,0.18503685,0.26274326,0.112867124,2.557705,3.059749E-14,4.7476718E-15,1.1271222,0.34557846,0.0031390435,0.0012599654,0.6666667,2.8905764,24.01615,,3FHL J2207.1+4315,87GB 220504.7+430144,-0.9905694,0.73463535,-0.5436137,-0.39139676,-0.2996459,-0.9999867,AGN,bcu,0
4FGL J2207.5-5346,339.91895,-49.90619,25.304089,741.5223,6.298794E-10,4.3808263E-11,8.627827E-12,4.559924E-13,1.8749798E-12,9.893985E-14,2.4354997,0.045829266,1.9461216E-12,1.2121842E-13,2.4141512,0.052925248,0.030246938,0.029536393,0.93403304,1.917054E-12,1.0985013E-13,2.36544,0.08316146,7.2339165E-4,7.583338E-4,0.6666667,0.9527908,82.58124,3FGL J2207.8-5345,,PKS 2204-54,-0.41553202,-0.5737294,-0.7105619,-0.673534,-0.8430861,-0.24043562,AGN,fsrq,0
4FGL J2207.6+0053,61.595863,-41.687332,6.105105,1069.8372,1.7644577E-10,3.471866E-11,2.550635E-12,4.952291E-13,2.2158958E-13,3.924794E-14,2.48413,0.14282547,2.3328754E-13,4.697022E-14,2.469856,0.16310938,0.037000407,0.08475965,0.4592912,2.311903E-13,4.467539E-14,2.3654861,0.2818943,0.0010773686,0.002271762,0.6666667,0.5036795,22.436272,,,PMN J2207+0052,0.99790114,-0.7223133,-0.69995177,-0.82785285,-0.20582688,-0.9999348,AGN,bcu,0
4FGL J2208.1-4507,352.91327,-52.974663,4.078816,5180.2305,7.1405964E-11,2.4538444E-11,8.5643303E-13,2.6819408E-13,2.967999E-15,9.242403E-16,1.841091,0.26267073,3.1574553E-15,1.500831E-15,1.7863754,0.49728018,0.051447727,0.36264685,0.0,3.1177908E-15,1.1023713E-15,1.6442714,0.66856194,5.293174E-4,0.0017357415,0.6666667,0.35189366,4.983189,,,PMN J2208-4509,-0.9999877,0.9995683,-0.25620896,-0.40980396,-0.43894014,-0.9979618,AGN,bcu,0
4FGL J2208.2+0350,64.71281,-39.91976,4.718155,2588.7383,1.2186158E-10,3.1284534E-11,1.3599935E-12,3.5341223E-13,1.8276635E-14,4.686521E-15,2.115883,0.16480437,2.2594562E-14,6.5524766E-15,2.1098652,0.22175579,0.12128774,0.12196119,1.1792808,2.0367148E-14,5.8724934E-15,1.8992592,0.33856007,0.0010962422,0.0016405728,0.6666667,0.8482141,2.52567,,,SDSS J220812.70+035304.6,-0.9642339,0.9964898,-0.5042592,-0.6290619,-0.5461634,-0.99991006,AGN,bll,0
4FGL J2209.4+4329,94.32097,-10.204122,9.299234,1272.1411,4.3771084E-10,5.6713342E-11,6.6954545E-12,1.0245063E-12,3.645767E-13,4.4293447E-14,2.531068,0.11062215,3.399404E-13,4.7161714E-14,2.5607395,0.090114005,-0.047200304,0.037380654,1.0688735,3.6173514E-13,5.037395E-14,2.5587845,0.1023136,-1.7492866E-4,8.138255E-4,0.6666667,0.29688087,18.67348,,,B3 2207+432,0.63844997,-0.7675089,-0.6650497,-0.8042126,-0.61350554,-0.41911358,AGN,bcu,16
4FGL J2209.7-0451,55.649834,-45.539967,11.220495,4643.6963,2.9370234E-10,4.5312466E-11,3.4880454E-12,5.172349E-13,1.4829443E-14,2.182642E-15,1.8560591,0.101031795,1.3401811E-14,2.4388745E-15,1.8916156,0.091159046,-0.040185597,0.037405994,0.9380278,1.4505329E-14,2.2645242E-15,1.8978301,0.1341035,-9.215077E-5,2.0572008E-4,0.6666667,0.40215462,9.29392,3FGL J2209.8-0450,3FHL J2209.7-0451,NVSS J220941-045111,-0.8964429,-0.38320273,-0.24970421,-0.743244,-0.32348037,0.08164697,AGN,bll,0
4FGL J2209.8-5028,344.47772,-51.551514,3.9804697,1352.6406,1.08151016E-10,2.7744055E-11,1.3916457E-12,3.6371036E-13,7.258311E-14,1.7644574E-14,2.3718853,0.19640267,7.847528E-14,2.094781E-14,2.326643,0.26227474,0.06989813,0.12075664,0.6158004,7.7485774E-14,2.0543451E-14,2.0980065,0.45011836,0.0018970999,0.0030092548,0.6666667,0.80673957,22.34943,,,PMN J2210-5030,0.9272392,-0.5444408,-0.71121687,-0.49102837,-0.8459082,-0.9989287,AGN,bcu,4096
4FGL J2210.8+3203,87.49749,-19.553915,4.318975,23111.094,4.029253E-11,1.9081335E-11,7.9454883E-13,2.8862522E-13,2.3497528E-16,8.5247216E-17,1.4028083,0.20134503,3.303838E-16,1.4435101E-16,1.4469397,0.27726936,0.14337881,0.15277764,1.1136065,2.9038126E-16,1.1851852E-16,1.1376004,0.3652398,3.673779E-4,4.3846446E-4,0.6666667,0.72720975,9.00003,,,1RXS J221058.3+320327,-0.9999999,0.7095308,-0.0842842,0.99982303,-0.563488,-0.22219752,AGN,bcu,0
4FGL J2211.0-0003,61.30206,-42.94579,7.7696033,3556.0847,2.0756995E-10,3.949137E-11,2.34891E-12,4.3937326E-13,1.6805127E-14,3.1402827E-15,1.9540116,0.1291887,1.9620448E-14,4.2589833E-15,1.8321719,0.20582509,0.10644367,0.10136878,1.2350901,1.8924552E-14,3.9339526E-15,1.6215621,0.33602187,0.0010685457,0.0010780015,0.6666667,1.3306826,8.19063,,3FHL J2211.0-0003,RX J2211.1-0003,0.9947745,-0.70692396,-0.46150053,-0.6052616,-0.14360926,-0.7217244,AGN,bll,0
4FGL J2211.2-1325,44.931927,-50.224983,11.088465,475.1321,2.431036E-10,3.694192E-11,4.883568E-12,4.948546E-13,3.1838497E-12,3.166195E-13,2.7245994,0.08697152,3.3749533E-12,4.885181E-13,2.6999023,0.10532786,0.04862987,0.099767834,0.4961677,3.1410556E-12,3.1546437E-13,2.7642925,0.088041894,-5.2127824E-4,3.8202252E-4,0.6666667,0.68637633,47.139988,,,PKS 2208-137,-0.15963253,-0.6048629,-0.8386972,-0.73558176,-0.9999876,0.9999378,AGN,bcu,0
4FGL J2211.4-7040,319.2962,-40.98466,8.232992,2355.889,1.718311E-10,2.7805952E-11,1.940512E-12,3.2644604E-13,3.1452485E-14,5.0902674E-15,2.1635554,0.13404952,2.889665E-14,5.419589E-15,2.2042542,0.11590862,-0.048018277,0.045341775,0.8854756,3.0660743E-14,5.073811E-15,2.240112,0.16158143,-2.5691988E-4,3.071835E-4,0.6666667,0.6762722,6.7632365,3FGL J2212.3-7039,,PMN J2211-7039,-0.5140034,-0.505536,-0.6730348,-0.6171674,-0.50276846,-0.4317389,AGN,bll,0
4FGL J2212.0+2356,82.24343,-26.079859,29.77159,1018.6856,1.2429013E-9,7.055472E-11,1.1246155E-11,7.722223E-13,1.3460773E-12,6.796808E-14,2.2121663,0.03851519,1.5014053E-12,8.708306E-14,2.1189156,0.056453872,0.09682817,0.030230695,3.469513,1.4216747E-12,7.855446E-14,2.0145302,0.08478831,0.0015527082,6.4994034E-4,0.6666667,2.8928058,7.4028673,3FGL J2212.0+2355,3FHL J2212.0+2356,PKS 2209+236,-0.16975708,-0.4565111,-0.5870382,-0.65135217,-0.68753904,-0.5185399,AGN,fsrq,0
4FGL J2212.2-7251,317.10764,-39.592556,5.5287204,880.7687,1.2204242E-10,2.6798539E-11,1.9256751E-12,3.8760423E-13,2.6267844E-13,4.811799E-14,2.555473,0.1582407,2.852101E-13,5.931916E-14,2.4562159,0.2565546,0.08944021,0.13435572,0.78162605,2.8923882E-13,5.7890975E-14,2.0931962,0.41819766,0.00434573,0.0038772146,0.6666667,1.19041,12.810159,,,PMN J2211-7249,-0.7483139,-0.6988146,-0.64332503,-0.7194985,-0.90380895,-0.999909,AGN,bcu,0
4FGL J2212.6+2800,85.163315,-22.986038,15.416678,1636.5588,4.8912946E-10,4.621628E-11,5.5278386E-12,5.0683746E-13,1.9707685E-13,1.8068956E-14,2.1657908,0.06674227,2.2119254E-13,2.3779723E-14,2.1113143,0.08771844,0.07757341,0.047583994,1.8116091,2.1083658E-13,2.1594038E-14,1.9938645,0.13944729,0.0010253304,7.8938797E-4,0.6666667,1.6112742,9.498612,3FGL J2212.6+2801,3FHL J2212.6+2759,MG3 J221240+2759,0.99661404,0.5196596,-0.556786,-0.61195505,-0.49779382,-0.66855615,AGN,bll,0
4FGL J2212.8+0647,68.54599,-38.800877,8.79895,894.34235,4.2060977E-10,5.99396E-11,6.095454E-12,8.0636013E-13,8.257508E-13,1.0640402E-13,2.486292,0.07823712,1.0852962E-12,1.6597227E-13,2.4282677,0.11874848,0.15211463,0.07314738,2.4387228,1.0113488E-12,1.6328045E-13,2.0817223,0.2502739,0.0044518407,0.002803274,0.6666667,2.291492,18.885513,1FGL J2212.9+0654,,TXS 2210+065,0.30641112,-0.57263625,-0.6206933,-0.83723915,-0.81135064,-0.9997777,AGN,fsrq,16
4FGL J2212.9-2526,26.486307,-54.569332,19.294485,1123.3673,5.419036E-10,4.4481176E-11,6.3840374E-12,4.638579E-13,5.2468544E-13,3.8066254E-14,2.2551353,0.057711087,6.0937724E-13,5.2871217E-14,2.1583288,0.08349595,0.12756987,0.053461988,2.6323526,5.830012E-13,4.814739E-14,1.9278553,0.15120207,0.0027686844,0.0012958716,0.6666667,2.6389856,77.52305,3FGL J2213.1-2532,,PKS 2210-25,0.9810905,-0.19495013,-0.65508586,-0.58197755,-0.7904124,-0.99999505,AGN,fsrq,0
4FGL J2213.5-4754,348.0459,-53.024975,8.495304,4238.267,1.5698522E-10,2.9289866E-11,1.8683575E-12,3.4409351E-13,9.4025096E-15,1.6962469E-15,1.8527391,0.13101657,1.1207739E-14,2.5114194E-15,1.6266865,0.25294214,0.14790188,0.13578767,1.1724868,1.0916854E-14,2.2937229E-15,1.3319343,0.43975344,0.0014763575,0.0013111659,0.6666667,1.6124177,11.545148,3FGL J2213.6-4755,,SUMSS J221330-475426,0.9994562,-0.8859678,-0.08238002,-0.57458663,-0.15452057,-0.71651,AGN,bll,0
4FGL J2213.9+5948c,104.30977,2.7534766,4.1796036,2200.4539,3.629739E-10,8.032164E-11,4.9698422E-12,1.3839467E-12,7.640647E-14,1.6878058E-14,2.4351137,0.14711244,9.185667E-14,2.0138315E-14,2.5527852,0.26106453,0.12738945,0.10495933,1.3845361,9.069433E-14,2.119458E-14,2.0927894,0.3604785,0.002839574,0.0026085153,0.6666667,1.0970504,15.867877,1FGL J2214.5+5949,,TXS 2212+595,0.91062826,-0.71259576,-0.80725515,-0.67149353,-0.64419234,-0.9992399,AGN,bcu,56
4FGL J2215.4+0544,68.13568,-39.981186,7.519884,2546.5283,2.3094164E-10,4.070087E-11,2.5723035E-12,4.571028E-13,3.5890677E-14,6.321614E-15,2.1030886,0.1239792,4.0725287E-14,8.32399E-15,2.0656803,0.15974167,0.07918512,0.083323605,1.0570328,3.886626E-14,7.673934E-15,1.9096189,0.25632128,9.116647E-4,0.0011384763,0.6666667,0.93971777,9.347245,,,NVSS J221513+054454,-0.98964643,0.99374616,-0.77857804,-0.32136846,-0.7424755,-0.18990579,AGN,bcu,0
4FGL J2215.4+6105,105.1843,3.708281,4.892547,1509.6344,3.771593E-10,7.3302225E-11,5.6436557E-12,1.2648445E-12,2.0282052E-13,3.8993192E-14,2.5132165,0.11863706,2.7865907E-13,5.0840835E-14,2.496485,0.22585756,0.24206838,0.118881404,2.729196,2.7811756E-13,5.47968E-14,1.6079994,0.5260013,0.007937991,0.0043579577,0.6666667,2.7862585,7.839455,,,NVSS J221507+610506,0.94046336,0.025784386,-0.7427924,-0.7103018,-0.97145426,-0.9977424,AGN,bcu,8
4FGL J2216.8+3103,87.93132,-21.106506,5.945358,836.70734,1.8921122E-10,3.7235538E-11,3.0708118E-12,5.5846403E-13,4.7249184E-13,8.051638E-14,2.5769367,0.12185916,6.0787497E-13,1.1588082E-13,2.4671595,0.20593686,0.22236349,0.14500874,1.9029539,5.83068E-13,1.1134601E-13,1.9356402,0.43998384,0.0077537587,0.00537368,0.6666667,1.9723868,10.447357,,,S3 2214+30,-0.057262518,-0.40479913,-0.7792197,-0.7045305,-0.9997006,-1.0,AGN,fsrq,0
4FGL J2216.9+2421,83.50582,-26.447838,19.417122,1223.245,6.848176E-10,5.3432373E-11,8.219989E-12,5.865471E-13,5.56438E-13,3.9538685E-14,2.284452,0.057184618,5.971801E-13,4.890626E-14,2.2390933,0.07263537,0.055580407,0.03788436,1.5448054,5.881681E-13,4.597732E-14,2.1115422,0.12154267,0.0012626961,8.349844E-4,0.6666667,1.8277363,41.26703,3FGL J2217.0+2421,3FHL J2216.9+2420,B2 2214+24B,-0.28892672,-0.53882104,-0.67457277,-0.60647035,-0.62288386,-0.8913339,AGN,bll,0
4FGL J2218.6+1941,80.51595,-30.313402,4.487155,875.6755,1.2766947E-10,3.2196315E-11,2.1370377E-12,5.123548E-13,2.8848985E-13,6.150584E-14,2.5998235,0.17871279,3.1769756E-13,7.94054E-14,2.5420105,0.23477286,0.086501636,0.14959839,0.58903515,3.119484E-13,8.160397E-14,2.3301158,0.53388655,0.0028464482,0.0054704202,0.6666667,0.7481959,12.258298,,,GALEXASC J221854.64+193841.6,-0.22972718,-0.42337537,-0.7953765,-0.53349954,-0.9999532,0.71337277,AGN,bcu,0
4FGL J2219.2+1806,79.457405,-31.634417,35.89397,779.6567,1.4180592E-9,7.1992516E-11,1.3952679E-11,8.105351E-13,3.0324567E-12,1.2855637E-13,2.2830312,0.0341223,3.2745271E-12,1.5750427E-13,2.1778576,0.05009904,0.083628595,0.026597712,3.342963,3.1740546E-12,1.4599253E-13,2.0569756,0.07929998,0.0020128693,6.86379E-4,0.6666667,3.4841888,535.5416,3FGL J2219.2+1806,3FHL J2219.1+1806,MG1 J221916+1806,-0.23842289,-0.4655562,-0.6245299,-0.60158515,-0.7652244,-0.88696843,AGN,fsrq,0
4FGL J2219.2-0342,59.000404,-46.803753,12.12337,506.0743,3.341108E-10,4.553054E-11,6.292623E-12,5.8572754E-13,3.4920185E-12,3.194242E-13,2.6821742,0.07938812,3.9625616E-12,4.3014607E-13,2.619525,0.108567804,0.126423,0.07897739,1.7634186,3.878445E-12,4.1348427E-13,2.3179095,0.23981412,0.006075152,0.003995201,0.6666667,1.8675627,88.440636,,,PKS 2216-03,-0.24489066,-0.6877098,-0.7704134,-0.80583346,-0.86563116,-0.93719375,AGN,fsrq,2
4FGL J2220.5+2813,86.819084,-23.863573,9.269812,3148.9988,2.4657565E-10,3.856187E-11,2.7640464E-12,4.2895765E-13,2.5177565E-14,3.903795E-15,1.9862988,0.11286196,2.6931655E-14,4.9027076E-15,1.940159,0.14654379,0.041228075,0.06710903,0.61633784,2.6245323E-14,4.3857647E-15,1.8730199,0.19351809,3.5099607E-4,5.2849634E-4,0.6666667,0.6981702,6.7571516,3FGL J2220.3+2812,3FHL J2220.5+2813,RX J2220.4+2814,0.9993267,-0.77109766,-0.49052,-0.4496039,-0.38898587,-0.7115188,AGN,bll,0
4FGL J2221.5-5225,340.35318,-52.383114,31.273304,2313.1284,8.4784035E-10,5.272622E-11,8.743128E-12,7.313989E-13,1.4081905E-13,8.579473E-15,1.7747129,0.039403643,1.6153284E-13,1.1292669E-14,1.608721,0.06512016,0.10364777,0.028985756,3.8825896,1.5044576E-13,9.902983E-15,1.535422,0.08218098,8.095133E-4,2.8074335E-4,0.6666667,3.4358912,36.77048,3FGL J2221.6-5225,3FHL J2221.5-5226,PMN J2221-5224,0.34938812,0.217583,-0.30819955,-0.30732653,-0.47075585,-0.49788004,AGN,bll,0
4FGL J2221.9-3504,9.548246,-57.24028,6.794468,515.8387,1.2569683E-10,2.7623225E-11,2.3484856E-12,3.5907144E-13,1.2397008E-12,1.8609852E-13,2.676793,0.12787679,1.5292058E-12,2.880284E-13,2.561504,0.20252858,0.23453373,0.18775207,1.4545202,1.4911475E-12,2.6632104E-13,1.9731587,0.47263914,0.012358655,0.008401291,0.6666667,1.5199789,46.286663,3FGL J2222.3-3500,,NVSS J222227-350942,0.99976397,-0.58588934,-0.7478454,-0.90410316,-0.98663765,0.9642643,AGN,fsrq,1
4FGL J2222.8+1209,75.524345,-36.686916,7.965242,1288.1555,2.6068583E-10,4.0644117E-11,3.4676986E-12,5.545746E-13,1.996208E-13,2.924672E-14,2.4068766,0.11871592,2.3433027E-13,3.8408536E-14,2.273097,0.18444948,0.16490196,0.10845701,1.7582158,2.306062E-13,3.7295718E-14,1.8140656,0.32506582,0.0047115926,0.0025807298,0.6666667,2.0073345,30.448278,,,TXS 2220+119,-0.5855939,-0.55650735,-0.67226106,-0.58808094,-0.99874306,-0.9840607,AGN,bcu,4
4FGL J2223.0+6746,109.58522,8.831705,4.1808105,1553.9778,2.2330904E-10,5.0764535E-11,3.1200867E-12,8.012984E-13,1.1016181E-13,2.4751546E-14,2.4539459,0.14564046,1.3208675E-13,3.2162796E-14,2.4119637,0.20909464,0.11711183,0.12594888,1.148276,1.1543526E-13,3.7627518E-14,2.3650448,0.16031739,5.7683024E-4,0.0021094484,0.6666667,0.42946965,3.9884427,,,TXS 2221+675,0.99786234,-0.7253911,-0.6872211,-0.67994696,-1.0,0.9999996,AGN,bcu,8
4FGL J2223.3+0102,65.220085,-44.604538,6.4808197,4374.8706,1.6153777E-10,3.6213E-11,1.871366E-12,4.0101044E-13,8.947462E-15,1.9147567E-15,1.8992534,0.15261377,1.0449077E-14,2.6805431E-15,1.788054,0.2716117,0.12304247,0.15153083,1.1169151,1.03104704E-14,2.6887272E-15,1.4190178,0.58421975,0.0015728412,0.0020174258,0.6666667,1.2824936,12.271525,3FGL J2223.3+0103,1FHL J2223.4+0104,SDSS J222329.56+010226.6,0.7425993,-0.7295968,-0.62015396,-0.18594728,-0.46431404,-0.47194883,AGN,bll,0
4FGL J2223.4+5814,104.46763,0.77289206,4.82612,621.6228,3.7933676E-10,8.165401E-11,8.29718E-12,1.6081918E-12,2.5271048E-12,4.637724E-13,2.7784693,0.1087668,3.9309094E-12,7.449201E-13,2.7313042,0.22547072,0.34195232,0.16769744,2.863827,3.751043E-12,7.120912E-13,1.7573183,0.48911116,0.01684509,0.008333671,0.6666667,2.7795036,2.249291,,,SSTSL2 J222330.04+581350.9,0.9995081,-0.6220203,-0.74808687,-0.9710954,-1.0,1.0,AGN,bcu,12
4FGL J2224.0-1127,50.031834,-52.067787,4.9219785,2782.9873,1.6583897E-10,3.9906314E-11,1.8478918E-12,4.5159417E-13,2.137385E-14,5.116304E-15,2.1059427,0.16992106,3.1365152E-14,8.460669E-15,1.8506451,0.31562638,0.3867253,0.23383075,2.150645,2.9149185E-14,7.982969E-15,0.9810046,0.74376786,0.005832603,0.0041795154,0.6666667,2.1375718,13.935111,3FGL J2224.6-1122,,PKS 2221-116,-0.8190932,-0.85690105,-0.28689256,-0.43503645,-0.78769994,-0.9793221,AGN,bll,16
4FGL J2224.3+7737,115.219246,17.009777,4.5102773,420.42853,1.3439684E-10,3.6949364E-11,3.1728513E-12,6.2331363E-13,2.8355324E-12,5.486842E-13,2.8251247,0.13834411,4.0010664E-12,8.813929E-13,2.4415388,0.38102233,0.45042232,0.3244898,2.2240193,3.8755353E-12,8.4708266E-13,1.326831,1.0388072,0.027810909,0.020116374,0.6666667,2.2726488,5.9961834,,,NVSS J222721+773319,0.57752365,-0.55596983,-0.7872656,-0.9345799,-0.5945503,-0.99999964,AGN,bcu,256
4FGL J2224.5+0353,68.39263,-42.893845,4.50074,4431.968,1.110741E-10,3.323644E-11,1.2901934E-12,3.7298544E-13,6.01651E-15,1.7372831E-15,1.8941203,0.17606789,7.6585805E-15,2.4931305E-15,1.8667964,0.25214487,0.13473065,0.13830899,1.196874,6.912882E-15,2.2717879E-15,1.5923126,0.4241413,0.0010657455,0.0014933557,0.6666667,1.004033,11.5497265,3FGL J2224.4+0351,,1RXS J222426.5+035445,-0.9280885,-0.94601953,0.99999005,-0.6891297,-0.31591707,-0.5839147,AGN,bcu,0
4FGL J2225.5-1114,50.644466,-52.271626,6.3793235,1719.7917,2.2293595E-10,4.1312915E-11,2.6504042E-12,5.062318E-13,8.290319E-14,1.5136894E-14,2.2698958,0.13792494,9.964534E-14,2.3899168E-14,1.4532145,0.55274814,0.56898236,0.3213348,2.4917471,9.751944E-14,2.3810638E-14,0.44470054,1.2621698,0.0109571805,0.007592836,0.6666667,2.7154229,19.024452,3FGL J2224.6-1122,,PKS 2223-114,-0.9759941,0.9976986,-0.675682,-0.4463146,-0.9999998,0.99684936,AGN,bll,0
4FGL J2225.6+2120,83.19211,-30.058401,8.817057,462.6347,2.0778906E-10,3.5505043E-11,4.792773E-12,5.772779E-13,3.284286E-12,3.8261912E-13,2.8110652,0.09466481,4.117391E-12,5.4335475E-13,2.6508265,0.16886918,0.28065735,0.1319952,2.6972218,3.9945764E-12,5.206538E-13,1.9829373,0.3924133,0.014990141,0.0072146505,0.6666667,2.868117,24.907375,,,PKS 2223+21,-0.3424461,-0.73738486,-0.80454296,-0.93781793,-0.99830836,0.9833045,AGN,fsrq,0
4FGL J2225.7-0457,58.942257,-48.832916,28.501621,773.47784,1.0201577E-9,6.2369145E-11,1.3828142E-11,6.555486E-13,2.7142277E-12,1.2836756E-13,2.4254725,0.040737607,2.9634285E-12,1.6575708E-13,2.3724704,0.053271517,0.07936614,0.032732368,2.4487576,2.9065702E-12,1.5463303E-13,2.196663,0.102111064,0.0025558283,0.0011083675,0.6666667,2.6921966,224.16974,3FGL J2225.8-0454,,3C 446,-0.14901876,-0.55893344,-0.71441007,-0.65141314,-0.8227861,-0.9999747,AGN,fsrq,0
4FGL J2226.5+6901c,110.53496,9.713673,5.1007366,8342.815,1.1839418E-10,3.9612914E-11,1.3938198E-12,3.937827E-13,1.9852233E-15,5.3372944E-16,1.8702221,0.18839984,1.8770318E-15,1.0512008E-15,0.059569728,0.7141523,0.99985826,0.017022895,2.0803456,2.3791444E-15,8.772305E-16,6.6078175E-4,0.043602437,0.0037833094,0.0012139047,0.6666667,2.0722368,8.107407,,,NVSS J222625+690207,0.7522202,0.9984038,-0.3900512,-0.57029283,0.07856558,-0.7339155,AGN,bcu,32
4FGL J2226.6+0210,67.15557,-44.46487,5.230523,7044.045,1.01909765E-10,3.135548E-11,1.3266483E-12,3.737009E-13,2.6102843E-15,7.310598E-16,1.7403964,0.16793782,3.1392278E-15,1.0529614E-15,1.6942937,0.22164696,0.086517885,0.11110713,0.8795197,2.9427303E-15,9.205284E-16,1.5280946,0.34297186,4.677345E-4,7.071212E-4,0.6666667,0.8032062,13.765603,,,2MASS J22263636+0210373,-0.8988692,-0.9999942,0.99998975,-0.5076373,-0.50114566,-0.10576741,AGN,bcu,0
4FGL J2226.8+0051,65.83239,-45.37571,5.44656,782.9785,2.7002794E-10,5.4840597E-11,4.1956477E-12,7.7988E-13,7.768273E-13,1.4116025E-13,2.5434813,0.10227051,1.1672406E-12,2.133497E-13,2.5344553,0.15526693,0.23811914,0.104829274,2.6934717,1.0936676E-12,2.224659E-13,1.9174178,0.32554924,0.00883675,0.004771141,0.6666667,2.5874166,15.339326,,,PKS B2224+006,0.9932224,-0.1313746,-0.7931265,-0.7459392,-0.9999539,0.81860286,AGN,fsrq,16
