Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,Flags,Category_4FGL,Class_4FGL
4FGL J1616.9-2257,352.6753,19.48634,-21.10058754469861,2.2852502,0.18829927,0.2965859,3.5414884,0.9984449,-0.5165612,0.002430182,-0.504812,-0.5162258,-0.95163417,-0.9999946,1.1175204276577517,7.517838952177273,LogParabola,0.12626757,0.33942547,3FGL J1616.8-2300,0,OTHER,glc
4FGL J1618.7-4633c,335.70117,2.6982014,-21.231257297883133,2.459662,0.3129078,0.32357767,2.6078236,-0.94413525,0.9322112,0.005138028,-0.5773206,-0.61090773,-0.9517618,-0.37532863,1.1608113647453513,7.768736113339178,PowerLaw,0.078803875,0.5734203,2FGL J1619.0-4650,32,OTHER,unk
4FGL J1619.8-6314,324.03253,-9.271943,-22.982831495124678,1.7924608,0.36203843,0.27148044,1.2592894,0.9932404,-0.9999912,0.0025984817,0.99788654,0.4026141,-0.39732066,-0.4434097,2.020882321567728,9.03476600163947,PowerLaw,0.25726223,1.0123453,,0,OTHER,unk
4FGL J1626.9-2431e,353.0572,16.728449,-19.655975738172593,2.3864696,0.059483964,0.060017724,2.2347288,0.74693596,-0.43271944,7.682725E-4,-0.68659127,-0.61737096,-0.68633235,-0.87997335,2.8616581747485834,7.1685864457788036,PowerLaw,0.030647725,0.099242605,3FGL J1626.2-2428c,4,OTHER,SFR
4FGL J1627.6-3852,342.3443,6.9241686,-21.318844287752512,2.328644,0.17460811,0.24503484,2.6230447,0.42398465,0.993433,0.010625384,-0.58452225,-0.63492924,-0.82865554,-0.29797757,2.1722993126768246,7.78965330410094,PowerLaw,0.063066855,1.5957439,,8,OTHER,glc
4FGL J1628.2-4848c,335.23013,-0.016264195,-19.67903787434357,2.570116,0.22275968,0.3938937,4.513112,-0.9999777,0.9993647,0.00481707,-0.4913447,-0.7623344,-0.99888986,0.21912476,1.1595848849614023,7.478667026659411,LogParabola,0.16164273,0.61919767,3FGL J1628.9-4852,296,OTHER,spp
4FGL J1631.6-4756e,336.24255,0.16598085,-20.188644568614265,1.587711,0.08692135,0.01402253,0.3046846,0.9355347,-0.9998572,7.489975E-5,0.97203064,-0.19390151,-0.23666836,-0.22671321,2.0085666121080465,10.79121916751679,PowerLaw,0.047161285,0.12391595,3FGL J1633.0-4746e,0,OTHER,pwn
4FGL J1633.0-4746e,336.52115,0.11664723,-17.26774538861996,2.1865613,0.02447232,0.08059758,5.6972976,0.93273205,0.6279487,4.462709E-4,-0.5422503,-0.6138901,-0.7050828,-0.5367549,2.2652767118499084,7.835545082385305,LogParabola,0.01539145,0.060310856,3FGL J1633.0-4746e,4,OTHER,spp
4FGL J1636.3-4731e,337.07684,-0.12287334,-18.22480306355456,2.3725712,0.06181852,0.10731002,4.9115415,0.9322281,-0.51654273,7.6781923E-4,-0.6839687,-0.6497864,-0.71106327,-0.745032,2.0055110747431626,8.138129332907473,LogParabola,0.028791636,0.11985332,3FGL J1636.2-4734,0,OTHER,SNR
4FGL J1638.5-4657,337.7602,-0.02507088,-18.81118450822677,2.4715602,0.11524939,0.30666882,6.052147,-0.7397667,-0.39721182,0.0018926968,-0.4767186,-0.69352674,-0.8765906,-0.99992514,2.218579959878168,7.924476875727379,LogParabola,0.08861964,0.29029375,3FGL J1638.6-4654,2,OTHER,spp
4FGL J1640.6-4632,338.2989,-0.020879952,-19.94211465049121,1.794797,0.10369071,0.040732425,0.75545245,-0.5223199,-0.9497738,1.1499945E-4,0.99094945,-0.5370867,-0.53834355,-0.009663436,1.9268844031688455,9.751185080387032,PowerLaw,0.051506653,0.11905906,3FGL J1640.4-4634c,0,OTHER,spp
4FGL J1641.0-4619,338.50653,0.07926371,-18.79693154047,2.4695187,0.07641093,0.14282791,4.4098773,0.92311054,0.799491,0.0054947296,-0.6577002,-0.6715715,-0.81871474,-0.69060636,1.06433942567326,7.956058735888729,LogParabola,0.04550691,0.8002651,3FGL J1641.1-4619c,16,OTHER,spp
4FGL J1641.3-5945,328.3763,-8.8027725,-21.595660218519708,2.3826997,0.104514524,-0.0071713817,0.12700656,-0.56457895,-0.6780454,8.2943076E-4,-0.6330392,-0.68788,-0.656077,-0.3199357,2.106854331162616,7.565025406122994,PowerLaw,0.049538337,0.1017252,,4,OTHER,unk
4FGL J1642.1-5428e,332.4843,-5.43029,-20.273631280442423,2.3099124,0.17567565,0.17167994,0.8639812,0.99905396,-0.49403575,1.2779533E-4,-0.64530474,-0.8443892,-0.28406414,-0.24024601,2.216912956649673,7.264391072154488,PowerLaw,0.14848611,0.07071675,3FGL J1645.9-5420,4,OTHER,spp
4FGL J1645.1-3323,348.83875,7.9452057,-21.84232199787931,2.3652296,0.15887012,0.023646891,0.38441235,-0.988232,0.9985612,0.0014703306,-0.769739,-0.6042225,-0.51631343,-0.7040999,2.752002240647067,7.740330172155653,PowerLaw,0.0672257,0.15203829,,0,OTHER,unk
4FGL J1645.8-4533,339.6346,-0.045276653,-19.20920353575709,2.5636814,0.1223811,0.25846973,5.0409017,0.99908143,-0.61338586,0.0024735064,-0.66542363,-0.8010659,-0.8826885,-0.6801464,0.26335528275752984,7.62860585225504,LogParabola,0.07409894,0.26372856,,4,OTHER,unk
4FGL J1647.2-0154,15.754073,26.329037,-22.22776540238808,1.9905814,0.36592484,0.99996674,3.8436193,0.9998042,0.9177095,0.0024105632,-0.029955251,-0.065045044,-0.94943845,-0.98548365,1.5319578347968779,8.31977878847426,LogParabola,,0.0019921307,,2052,OTHER,glc
4FGL J1700.1-4013,345.4172,1.3055555,-20.27171695241372,2.5671818,0.2476578,0.56393015,3.8851323,0.98628896,0.8586069,0.006967951,-0.5527591,-0.85849094,-0.8561616,-0.9724705,2.2517285864244903,7.130954508746274,LogParabola,0.2636966,0.66296357,3FGL J1700.4-4019c,12,OTHER,unk
4FGL J1701.0-2617,356.63464,9.658588,-21.738205762088867,2.3844154,0.16919406,0.079623885,0.90391743,0.96659046,-0.60648084,0.0031869502,-0.8095795,-0.46774855,-0.6718882,-0.6691432,2.262722412043741,7.3567190521296855,PowerLaw,0.09976652,0.42770687,,2,OTHER,unk
4FGL J1701.2-3006,353.5795,7.323166,-19.558559968395368,2.2856126,0.07227133,0.42679995,10.692628,0.9867254,-0.27498335,0.0012414693,-0.42051598,-0.64221984,-0.9659092,-0.9996583,1.6988183722691719,7.1254521842129295,LogParabola,0.05617421,0.13358982,3FGL J1701.2-3006,0,OTHER,glc
4FGL J1705.7-4124,345.13095,-0.26648456,-20.17392596076905,2.497633,0.23846081,0.15522934,2.139195,0.9930996,-0.4822574,0.006733366,-0.6815999,-0.65735215,-0.80461013,-0.99976146,1.8858830512912041,7.854186003397332,PowerLaw,0.115538985,0.9994716,3FGL J1705.5-4128c,258,OTHER,snr
4FGL J1708.6-4312,344.01395,-1.7627261,-20.388669649938084,2.4786813,0.2051518,0.33543134,3.2429645,0.9116422,-0.52913207,0.0037183524,-0.5647966,-0.67287457,-0.9564442,-0.99951607,1.9451396921995476,7.47859927965878,LogParabola,0.1850868,0.50978607,,0,OTHER,unk
4FGL J1711.1-4600c,342.0178,-3.7858176,-20.88160566706802,2.6597319,0.4570514,0.54260516,3.9557815,-0.6500755,-0.21740809,0.010906639,-0.7429838,-0.8599328,-0.99999917,0.9999877,1.8134742976878935,7.10643210619125,LogParabola,0.36275643,0.78393805,,57,OTHER,unk
4FGL J1711.6-3407,351.67,3.1419756,-21.406555823014713,2.489648,0.19036603,0.10829921,1.2045184,0.938164,0.9883935,0.0019991235,-0.64768136,-0.7715432,-0.7646569,-0.48716554,2.196038987445964,7.576693062684182,PowerLaw,0.11113567,0.31605747,,8,OTHER,unk
4FGL J1712.5-4642,341.59402,-4.3931174,-20.921896172510667,2.5648124,0.24108657,0.43629754,3.3905325,-0.47242382,-0.49760073,0.012294996,-0.70956016,-0.80465394,-0.95574635,-0.91294146,2.2688652819731097,7.140353038100825,LogParabola,0.20043078,1.0706421,,10,OTHER,spp
4FGL J1713.5-3945e,347.3355,-0.47268543,-19.1567858719511,1.7221098,0.05615223,0.073650144,3.2080982,-0.9997661,0.9995921,6.884997E-5,0.13037287,-0.26243165,-0.38346565,-0.30268735,1.4651958967814032,9.096318790672182,LogParabola,0.02397111,0.05426315,3FGL J1713.5-3945e,0,OTHER,SNR
4FGL J1714.1-3811,348.6703,0.36042526,-20.380405362092038,1.959588,0.12250926,0.049195588,0.848202,0.541885,-0.5200169,1.9994596E-4,-0.6996522,-0.35221228,-0.47874892,-0.44947708,2.1867350738355853,9.270943440619174,PowerLaw,0.059743866,0.14736275,,0,OTHER,snr
4FGL J1714.2-2928,355.77844,5.411589,-21.54706209571243,2.4666076,0.24676766,0.321857,2.2562604,-0.9981732,0.9991972,0.006557968,-0.67018044,-0.6446945,-0.9153117,-0.9962745,1.9413519760141904,7.268602168242148,PowerLaw,0.1250872,0.75458735,,8,OTHER,glc
4FGL J1715.8-4549,342.6496,-4.348496,-21.015922431934925,2.5632517,0.26675442,0.57563245,3.4828932,0.9598087,-0.6610146,0.0063833045,-0.44001538,-0.86893433,-0.7347271,-0.715831,1.706097151192756,7.0105974763365815,LogParabola,0.27852544,0.56591296,,0,OTHER,spp
4FGL J1716.7-2808,357.18124,5.7442875,-20.243851675795028,2.3301034,0.12642853,0.43330792,5.9223137,0.59217596,-0.45576924,0.0028062952,-0.353149,-0.6200243,-0.949912,-0.9999812,2.6501260414883454,7.334448599064793,LogParabola,0.10529589,0.3325102,3FGL J1716.6-2812,0,OTHER,glc
4FGL J1716.8+4310,68.37585,34.919117,-22.589294477014132,2.5036345,0.36757544,0.43797374,2.130676,-0.7826865,-0.4426037,0.0077983392,-0.68468285,-0.6087305,-0.999974,-0.17945014,2.1828027202691533,6.980494178669407,PowerLaw,0.24679703,0.87464696,,0,OTHER,glc
4FGL J1718.0-3726,349.72232,0.16228539,-19.07912482315764,2.2524364,0.05433632,0.05980344,1.9954762,-0.22895396,-0.33154887,3.621347E-4,-0.4396258,-0.630109,-0.6142678,-0.62401366,1.1541095505445793,8.339844250648802,PowerLaw,0.03161362,0.09776779,3FGL J1718.0-3726,0,OTHER,snr
4FGL J1718.3-4445,343.77927,-4.0913744,-21.493005938120742,2.4778528,0.26236102,0.13867755,1.4416099,-0.9989446,0.99985087,0.003966482,-0.80347836,-0.60339653,-0.8748442,-0.31837365,1.937507337538727,7.783814050564934,PowerLaw,0.11948832,0.6019064,,16,OTHER,spp
4FGL J1719.7-4500,343.71436,-4.440839,-21.543198451765935,2.4138606,0.28403142,0.21312052,1.8175156,-0.9926797,0.9985462,0.0042034965,-0.59025484,-0.4632255,-0.8641199,-0.9999054,2.326139720291164,8.099927367948936,PowerLaw,0.07329081,0.7731353,,0,OTHER,spp
4FGL J1720.2-4757,341.32565,-6.188306,-21.974873939081256,2.9078772,0.30372876,0.5250752,2.902652,0.0137138935,-0.62729305,0.027253764,-0.87289554,-0.8847847,-0.8155368,-0.99767625,1.8676715839023412,6.495238455871919,PowerLaw,0.29626402,1.4436048,,272,OTHER,spp
4FGL J1720.6-3706,350.2972,-0.06531291,-19.87294868476194,2.6582716,0.20661558,0.36502305,4.4416013,0.045613594,-0.10814794,0.0046410067,-0.64261013,-0.76177853,-0.9994504,-0.8925892,-0.20735763038838842,7.229378164838847,LogParabola,0.07139282,0.49083102,1FGL J1720.7-3707c,26,OTHER,unk
4FGL J1720.6-5144,338.19254,-8.362254,-22.091969603125563,2.16391,0.26409218,0.20123419,1.4703794,0.29250237,-0.94983184,0.0018431571,-0.0032831733,-0.27882755,-0.81085664,-0.4997045,1.949377820305607,8.190774088284613,PowerLaw,0.15669394,0.463566,,4,OTHER,unk
4FGL J1721.7-4709,342.12997,-5.932029,-21.621963710338953,2.4907782,0.19118463,0.08770129,1.0564146,0.7995,-0.6074499,0.0021745085,-0.5668492,-0.75566643,-0.2874008,-0.9999949,1.3632863236991963,7.4947595267646845,PowerLaw,0.092963725,0.35116994,,0,OTHER,spp
4FGL J1722.6-4529,343.5959,-5.130568,-20.613792106368056,2.412534,0.13147148,0.26188403,3.9053829,0.98137856,-0.24577534,0.0025131612,-0.5949711,-0.6165801,-0.8966,-0.9999233,2.6823052514376506,7.303320140982872,LogParabola,0.090001866,0.3101091,3FGL J1722.9-4529,0,OTHER,spp
4FGL J1726.0-2843,357.87427,3.720534,-21.75327519103565,1.9974523,0.25723717,0.0412304,0.37375662,0.985189,-0.55901045,0.0016005377,-0.8809913,-0.37229958,-0.22586904,-0.7102754,2.1569348386601397,8.85503976891252,PowerLaw,0.10527598,0.25996307,3FGL J1725.1-2832,0,OTHER,spp
4FGL J1727.0-3835,349.78973,-1.9392118,-21.024488552550878,2.6535754,0.31261802,0.5325545,3.0307994,-0.8174977,-0.07017284,0.002692896,-0.7136873,-0.94977665,-0.43105823,-0.99570376,1.7816113625280976,6.965186949928406,LogParabola,0.17388324,2.0483737,,8,OTHER,spp
4FGL J1727.6-3050,356.29498,2.2559824,-20.610924465099856,2.3813844,0.21550182,0.48244855,3.4958982,-0.93844855,0.99890757,0.0035865048,0.29601505,-0.59066707,-0.872952,-0.9936748,2.1551483727558427,7.630689876426007,LogParabola,0.19064276,0.5265112,,1,OTHER,glc
4FGL J1728.0-4606,343.61075,-6.260648,-20.355958035151623,2.4026065,0.1141071,0.40913257,6.326233,0.9999996,-0.4207613,0.0027687754,-0.52768433,-0.6901628,-0.9656196,-0.99994785,0.7289615022553828,7.070564961207241,LogParabola,0.09219135,0.2905234,3FGL J1728.0-4606,0,OTHER,spp
4FGL J1729.2-3641,351.61423,-1.2562553,-20.07309857785631,2.4693131,0.1250193,0.10974008,2.2407038,0.99853206,-0.74894863,0.0011273421,-0.49384087,-0.8222858,-0.50215167,-0.83920497,2.416250470826841,7.849407667879199,PowerLaw,0.06229983,0.17130938,1FGL J1729.1-3641c,4,OTHER,unk
4FGL J1729.9-2403,2.268316,5.562857,-20.45286705797156,2.6038094,0.18919899,0.66891575,6.192811,0.99164593,-0.3401454,0.00970066,-0.6198026,-0.90880054,-0.9799833,-0.9636416,1.001244228681789,6.922369528718716,LogParabola,0.20494753,0.7953418,3FGL J1729.7-2408,0,OTHER,unk
4FGL J1730.1-3422,353.6468,-0.14280199,-19.78699172801694,2.625872,0.29283565,0.32081172,3.5173147,0.047847547,0.6123681,0.012045052,-0.75881976,-0.762185,-0.9699997,0.23452206,1.2157632270553032,7.098404894361179,LogParabola,0.1266945,0.82621634,,26,OTHER,unk
4FGL J1731.2-3234,355.27698,0.6607439,-19.563707548933486,2.5112712,0.15181106,0.33670902,4.7836733,-0.8724762,0.7063603,0.002315908,-0.41218442,-0.6048883,-0.8903553,-0.999765,0.9306490548273965,7.542239284705199,LogParabola,0.11050377,0.35469893,2FGL J1731.6-3234c,4,OTHER,spp
4FGL J1732.8-3725,351.39914,-2.2613597,-21.111526263273763,2.461022,0.21480906,0.1620286,1.9996945,-0.98475593,0.99834883,0.0026909132,-0.8195274,-0.56384534,-0.7779643,-0.999379,2.1056212219170622,7.533457692693962,PowerLaw,0.106318235,0.36219913,,1,OTHER,unk
4FGL J1733.7-4734,342.89697,-7.876223,-21.34549140948064,2.0251992,0.085991755,-0.074534975,2.3319552,0.72339064,-0.64175755,1.5097341E-4,-0.81855696,-0.2968948,-0.3287553,-0.4972135,1.862378082232047,8.468986203166669,PowerLaw,0.030617746,0.15008968,,0,OTHER,snr
4FGL J1735.7-3026,357.59207,1.0220912,-20.217903133686136,2.3500774,0.21456856,0.9999872,7.1331244,-0.12554105,-0.9828254,0.0017265958,0.999932,-0.4714024,-0.9643652,-0.99939036,1.2999204205770734,7.943622921001737,LogParabola,,1.356E-4,,2048,OTHER,glc
4FGL J1735.9-3342,354.86386,-0.77305466,-21.679073894810895,1.8082917,0.22476304,0.002018311,0.0,-0.5533969,0.5226259,5.898241E-4,-0.27969858,-0.7129648,-0.5349442,0.087413184,2.35561238918887,9.724773959207207,PowerLaw,0.09450761,0.65553564,,0,OTHER,spp
4FGL J1736.2-4443,345.56366,-6.7261524,-19.60227980767936,2.3067732,0.068565786,0.37898326,9.669839,0.9999807,-0.1427939,0.0016005895,-0.41439405,-0.65966564,-0.96327686,-0.99999785,1.590000304112195,7.0712648276546775,LogParabola,0.05306112,0.17445916,3FGL J1736.2-4444,0,OTHER,glc
4FGL J1736.4-4052,348.86017,-4.70785,-21.719133430722426,2.28547,0.19953798,0.055629004,0.72156405,0.19067863,-0.74921215,0.0018479346,-0.8282562,-0.119664416,-0.717752,-0.6146126,1.7592977836835575,7.780834914704132,PowerLaw,0.08809119,0.1889207,,4,OTHER,unk
4FGL J1737.5-0313,21.337915,14.826687,-21.292291363981157,2.334142,0.26595706,0.65362054,4.1206546,-0.99716735,0.9999481,0.0043065865,-0.041952837,-0.7577123,-0.9999947,0.92406654,2.30165654618313,7.357079811944943,LogParabola,0.25462636,0.45407557,,0,OTHER,glc
4FGL J1740.3-3058c,357.66888,-0.10477674,-19.380332078980828,2.4665804,0.23172984,0.27029133,4.060934,0.8872991,0.52981204,0.0051420806,-0.6174362,-0.69546956,-0.8940904,-0.3227416,1.5047768311718024,7.874197533670686,LogParabola,0.12087629,0.661738,3FGL J1741.1-3053,288,OTHER,snr
4FGL J1741.1-5341,338.19125,-12.023618,-22.006818834224187,2.5913355,0.20581324,0.17270906,1.6926249,0.03171113,-0.77541894,0.0038789704,-0.5842213,-0.7292926,-0.91184103,-0.99699086,1.9512041262031208,7.1721270654896845,PowerLaw,0.12252958,0.4354882,,0,OTHER,glc
4FGL J1741.4-3046c,357.95563,-0.20296334,-19.493391953669786,2.5401075,0.24044189,0.3762681,5.115214,-0.99806315,0.9822671,0.0065633464,-0.5647803,-0.72226954,-0.8116482,-0.9999988,1.562664641495253,7.693629396555043,LogParabola,0.13047469,0.8715883,3FGL J1741.1-3053,304,OTHER,unk
4FGL J1743.9-1824,8.802528,5.801838,-20.712678512152763,2.4987824,0.23502325,0.9997221,6.2230067,0.77418053,-0.6843387,0.012171688,-0.39956677,-0.90058064,-0.9997563,0.047571667,1.077623970696628,7.1322593443772035,LogParabola,,0.01151162,,2048,OTHER,unk
4FGL J1744.5-2612,2.2042766,1.6288257,-20.707379095576,2.3246803,0.13774882,0.07414566,1.2590474,-0.9415774,0.9492818,0.0012009697,-0.7041761,-0.6637899,-0.6003496,-0.5584322,2.3577513167040194,7.951783848202934,PowerLaw,0.06810968,0.12374958,,8,OTHER,unk
4FGL J1745.6-2859,359.9525,-0.038937435,-16.797721079671657,2.3155105,0.028280769,0.19050306,15.75093,0.5276056,-0.19902797,5.146108E-4,-0.509822,-0.6493666,-0.78339505,-0.6684842,1.1680444426067265,8.312485991330735,LogParabola,0.014767284,0.076420926,3FGL J1745.6-2859c,770,OTHER,spp
4FGL J1745.7-2506,3.2910044,1.9643903,-20.379100789126255,2.6563222,0.3485016,0.8904731,4.196297,-0.6651272,0.024428617,0.011034954,-0.4157065,-0.8644099,-0.86714375,-0.99593955,1.6160525118572273,7.341735797291199,LogParabola,,1.2775677,,2072,OTHER,unk
4FGL J1746.2-3342c,355.99493,-2.590946,-20.904881458387337,2.439942,0.26424414,0.14614797,1.9195205,0.82642484,-0.3173442,0.0021717874,-0.80162114,-0.6595032,-0.59791017,-0.9999821,2.4952242100085056,7.771043003109871,PowerLaw,0.13039373,0.28779626,,49,OTHER,spp
4FGL J1746.4-2852,0.15024136,-0.115954146,-17.965619586096025,2.4133744,0.10013875,0.55672574,10.423136,-0.9999802,0.9996865,0.0023037256,-0.18829216,-0.5987484,-0.8571541,-0.8462688,2.0924698028100557,8.082653905916933,LogParabola,0.101584926,0.35383934,3FGL J1746.3-2851c,274,OTHER,pwn
4FGL J1748.0-2446,3.8451054,1.6919147,-18.189259676442006,2.3585289,0.04507433,0.3562684,15.193113,-0.14363165,-0.28994492,8.6864637E-4,-0.44892073,-0.6448368,-0.91587955,-0.85712045,1.722286562973015,7.334076250388338,LogParabola,0.034815356,0.10733437,3FGL J1748.0-2447,0,OTHER,glc
4FGL J1748.9-2021,7.7388268,3.7930086,-19.970385034870155,2.4529266,0.097355366,0.28235546,5.4087067,-0.50665116,-0.48310232,0.0023530624,-0.5842446,-0.7280789,-0.87333727,-0.6549469,1.853055102988391,7.421518404063461,LogParabola,0.07572779,0.24792697,3FGL J1748.9-2021,0,OTHER,glc
4FGL J1750.3-3702,353.54715,-5.019157,-20.007616852414397,2.3858237,0.07923963,0.29507446,6.24169,0.9788638,0.5264145,0.0021924386,-0.60746706,-0.723831,-0.8547786,-0.6207629,2.1173569418768863,7.1869127450025045,LogParabola,0.06536095,0.21648283,3FGL J1750.2-3704,0,OTHER,glc
4FGL J1750.4-3023,359.29095,-1.6569246,-20.666339336020997,2.445435,0.3115345,0.5786858,3.1637275,0.82514626,-0.4580393,0.005698607,-0.35561976,-0.7671295,-0.8664479,-0.97769713,1.0118450225060074,7.5046999917672235,LogParabola,0.3355208,0.69090134,,25,OTHER,unk
4FGL J1750.8-3106,358.7269,-2.0991044,-20.8839190301453,2.379513,0.40314534,0.9795976,3.7570956,-0.020800032,0.9482579,0.012312239,-0.03802239,-0.4894495,-0.94673204,-0.4371906,1.7616839813971166,7.8586642256675905,LogParabola,,0.11182185,,2053,OTHER,unk
4FGL J1753.2-2848,0.9649363,-1.3569818,-20.648769255721493,2.5180585,0.33835632,0.8622663,3.5060828,-0.41369024,0.46321127,0.0055189873,-0.059889283,-0.6756341,-0.999977,0.67952174,0.7939041491028935,7.5942385046349985,LogParabola,0.26281294,0.73449457,,26,OTHER,unk
4FGL J1757.7-2337,5.9550467,0.3742167,-20.214757561812487,2.3073604,0.20849176,0.24720234,2.7927604,0.28120804,-0.33431092,0.004846043,-0.5583587,-0.5404759,-0.8936191,-0.19501515,0.23750854880599961,8.428449055885421,PowerLaw,0.16269508,0.9687485,,4,OTHER,spp
4FGL J1758.6-2404,5.6631737,-0.03711076,-19.51291160874582,2.3757007,0.12471544,0.100129165,2.4791703,0.25671244,0.24031629,0.0010109228,-0.8331165,-0.64877415,-0.5936492,-0.8979652,2.2899223839255813,8.199853981488161,PowerLaw,0.050208177,0.19215332,3FGL J1758.8-2402,4,OTHER,unk
4FGL J1759.1-2347c,5.9618254,0.015929269,-20.407625932476638,2.2479072,0.85037696,0.13254525,1.7330537,-0.9540118,-0.8786249,0.0011753658,0.98802,-0.6746972,-0.6924593,-0.6178713,1.9218719328666336,8.86974409919585,PowerLaw,0.25097203,0.23646334,3FGL J1758.8-2346,48,OTHER,unk
4FGL J1759.7-2141,7.8532906,0.9398861,-19.793446904049954,2.4230487,0.12836482,0.21888097,3.6748598,0.9953568,-0.7602696,0.001349112,-0.4917654,-0.6362459,-0.79364353,-0.99989384,2.024102631854528,7.555828050894679,LogParabola,0.08424466,0.21453688,3FGL J1759.6-2141,0,OTHER,unk
4FGL J1800.7-2355,6.0274425,-0.37166527,-19.976886506859802,2.1767375,0.1960378,0.11272782,1.8190264,-0.94264174,0.86123294,3.7405075E-4,0.08964089,-0.75428194,-0.36219305,-0.86481106,1.4685308625785252,8.912421508578792,PowerLaw,0.09320165,0.20656756,1FGL J1800.5-2359c,0,OTHER,unk
4FGL J1801.3-2326e,6.526576,-0.25105163,-17.286056392847424,2.269846,0.053005923,0.13511743,9.094506,0.1963601,0.9563195,7.5214397E-4,-0.6646472,-0.6407334,-0.772289,-0.60278696,0.41459266506448034,8.345923615861512,LogParabola,0.019183207,0.1302989,3FGL J1801.3-2326e,0,OTHER,SNR
4FGL J1804.7-2144e,8.39739,-0.09483671,-18.450384378474045,1.9765646,0.055607673,0.015297259,0.7883227,0.8232484,0.45883036,8.1592094E-5,-0.74875224,-0.29181096,-0.5479204,-0.26075307,1.7072886584578426,9.642482723617269,PowerLaw,0.018384416,0.07492905,3FGL J1805.6-2136e,4,OTHER,spp
4FGL J1804.9-3001,1.1793325,-4.1851454,-21.224136412040465,2.6101906,0.26607263,0.4563772,3.2703383,-0.85640484,0.99360067,0.012843823,-0.7296156,-0.8438287,-0.85566807,-0.30369854,0.1610336176690074,6.886726618414225,LogParabola,0.2343143,0.99558353,,17,OTHER,glc
4FGL J1805.6-2136e,8.603773,-0.21054442,-18.893439659519544,2.2111428,0.21905273,0.121422365,2.7180364,0.97851855,-0.76801556,0.0028243484,-0.03689172,-0.6688686,-0.7012973,-0.60637575,1.3465033454901134,9.585575662095417,PowerLaw,0.045522865,0.4863032,3FGL J1805.6-2136e,20,OTHER,SNR
4FGL J1805.8-0803,20.487284,6.333819,-21.33709257691975,2.5520782,0.17630944,0.03835828,0.5820723,0.9787199,-0.74604994,0.0017749311,-0.89866185,-0.29196244,-0.6316706,-0.99910676,2.128722568683622,7.420629802319124,PowerLaw,0.073079385,0.14815551,,17,OTHER,unk
4FGL J1806.9-2455c,5.855644,-2.0902407,-20.564389570339845,2.5434918,0.29435,0.7974953,4.148289,0.19951274,-0.6116438,0.002427847,-0.0647277,-0.7923997,-0.99150735,-0.98570436,2.5147647529485444,7.357740048805211,LogParabola,0.2880652,0.36172345,3FGL J1806.7-2451,32,OTHER,unk
4FGL J1807.8-4340,349.30652,-11.139058,-21.21298570485345,2.3557823,0.23000748,0.39920944,3.4303145,0.7832882,-0.51188946,0.003040953,-0.29961187,-0.6431884,-0.94968677,0.025050255,1.1208605254615556,7.028987116235143,LogParabola,0.1702394,0.31671882,3FGL J1807.5-4343,0,OTHER,glc
4FGL J1808.8-1949c,10.525285,0.0018198049,-20.25114633701904,2.5285387,2.232634,0.27266562,2.3141193,0.9353928,0.9729722,0.009572174,-0.7936,-0.80006754,-0.67527235,-0.8332262,1.7540029469905936,7.837019016346941,PowerLaw,0.6965098,1.0535642,3FGL J1808.5-1952,60,OTHER,glc
4FGL J1810.3-1925e,11.048331,-0.117804974,-18.78320930523245,2.3405101,0.13481745,0.265558,4.588142,0.9788054,-0.31883076,0.0029817463,-0.40375343,-0.74393356,-0.5877249,-1.0,2.3663469322918265,7.522947134269266,LogParabola,0.09314181,0.30902964,3FGL J1810.1-1910,548,OTHER,spp
4FGL J1811.5-1844,11.785129,-0.0398929,-19.576555474090686,2.6010683,0.19592908,0.43299076,4.9069734,-0.44899306,0.06728549,0.004997898,-0.7292993,-0.813887,-0.99971527,0.9892497,1.4213143007938744,7.203956931528408,LogParabola,0.12975053,0.44810247,,22,OTHER,spp
4FGL J1813.1-1737e,12.954411,0.17108494,-17.898919683264843,2.3211296,0.05638025,0.16251661,5.9280357,0.31903067,-0.4494659,0.0018074092,-0.52658826,-0.65613705,-0.72939295,-0.59495294,1.3963192740771433,7.627256617829838,LogParabola,0.03479648,0.19045997,3FGL J1814.1-1734c,4,OTHER,spp
4FGL J1813.7-1536,14.79316,1.0057511,-20.901263007890183,2.4781673,0.1760423,0.03274347,0.5136759,0.9544837,-0.6057726,0.0015923097,-0.83047986,-0.6064534,-0.7025578,-0.6358959,1.822601408332278,7.820513980574677,PowerLaw,0.07047845,0.16033684,,5,OTHER,unk
4FGL J1814.1-1710,13.451207,0.17997481,-20.203792906785605,2.5145798,1.3597693,0.51821375,1.9285914,-0.36756328,0.9182447,0.0021034763,-0.8256,-0.92447823,-0.043019667,-0.85209763,2.4544950724490775,7.936488946860318,PowerLaw,0.46122807,0.14925396,,280,OTHER,spp
4FGL J1818.5-1656,14.166622,-0.6455891,-19.507584846197467,2.5879836,0.12258136,0.2251858,3.8637831,0.9962745,-0.45621172,0.0021185349,-0.68581104,-0.66391546,-0.85034853,-0.98079884,1.217955236563207,7.508487015943241,LogParabola,0.08460245,0.25361803,,4,OTHER,glc
