Source_Name_4FGL,cos(GLON),GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Pivot_Energy),LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,ln(Variability_Index),HR12,HR23,HR34,HR45,HR56,HR67,Category_4FGL,CLASS_4FGL,ASSOC_FGL,ASSOC1,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,AGN_BDT_O,AGN_BDT_STD_O,PSR_BDT_O,PSR_BDT_STD_O,AGN_NN_O,AGN_NN_STD_O,PSR_NN_O,PSR_NN_STD_O,AGN_RF_O,AGN_RF_STD_O,PSR_RF_O,PSR_RF_STD_O,AGN_LR_O,AGN_LR_STD_O,PSR_LR_O,PSR_LR_STD_O,Flags_4FGL,Missing_Values_Flag,Category_Prob
4FGL J1901.4-0126,0.190338426,-2.8904533,-24.6611342,-27.1125561,7.28163028,2.1997917,0.06333132,0.31998456,6.67703,2.31410053,0.89853024,-0.22214891,-0.52682143,-0.6605847,-0.87335414,-0.99999976,PSR,PSR,3FGL J1901.5-0126,PSR J1901-0125,0.0108402775,0.0220844906,0.989159722,0.0220844906,0.0538065187,0.0614159897,0.946193481,0.0614159897,0.137944912,0.0572250997,0.862055088,0.0572250997,0.149725658,0.0374195968,0.850274342,0.0374195968,0.00157299985,0.00116950332,0.998427,0.00116950332,0.00691452274,0.0136616776,0.993085477,0.0136616776,0.0105719652,0.00548306274,0.989428035,0.00548306274,0.00675773055,0.00287339141,0.993242269,0.00287339141,0,0,PSR
4FGL J1902.0-5105,0.996459956,-22.37528,-24.5094078,-27.6872575,6.98790101,2.2742774,0.040217176,0.28045303,12.359064,1.95734757,0.90480417,-0.3270224,-0.61983013,-0.7124802,-0.94043964,-0.999668,PSR,PSR,3FGL J1902.0-5107,PSR J1902-5105,0.00650998813,0.00591512728,0.993490012,0.00591512728,0.164981525,0.138049787,0.835018475,0.138049787,0.0943051467,0.0471581465,0.905694853,0.0471581465,0.00601850102,0.00375127005,0.993981499,0.00375127005,0.00370321799,0.0027916193,0.996296782,0.0027916193,0.0468979892,0.0496491141,0.953102011,0.0496491141,0.0167349456,0.0121876252,0.983265054,0.0121876252,3.00524349e-05,2.67935563e-05,0.999969948,2.67935563e-05,0,0,PSR
4FGL J1903.4-7053,-0.714122414,-26.494732,-25.9705995,-28.7267604,7.63571271,1.9050841,0.09079247,0.611452,8.554967,1.96457224,-0.8567133,-0.1697007,-0.14009242,-0.5028564,-0.92501867,-0.9991179,PSR,PSR,3FGL J1903.6-7052,PSR J1903-7051,0.00970821968,0.0175843663,0.99029178,0.0175843663,0.221790275,0.147431118,0.778209725,0.147431118,0.119925506,0.0481055838,0.880074494,0.0481055838,0.125246522,0.0407785029,0.874753478,0.0407785029,0.155709761,0.350998463,0.844290239,0.350998463,0.0623240355,0.0593577202,0.937675964,0.0593577202,0.0342671198,0.0200101887,0.96573288,0.0200101887,0.00446739542,0.00248438483,0.995532605,0.00248438483,0,0,PSR
4FGL J1904.4-1129,0.511438622,-8.071897,-26.7790363,-28.0445069,7.12281212,2.2049258,0.3522842,0.6037929,3.0617576,2.09317402,0.6731153,-0.87974614,-0.32756224,-0.7656369,-0.9999995,0.99888086,PSR,psr,,PSR J1904-11,0.973287815,0.0263822304,0.026712185,0.0263822304,0.924896366,0.0916480447,0.075103634,0.0916480447,0.902630942,0.0346405857,0.0973690582,0.0346405857,0.934094873,0.0208105732,0.0659051267,0.0208105732,0.936521261,0.0716924483,0.0634787387,0.0716924483,0.29980349,0.264745781,0.70019651,0.264745781,0.801666465,0.0654217137,0.198333535,0.0654217137,0.574209008,0.12421174,0.425790992,0.12421174,0,0,MIXED
4FGL J1906.4+0723,-0.928090268,0.05500582,-23.2789233,-25.8646651,7.95710586,2.7684176,0.06546068,0.29055378,10.881993,2.21104236,-0.9863388,0.9990824,-0.65944874,-0.71028894,-0.8949847,-0.9998947,PSR,PSR,,PSR J1906+0722,0.0140588161,0.0792036185,0.985941184,0.0792036185,0.0266290996,0.0338886867,0.9733709,0.0338886867,0.103967243,0.044146575,0.896032757,0.044146575,0.00124717711,0.000798942089,0.998752823,0.000798942089,0.0433037541,0.164486958,0.956696246,0.164486958,0.00329100818,0.00545605234,0.996708992,0.00545605234,0.0429966802,0.0271244021,0.95700332,0.0271244021,3.75971887e-06,3.97631414e-06,0.99999624,3.97631414e-06,16,0,PSR
4FGL J1907.9+0602,-0.790963337,-0.90093255,-21.893994,-25.7454523,7.37578583,2.3199944,0.008223063,0.29770255,31.076653,2.15700015,0.99761474,-0.3203669,-0.5617983,-0.68193287,-0.9053205,-0.93399817,PSR,PSR,3FGL J1907.9+0602,PSR J1907+0602,0.000775440697,0.00134967786,0.999224559,0.00134967786,0.0150328944,0.0243087909,0.984967106,0.0243087909,0.0159323047,0.0143990363,0.984067695,0.0143990363,7.9787015e-09,1.78889871e-08,0.999999992,1.78889871e-08,0.00063801888,0.000813318114,0.999361981,0.000813318114,0.00192598639,0.00326468454,0.998074014,0.00326468454,0.00896515426,0.00181913696,0.991034846,0.00181913696,1.22839616e-13,9.35601523e-13,1,9.35601524e-13,0,0,PSR
4FGL J1908.9+2103,-0.965553296,5.7645583,-26.2148863,-28.0227544,7.7068164,2.0867357,0.16355279,0.44739756,4.2802362,2.53193364,-0.12588358,-0.7204728,-0.05356457,-0.6655848,-0.8400145,-0.9945114,PSR,PSR,,PSR J1908+2105,0.627842231,0.206220749,0.372157769,0.206220749,0.703061173,0.195494532,0.296938827,0.195494532,0.73520451,0.0746761629,0.26479549,0.0746761629,0.822537801,0.0293018727,0.177462199,0.0293018727,0.165556042,0.131901321,0.834443958,0.131901321,0.190182861,0.19480375,0.809817139,0.19480375,0.214959633,0.0808345232,0.785040367,0.0808345232,0.323562716,0.0709384599,0.676437284,0.0709384599,0,0,MIXED
4FGL J1913.3+0905,0.893656867,-0.68572813,-24.6859947,-27.0632409,7.84821858,2.51218,0.13254033,0.5324891,7.5261207,2.21251027,0.94123656,-0.74687415,-0.46289968,-0.6265647,-0.99999464,0.9989956,PSR,PSR,3FGL J1913.0+0910,PSR J1913+0904,0.00223776519,0.00452190559,0.997762235,0.00452190559,0.0457746983,0.048366892,0.954225302,0.048366892,0.13146007,0.046483935,0.86853993,0.046483935,0.0429709802,0.0178775136,0.95702902,0.0178775136,0.0531707719,0.212152261,0.946829228,0.212152261,0.00503180396,0.0086172105,0.994968196,0.0086172105,0.0543559075,0.0414339953,0.945644093,0.0414339953,0.000562812199,0.000402062326,0.999437188,0.000402062326,4,0,PSR
4FGL J1913.3+1019,0.806618417,-0.11526439,-24.7271762,-26.402481,8.5363893,2.2598393,0.14151648,0.07200188,1.5952046,2.39596074,-0.49026075,0.99837697,-0.36003023,-0.6602249,-0.5212645,-0.7244214,PSR,PSR,1FGL J1913.7+1007c,PSR J1913+1011,0.875404494,0.158608555,0.124595506,0.158608555,0.963558908,0.0491015378,0.0364410924,0.0491015378,0.775552025,0.0718847353,0.224447975,0.0718847353,0.950343235,0.0178241601,0.0496567648,0.0178241601,0.86398943,0.100859031,0.13601057,0.100859031,0.852842907,0.176678943,0.147157093,0.176678943,0.888050476,0.0543962031,0.111949524,0.0543962031,0.764269735,0.0844460319,0.235730265,0.0844460319,0,0,AGN
4FGL J1919.1+2354,0.73911807,4.973854,-26.7085941,-28.5413919,7.45295395,2.361145,0.28912067,0.9995975,4.593348,2.20494468,-0.9402673,-0.45958582,0.47395554,-0.8967718,-0.7097225,-0.9999779,PSR,psr,,PSR J1919+23,0.670896981,0.25373403,0.329103019,0.25373403,0.301699519,0.222782139,0.698300481,0.222782139,0.7154181,0.0753402751,0.2845819,0.0753402751,0.368794595,0.0915816313,0.631205405,0.0915816313,0.209707247,0.194437684,0.790292753,0.194437684,0.0272684534,0.0417999077,0.972731547,0.0417999077,0.396014161,0.124538091,0.603985839,0.124538091,0.0449543289,0.0259313567,0.955045671,0.0259313567,2049,0,MIXED
4FGL J1921.1+1930,-0.978470468,2.5086732,-26.3488869,-27.8477413,8.02647588,2.3453047,0.27172342,0.5780042,3.8119273,2.22496043,-0.5187387,-0.76940536,-0.43683523,-0.47402313,-0.9062868,-0.81260145,PSR,PSR,3FGL J1921.6+1934,PSR J1921+1929,0.537423216,0.246471029,0.462576784,0.246471029,0.464293085,0.235310988,0.535706915,0.235310988,0.783076247,0.0618732516,0.216923753,0.0618732516,0.716150707,0.0587800121,0.283849293,0.0587800121,0.151580302,0.129355325,0.848419698,0.129355325,0.0402489433,0.0534132948,0.959751057,0.0534132948,0.315474223,0.100538903,0.684525777,0.100538903,0.11435063,0.0504101144,0.88564937,0.0504101144,4,0,MIXED
4FGL J1921.4+0136,0.994801678,-5.9291487,-25.2223025,-27.8501751,7.53407264,2.2459273,0.08437799,0.29645845,5.8254237,2.13517692,0.6758574,-0.47985786,-0.49895412,-0.6134912,-0.85549206,-0.9979687,PSR,PSR,3FGL J1921.2+0136,PSR J1921+0137,0.0406538982,0.0904427242,0.959346102,0.0904427242,0.127993619,0.11473272,0.872006381,0.11473272,0.366496113,0.0832604918,0.633503887,0.0832604918,0.230978947,0.0443269825,0.769021053,0.0443269825,0.00287544062,0.00175763558,0.997124559,0.00175763558,0.0183510823,0.0255493281,0.981648918,0.0255493281,0.0267479462,0.017177849,0.973252054,0.017177849,0.0139122825,0.00520984442,0.986087718,0.00520984442,0,0,PSR
4FGL J1925.2+1729,-0.435699448,0.6923656,-25.3804944,-27.2292822,7.62613037,2.6371365,0.20597067,0.64295936,5.5557923,2.00040797,-0.42921647,-0.58654237,-0.5377323,-0.77994543,-0.9230446,-0.9999995,PSR,PSR,3FGL J1925.4+1727,PSR J1925+1720,0.181075364,0.165583889,0.818924636,0.165583889,0.0813172181,0.0903047795,0.918682782,0.0903047795,0.372164484,0.0655807534,0.627835516,0.0655807534,0.0988189342,0.0297956043,0.901181066,0.0297956043,0.0111547623,0.0121399252,0.988845238,0.0121399252,0.00817834257,0.0132680393,0.991821657,0.0132680393,0.0784340363,0.0380819495,0.921565964,0.0380819495,0.00204123839,0.000943255178,0.997958762,0.000943255178,8,0,PSR
4FGL J1932.2+2221,0.692197217,1.584406,-25.7668164,-27.0704262,7.68488968,2.4105954,0.29756102,0.43025613,2.912837,2.20031806,0.96310776,0.99972105,-0.58096534,-0.6729245,-0.99568385,-0.9992368,PSR,PSR,,PSR J1932+2220,0.890571681,0.108443666,0.109428319,0.108443666,0.445033619,0.239766642,0.554966381,0.239766642,0.780249801,0.0549968529,0.219750199,0.0549968529,0.520028365,0.0820433963,0.479971635,0.0820433963,0.343391527,0.163257959,0.656608473,0.163257959,0.09140499,0.144769299,0.90859501,0.144769299,0.435389282,0.100889813,0.564610718,0.100889813,0.0836305378,0.0443091518,0.916369462,0.0443091518,4360,0,MIXED
4FGL J1932.3+1916,-0.322038053,0.08353669,-23.4954343,-26.5547953,7.39603711,2.5842886,0.04717815,0.4271163,14.968289,2.03056332,0.19962524,-0.25178576,-0.59102106,-0.77683425,-0.9500329,-0.75515807,PSR,PSR,3FGL J1932.2+1916,PSR J1932+1916,0.000413335363,0.000504360029,0.999586665,0.000504360029,0.0275521868,0.0311311813,0.972447813,0.0311311813,0.0252570421,0.0194468102,0.974742958,0.0194468102,9.6993079e-05,7.13638844e-05,0.999903007,7.13638844e-05,0.000407006298,0.000224875958,0.999592994,0.000224875958,0.00323835008,0.00503299846,0.99676165,0.00503299846,0.0109351477,0.0032848835,0.989064852,0.0032848835,1.02316473e-07,1.25564051e-07,0.999999898,1.25564051e-07,0,0,PSR
4FGL J1935.2+2029,0.881650579,0.065383896,-24.4001482,-26.4932535,7.25180848,2.8368556,0.11389572,0.37994206,7.2838864,3.3893963,0.31989405,-0.37942514,-0.677274,-0.8791472,-0.9999991,-0.8681919,PSR,PSR,1FGL J1934.9+2031c,PSR J1935+2025,0.407299177,0.333257552,0.592700823,0.333257552,0.087503258,0.0901558839,0.912496742,0.0901558839,0.337003289,0.0814107138,0.662996711,0.0814107138,0.213041505,0.0611936525,0.786958495,0.0611936525,0.268794393,0.305810457,0.731205607,0.305810457,0.00799639155,0.0120765301,0.992003608,0.0120765301,0.324229868,0.0970974595,0.675770132,0.0970974595,0.00385784366,0.00188333951,0.996142156,0.00188333951,4,0,PSR
4FGL J1939.6+2135,0.562797342,-0.29455826,-24.882935,-26.8337326,7.54539794,2.5816045,0.12460534,0.41274926,6.67229,2.19453361,0.9905069,0.36770892,-0.61187667,-0.72143894,-0.9569526,-0.99999887,PSR,PSR,,PSR J1939+2134,0.00496731236,0.00884089489,0.995032688,0.00884089489,0.0557761468,0.0571527135,0.944223853,0.0571527135,0.10876127,0.0445986312,0.89123873,0.0445986312,0.0432237572,0.0138603997,0.956776243,0.0138603997,0.00177592522,0.00710023424,0.998224075,0.00710023424,0.0067893249,0.0114549342,0.993210675,0.0114549342,0.0131100537,0.00817128498,0.986889946,0.00817128498,0.00082370197,0.000428490395,0.999176298,0.000428490395,0,0,PSR
4FGL J1946.5-5402,-0.106453475,-29.572353,-25.4421481,-28.6545838,7.29463584,2.2761972,0.064341635,0.58650243,12.407069,1.37737276,0.90089464,-0.31286612,-0.32371396,-0.79805875,-0.9999599,-0.82218796,PSR,PSR,3FGL J1946.4-5403,PSR J1946-5403,0.00204104711,0.00321495832,0.997958953,0.00321495832,0.170802624,0.139230343,0.829197376,0.139230343,0.0754879163,0.0346300381,0.924512084,0.0346300381,0.000814984229,0.000461919109,0.999185016,0.000461919109,0.0206577919,0.132682229,0.979342208,0.132682229,0.0487182867,0.0465295128,0.951281713,0.0465295128,0.0220310905,0.0134867055,0.97796891,0.0134867055,3.92407976e-06,3.39065808e-06,0.999996076,3.39065808e-06,2560,0,PSR
4FGL J1950.6+2416,-0.148467824,-1.1309466,-25.35303,-26.8181091,7.13346205,2.5945928,0.20312577,0.26273856,3.3400023,2.12152419,-0.83827156,0.9998953,-0.7305045,-0.74551386,-0.9996206,-0.7808207,PSR,psr,,PSR J1950+2414,0.960773948,0.0397539017,0.039226052,0.0397539017,0.427399521,0.239989957,0.572600479,0.239989957,0.826750944,0.0581781239,0.173249056,0.0581781239,0.709009785,0.0570998726,0.290990215,0.0570998726,0.636544428,0.214066361,0.363455572,0.214066361,0.0578745552,0.0918102537,0.942125445,0.0918102537,0.362500809,0.107799066,0.637499191,0.107799066,0.0953125028,0.0513288579,0.904687497,0.0513288579,8,0,MIXED
4FGL J1952.9+3252,0.941558658,2.822558,-22.6158499,-26.6418191,7.07006293,2.1724648,0.018062726,0.27828667,28.641985,1.79320166,0.8330763,-0.25907102,-0.5555913,-0.67607695,-0.9143831,-0.8913676,PSR,PSR,3FGL J1952.9+3253,PSR J1952+3252,0.00195227902,0.00543170009,0.998047721,0.00543170009,0.0179778469,0.0222673695,0.982022153,0.0222673695,0.0334891702,0.0241753819,0.96651083,0.0241753819,4.06364804e-08,8.2751144e-08,0.999999959,8.2751144e-08,0.00182637002,0.00574237623,0.99817363,0.00574237623,0.00337198028,0.00617384975,0.99662802,0.00617384975,0.00966671709,0.00327502349,0.990333283,0.00327502349,2.44801914e-12,2.13279093e-11,1,2.13279093e-11,0,0,PSR
4FGL J1954.3+2836,-0.747875263,0.37318152,-22.9488521,-26.4810874,7.32740897,2.1931753,0.027459199,0.3240313,20.788792,2.35958881,0.99895763,-0.22459972,-0.50289285,-0.68303365,-0.88778883,-0.9197971,PSR,PSR,3FGL J1954.2+2836,PSR J1954+2836,0.000528621972,0.000454204438,0.999471378,0.000454204438,0.0207824994,0.0242464517,0.979217501,0.0242464517,0.0110051333,0.0118748534,0.988994867,0.0118748534,7.22742606e-06,8.03092012e-06,0.999992773,8.03092012e-06,0.000735620086,0.000512481594,0.99926438,0.000512481594,0.00310132229,0.00484500829,0.996898678,0.00484500829,0.00884581009,0.00144124702,0.99115419,0.00144124702,2.98525317e-09,6.22575927e-09,0.999999997,6.22575927e-09,0,0,PSR
4FGL J1957.6+5033,-0.972116717,11.019008,-24.3966777,-27.8114895,6.65343471,2.0901203,0.04820688,0.67676616,21.641628,1.83523708,0.96453965,-0.22551927,-0.6158804,-0.9160368,-0.9641719,-0.9999147,PSR,PSR,3FGL J1957.7+5034,PSR J1957+5033,0.00210877988,0.00205421642,0.99789122,0.00205421642,0.0360720158,0.0463882111,0.963927984,0.0463882111,0.0600019681,0.0341095456,0.939998032,0.0341095456,2.75851146e-06,3.77341034e-06,0.999997241,3.77341034e-06,0.00156987408,0.00131145411,0.998430126,0.00131145411,0.00596611313,0.0100772885,0.994033887,0.0100772885,0.030903588,0.0317340176,0.969096412,0.0317340176,1.01005009e-09,4.5685583e-09,0.999999999,4.5685583e-09,0,0,PSR
4FGL J1958.7+2846,-0.996364099,-0.3570589,-22.9742298,-26.5903694,7.24649693,2.2136238,0.026362587,0.39741933,24.529482,1.96196726,0.9996106,-0.15638274,-0.5008246,-0.73012257,-0.8948991,-0.94566494,PSR,PSR,3FGL J1958.6+2845,PSR J1958+2846,0.000567751239,0.00044653151,0.999432249,0.00044653151,0.0197364781,0.0240883924,0.980263522,0.0240883924,0.00862161078,0.00968389588,0.991378389,0.00968389588,3.34523638e-07,4.75904828e-07,0.999999665,4.75904828e-07,0.00107166545,0.00162259185,0.998928335,0.00162259185,0.00326513531,0.00540356967,0.996734865,0.00540356967,0.00934803421,0.00284907367,0.990651966,0.00284907367,1.04961233e-10,1.29698361e-09,1,1.29698361e-09,512,0,PSR
4FGL J1959.5+2048,-0.881537932,-4.691877,-24.8543701,-27.7503646,7.17637249,2.3261347,0.06143954,0.4394736,10.728777,2.44413196,0.9999911,-0.104680695,-0.572789,-0.7276634,-0.97425395,-1,PSR,PSR,3FGL J1959.5+2047,PSR J1959+2048,0.00162980254,0.00174588422,0.998370197,0.00174588422,0.0411050269,0.0520226174,0.958894973,0.0520226174,0.0660833812,0.0359669062,0.933916619,0.0359669062,0.00723084904,0.00350967138,0.992769151,0.00350967138,0.00170997431,0.00164817212,0.998290026,0.00164817212,0.00701205877,0.0121577827,0.992987941,0.0121577827,0.029352749,0.0279981419,0.970647251,0.0279981419,7.28506555e-05,4.64469339e-05,0.999927149,4.64469339e-05,0,0,PSR
4FGL J2006.2+3102,0.908980598,-0.5386672,-25.2498276,-27.552493,7.73028356,2.459314,0.13341162,0.4180368,5.9600344,0.455294268,-0.99977976,0.99833333,-0.4974063,-0.66161805,-0.92423666,-1,PSR,PSR,,PSR J2006+3102,0.027498583,0.0742338418,0.972501417,0.0742338418,0.0569147667,0.0681269872,0.943085233,0.0681269872,0.182666255,0.0581246607,0.817333745,0.0581246607,0.00566437324,0.00210138573,0.994335627,0.00210138573,0.0137127751,0.0908090416,0.986287225,0.0908090416,0.00874014024,0.0153644964,0.99125986,0.0153644964,0.0314616757,0.021467144,0.968538324,0.021467144,7.91145587e-05,4.77385541e-05,0.999920885,4.77385541e-05,0,0,PSR
4FGL J2006.4+0147,0.824709965,-15.774228,-26.5395219,-28.6754358,7.88533154,1.9502554,0.16099222,0.41744748,4.666586,0.985775006,0.9934521,0.08997696,-0.23249398,-0.41655442,-0.83836204,-0.7001343,PSR,PSR,3FGL J2006.6+0150,PSR J2006+0148,0.385245394,0.250686497,0.614754606,0.250686497,0.196046196,0.171356865,0.803953804,0.171356865,0.616943232,0.0755599891,0.383056768,0.0755599891,0.154183882,0.0378829008,0.845816118,0.0378829008,0.0669101188,0.0930118014,0.933089881,0.0930118014,0.0361546269,0.0556397419,0.963845373,0.0556397419,0.196450266,0.0755005852,0.803549734,0.0755005852,0.0129837891,0.00674625235,0.987016211,0.00674625235,0,0,MIXED
4FGL J2017.4+0602,-0.0722032467,-16.033682,-24.0562266,-27.5967637,7.46236,1.6800828,0.039173566,0.41045475,21.67831,2.37509044,0.99471325,-0.13479887,-0.22595087,-0.464245,-0.86071354,-1,PSR,PSR,3FGL J2017.3+0602,PSR J2017+0603,0.00246452637,0.00365946772,0.997535474,0.00365946772,0.0398512436,0.0511992082,0.960148756,0.0511992082,0.0727662552,0.0371878932,0.927233745,0.0371878932,1.804781e-05,2.25671596e-05,0.999981952,2.25671596e-05,0.00177737367,0.00114116503,0.998222626,0.00114116503,0.00715325147,0.0118829677,0.992846749,0.0118829677,0.0247501818,0.0193267436,0.975249818,0.0193267436,2.23318044e-08,1.40761564e-07,0.999999978,1.40761564e-07,0,0,PSR
4FGL J2017.7-1612,-0.601118881,-26.206387,-25.805983,-28.3412899,7.38297599,2.1116686,0.093894675,0.27072668,4.682734,2.05336683,0.99734175,-0.46205413,-0.38612285,-0.5807298,-0.9082961,-0.63852817,PSR,PSR,3FGL J2017.6-1616,PSR J2017-1614,0.498632384,0.199258803,0.501367616,0.199258803,0.624985725,0.215564309,0.375014275,0.215564309,0.627433499,0.0773722916,0.372566501,0.0773722916,0.574891397,0.0582515436,0.425108603,0.0582515436,0.0273247583,0.0239097213,0.972675242,0.0239097213,0.127262167,0.166487086,0.872737833,0.166487086,0.0915133693,0.040229252,0.908486631,0.040229252,0.1105362,0.0408885342,0.8894638,0.0408885342,0,0,MIXED
4FGL J2017.9+3625,0.636986433,0.3891133,-23.3760297,-26.4244869,7.46693675,2.583178,0.044558004,0.53440833,17.003622,2.45708985,0.00324514,-0.4071304,-0.5098154,-0.7791722,-0.975215,-0.7992665,PSR,PSR,3FGL J2017.9+3627,PSR J2017+3625,0.00158269805,0.0017747289,0.998417302,0.0017747289,0.0269038075,0.028839061,0.973096192,0.028839061,0.0358567349,0.0247763012,0.964143265,0.0247763012,4.32178718e-05,3.72363815e-05,0.999956782,3.72363815e-05,0.000575319876,0.000321217237,0.99942468,0.000321217237,0.00450663119,0.00723957756,0.995493369,0.00723957756,0.0123211512,0.00637398029,0.987678849,0.00637398029,2.73966195e-08,3.40266945e-08,0.999999973,3.40266945e-08,0,0,PSR
4FGL J2021.1+3651,0.985726754,0.10907894,-21.3674178,-25.746784,7.23338958,2.2355213,0.010430784,0.33605638,52.735485,1.84278784,0.48174936,-0.2559323,-0.54054016,-0.6981803,-0.917237,-0.9513033,PSR,PSR,3FGL J2021.1+3651,PSR J2021+3651,0.00166905991,0.00245675837,0.99833094,0.00245675837,0.0168578225,0.024577986,0.983142178,0.024577986,0.00873432443,0.00848090962,0.991265676,0.00848090962,2.96730948e-14,1.04058207e-13,1,1.04058211e-13,0.00411631572,0.0576050235,0.995883684,0.0576050235,0.00219927463,0.00415610009,0.997800725,0.00415610009,0.00895567531,0.00150940272,0.991044325,0.00150940272,0,0,1,0,256,0,PSR
4FGL J2021.5+4026,-0.951900548,2.0817847,-20.8999915,-25.2724118,7.699858,2.7384136,0.012220277,0.3919368,57.91368,5.35748319,-0.2667328,-0.095633954,-0.5558312,-0.7535809,-0.9634356,-0.967453,PSR,PSR,3FGL J2021.5+4026,PSR J2021+4026,0.741684442,0.239962125,0.258315558,0.239962125,0.0143292055,0.0203383729,0.985670794,0.0203383729,0.336981027,0.0739299495,0.663018973,0.0739299495,3.29871844e-13,1.3684552e-12,1,1.3684552e-12,0.559845326,0.214260102,0.440154674,0.214260102,0.00252806194,0.00462199465,0.997471938,0.00462199465,0.531906021,0.082463375,0.468093979,0.082463375,0,0,1,0,0,0,MIXED
4FGL J2022.3+3840,0.110676805,0.94499964,-24.4532183,-26.53717,7.05517391,2.8200252,0.11949647,0.4081556,6.165863,2.02185379,0.9485392,-0.5778032,-0.7640262,-0.74140364,-0.9999901,0.99958587,PSR,PSR,3FGL J2022.2+3840,PSR J2022+3842,0.0180431911,0.0328771776,0.981956809,0.0328771776,0.120231315,0.109367249,0.879768685,0.109367249,0.374516696,0.0888780585,0.625483304,0.0888780585,0.131195489,0.0433213879,0.868804511,0.0433213879,0.0223369851,0.0778141341,0.977663015,0.0778141341,0.0131876762,0.0204290766,0.986812324,0.0204290766,0.206704088,0.0753721296,0.793295912,0.0753721296,0.00158465881,0.00103500366,0.998415341,0.00103500366,4,0,PSR
4FGL J2028.3+3331,-0.451099888,-3.011056,-23.601259,-27.2151793,7.44148154,2.2690504,0.035532556,0.6458248,24.09136,2.247548,-0.7558994,0.3090163,-0.32743913,-0.74637634,-0.9444964,-0.99999946,PSR,PSR,3FGL J2028.3+3332,PSR J2028+3332,0.000613310461,0.000819502364,0.99938669,0.000819502364,0.0232686691,0.0266899343,0.976731331,0.0266899343,0.0231051342,0.0175588456,0.976894866,0.0175588456,5.33267667e-07,6.83867868e-07,0.999999467,6.83867868e-07,0.000493099232,0.00037405994,0.999506901,0.00037405994,0.00339732538,0.00511099654,0.996602675,0.00511099654,0.00967722341,0.00267126727,0.990322777,0.00267126727,6.60883062e-11,1.87078917e-10,1,1.87078917e-10,0,0,PSR
4FGL J2030.0+3641,0.748379174,-1.4454825,-23.9247145,-27.0791831,7.45984779,2.038072,0.0566885,0.6205021,17.024126,2.09485452,-0.98288643,0.9998711,-0.2851579,-0.6613412,-0.9357422,-0.99999875,PSR,PSR,3FGL J2030.0+3642,PSR J2030+3641,0.000533969887,0.000658681889,0.99946603,0.000658681889,0.0325888154,0.0363196817,0.967411185,0.0363196817,0.0195577276,0.0153586639,0.980442272,0.0153586639,4.53250038e-05,3.95830539e-05,0.999954675,3.95830539e-05,0.000896912445,0.000801373149,0.999103088,0.000801373149,0.00400158328,0.00602117555,0.995998417,0.00602117555,0.0107761165,0.00603376046,0.989223884,0.00603376046,6.13380638e-08,8.01732979e-08,0.999999939,8.01732979e-08,0,0,PSR
4FGL J2030.9+4416,0.784569381,2.8823957,-23.8713194,-27.1600188,7.33443508,2.4188273,0.051902704,0.661752,16.658283,1.69611451,-0.33018842,-0.33567747,-0.42266712,-0.8146439,-0.9991573,-0.9826404,PSR,PSR,3FGL J2030.8+4416,PSR J2030+4415,0.000590867907,0.000780537995,0.999409132,0.000780537995,0.0348102834,0.0375927819,0.965189717,0.0375927819,0.0176629579,0.0138208868,0.982337042,0.0138208868,1.49160654e-05,1.27026554e-05,0.999985084,1.27026554e-05,0.000442558185,0.000289808255,0.999557442,0.000289808255,0.00554426511,0.00740777448,0.994455735,0.00740777448,0.00972982702,0.00262909382,0.990270173,0.00262909382,1.2927584e-08,2.3640042e-08,0.999999987,2.3640042e-08,0,0,PSR
4FGL J2032.2+4127,0.118468456,1.0241405,-22.6662413,-26.3323834,7.71782097,1.982209,0.029639397,0.38697597,23.808126,2.90200363,0.7722108,0.03835978,-0.33003622,-0.5100907,-0.86013687,-0.9152349,PSR,PSR,3FGL J2032.2+4126,PSR J2032+4127,0.0161675532,0.0343760994,0.983832447,0.0343760994,0.026551553,0.0285831234,0.973448447,0.0285831234,0.05980821,0.0348157171,0.94019179,0.0348157171,3.04831366e-06,3.79858994e-06,0.999996952,3.79858994e-06,0.0037708938,0.00352270222,0.996229106,0.00352270222,0.00383263728,0.00592900242,0.996167363,0.00592900242,0.0455215472,0.0274538886,0.954478453,0.0274538886,8.76098863e-10,2.50175093e-09,0.999999999,2.50175093e-09,0,0,PSR
