Source_Name_1,Flux_DEN,unc_energy_flux_100,Spectral_Index_old,Signif_curve_1,var,hr12,hr23,hr34,hr45,GLAT_1,Category_3FGL,CLASS_3FGL,Pivot_Energy_1,SpectrumType_1,ASSOC1_1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times in Testing,Flags
3FGL J0009.6-3211,-28.80027714873859,-28.024800375313824,2.3097298,0.027075916605227002,3.750293364360291,-0.5967407354081553,-0.6235795769814494,-0.7032602851345198,-0.6370210658328215,-79.601845,AGN,bcu,1069.8146,PowerLaw,IC 1531,0.9996712525220597,3.2874747794092853E-4,0.9870870863617995,0.012912913638200112,0.9925529530859989,0.0074470469140013535,0.987933562974239,0.012066437025761307,313,1
3FGL J0012.4+7040,-28.227607626146195,-27.2959121653024,2.4837499,-1.5660769358584117,3.9430543152311106,-0.5953408796219369,-0.869545041824204,-0.5685733155906002,-0.44183559838977843,8.046483,AGN,bcu,1066.8414,PowerLaw,TXS 0008+704,0.9999024902283556,9.750977164444565E-5,0.990419888106337,0.009580111893663023,0.9999702773037206,2.9722696279842625E-5,0.9950324751732812,0.0049675248267180405,300,8
3FGL J0013.2-3954,-28.223898020144944,-27.858863564790475,2.2117834,-1.8850229170180788,4.0114713928463255,-0.5646003048995901,-0.6268517078408645,-0.5862699322477437,-0.3508119073529838,-74.96217,AGN,bll,1139.5116,PowerLaw,PKS 0010-401,0.999888847868949,1.1115213105149161E-4,0.9919409169661446,0.00805908303385553,0.9999937814273077,6.2185726925585984E-6,0.9963318694848454,0.0036681305151541584,298,0
3FGL J0013.9-1853,-31.145815641329445,-27.99473261560349,1.9351506,0.4864007093412677,3.5961829930688416,0.9991154095328826,0.3421744318186921,-0.42061920128164326,-0.836871205837758,-78.0784,AGN,bll,2844.402,PowerLaw,RBS 0030,0.9836239741273323,0.016376025872668228,0.968098622685361,0.03190137731463921,0.9715769334465645,0.028423066553435752,0.8900696777670939,0.10993032223290602,313,0
3FGL J0014.0-5025,-31.16218343472785,-28.00855233348241,1.9238772,0.37149796807471713,3.836813004725503,-0.7391924626457075,-0.278573800519205,-0.630847603841834,-0.44887751875515375,-65.633064,AGN,bll,2914.0332,PowerLaw,RBS 0032,0.9997730963518631,2.2690364813736496E-4,0.9857956044601437,0.014204395539857567,0.9847098401716592,0.015290159828340864,0.9929491853354483,0.007050814664551504,296,0
3FGL J0014.6+6119,-31.241105138355884,-27.319719811631497,1.8874854,0.888861568341458,3.9276093645878487,0.9552377683739157,-0.08437427121086265,-0.27752874859668053,-0.4584520914547665,-1.2385842,AGN,bcu,5187.997,PowerLaw,4C +60.01,0.9979277577153184,0.0020722422846813234,0.8769736448726605,0.12302635512733993,0.9811990540185928,0.018800945981407642,0.9910153423495532,0.008984657650446525,308,0
3FGL J0014.7+5802,-32.022464267159805,-27.57167373296391,1.9128166,-0.3954288997544556,3.676555576125096,0.9238889661963638,0.8299244102293584,-0.5388312610909588,-0.5392009173989567,-4.4827323,AGN,bll,5677.0996,PowerLaw,1RXS J001442.2+580201,0.9993925147142934,6.074852857071713E-4,0.9648004729095178,0.035199527090481145,0.9986002008441814,0.0013997991558185009,0.9955148797001179,0.004485120299882004,308,0
3FGL J0015.7+5552,-30.65191479944123,-27.565053335418938,2.1145282,0.04245049179847266,3.6289260585372576,-0.6120405531113297,-0.7088524234793138,-0.5833144900222816,-0.5883428472457479,-6.6486773,AGN,bcu,3002.9968,PowerLaw,GB6 J0015+5551,0.9997417814440014,2.5821855599895244E-4,0.9617984324412385,0.03820156755876285,0.9846875645186947,0.015312435481305939,0.9972357311642831,0.0027642688357173775,303,0
3FGL J0016.3-0013,-25.500733192211612,-27.71218464315238,2.6178546,1.227165971358263,5.030950404429653,-0.6167842393973134,-0.7950900131628386,-0.9087718782773484,-0.35585450290357273,-61.808758,AGN,fsrq,449.44128,PowerLaw,S3 0013-00,0.9999880076720126,1.1992327986725092E-5,0.9860667996115209,0.01393320038848012,0.9942391457181062,0.005760854281894427,0.9807671670655416,0.019232832934457787,311,0
3FGL J0017.2-0643,-29.827139450377125,-27.809167879312188,2.1161962,-0.05333569445682648,3.6213918420125673,0.03187591087127264,-0.16755347302774037,-0.691333989816063,-0.771387465099829,-68.03635,AGN,bcu,1905.9727,PowerLaw,PMN J0017-0650,0.9976852056071892,0.002314794392810961,0.9868745653478954,0.013125434652104298,0.9878396056280588,0.012160394371941285,0.9788925056404938,0.02110749435950575,322,0
3FGL J0017.6-0512,-27.075389138553515,-27.390353531342907,2.50629,0.6175269501352547,5.438452152451886,-0.6518641813689702,-0.7160617717563643,-0.8130448957213421,-0.5003780418504268,-66.64299,AGN,FSRQ,861.1856,PowerLaw,PMN J0017-0512,0.9999782410108484,2.1758989152154774E-5,0.9908323141381282,0.009167685861871135,0.9994488111477218,5.511888522782129E-4,0.991545224320085,0.008454775679913994,307,0
3FGL J0018.4+2947,-32.19509038629849,-27.978807112450035,1.8645151,-2.4305654639441827,4.030711995028744,0.8849086362254712,-0.8399063573762365,-0.16607447296393654,-0.17311760110907015,-32.53204,AGN,bll,4720.1187,PowerLaw,RBS 0042,0.9999528200771637,4.717992283635348E-5,0.9923320271351878,0.007667972864812589,0.9999996549690706,3.450309295321352E-7,0.9982985666960348,0.00170143330396527,316,0
3FGL J0018.9-8152,-29.602222468193855,-27.662281675337795,2.0754406,-1.1711670138884926,4.450296147933675,-0.6587698183488674,-0.6588904405185384,-0.5183603364935472,-0.2728989796610591,-35.163124,AGN,bll,2187.517,PowerLaw,PMN J0019-8152,0.9999925963770385,7.403622961955902E-6,0.9923500811658946,0.007649918834105729,0.999984322756015,1.5677243986081345E-5,0.9992266598658087,7.733401341918024E-4,281,0
3FGL J0019.1-5645,-28.756364980711087,-28.021209263314578,2.3909311,-0.64464421953415,4.140851232313397,-0.882274397774648,-0.4822717802946101,-0.5985471558203058,-0.279748388189667,-59.82244,AGN,bcu,1088.913,PowerLaw,PMN J0019-5641,0.9999303419294759,6.96580705242112E-5,0.991362318140496,0.008637681859503437,0.999917670199487,8.232980051350152E-5,0.9915597418711911,0.008440258128809565,272,0
3FGL J0019.4+2021,-29.584504066401358,-27.88705995812731,2.2486298,-0.5573604331611044,4.021427393600852,0.4067555557691537,-0.8635575321317969,-0.41048141227473717,-0.5306662510970116,-41.877808,AGN,bll,1529.8136,PowerLaw,PKS 0017+200,0.999955406250032,4.459374996753334E-5,0.9918889520231916,0.00811104797680784,0.9997891412331121,2.108587668882382E-4,0.9966554603574919,0.0033445396425083288,304,0
3FGL J0021.6-2553,-28.92575668855827,-27.80486434751052,2.0992868,-1.7473316060732447,4.27064698476281,-0.6636358847942011,-0.4794270863429011,-0.44254405296190014,-0.6013816086614184,-83.22444,AGN,bll,1520.3076,PowerLaw,CRATES J002132.55-255049.3,0.9999562240014349,4.3775998565060765E-5,0.9914025520914022,0.008597447908597684,0.9999907035330872,9.296466912640752E-6,0.9984358395220793,0.0015641604779208082,292,0
3FGL J0021.6-6835,-27.01092495859738,-27.997102158841486,2.6524696,-0.5779486373844374,3.948370556540014,-0.6534517582456272,-0.7753668189582416,-0.7493403520475939,-0.9999161075498655,-48.299847,AGN,bcu,532.6547,PowerLaw,PKS 0021-686,0.9995972538559301,4.0274614407040334E-4,0.9905728032939067,0.009427196706093032,0.9981170053174314,0.0018829946825690152,0.9774381368183301,0.02256186318166985,295,256
3FGL J0022.1-1855,-29.689771013839774,-27.30593235447855,1.7990181,0.8917023398526315,4.21757053595716,0.9589606616097993,-0.3778147893550448,-0.2586622862511347,-0.67548888543433,-79.38736,AGN,bll,2653.591,PowerLaw,1RXS J002209.2-185333,0.9996094497162991,3.905502837000615E-4,0.9788928032621195,0.021107196737881122,0.983113597664816,0.016886402335184406,0.995405482503328,0.0045945174966725445,302,0
3FGL J0022.1-5141,-29.112610508967492,-27.680365468632083,1.9874318,0.5395549364451024,4.084479832038424,0.31534628002342135,-0.4041543068948065,-0.6975873155145208,-0.25296759135316615,-64.82614,AGN,bll,1760.3436,PowerLaw,1RXS J002159.2-514028,0.9994671986530703,5.32801346929646E-4,0.9878430530213432,0.012156946978656729,0.9943191062369373,0.005680893763062638,0.9901700953730025,0.0098299046269971,319,0
3FGL J0022.5+0608,-27.27072953989508,-27.22975695277962,2.073243,0.898164642402711,4.556037398129866,-0.3906191623613843,-0.5816227988693259,-0.5129796110983269,-0.6065887031349356,-56.008762,AGN,bll,1265.673,PowerLaw,PKS 0019+058,0.9999471070281647,5.289297183497965E-5,0.9840644592307092,0.015935540769290418,0.9871550765415553,0.012844923458443597,0.9947824287355745,0.005217571264425615,327,0
3FGL J0023.5+4454,-26.725246040273838,-27.735943449824248,2.5684931,-1.3556448917361252,4.244385379551103,-0.7485378584199213,-0.6783081087782739,-0.7733615808201616,-0.679655957027814,-17.68494,AGN,fsrq,620.3807,PowerLaw,B3 0020+446,0.9999045349198894,9.546508011056585E-5,0.990827441876644,0.009172558123355537,0.9999428715137151,5.712848628513592E-5,0.9955046594924739,0.004495340507526655,298,0
3FGL J0024.4+0350,-28.723054294482232,-27.74527578983069,2.2782264,1.015887565381705,4.31683723509422,-0.5287919997892013,-0.7104705701327177,-0.7418093220007647,-0.658294945284976,-58.350433,AGN,fsrq,1194.3387,PowerLaw,GB6 J0024+0349,0.9963860225786628,0.003613977421337188,0.970567541001266,0.02943245899873387,0.9455516315639708,0.05444836843602905,0.9799713496982687,0.020028650301730355,294,0
3FGL J0026.7-4603,-28.852923906038786,-28.062160357035683,2.450339,-1.0452136740233318,4.040491151426069,-0.5848640015950016,-0.7991077002592507,-0.4840408875005214,-0.755640249827679,-70.44581,AGN,bll,1009.74817,PowerLaw,1RXS J002636.3-460101,0.999984295253968,1.5704746032206105E-5,0.9913327311199955,0.008667268880005219,0.9998908944959454,1.0910550405418777E-4,0.9963853825400943,0.003614617459905312,313,1
3FGL J0028.6+7507,-28.316029109717547,-27.59983179903859,2.3414557,-0.897725880110065,3.6306122139885693,-0.696194307310315,-0.6177220105705958,-0.43917096294386315,-0.962001779445239,12.313124,AGN,bcu,1172.9393,PowerLaw,GB6 J0028+7506,0.9430010049554488,0.056998995044551456,0.9894432060027878,0.010556793997212115,0.9984285304856431,0.001571469514356754,0.9148001920897167,0.08519980791028328,292,0
3FGL J0028.8+1951,-27.577740477617763,-27.795589673892174,2.4336774,0.6808395008419907,3.750542830355787,-0.7045302550019229,-0.5189217221770291,-0.9590062095081322,0.03574599197285968,-42.702084,AGN,bcu,761.7829,PowerLaw,TXS 0025+197,0.9984949620558121,0.0015050379441870901,0.9869908686886876,0.013009131311311995,0.987020463717064,0.012979536282935961,0.960893082184269,0.03910691781573043,305,256
3FGL J0029.1-7045,-28.312420848744388,-27.75885721471488,2.284518,-0.48791850666344383,4.310719927618581,-0.7633333887089556,-0.5333568572207786,-0.5008706243158183,-0.7307504134954802,-46.258186,AGN,bll,1257.5558,PowerLaw,PKS 0026-710,0.999928470789435,7.15292105642891E-5,0.9909415799964453,0.00905842000355554,0.9996078754803182,3.9212451968169155E-4,0.9967551463492181,0.0032448536507822573,296,0
3FGL J0030.2-1646,-31.778067711713867,-27.561834383233894,1.6471963,0.2819452231547677,4.163524327354458,-0.9878083810403534,0.9999511934662235,-0.3660781575333744,-0.41228732757156605,-78.545784,AGN,bcu,5034.0356,PowerLaw,1RXS J003019.6-164723,0.999963255910441,3.674408955868054E-5,0.9882874650447505,0.011712534955248762,0.9974041757904129,0.002595824209586997,0.9975058245736732,0.00249417542632651,285,0
3FGL J0030.3-4223,-24.7129737734558,-27.73582027806364,2.5805273,0.41079826153031684,5.134444520919319,-0.6829599616367495,-0.7131843915529443,-0.7994547991711565,-0.7477003882584804,-74.13968,AGN,fsrq,415.28687,PowerLaw,PKS 0027-426,0.9999916633704105,8.336629590098945E-6,0.9891527413150994,0.010847258684900135,0.9990842975489129,9.157024510869512E-4,0.9952687018640445,0.004731298135956188,295,0
3FGL J0030.7-0209,-26.587434939601327,-27.676104991877317,2.3780944,1.143279202005401,5.860394978848503,-0.5760751820444032,-0.6813103582698531,-0.6964143957497873,-0.9999782306664116,-64.54405,AGN,bcu,696.7064,PowerLaw,PKS B0027-024,0.9997006985015495,2.993014984495885E-4,0.9858552293842476,0.014144770615752138,0.9960562500681386,0.003943749931861639,0.9756475696284217,0.02435243037157901,292,0
3FGL J0031.3+0724,-32.04652900440874,-27.84750982242484,1.8239038,0.05849048734707135,3.497018128074861,-0.9618723990696888,0.8723470074426698,-0.7602178840350552,0.19281759030990964,-55.11534,AGN,bcu,4521.002,PowerLaw,NVSS J003119+072456,0.9993329755965729,6.670244034262223E-4,0.989766658571222,0.010233341428777897,0.997591694716924,0.0024083052830764663,0.9826321235950806,0.017367876404919737,294,0
3FGL J0032.3-2852,-30.02820247862139,-28.097203256372868,2.1895173,-4.199546357143396,3.63803558503549,-0.35126111177098174,-0.689113684045237,-0.5513305581355644,-0.39952296725990266,-85.441284,AGN,bll,1646.3562,PowerLaw,PMN J0032-2849,0.9998383233785492,1.6167662145130454E-4,0.9915926659965371,0.008407334003462994,0.9999999550204991,4.497950146828434E-8,0.9931481021391956,0.0068518978608047565,290,0
3FGL J0033.6-1921,-28.40934085604871,-26.68445447976869,1.7147852,0.7172104732188425,4.1685844661486335,-0.4786983219526236,-0.31366177487677355,-0.31124438702754864,-0.358970865054778,-81.22408,AGN,bll,2398.1309,PowerLaw,KUV 00311-1938,0.9987791477854729,0.0012208522145269755,0.9855598301125973,0.014440169887403029,0.9887832767839095,0.011216723216090893,0.9847353125165366,0.015264687483463041,321,0
3FGL J0035.2+1513,-30.091361619659317,-27.31476026013186,1.8063989,0.5151803083489034,3.9650373210087713,-0.6195324568971112,-0.16160105759374732,-0.410343009248828,-0.3479939910254927,-47.467373,AGN,bll,3166.7546,PowerLaw,RX J0035.2+1515,0.999812534180891,1.8746581910912227E-4,0.9869074281347234,0.013092571865277281,0.9909152047618086,0.009084795238191081,0.9970861417421725,0.002913858257826994,317,0
3FGL J0035.9+5949,-28.806944671054517,-26.958370257215222,1.897775,-0.22580955193784996,4.2420260763321975,-0.3045399777341729,-0.6509926119170552,-0.34293221992169387,-0.3731134053856666,-2.981383,AGN,bll,2967.5896,PowerLaw,1ES 0033+595,0.9996767546850932,3.2324531490684485E-4,0.9703676804324136,0.029632319567586815,0.9994282810095398,5.717189904605049E-4,0.9964142104190997,0.0035857895809000297,269,0
3FGL J0037.9+1239,-28.292202877909446,-27.5607037619559,2.1514816,-0.33270379014345364,4.196203855748786,-0.562747019629628,-0.6785795776841516,-0.46501372725861545,-0.5984969326691899,-50.084618,AGN,bll,1387.6769,PowerLaw,NVSS J003750+123818,0.9999374090924656,6.259090753451536E-5,0.9913271817052914,0.008672818294709199,0.9993348695679244,6.651304320759821E-4,0.9986036673388986,0.0013963326611017013,307,0
3FGL J0038.0+0012,-29.296773698254654,-27.832240810952275,2.1565473,-0.3606706303578437,3.507572782150108,-0.350721962730336,-0.7163798192229707,-0.3371275894904656,-0.6670295354333534,-62.474567,AGN,bll,1550.1482,PowerLaw,NVSS J003808+001336,0.9999092964478077,9.070355219249461E-5,0.9902502761367047,0.00974972386329515,0.9973662063753199,0.0026337936246800244,0.9959488382558541,0.004051161744145861,314,0
3FGL J0038.0-2501,-27.25212738752227,-27.88116131959538,2.43891,0.6030637076941793,4.667927121043232,-0.6694265130509128,-0.6714190950564749,-0.7387796913531293,-0.876557125870292,-86.33264,AGN,fsrq,733.78314,PowerLaw,PKS 0035-252,0.9997888791509213,2.1112084907827714E-4,0.9853395321846525,0.01466046781534713,0.9914795979380574,0.008520402061941953,0.9868656102567833,0.013134389743216,290,0
3FGL J0039.0-2218,-32.458703052858745,-27.90584282515446,1.7153648,0.9884944749911772,3.5992032933761617,0.9641966304300582,-0.5438489454806709,-0.21250522105245798,-0.5241988408148328,-84.41313,AGN,bcu,5052.5894,PowerLaw,PMN J0039-2220,0.9992519767178117,7.480232821880535E-4,0.9571923266045796,0.04280767339542032,0.9358669693751653,0.06413303062483479,0.9845877709404218,0.015412229059577532,327,0
3FGL J0039.1+4330,-30.743676405062228,-27.878150234848356,1.9628744,0.6168964450970028,3.5676167777736607,-0.7896259441097822,-0.1367834080931202,-0.5571590061354164,-0.46245255007845637,-19.31416,AGN,bcu,2760.5237,PowerLaw,NVSS J003907+433015,0.9996632970912112,3.3670290878891037E-4,0.9613898742130392,0.03861012578696091,0.9465221686511143,0.053477831348885826,0.9962033505083728,0.0037966494916278726,300,0
3FGL J0039.1-0939,-27.149387502880337,-27.873921989065245,2.5939708,0.9080960469723354,3.838237919602561,-0.41126482460770664,-0.8352682419696404,-0.9252100567428089,-0.9996793655127669,-72.28967,AGN,fsrq,568.70325,PowerLaw,TXS 0036-099,0.9920788366166782,0.007921163383322116,0.899348109506789,0.10065189049321105,0.7380350920338579,0.26196490796614175,0.9322316395505706,0.06776836044942869,297,0
3FGL J0040.3+4049,-35.40267576424485,-27.70004927375234,1.1322582,0.31967567514983436,3.410292891814647,-0.7266583215592958,-0.7607738459655229,-0.4051763187016207,0.327153234434352,-22.005041,AGN,bcu,37201.97,PowerLaw,B3 0037+405,0.991873130634911,0.008126869365089292,0.9797172335914505,0.020282766408549903,0.9823875556804581,0.017612444319541565,0.8042429208449673,0.19575707915503301,312,0
3FGL J0040.5-2339,-31.48828400335271,-28.05785513150953,1.9462218,0.3240381817347007,3.896885895261406,0.9858932893046627,-0.6358249691798679,-0.6317401099199926,-0.043982622160754305,-85.74683,AGN,bcu,3011.39,PowerLaw,PMN J0040-2340,0.9998539997631087,1.4600023689238968E-4,0.9892020862922868,0.01079791370771381,0.9981627562115022,0.0018372437884977512,0.9866735469879354,0.013326453012064157,289,0
3FGL J0041.9+3639,-31.666289454484144,-27.96789519727854,1.9757644,-2.118116426224659,3.4230492477029095,0.9998480499617198,-0.9443206893287787,-0.16515294261751745,0.04049664510897189,-26.171455,AGN,bll,3549.2144,PowerLaw,RX J0042.0+3641,0.9998851239401403,1.1487605986024103E-4,0.9920066820655151,0.007993317934484599,0.9999977267969548,2.2732030455475154E-6,0.9926336453313355,0.007366354668665129,288,0
3FGL J0042.0+2318,-28.535607215053176,-27.812869712585783,2.3544266,0.38700659308822233,3.955882557894578,-0.5771990074811848,-0.7260992938553394,-0.5033486301352823,-0.9999715658334443,-39.516415,AGN,fsrq,1085.7772,PowerLaw,PKS 0039+230,0.9996081908734041,3.9180912659639034E-4,0.9813410049786618,0.018658995021338148,0.9706063904052966,0.029393609594703954,0.9756114197208994,0.0243885802791018,324,0
3FGL J0043.5-0444,-32.62819591039502,-27.784677971040637,1.7345864,-3.7552662529315253,3.696643485864898,-0.8814837368047129,-0.2892741435475887,-0.2609895807782335,-0.177278184692485,-67.533,AGN,bcu,6492.1416,PowerLaw,1RXS J004333.7-044257,0.9998703806200718,1.2961937992845145E-4,0.9913211887052612,0.0086788112947393,0.9999998903699213,1.0963007911181828E-7,0.9957517844076619,0.004248215592337573,293,0
3FGL J0043.7-1117,-32.35211548381267,-27.552531428952232,1.5937259,0.7489168360768593,3.319824695514761,-0.9998546868479484,0.9992759682968737,-0.292106914880527,-0.3677963698758798,-74.05682,AGN,bcu,6018.865,PowerLaw,1RXS J004349.3-111612,0.9998404370875373,1.5956291246222863E-4,0.9639303209572248,0.03606967904277524,0.9290379854032256,0.07096201459677426,0.9939014151417854,0.006098584858214375,273,0
3FGL J0043.8+3425,-27.835871708334434,-27.343993357493503,2.0446968,-0.9320183906438051,4.654838583445367,-0.43240979776117205,-0.61849862481463,-0.41357965116196893,-0.5983040612281982,-28.41628,AGN,fsrq,1432.6361,PowerLaw,GB6 J0043+3426,0.9999650650540399,3.4934945960436835E-5,0.9914981450397815,0.008501854960218408,0.9999458154867319,5.418451326773456E-5,0.9977793403230717,0.0022206596769286566,312,0
3FGL J0045.2-3704,-26.06314809889724,-27.91782783827771,2.542837,-0.6423208811975994,5.157599585004132,-0.6571168875135608,-0.7346995824503612,-0.6603557788541684,-0.8525333017920883,-79.96312,AGN,bcu,509.48514,PowerLaw,PKS 0042-373,0.9999769264388725,2.3073561127296423E-5,0.9903511351771759,0.009648864822823663,0.9999633578654299,3.664213456992309E-5,0.9934333552030085,0.0065666447969916,306,0
3FGL J0045.3+2126,-29.00232086032112,-27.269506502107763,1.89904,0.5353394886746301,4.085800044916517,-0.5784092964276112,-0.5409258059728798,-0.296415459469998,-0.5433909756409916,-41.403828,AGN,bll,2334.118,PowerLaw,GB6 J0045+2127,0.9998286606253727,1.7133937462742842E-4,0.9869951214730421,0.013004878526958521,0.9896149730966752,0.010385026903324613,0.9976805144122862,0.0023194855877145936,321,0
3FGL J0045.7+1217,-29.22583074531817,-27.430180762131915,1.9597332,0.1257208697484402,3.9901761135477956,-0.09898624433241981,-0.47603646236733016,-0.5046204226494353,-0.5563599643785321,-50.559357,AGN,bll,2168.2095,PowerLaw,GB6 J0045+1217,0.9998136048920632,1.863951079366166E-4,0.9893550469321519,0.010644953067846933,0.9952762618103727,0.004723738189627764,0.9976481111484251,0.0023518888515746948,320,0
3FGL J0046.7-8419,-25.700140228257577,-27.642200978345954,2.8206205,-0.434945876894398,4.14287299372983,-0.7036880921723039,-0.6890326595576478,-0.8478276301105143,-0.9999448145968542,-32.807045,AGN,fsrq,395.72586,PowerLaw,PKS 0044-84,0.9998219962667447,1.780037332558427E-4,0.9900570740875558,0.009942925912444474,0.9979862121818839,0.002013787818115569,0.9871854475466424,0.012814552453357575,292,0
3FGL J0047.0+5658,-27.321625155568025,-27.36183035891827,2.22425,0.3602192454748337,4.309972475079446,-0.66711202654736,-0.566173606285448,-0.5100303208950588,-0.7644401441565926,-5.8951225,AGN,bll,1172.4714,PowerLaw,GB6 J0047+5657,0.9990102017937703,9.897982062308727E-4,0.9578435188119538,0.04215648118804657,0.9924547057589174,0.007545294241082593,0.9952424924617542,0.004757507538244862,296,4
3FGL J0047.9+5447,-34.598360489513375,-27.665367766646114,1.3335099,-0.30593430223554824,3.397507750001605,0.9660201772098601,-0.7405956404577482,-0.5703053901423466,0.5372213974305258,-8.071238,AGN,bcu,21680.848,PowerLaw,1RXS J004754.5+544758,0.9995877312828583,4.1226871714271433E-4,0.9758488664404671,0.02415113355953365,0.9992175127928893,7.824872071117564E-4,0.9660170044103519,0.03398299558964752,324,0
3FGL J0048.0+2236,-27.181975198332143,-27.59816716612948,2.33307,0.96505662908248,5.4833923791010575,-0.4289901013131539,-0.707750180548291,-0.5944735836445262,-0.8495203919351016,-40.264175,AGN,fsrq,908.46466,PowerLaw,NVSS J004802+223525,0.9998720351570266,1.279648429740105E-4,0.9874049136365168,0.012595086363483707,0.9969392285451634,0.003060771454835896,0.9863321906217654,0.013667809378234813,315,0
3FGL J0048.0+3950,-30.779970608453308,-27.644567860130387,1.8768142,-1.5240230759038793,4.210118766712739,-0.48403624271189905,-0.5243016722917346,-0.5121684998016308,-0.15781221858495553,-23.023993,AGN,bll,3476.9182,PowerLaw,B3 0045+395,0.9999378368737791,6.2163126221734E-5,0.9915882510795101,0.008411748920490068,0.9999891794464083,1.082055359103647E-5,0.9987415020637047,0.001258497936295118,295,0
