Source_Name,Flux_Density_1,Unc_Energy_Flux100_1,Spectral_Index_old,Signif_Curve_1,var_1,hr12,hr23,hr34,hr45,GLAT_1,Pivot_Energy_1,SpectrumType_1,GLON,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_P,NN_P,LR_P,RF_P,Flags
3FGL J0007.9+4006,-29.518621952015796,-27.811253296988966,2.2756045,-0.020848936486780684,3.793004914905388,-0.23640781773404712,-0.7857580082559009,-0.4598722314558544,-0.5895593077013017,-22.007206,1504.622,PowerLaw,113.97717,0.9998028458816413,1.9715411834383989E-4,0.9917295832370003,0.008270416762998225,0.9971380169543956,0.0028619830456038733,0.9942610291728532,0.005738970827146718,0.0,0.0,0.0,0.0,0
3FGL J0008.3+1456,-28.591714124098004,-27.8123655982153,2.2695491,0.4497952458916993,3.5392097654663734,-0.49492585804791145,-0.5450800398095748,-0.6665679906146269,-0.6761528719520202,-46.658096,1148.4678,PowerLaw,107.67859,0.9986647876171442,0.0013352123828610954,0.9796916983712955,0.020308301628704888,0.9530265527232535,0.046973447276747154,0.9691341227818845,0.03086587721811534,0.0,0.0,0.0,0.0,0
3FGL J0010.5-1425,-28.7628942443307,-27.994615299835594,2.3083522,1.0476684069130653,4.0346306151988065,0.9989722999406816,-0.684107978875886,-0.7668650333131017,-0.999941859799739,-74.11172,1005.85754,PowerLaw,84.006,0.9751435280907356,0.024856471909249493,0.9248754832147922,0.07512451678520814,0.8312721969692386,0.16872780303076032,0.8194427607494277,0.18055723925057218,0.0,0.0,0.0,0.0,0
3FGL J0014.3-0455,-27.95216759423886,-27.448810731980732,2.504053,0.061235917290220446,3.9960422270490206,-0.5965988060456026,-0.8271707467049291,-0.512704790395914,-0.7306166513081951,-66.09583,964.4531,PowerLaw,99.59009,0.9999270399125653,7.296008742301566E-5,0.9937278847686136,0.006272115231386721,0.9970077801655647,0.0029922198344364986,0.9945112943152636,0.005488705684736011,0.0,0.0,0.0,0.0,16
3FGL J0016.5+1713,-28.404942308166298,-27.871782758376515,2.438119,0.813639431864053,3.9680954842985345,-0.5651304706865975,-0.6487431672129087,-0.9146185519314425,-0.33892222501269914,-44.850296,890.5665,PowerLaw,111.14098,0.9990094671089768,9.905328910196694E-4,0.9868355258572923,0.013164474142709166,0.9709771449892127,0.029022855010788287,0.9708296889345032,0.029170311065495995,0.0,0.0,0.0,0.0,0
3FGL J0017.1+1445,-31.54728771266732,-27.82849692049418,1.8830268,0.1615234341566714,3.587495355354232,0.9994944134846904,-0.4157357536548215,-0.7744112554256379,0.04434334084547855,-47.293262,3583.9836,PowerLaw,110.67224,0.9998172042164624,1.8279578355787847E-4,0.9943134269186457,0.005686573081354289,0.9969784916160456,0.0030215083839544633,0.986174602043886,0.013825397956113535,0.0,0.0,0.0,0.0,0
3FGL J0020.9+0323,-32.66525154880992,-27.728900904351107,1.6399021,0.43271269786526106,3.9966331434162568,-0.9988298584244456,0.9996047432273832,-0.20042441311169254,-0.47608342748093824,-58.60079,6460.085,PowerLaw,108.19788,0.9999077460014115,9.22539986142055E-5,0.9922215432228648,0.00777845677713668,0.9957853305214551,0.004214669478545187,0.9974220140058488,0.0025779859941510636,0.0,0.0,0.0,0.0,0
3FGL J0022.7+4651,-26.572879494614423,-27.729658173659296,2.784271,-1.6638638980526095,3.641846414047368,-0.8458418114467575,-0.5667570782584171,-0.7428607909288512,-0.9999917679566133,-15.7352295,462.09705,PowerLaw,117.84313,0.982038614370338,0.01796138562968598,0.994605264072334,0.0053947359276656694,0.9998595829606434,1.4041703935614572E-4,0.8949488348886884,0.10505116511131196,0.0,0.0,0.0,0.0,0
3FGL J0026.2-4812,-29.405559876380547,-28.02364860501849,2.1874866,-0.39339708056426326,3.942383311622283,-0.4091772424736397,-0.4580052167558509,-0.6541771928705498,-0.5462664480616305,-68.35451,1436.4507,PowerLaw,314.37054,0.9995134186815217,4.8658131849209596E-4,0.9947540160864261,0.005245983913576198,0.9992129651511297,7.870348488708757E-4,0.9921708253561087,0.007829174643891,0.0,0.0,0.0,0.0,0
3FGL J0031.2-2320,-29.859866740372272,-28.042485186886914,2.1391132,0.5911794584191239,3.5117344358953235,0.9718754356961963,-0.44261855764458496,-0.5809619294915024,-0.9991398106993409,-84.071144,1541.3683,PowerLaw,71.50226,0.9632094384832043,0.03679056151679623,0.9525395907580628,0.047460409241936195,0.8920670707682892,0.10793292923170976,0.8845588449308357,0.11544115506916541,0.0,0.0,0.0,0.0,0
3FGL J0031.6+0938,-27.413061136138005,-27.733198525271078,2.6571865,-0.4984935440710263,3.361062165144779,-0.5480735982800268,-0.8906867429344093,-0.5637231271023065,-0.16220776167613069,-52.91353,645.5102,PowerLaw,114.84454,0.999810433486005,1.8956651398886133E-4,0.9950392570794764,0.004960742920524027,0.9997071979863881,2.928020136117934E-4,0.9729736708155334,0.027026329184465486,0.0,0.0,0.0,0.0,0
3FGL J0032.3-5522,-27.234578925520772,-27.77464221026076,2.2745852,0.31779642423059534,6.235901809578529,-0.3680129111065578,-0.6797331303190822,-0.6563712039536023,-0.6243560767805013,-61.548527,907.47565,PowerLaw,308.61932,0.9999343143180333,6.568568195840859E-5,0.9953443043173099,0.004655695682690207,0.999967029045119,3.297095488109971E-5,0.9932003551465892,0.006799644853410974,0.0,0.0,0.0,0.0,0
3FGL J0032.5+3912,-27.86534758867368,-27.84657063751567,2.563908,-0.3903699405936911,3.5608494723684347,-0.9091293064885126,-0.6463443997735066,-0.5227040361715369,-0.5086412927746358,-23.512846,744.708,PowerLaw,118.951416,0.9997741758362567,2.258241637282387E-4,0.9931951987898799,0.0068048012101196995,0.9990862452019005,9.137547981004072E-4,0.9868167660141838,0.013183233985815817,0.0,0.0,0.0,0.0,0
3FGL J0048.1-6343,-29.56835376712394,-27.99594311640179,2.108412,1.2123953945199795,3.950357653064372,0.9992849899534153,-0.448148742168516,-0.5882807022473242,-0.8289985228842581,-53.392723,1597.7219,PowerLaw,303.53308,0.9680855831974453,0.03191441680254239,0.9054490127662791,0.09455098723372046,0.8438893886320323,0.1561106113679669,0.8292511964522509,0.17074880354774888,0.0,0.0,0.0,0.0,0
3FGL J0049.0+4224,-32.39110487267119,-27.821278760326315,1.7653672,-0.4755638587112215,3.572518094896527,0.6103714599423058,-0.7441126672416805,-0.21849052193571153,-0.2857654268078691,-20.456451,6059.867,PowerLaw,122.45456,0.9998048495287103,1.9515047127120218E-4,0.993385911437759,0.006614088562240078,0.9995629421449312,4.370578550685381E-4,0.9965857383301786,0.0034142616698210684,0.0,0.0,0.0,0.0,0
3FGL J0051.6+6445,-28.99349751026385,-27.15114816158577,2.2792559,-0.18729932535274918,3.787724809632807,-0.5864049889008074,-0.5664620972598615,-0.6776057072968389,-0.7259309655319925,1.8875066,1719.2827,PowerLaw,122.95131,0.9985344353773608,0.0014655646226204903,0.9723699827484107,0.02763001725159039,0.9915204659173833,0.00847953408261697,0.9832633382918914,0.01673666170810821,0.0,0.0,0.0,0.0,12
3FGL J0102.1+4458,-29.90020844512672,-27.89700066767874,2.265101,-1.0210372693884762,3.707005431519874,-0.7477973337978396,-0.8754619713293417,0.2072842959149067,-0.8026115570556448,-17.858519,1645.4283,PowerLaw,124.92201,0.9989878623917086,0.0010121376082828726,0.9944031343031224,0.005596865696878639,0.9999438163310229,5.618366897651336E-5,0.9882525549658058,0.011747445034193582,0.0,0.0,0.0,0.0,0
3FGL J0102.1+0943,-29.767135871529796,-27.712073591579546,2.0650234,-0.7310816812392441,3.7314903755498383,-0.3020753274453917,-0.6902051409815396,-0.5073783832090867,-0.29987821906091255,-53.052097,2010.3379,PowerLaw,127.330734,0.9999075555987467,9.244440124450665E-5,0.9952564687846365,0.004743531215364624,0.9997915835419101,2.084164580892637E-4,0.9969170564193,0.0030829435807006064,0.0,0.0,0.0,0.0,256
3FGL J0112.9-7506,-29.775162983835692,-27.97391939540793,2.1721509,-3.0862578836884484,3.678476783470549,-0.7343473323047949,-0.698580464613628,-0.5521213409043308,-0.4059362319461393,-41.94519,1641.6904,PowerLaw,301.0738,0.9999001534937628,9.984650622599933E-5,0.995922190953557,0.0040778090464421105,0.9999996060174134,3.939825872663069E-7,0.9972531612759535,0.002746838724047182,0.0,0.0,0.0,0.0,0
3FGL J0114.8+1917,-29.873280775387922,-27.883848659820284,2.3102372,-0.5757925033025889,3.649107481044824,-0.8566653816270031,-0.24777293562575126,-0.630057462503471,-0.585832559223196,-43.231922,1581.0696,PowerLaw,130.5204,0.9997107260586805,2.892739412958449E-4,0.9946708309764122,0.00532916902358845,0.9989278601564651,0.001072139843534213,0.9865485661742951,0.01345143382570306,0.0,0.0,0.0,0.0,0
3FGL J0116.8+6913,-26.076318287735557,-27.188294006563208,2.759096,0.6454817186757151,3.9244713028722398,-0.6992343801289643,-0.8965807583064365,-0.7670797546737129,-0.9997503281674898,6.46833,504.93448,PowerLaw,125.19848,0.9969457858912846,0.0030542141087161728,0.9048168467660853,0.09518315323391408,0.8979407967030005,0.10205920329699926,0.9608620753995217,0.03913792460047905,0.0,0.0,0.0,0.0,16
3FGL J0127.4+5433,-27.742726942782966,-27.456096432004856,2.5324936,-0.6323972018951262,3.5893625810696954,-0.7302023771409717,-0.6508887904589492,-0.9246799029414813,0.180678609254572,-7.948505,828.52924,PowerLaw,128.19374,0.9989668868502123,0.0010331131497842757,0.9926704264018875,0.007329573598112077,0.9998105480639786,1.894519360197165E-4,0.9757797220529527,0.02422027794704735,0.0,0.0,0.0,0.0,0
3FGL J0127.5+5634,-26.922762293560545,-27.338717912369404,2.5862625,-1.0976393621146794,3.9870394162550498,-0.538938509744185,-0.893194775948152,-0.6660555224949865,-0.20951276988151965,-5.952526,695.18384,PowerLaw,127.92254,0.9996683636614703,3.316363385526389E-4,0.9935924616206621,0.006407538379337623,0.9999739300991505,2.6069900849523633E-5,0.9872269501491958,0.012773049850805082,0.0,0.0,0.0,0.0,0
3FGL J0127.6+4851,-28.49366824256082,-27.673130814183498,2.4481723,-1.7834167863843668,4.20456455148913,-0.5518522621228569,-0.7083981567765543,-0.6338109881565702,-0.7665191891288293,-13.57893,1047.4584,PowerLaw,129.05373,0.9999174762105845,8.252378943586714E-5,0.9952277845922135,0.004772215407786331,0.999985833186657,1.4166813342990632E-5,0.995822340799821,0.004177659200178486,0.0,0.0,0.0,0.0,0
3FGL J0132.1-5340,-29.273136157535806,-28.006481492110378,2.319403,-0.5396751309500927,3.552486972474847,-0.011045533134215553,-0.7005356796986765,-0.7036124318193355,-0.546612191737479,-62.40861,1242.8344,PowerLaw,289.86023,0.9995778927991597,4.2210720082069543E-4,0.9946065254526545,0.005393474547345312,0.9987520800279661,0.0012479199720341829,0.9829889373990011,0.01701106260099903,0.0,0.0,0.0,0.0,0
3FGL J0133.2-4737,-27.09312247595784,-28.010902325832564,2.7074742,-1.787696115841359,3.5094010517233243,-0.743095051010625,-0.691239493965413,-0.9029007213298911,0.0949017884955216,-67.93795,504.86322,PowerLaw,283.9412,0.999614914188647,3.850858113621931E-4,0.9954988487083075,0.004501151291692939,0.9999958480654761,4.15193452292261E-6,0.9761351828443867,0.023864817155614153,0.0,0.0,0.0,0.0,0
3FGL J0133.3+5930,-30.184291963431704,-27.410793170866445,2.2115479,-0.558454849585206,3.751171156167846,-0.24002262610245198,-0.7517364573431455,-0.30933956395723555,-0.8271247960510973,-2.9256306,2356.1208,PowerLaw,128.23248,0.9975285544857114,0.002471445514289529,0.9799185327369833,0.020081467263018325,0.9986476103868365,0.0013523896131632748,0.9583690849101524,0.04163091508984842,0.0,0.0,0.0,0.0,0
3FGL J0138.5-4612,-30.121151272505205,-27.957480469197595,2.0609827,-0.5641880749265552,3.693389020716649,-0.29989520611084197,-0.5478038886600485,-0.5488685059004542,-0.5851529309987537,-68.76349,2009.1926,PowerLaw,279.95227,0.9998830192838856,1.1698071608996849E-4,0.9946931266255644,0.0053068733744362565,0.9990329519587158,9.670480412834051E-4,0.9967151181310916,0.00328488186890832,0.0,0.0,0.0,0.0,0
3FGL J0149.6+4846,-27.57919755715601,-27.61170635271674,2.6199348,-0.01615576439171886,3.5754122792176926,-0.8341895388585522,-0.8020779721342159,-0.36396523298626493,-0.5971121543566688,-12.991856,717.1682,PowerLaw,132.7239,0.9997942608313457,2.057391686401119E-4,0.988976558185477,0.011023441814522542,0.9974769036680508,0.0025230963319494886,0.9878098215741856,0.01219017842581436,0.0,0.0,0.0,0.0,9
3FGL J0154.1+4642,-27.96761340175538,-27.724973178391874,2.5520542,-1.1206886788049055,3.625397095040806,-0.7281325958238659,-0.578181983389118,-0.9999749167538982,0.9997523503726053,-14.819924,786.5638,PowerLaw,133.98268,0.9994050010497004,5.949989502898044E-4,0.9952791423584388,0.004720857641563031,0.9999970423546504,2.9576453497928804E-6,0.9752492652848311,0.024750734715169632,0.0,0.0,0.0,0.0,0
3FGL J0156.5-2423,-31.095513632053965,-27.89415504150918,1.8884518,0.1863822178060046,3.77889601102364,0.5050334297815461,-0.424811029908536,-0.5840612135135829,-0.3811344713143536,-75.10631,2763.535,PowerLaw,205.98206,0.9998317074516835,1.6829254829832025E-4,0.9935453230764065,0.006454676923593692,0.9954559744455527,0.004544025554446753,0.9969827145702067,0.003017285429793536,0.0,0.0,0.0,0.0,0
3FGL J0158.6+0102,-28.026174671303313,-27.770433573880503,2.5585058,0.34558154913681804,3.789087732261582,-0.7249082688828892,-0.9349736098443433,-0.028509537719664458,-0.2902053765254937,-57.513157,827.643,PowerLaw,155.5121,0.9999438157986165,5.6184201361283065E-5,0.9944321842583514,0.00556781574164905,0.9994593347634755,5.406652365244742E-4,0.9916692892871813,0.008330710712818792,0.0,0.0,0.0,0.0,0
3FGL J0200.3-4108,-31.35840067889342,-27.92016794060629,1.8781707,-0.6872598648626577,3.846288548110567,-0.9888026564481267,0.8269761349571996,-0.47471885160480776,-0.6231220575817921,-70.08185,3490.8992,PowerLaw,262.05765,0.9999183905288478,8.16094711302605E-5,0.9947744678274621,0.005225532172537936,0.9995424033539952,4.575966460057255E-4,0.997536304431886,0.002463695568114427,0.0,0.0,0.0,0.0,0
3FGL J0203.6+1148,-26.895609158160028,-27.42312375943303,2.7145154,-0.0055470565103670705,3.498050522005555,-0.667645320804071,-0.8395757209125337,-0.8390123187089398,0.2595205715051202,-47.306583,608.32184,PowerLaw,149.51396,0.9994051753271901,5.948246727945458E-4,0.9949401062274734,0.005059893772526552,0.999397805302976,6.021946970244219E-4,0.9739004499547927,0.02609955004520799,0.0,0.0,0.0,0.0,0
3FGL J0211.0+1922,-28.442149856849603,-27.69663552228979,2.383586,0.12764165713385822,3.713479306304634,-0.5117430824599887,-0.7908591947114203,-0.5761542881163684,-0.9999125883016166,-39.650284,1024.156,PowerLaw,147.57304,0.9990962048429978,9.037951570106913E-4,0.9851688853633389,0.014831114636661053,0.9723615841241334,0.02763841587586676,0.9487165876095436,0.0512834123904565,0.0,0.0,0.0,0.0,0
3FGL J0216.0+0300,-31.460830740530458,-27.89368445011293,2.0137677,-0.839875302520031,3.6270176141336483,-0.8230451519042479,-0.5049686021907196,-0.3758665293178283,-0.6005503627197641,-53.597607,3324.7903,PowerLaw,160.32379,0.9998733701466741,1.266298533461052E-4,0.9949772462339495,0.005022753766051048,0.9995119716511124,4.8802834888792885E-4,0.9969954611433931,0.0030045388566078113,0.0,0.0,0.0,0.0,0
3FGL J0216.4+0507,-29.476243895484473,-27.876963790802975,2.24003,0.1510124177730103,3.9011666276383896,-0.5944720849349635,-0.2955960075724205,-0.8909999889551924,-0.3864808989040241,-51.753777,1412.2108,PowerLaw,158.6026,0.9995974308930027,4.0256910700804286E-4,0.9933847190464454,0.006615280953554309,0.9938684550694704,0.006131544930530738,0.9850086293747482,0.0149913706252517,0.0,0.0,0.0,0.0,0
3FGL J0221.1+6059,-26.121815601563423,-26.557323912929444,2.6818604,0.8898530355104316,3.840972532816854,-0.7709608147844773,-0.7544626584791698,-0.859024461321073,-0.9998467622903756,-0.0023190505,670.4135,PowerLaw,133.59798,0.4642608180885877,0.5357391819114113,0.5394582376386161,0.4605417623613832,0.6284472047009404,0.37155279529906,0.6794440283931317,0.32055597160686816,1.0,0.398,0.09,0.002,0
3FGL J0221.2+2518,-31.154553264174854,-27.762214364144363,1.9356745,-0.18511253595540253,3.638525455292259,-0.9621526475639446,0.5226030796009119,-0.364473908158513,-0.6485734538972411,-33.273746,3399.047,PowerLaw,147.33334,0.9998640398457832,1.359601542059998E-4,0.9926159375937466,0.007384062406252445,0.9967407393365116,0.0032592606634875704,0.9967041406378431,0.0032958593621554635,0.0,0.0,0.0,0.0,0
3FGL J0221.8+6138c,-29.853557568958962,-26.22266051494701,2.4198194,0.8106800960499988,3.788839759849826,0.9998541020365532,-0.8379955158400533,-0.6698357080575325,-0.8424309727830872,0.6319488,3022.2283,PowerLaw,133.4565,0.06056554061205131,0.9394344593879411,0.7875568677258863,0.21244313227411354,0.7917918222052697,0.20820817779473058,0.5443186426985827,0.4556813573014176,1.0,0.015,0.009,0.226,48
3FGL J0223.6+3927,-27.74307233114803,-27.752639115668593,2.4037545,0.39726672636221605,3.8699100947006593,-0.6295379286915609,-0.728883334991375,-0.6442546212716316,-0.6857798507879597,-20.032154,882.9315,PowerLaw,141.71046,0.9986462723917165,0.0013537276082917805,0.9817266538944249,0.018273346105576387,0.9832399619401472,0.01676003805985294,0.9840966866920988,0.015903313307901415,0.0,0.0,0.0,0.0,0
3FGL J0224.1-1846,-28.027822849669775,-27.882683439003547,2.4003537,-0.21116971220478373,3.7207829568519437,-0.5728396901259544,-0.8119210564867583,-0.33077708144904766,-0.7621781041342908,-67.122475,884.1159,PowerLaw,196.45181,0.9995449538626812,4.5504613734220675E-4,0.9938690721969449,0.006130927803055264,0.9985059291324743,0.001494070867527276,0.9879963254616141,0.012003674538385594,0.0,0.0,0.0,0.0,0
3FGL J0224.4+1615,-29.633218693535763,-27.663634187706258,2.261836,-1.0051141314036514,3.9618117565579025,-0.6559865188647604,-0.6811092103261182,-0.5994235176491967,-0.4252539113965246,-41.091526,1622.4056,PowerLaw,153.12524,0.999883326053464,1.1667394653380445E-4,0.9954152396551983,0.004584760344800834,0.9999051637431905,9.483625681101328E-5,0.9966117381287156,0.0033882618712845845,0.0,0.0,0.0,0.0,0
3FGL J0226.7-4747,-25.817646170144894,-27.913805203118137,2.9186466,0.03096315548158341,3.6388754072369114,-0.8146336663536056,-0.8026174635851742,-0.6879998845701759,-0.5973442821308391,-62.21617,362.95218,PowerLaw,267.30338,0.9999520547561142,4.7945243893029595E-5,0.9926786802013869,0.007321319798611966,0.9973881966811212,0.002611803318878543,0.9805595022128181,0.019440497787181547,0.0,0.0,0.0,0.0,0
3FGL J0228.5+8213,-25.894197884345033,-27.836064873749397,2.771561,0.10939130111626182,3.7231011545365384,-0.7704688523534737,-0.6280482147359217,-0.8412599188095348,-0.6271608779045807,19.998413,378.12604,PowerLaw,126.32635,0.9999138008814656,8.619911855116897E-5,0.9897681575178476,0.010231842482153374,0.9921541331168485,0.007845866883151593,0.9784020898893804,0.02159791011062007,0.0,0.0,0.0,0.0,8
3FGL J0231.0+1302,-27.470125888922496,-27.614881463651404,2.5481932,-1.0217275282190568,3.9690042924709585,-0.7292926897343261,-0.7922816115067682,-0.523472494970373,-0.6888970766133681,-43.11059,721.26764,PowerLaw,157.13878,0.9999252959367815,7.470406323527183E-5,0.9953538392004698,0.00464616079953053,0.9999037580143287,9.624198567076589E-5,0.9944499845200325,0.005550015479967624,0.0,0.0,0.0,0.0,0
3FGL J0232.6+0646,-26.324166144515086,-27.709302276038425,2.665958,0.8489591083218612,4.006103957314026,-0.7215114827482543,-0.6999667847241238,-0.9194171280701683,-0.8134135739200044,-48.17772,465.37665,PowerLaw,162.46416,0.9971448632906907,0.002855136709322928,0.9605449727822158,0.03945502721778342,0.9087703562647264,0.09122964373527317,0.9528944810549689,0.04710551894503161,0.0,0.0,0.0,0.0,1
3FGL J0233.0+6237,-26.957659586808873,-26.695761751493986,2.668114,-0.7401584558907442,4.130030767123109,-0.7633018235593844,-0.7373427048810576,-0.9012518864512683,-0.3755349952608195,2.0197952,839.5476,PowerLaw,134.31941,0.8879470757347085,0.11205292426527462,0.9927879198260723,0.0072120801739280534,0.9997144734395029,2.855265604968211E-4,0.9124568428368193,0.08754315716318047,0.0,0.0,0.0,0.0,0
3FGL J0234.2-0629,-31.976957239114984,-27.85293055407378,1.8133874,-0.19301100592775539,3.562483287965839,-0.10529706249234715,-0.7013063211036313,0.031216300762567747,-0.23066909142580183,-58.034374,4520.0195,PowerLaw,177.42293,0.9998527576217312,1.4724237828653533E-4,0.994903240131397,0.005096759868602778,0.9996129379896785,3.870620103217919E-4,0.9966134008709705,0.003386599129028826,0.0,0.0,0.0,0.0,0
3FGL J0235.7+5647,-25.99757662129107,-27.296620738411615,2.6072574,0.03023042131514858,4.107493517890841,-0.7340108236692303,-0.6796054215399983,-0.7432685566853422,-0.8779229420382428,-3.2338104,547.29767,PowerLaw,136.88327,0.9911342148059024,0.008865785194109547,0.9615829643304961,0.03841703566950344,0.9932351663785176,0.006764833621482755,0.961159382528162,0.038840617471837806,0.0,0.0,0.0,0.0,12
3FGL J0239.0+2555,-31.54899680346612,-27.790809658679983,2.0618744,-0.43324508320123994,3.294518849654108,-0.7862897976199766,-0.7684469703283906,-0.3583952575150139,-0.34499400881332465,-30.96236,3583.083,PowerLaw,151.271,0.9999001534937628,9.984650622599933E-5,0.9937088715372714,0.00629112846272928,0.9981876360105735,0.0018123639894258308,0.9958752123484574,0.004124787651542216,0.0,0.0,0.0,0.0,0
3FGL J0239.4+1326,-30.678137214283634,-27.63090912220008,1.9952142,-0.9615283724844393,3.932947650086181,-0.9781881122632585,0.5561850385029156,-0.5433693973325063,-0.5966145737305769,-41.696938,3086.905,PowerLaw,159.19914,0.9998574830951561,1.4251690486580577E-4,0.9951914129502799,0.004808587049720782,0.9997883909027019,2.116090972994763E-4,0.9976820195140366,0.0023179804859649526,0.0,0.0,0.0,0.0,0
3FGL J0240.0-0253,-27.961842087073606,-27.89296240986069,2.4378898,0.7522703934729662,4.168971399741904,0.24731253236119513,-0.7293808288370495,-0.9946625091297575,0.9058863427994375,-54.49211,774.0558,PowerLaw,174.59973,0.9998280566423713,1.719433576516001E-4,0.9951236346967774,0.004876365303221963,0.9997793818807178,2.2061811928224468E-4,0.9734036857489903,0.0265963142510089,0.0,0.0,0.0,0.0,0
