Source_Name_3FGL,Flux_Density,Unc_Energy_Flux100,Spectral_Index_old,Signif_Curve,var_1,hr12_1,hr23_1,hr34_1,hr45_1,GLAT_1,Pivot_Energy_1,SpectrumType_1,GLON,AGN_BDT_1,PSR_BDT_1,AGN_NN_1,PSR_NN_1,AGN_LR_1,PSR_LR_1,AGN_RF_1,PSR_RF_1,BDT_P_1,NN_P_1,LR_P_1,RF_P_1,Flags_1,Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12_2,hr23_2,Unc_PLEC_Expfactor,hr34_2,hr45_2,hr56,hr67,Variability_Index,Pivot_Energy_2,SpectrumType,ASSOC_FGL,AGN_BDT_2,PSR_BDT_2,AGN_NN_2,PSR_NN_2,AGN_LR_2,PSR_LR_2,AGN_RF_2,PSR_RF_2,BDT_P_2,NN_P_2,LR_P_2,RF_P_2,Flags_2
3FGL J0258.9+0552,-29.626174231152646,-27.523942097742417,2.1246219,0.5444117036856899,3.6617914392118602,-0.5185985171539959,-0.4675825239204732,-0.5365856761380899,-0.7143460294344965,-44.836224,2146.9763,PowerLaw,170.73842,0.99966231531593,3.376846840948255E-4,0.9790387166656971,0.020961283334303523,0.94391484275334,0.05608515724665921,0.9941256739971399,0.005874326002858971,0.0,0.0,0.0,0.0,0,4FGL J0259.0+0552,170.74869,-44.826824,-21.081882856091433,2.0966868,0.11199852,0.11677192,2.2822864,-0.99768406,0.96077615,0.0011830973,-0.5798425,-0.3829876,-0.7404004,-0.9999816,2.691687170100304,7.634307834809273,PowerLaw,3FGL J0258.9+0552,0.9997789212619362,2.210787380814912E-4,0.9984117613292685,0.001588238670731753,0.995670546295667,0.004329453704332678,0.9971204393231595,0.002879560676841618,0.0,0.0,0.0,0.0,0
3FGL J0312.7+2011,-32.394178632284095,-27.59241087753861,1.7185972,-0.4337895237184579,3.793263050241231,-0.9705902505410746,0.558509223921902,-0.22511416022385392,-0.3098611546010115,-31.606558,7110.615,PowerLaw,162.52333,0.9998344367219552,1.6556327801839357E-4,0.9943058770041655,0.005694122995834237,0.9996487254639965,3.512745360028418E-4,0.9975247547727044,0.002475245227294582,0.0,0.0,0.0,0.0,0,4FGL J0312.7+2012,162.51157,-31.580492,-22.521339497733535,1.8239946,0.23648778,0.18265142,1.6182717,0.81004304,0.6928802,0.0013097981,-0.39447942,0.011290143,-0.68933946,-0.3290874,2.494170515031823,8.704351034501643,PowerLaw,3FGL J0312.7+2011,0.9994246673495577,5.75332650446179E-4,0.9982969174487122,0.0017030825512873,0.997371248092991,0.0026287519070087944,0.997690720588366,0.002309279411635419,0.0,0.0,0.0,0.0,0
3FGL J0342.3+3148c,-28.46304905721826,-27.01630996776971,2.276013,0.9315966759921598,3.8695410923383498,0.9965316019530134,-0.7267747311999148,-0.7239882821476856,-0.6650109471113941,-18.380852,1573.4115,PowerLaw,160.34015,0.9752110657897202,0.024788934210288768,0.9539106412048743,0.046089358795127155,0.8933253325847295,0.10667466741527017,0.9383150025492243,0.06168499745077578,0.0,0.0,0.0,0.0,48,4FGL J0341.9+3153c,160.21904,-18.36376,-21.183625653032838,2.466326,0.18265274,0.13096532,1.4852164,-0.21167587,-0.607843,0.0055875788,-0.7385317,-0.6236748,-0.99603164,0.91138124,2.1850617091415723,7.3192130617600135,PowerLaw,3FGL J0342.3+3148c,0.9979971650120951,0.0020028349878787204,0.997516674999589,0.0024833250004115274,0.9776714148828962,0.022328585117104654,0.9723217919736103,0.027678208026389324,0.0,0.0,0.0,0.0,32
3FGL J0419.1+6636,-27.136405913961447,-27.397034721277866,2.3115563,0.8329333400331721,3.8949506994102414,-0.5876607611864386,-0.5584168871351847,-0.6110460955678926,-0.937266118278156,11.568378,1003.9334,PowerLaw,141.5365,0.6444162443446341,0.3555837556553612,0.8595401385782199,0.14045986142177938,0.8481631208064396,0.15183687919356048,0.8421411393979971,0.15785886060200388,0.0,0.0,0.0,0.0,512,4FGL J0418.9+6636,141.52463,11.549909,-20.223485047610996,2.2287624,0.09201919,0.3223099,7.40614,0.99753183,-0.3186917,0.0014839399,-0.3817157,-0.5598573,-0.92326534,-0.99999005,2.1177965445662195,7.286793382978787,LogParabola,3FGL J0419.1+6636,0.0015726422585374419,0.9984273577414415,0.057632868193301094,0.9423671318067,0.16512278922482237,0.8348772107751778,0.0610410630583025,0.9389589369416963,1.0,1.0,1.0,1.0,0
3FGL J0427.9-6704,-26.63162982100504,-27.827803082308204,2.4572163,-0.45272864866064294,3.634054245643932,-0.6237681931075112,-0.7329397834724929,-0.6670393881481046,-0.6570265203735045,-38.544476,660.415,PowerLaw,279.135,0.9997173758495138,2.8262415048430073E-4,0.9938517058045522,0.0061482941954484225,0.9984024172214628,0.0015975827785363434,0.981479393379285,0.018520606620714794,0.0,0.0,0.0,0.0,0,4FGL J0427.8-6704,279.1443,-38.551704,-21.16648710077227,2.3930314,0.06324722,0.0107558565,0.3225853,-0.6478343,-0.50350237,6.9003954E-4,-0.72140443,-0.61096174,-0.6788263,-0.72787887,2.572365001441815,6.989727631385497,PowerLaw,3FGL J0427.9-6704,0.9993804142414083,6.19585758584084E-4,0.9987694568937038,0.0012305431062965956,0.9994823938968297,5.17606103170492E-4,0.9985370896128285,0.0014629103871715032,0.0,0.0,0.0,0.0,0
3FGL J0437.7-7330,-30.52513225661004,-27.83003349271705,2.0988767,0.40982047637379465,3.998554877473653,-0.7252063570803606,-0.8093983301958839,-0.044371753516946756,-0.525842836578085,-35.193382,2597.2605,PowerLaw,286.0849,0.9999008218960899,9.917810389464486E-5,0.9928708782927056,0.00712912170729529,0.9974137675254513,0.002586232474549485,0.9981837050456416,0.0018162949543591104,0.0,0.0,0.0,0.0,0,4FGL J0438.0-7329,286.03894,-35.183907,-21.938286031385687,1.8472291,0.16360107,0.14391878,1.818657,-0.79775256,-0.89821625,6.9321255E-4,0.23149915,-0.35493878,-0.56424034,-0.4351395,1.9148295905733335,8.378908806914616,PowerLaw,3FGL J0437.7-7330,0.9998466511040992,1.533488959135382E-4,0.9984202882263873,0.0015797117736120055,0.9988124545106981,0.0011875454893025515,0.9982814807910106,0.001718519208988833,0.0,0.0,0.0,0.0,0
3FGL J0456.2-6924,-27.76148848746365,-27.54008996463504,2.307772,1.2709929312312263,4.033034743211675,0.22821748536373773,-0.8010860618486163,-0.6680825468990319,-0.5393235252100149,-35.282913,1057.398,PowerLaw,280.74756,0.9747104027085238,0.025289597291479508,0.9502035919979386,0.04979640800206185,0.9043005357300773,0.09569946426992165,0.9150078277175466,0.08499217228245369,0.0,0.0,0.0,0.0,0,4FGL J0500.9-6945e,281.00296,-34.78921,-20.158430527893948,2.1127834,0.046411633,-0.009480334,0.432554,0.35603175,-0.558624,1.2029123E-4,-0.6356585,-0.5146836,-0.52952784,-0.5160209,2.396999284640066,7.3581272113222616,PowerLaw,3FGL J0456.2-6924,0.9994287195196403,5.712804803718057E-4,0.9986841531785879,0.0013158468214117078,0.9986348326387438,0.0013651673612549613,0.9947755111659302,0.005224488834069235,0.0,0.0,0.0,0.0,0
3FGL J0523.3-2528,-26.813184934213822,-27.413238307756444,2.1538544,1.0581930949571596,3.9150831982580727,-0.5790563554292496,-0.5138090062555711,-0.5417423485428504,-0.9592447668827419,-29.826363,954.71716,PowerLaw,228.20206,0.5988462415129,0.40115375848709417,0.8032731564257912,0.1967268435742088,0.7666059446692806,0.23339405533072094,0.7553734890420861,0.2446265109579147,0.0,0.0,0.0,0.0,512,4FGL J0523.3-2527,228.18494,-29.828896,-19.98535530208196,2.0781524,0.07980446,0.3994642,10.684414,0.99989897,0.009888679,0.0015552505,-0.36086598,-0.5514305,-0.957262,-0.9999657,0.5008373326166866,7.040326648431843,LogParabola,3FGL J0523.3-2528,0.0061647334901214134,0.9938352665098973,0.0866023829120087,0.9133976170879914,0.007309024176432049,0.9926909758235686,0.0224968673322262,0.9775031326677746,1.0,1.0,1.0,1.0,0
3FGL J0524.5-6937,-33.30412456166254,-27.602636692320115,1.6333857,0.3574575676089194,3.5951323520668366,0.9977180422165867,-0.46273612471072856,-0.5049631084081726,0.22072467717817493,-32.831596,10782.316,PowerLaw,280.29965,0.9996114782547902,3.885217452197917E-4,0.9932601400700555,0.006739859929944292,0.9972626197566329,0.0027373802433667527,0.9958332121147658,0.00416678788523308,0.0,0.0,0.0,0.0,1,4FGL J0530.0-6900e,279.4677,-32.45661,-19.34671282067897,2.1341457,0.03873777,0.032347944,1.8727547,0.95638,-0.40175784,2.4668398E-4,-0.58763283,-0.5672711,-0.5381131,-0.69787884,2.092484746315076,7.686818745471647,PowerLaw,3FGL J0524.5-6937,0.9980997248943827,0.001900275105604088,0.9960215685379595,0.003978431462040006,0.9609543357192426,0.039045664280756856,0.9515311492451027,0.048468850754896944,0.0,0.0,0.0,0.0,0
3FGL J0525.2-6614,-30.177239753715,-27.644038373998736,2.1080263,-2.0987745048854634,3.9531755053254813,0.9984869097362585,-0.48684224163068673,-0.6193536883645077,-0.31067838403339026,-33.295296,2393.4636,PowerLaw,276.29648,0.9998102097970317,1.8979020297499153E-4,0.995647744772021,0.004352255227978442,0.9999975686970749,2.4313029239763732E-6,0.9971519889394066,0.0028480110605922896,0.0,0.0,0.0,0.0,0,4FGL J0531.8-6639e,276.6772,-32.59145,-20.01648951716454,1.9822465,0.038475685,0.0030444874,0.1778038,0.9654141,-0.34369937,1.15565956E-4,-0.5712156,-0.45444885,-0.59706384,-0.33094788,2.247765425773956,7.775833817629471,PowerLaw,3FGL J0525.2-6614,0.9984742786557489,0.0015257213442527605,0.9984305690150932,0.0015694309849055524,0.9957005000768412,0.004299499923158707,0.9896905219919925,0.010309478008006173,0.0,0.0,0.0,0.0,0
3FGL J0527.3+6647,-32.59404084971818,-28.030704371208778,1.8516427,0.3288536458622151,3.6098025611411937,-0.9835494112558953,0.751058571101169,-0.18128217609178188,-0.37210872285913177,17.049868,5748.914,PowerLaw,145.5675,0.9998316002391835,1.6839976083190254E-4,0.9894734384202921,0.010526561579706904,0.9954036559889066,0.004596344011091698,0.9961611788623258,0.0038388211376730584,0.0,0.0,0.0,0.0,0,4FGL J0527.4+6647,145.55891,17.063442,-22.292783957554192,2.0580099,0.18641935,0.08206461,1.0330741,-0.349984,-0.5686639,0.0013371131,-0.61422646,-0.4407765,-0.4808533,-0.7734319,1.3326014432518205,8.142177450044361,PowerLaw,3FGL J0527.3+6647,0.9998147674380092,1.852325619992598E-4,0.9978604709931272,0.0021395290068745307,0.993434739896953,0.006565260103047313,0.9988258226548068,0.001174177345193313,0.0,0.0,0.0,0.0,0
3FGL J0533.2+5944,-26.091569325234016,-27.574283662902392,2.6370816,1.279217067085468,3.9632120043771164,-0.3160754932807856,-0.7512853517429569,-0.9999486721324936,-0.6282944239453679,14.111208,467.89392,PowerLaw,152.24866,0.9951812731823171,0.004818726817668397,0.7992020094014566,0.20079799059854392,0.7397845721291617,0.2602154278708383,0.9227138610805132,0.07728613891948638,0.0,0.001,0.0,0.0,0,4FGL J0533.6+5945,152.25754,14.167839,-21.042215572695213,2.4417715,0.16420744,0.7123471,7.4300027,-0.73324746,0.37287566,0.00262338,-0.47800308,-0.88786554,-0.99994236,-0.25706244,2.3515614333886212,6.911483181710104,LogParabola,3FGL J0533.2+5944,0.013828089600759107,0.9861719103992298,0.08524143714733476,0.9147585628526642,0.3439324551967358,0.6560675448032636,0.2733256831288086,0.7266743168711911,1.0,1.0,1.0,1.0,0
3FGL J0539.9-7553,-28.334907859703605,-27.758650031068335,2.3252702,0.07144958462781403,3.7906667935743803,-0.741765166717525,-0.5260271186475198,-0.8146714607828108,-0.4764920223678722,-30.586357,1131.7532,PowerLaw,287.28967,0.9992859699323167,7.140300676793373E-4,0.9920384100512419,0.007961589948758107,0.9931064126931018,0.006893587306897868,0.9804415695996807,0.019558430400319404,0.0,0.0,0.0,0.0,0,4FGL J0540.0-7552,287.282,-30.582247,-21.394953095419318,2.3502395,0.17988808,0.34881294,3.540139,-0.369535,-0.3691681,0.003683825,-0.51130223,-0.78671664,-0.99971217,0.9936256,3.2265193443898355,6.88268328693648,LogParabola,3FGL J0539.9-7553,0.994743638030429,0.005256361969545124,0.9966540111002382,0.0033459888997626037,0.9975336236948241,0.0024663763051764875,0.9384274305905288,0.06157256940947123,0.0,0.0,0.0,0.0,0
