Flux_DEN,unc_energy_flux_100,Spectral_Index_old,Signif_curve_1,var,hr12,hr23,hr34,hr45,GLAT_1,class,CLASS1_1,Source_Name_1,Pivot_Energy_1,SpectrumType_1,ASSOC1_1,Flags,Source_Name,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times in Testing,Category_Prob
-30.7692239,-27.9318164,2.2018642,0.0755210233,3.66681236,-0.752771677,-0.786325012,-0.455653872,-0.803817199,85.095184,AGN,bcu,3FGL J1310.6+2446,2299.6213,PowerLaw,MG2 J131037+2447,0,3FGL J1310.6+2446,0.882692818,0.117307182,0.849109558,0.150890442,0.828983886,0.171016114,0.867357599,0.132642401,225,AGN
-27.7268989,-28.0900517,2.5272124,-1.19678073,4.4374177,-0.750050184,-0.802682974,-0.669190097,-0.355795534,61.649525,AGN,fsrq,3FGL J1310.7+5515,697.1442,PowerLaw,TXS 1308+554,0,3FGL J1310.7+5515,0.905093604,0.0949063959,0.872764622,0.127235378,0.83898432,0.16101568,0.884775405,0.115224595,221,AGN
-33.8789842,-27.6787144,1.5451941,0.987140917,3.43286031,0.944214168,-0.250836727,-0.952086322,0.91223106,63.069084,AGN,bll,3FGL J1311.0+0036,12643.101,PowerLaw,RX J1311.1+0035,0,3FGL J1311.0+0036,0.941512943,0.0584870568,0.889517186,0.110482814,0.856824127,0.143175873,0.914068279,0.0859317207,211,AGN
-27.7678458,-27.2260179,2.0747743,1.0889437,4.13931723,-0.463493742,-0.462852194,-0.552733211,-0.725895278,40.675705,AGN,bll,3FGL J1312.5-2155,1473.6543,PowerLaw,PKS 1309-216,0,3FGL J1312.5-2155,0.913679185,0.0863208147,0.858517704,0.141482296,0.829993202,0.170006798,0.891876872,0.108123128,206,AGN
-31.0883883,-27.4036936,1.8013538,-0.944209612,4.01802069,-0.797036891,-0.518185915,-0.506034828,0.070704431,38.788666,AGN,bcu,3FGL J1312.7-2349,4572.014,PowerLaw,NVSS J131248-235046,0,3FGL J1312.7-2349,0.898475299,0.101524701,0.847742073,0.152257927,0.822557741,0.177442259,0.865333612,0.134666388,189,AGN
-26.0600909,-27.576299,2.487212,0.499821379,5.96162654,-0.576996859,-0.728809401,-0.722665939,-0.652603874,58.046185,AGN,fsrq,3FGL J1312.8-0424,616.72485,PowerLaw,PKS B1310-041,0,3FGL J1312.8-0424,0.897740279,0.102259721,0.851344433,0.148655567,0.830407265,0.169592735,0.884751255,0.115248745,188,AGN
-31.1066609,-27.5657965,2.082091,0.236260744,3.80719353,-0.737638246,-0.461540539,-0.815902268,-0.396547502,20.037529,AGN,bcu,3FGL J1314.7-4237,3343.044,PowerLaw,MS 13121-4221,0,3FGL J1314.7-4237,0.943676029,0.0563239709,0.882684223,0.117315777,0.872536908,0.127463092,0.910321358,0.0896786422,208,AGN
-28.1963504,-27.4236495,2.047936,0.67790917,3.98484665,-0.280341782,-0.49445382,-0.557350477,-0.551732266,83.769135,AGN,bll,3FGL J1314.8+2349,1605.1238,PowerLaw,TXS 1312+240,0,3FGL J1314.8+2349,0.922211312,0.0777886882,0.8758342,0.1241658,0.844452381,0.155547619,0.898547105,0.101452895,210,AGN
-31.5971746,-27.8434717,1.9621423,-0.153640693,3.89612165,-0.908123701,-0.542049192,-0.48610477,0.134747805,73.39692,AGN,bcu,3FGL J1315.4+1130,3717.8455,PowerLaw,1RXS J131531.9+113327,0,3FGL J1315.4+1130,0.863475364,0.136524636,0.810315156,0.189684844,0.786928902,0.213071098,0.842666968,0.157333032,206,AGN
-26.3066562,-27.2125591,2.3227463,0.61239754,6.064904,-0.505213869,-0.670618898,-0.657505155,-0.687857995,28.944359,AGN,fsrq,3FGL J1316.0-3338,913.0071,PowerLaw,PKS 1313-333,0,3FGL J1316.0-3338,0.914462808,0.0855371923,0.863951232,0.136048768,0.836127195,0.163872805,0.898093135,0.101906865,234,AGN
-27.4035975,-27.9451066,2.583639,0.205453766,4.27403238,-0.661215458,-0.760905575,-0.542928577,-0.999965807,80.70444,AGN,fsrq,3FGL J1317.8+3429,641.0627,PowerLaw,S4 1315+34,0,3FGL J1317.8+3429,0.912923459,0.0870765408,0.861468242,0.138531758,0.828571664,0.171428336,0.892152682,0.107847318,214,AGN
-27.9172901,-27.6585542,2.3475225,-0.986572997,4.15032009,-0.638093012,-0.64797225,-0.691133234,-0.557112852,49.779896,AGN,bcu,3FGL J1318.7-1232,992.4603,PowerLaw,PMN J1318-1235,0,3FGL J1318.7-1232,0.921652853,0.0783471474,0.879239451,0.120760549,0.839203039,0.160796961,0.890301575,0.109698425,214,AGN
-32.3067175,-27.9912955,1.8653837,0.603582638,3.50111511,-0.799541655,-0.40521698,-0.394800224,-0.338195298,75.39034,AGN,bll,3FGL J1319.3+1402,4677.821,PowerLaw,RX J1319.4+1405,0,3FGL J1319.3+1402,0.901540031,0.0984599685,0.872528202,0.127471798,0.84879922,0.15120078,0.87692359,0.12307641,208,AGN
-31.7254617,-27.8939641,1.7854246,-0.0123158294,3.94909146,-0.62572151,-0.366650495,-0.677993451,0.0163072286,39.026897,AGN,bcu,3FGL J1319.6+7759,4761.601,PowerLaw,NVSS J131921+775823,0,3FGL J1319.6+7759,0.87641731,0.12358269,0.842406712,0.157593288,0.832285748,0.167714252,0.858684312,0.141315688,198,AGN
-26.5535613,-27.478673,2.4217606,0.31181282,5.08769485,-0.595774957,-0.714562972,-0.587914456,-0.841724064,81.69721,AGN,fsrq,3FGL J1321.0+2215,823.6116,PowerLaw,TXS 1318+225,0,3FGL J1321.0+2215,0.92903545,0.0709645502,0.889956528,0.110043472,0.882859485,0.117140515,0.908404704,0.0915952962,216,AGN
-26.4550749,-27.8950799,2.5717869,-1.66386216,4.93674832,-0.749979634,-0.667362116,-0.630556272,-0.902432705,33.85825,AGN,fsrq,3FGL J1321.7+8312,578.83716,PowerLaw,S5 1322+83,0,3FGL J1321.7+8312,0.884878972,0.115121028,0.850947909,0.149052091,0.822023443,0.177976557,0.866036648,0.133963352,209,AGN
-28.6233857,-27.7834963,2.2525718,-0.912204392,4.30204413,-0.677122445,-0.690539439,-0.220126219,-0.99919108,70.136314,AGN,bcu,3FGL J1322.3+0839,1232.4442,PowerLaw,NVSS J132210+084231,0,3FGL J1322.3+0839,0.863151277,0.136848723,0.818520755,0.181479245,0.799488137,0.200511863,0.843428307,0.156571693,197,AGN
-28.5777038,-27.7058175,2.3564265,-1.4223127,3.6784539,-0.620129599,-0.673279745,-0.631197009,-0.626521097,45.897182,AGN,bcu,3FGL J1322.6-1619,1108.8561,PowerLaw,PMN J1322-1617,0,3FGL J1322.6-1619,0.920000356,0.0799996442,0.893829534,0.106170466,0.862477014,0.137522986,0.895746828,0.104253172,214,AGN
-25.5206215,-27.5901489,2.6293957,0.497403124,5.18539181,-0.743610423,-0.684174122,-0.887080412,-0.694187741,52.447575,AGN,fsrq,3FGL J1322.8-0938,480.3613,PowerLaw,PKS B1319-093,0,3FGL J1322.8-0938,0.8750687,0.1249313,0.840350698,0.159649302,0.81549996,0.18450004,0.856650101,0.143349899,207,AGN
-32.1081497,-27.7008056,1.7395787,0.782931667,3.70402444,-0.999974101,0.999279639,-0.147507657,-0.543777016,66.24882,AGN,bll,3FGL J1322.9+0435,5297.3574,PowerLaw,RBS 1257,0,3FGL J1322.9+0435,0.891223479,0.108776521,0.852644555,0.147355445,0.829202224,0.170797776,0.871543195,0.128456805,226,AGN
-28.2443993,-27.5186348,2.1451643,-0.492173396,3.7724665,-0.546735034,-0.509942558,-0.661313526,-0.393608314,82.59597,AGN,bcu,3FGL J1323.0+2942,1516.0431,PowerLaw,4C +29.48,0,3FGL J1323.0+2942,0.892610277,0.107389723,0.832834815,0.167165185,0.815148973,0.184851027,0.872514368,0.127485632,214,AGN
-30.0153712,-27.816683,2.0760326,0.485487693,3.88067982,0.999894245,-0.458877549,-0.601715014,-0.43936536,74.9183,AGN,bll,3FGL J1323.9+1405,2054.543,PowerLaw,RX J1323.9+1406,0,3FGL J1323.9+1405,0.90994683,0.0900531705,0.881822946,0.118177054,0.852255382,0.147744618,0.889489078,0.110510922,223,AGN
-24.9767099,-26.2040812,2.5279326,0.307669021,4.82736665,-0.672318658,-0.784723019,-0.725100507,-0.728857432,18.977074,AGN,RDG,3FGL J1324.0-4330e,670.9939,PowerLaw,Cen A Lobes,20,3FGL J1324.0-4330e,0.909471017,0.090528983,0.86785235,0.13214765,0.844928658,0.155071342,0.879678419,0.120321581,198,AGN
-23.8910147,-26.9042392,2.7029896,0.818496365,4.08307352,-0.751981099,-0.77780652,-0.679797636,-0.577120206,19.405762,AGN,RDG,3FGL J1325.4-4301,481.17035,PowerLaw,Cen A Core,0,3FGL J1325.4-4301,0.913913382,0.0860866179,0.865438273,0.134561727,0.832463272,0.167536728,0.886486433,0.113513567,232,AGN
-31.9117358,-27.8168276,2.0694585,-1.25320948,3.94022182,-0.415543711,-0.804599094,-0.735836061,0.205804489,81.99773,AGN,bll,3FGL J1326.1+2931,4025.8076,PowerLaw,TXS 1323+298,0,3FGL J1326.1+2931,0.851210536,0.148789464,0.802751829,0.197248171,0.774284047,0.225715953,0.841916753,0.158083247,216,AGN
-26.1959891,-27.0839441,2.3716311,0.692129863,5.8960386,-0.680677892,-0.649743941,-0.646658524,-0.765139901,9.565026,AGN,bll,3FGL J1326.6-5256,885.1631,PowerLaw,PMN J1326-5256,0,3FGL J1326.6-5256,0.920217498,0.0797825022,0.870274853,0.129725147,0.846438658,0.153561342,0.893759538,0.106240462,203,AGN
-33.6842457,-27.9801295,1.6783624,-0.0601346325,3.47212153,-0.993741658,0.678844126,-0.825684691,0.55209603,81.634224,AGN,bll,3FGL J1327.9+2524,9199.37,PowerLaw,NVSS J132758+252750,0,3FGL J1327.9+2524,0.908956917,0.0910430827,0.868959566,0.131040434,0.84385847,0.15614153,0.892949127,0.107050873,236,AGN
-32.1103629,-27.0828084,1.6994323,-1.1687652,3.91636835,-0.9975446,0.893147796,-0.437082737,-0.0190027733,14.92222,AGN,bcu,3FGL J1328.5-4728,10204.391,PowerLaw,1WGA J1328.6-4727,512,3FGL J1328.5-4728,0.925912686,0.0740873137,0.868939843,0.131060157,0.850293705,0.149706295,0.908198049,0.0918019512,224,AGN
-30.3301662,-28.0196638,2.0257196,0.482281633,3.80606409,-0.562359315,-0.251699223,-0.546817661,-0.601567169,70.86295,AGN,bll,3FGL J1330.0+4437,2222.7375,PowerLaw,1RXS J133021.4+444117,0,3FGL J1330.0+4437,0.927246446,0.0727535539,0.869606558,0.130393442,0.854267616,0.145732384,0.904703684,0.0952963164,215,AGN
-25.9287017,-27.4597399,2.780691,0.627742685,3.64030625,-0.805546274,-0.78768962,-0.999882297,-0.715389841,23.938034,AGN,fsrq,3FGL J1330.0-3818,439.28693,PowerLaw,Tol 1326-379,0,3FGL J1330.0-3818,0.872847469,0.127152531,0.825825309,0.174174691,0.814446698,0.185553302,0.856363283,0.143636717,198,AGN
-30.8907424,-27.9141913,1.843277,-1.50110602,3.86586465,-0.842555023,-0.456245972,-0.328709152,-0.356179238,46.719734,AGN,bll,3FGL J1330.6+7002,3202.6519,PowerLaw,NVSS J133025+700141,0,3FGL J1330.6+7002,0.908773609,0.0912263907,0.866381675,0.133618325,0.838750702,0.161249298,0.883735287,0.116264713,201,AGN
-30.2565137,-27.9549819,2.248749,0.373852659,3.8701301,-0.812989049,-0.610133329,-0.844297358,0.421295735,64.01455,AGN,bcu,3FGL J1330.9+5201,1979.0381,PowerLaw,87GB 132842.6+521750,0,3FGL J1330.9+5201,0.916009071,0.0839909294,0.871133248,0.128866752,0.840597248,0.159402752,0.889219437,0.110780563,227,AGN
-28.9999206,-27.2805838,2.3737974,0.877096662,4.40156311,-0.274271953,-0.557778826,-0.723305922,-0.963227167,48.261967,AGN,bcu,3FGL J1331.1-1328,1526.141,PowerLaw,PMN J1331-1326,16,3FGL J1331.1-1328,0.920112877,0.0798871231,0.861984128,0.138015872,0.838741176,0.161258824,0.88866365,0.11133635,226,AGN
-25.7325874,-27.7568735,2.7634869,0.722007486,3.98171557,-0.761833797,-0.81497032,-0.380438931,-0.865996928,76.41885,AGN,bll,3FGL J1331.5+1711,423.52438,PowerLaw,TXS 1329+174,0,3FGL J1331.5+1711,0.926392852,0.0736071481,0.882446361,0.117553639,0.857711103,0.142288897,0.904285262,0.0957147383,211,AGN
-26.9113479,-27.9782815,2.5287473,0.616248749,4.31128862,-0.580448277,-0.794516828,-0.733052602,-0.778794172,68.321075,AGN,fsrq,3FGL J1331.8+4718,596.7878,PowerLaw,B3 1330+476,0,3FGL J1331.8+4718,0.882408957,0.117591043,0.840784266,0.159215734,0.825327602,0.174672398,0.856443675,0.143556325,192,AGN
-26.7674933,-27.021086,2.4170647,0.648060323,5.69261006,-0.502554494,-0.749128015,-0.650514838,-0.603831908,48.70471,AGN,fsrq,3FGL J1332.6-1256,1056.5782,PowerLaw,PMN J1332-1256,0,3FGL J1332.6-1256,0.918018973,0.0819810266,0.863872798,0.136127202,0.818972577,0.181027423,0.882835317,0.117164683,214,AGN
-27.7868506,-27.9169546,2.379495,-1.29967346,4.80813768,-0.588259984,-0.53578383,-0.677120413,-0.896152788,80.79877,AGN,fsrq,3FGL J1332.8+2723,878.44244,PowerLaw,MG2 J133305+2725,0,3FGL J1332.8+2723,0.890585658,0.109414342,0.86538707,0.13461293,0.836680436,0.163319564,0.876071495,0.123928505,224,AGN
-26.7804279,-27.7810272,2.4962182,-2.32250988,5.1170454,-0.623529932,-0.761983831,-0.560437371,-0.75209448,64.85982,AGN,fsrq,3FGL J1333.7+5057,721.3809,PowerLaw,CLASS J1333+5057,0,3FGL J1333.7+5057,0.941906575,0.0580934253,0.886234164,0.113765836,0.868306494,0.131693506,0.921949026,0.0780509743,201,AGN
-30.183196,-27.7344035,2.0467932,-0.497217963,3.92653369,0.46285019,-0.76299184,-0.167747552,-0.669629692,32.079266,AGN,bll,3FGL J1335.4-2949,2311.7385,PowerLaw,1ES 1332-295,0,3FGL J1335.4-2949,0.890948379,0.109051621,0.842329353,0.157670647,0.82116938,0.17883062,0.869484043,0.130515957,209,AGN
-26.4278448,-27.6516281,2.5763092,0.289201143,3.96795155,-0.732338071,-0.662940153,-0.815939413,-0.747979666,37.564434,AGN,bcu,3FGL J1338.6-2403,549.3538,PowerLaw,PKS 1336-237,0,3FGL J1338.6-2403,0.888600343,0.111399657,0.838766095,0.161233905,0.803255619,0.196744381,0.863997218,0.136002782,199,AGN
-25.024451,-28.1417905,3.019881,0.25145373,4.07381782,-0.796651629,-0.828800543,-0.83549503,-0.999462509,50.863766,AGN,fsrq,3FGL J1338.9+6532,274.06076,PowerLaw,87GB 133543.8+654752,0,3FGL J1338.9+6532,0.881989129,0.118010871,0.825460858,0.174539142,0.817587285,0.182412715,0.866871157,0.133128843,199,AGN
-29.8936313,-27.5984686,1.965404,-0.382536108,3.83322977,-0.278913568,-0.736950917,-0.403180038,-0.109309932,71.11093,AGN,bll,3FGL J1339.0+1153,2535.2686,PowerLaw,SDSS J133859.05+115316.7,0,3FGL J1339.0+1153,0.908498944,0.0915010558,0.865845077,0.134154923,0.839305761,0.160694239,0.885277066,0.114722934,223,AGN
-27.6112081,-27.7763199,2.4687686,0.956499726,4.24186502,-0.478724004,-0.689960702,-0.832683605,-0.999978302,59.03432,AGN,fsrq,3FGL J1339.8-0133,723.634,PowerLaw,PKS 1337-013,0,3FGL J1339.8-0133,0.907142768,0.0928572316,0.867793013,0.132206987,0.834563692,0.165436308,0.88563419,0.11436581,214,AGN
-32.2728144,-27.8831365,1.9342177,0.708413653,3.72444187,-0.760565957,-0.769276016,-0.487171634,0.0595632623,70.25745,AGN,bll,3FGL J1340.6+4412,5278.5347,PowerLaw,RX J1340.4+4410,0,3FGL J1340.6+4412,0.889964954,0.110035046,0.840759981,0.159240019,0.809504731,0.190495269,0.871046399,0.128953601,196,AGN
-30.2620132,-27.6830016,1.9813797,0.338587284,3.94361923,0.424024603,-0.286646976,-0.619729546,-0.579150158,56.550713,AGN,bcu,3FGL J1340.6-0408,2449.1772,PowerLaw,NVSS J134042-041006,0,3FGL J1340.6-0408,0.87789445,0.12210555,0.83000815,0.16999185,0.81616892,0.18383108,0.857130446,0.142869554,230,AGN
-28.0215291,-28.0588966,2.541214,0.360626935,3.82806306,-0.779886513,-0.775847723,-0.333082206,-0.671387869,73.58802,AGN,bll,3FGL J1341.0+3955,752.6211,PowerLaw,SDSS J134105.10+395945.4,0,3FGL J1341.0+3955,0.879130438,0.120869562,0.827328964,0.172671036,0.79613585,0.20386415,0.859298914,0.140701086,189,AGN
-28.1218563,-28.0038161,2.563019,-0.185476605,3.68116956,-0.625023795,-0.895164193,-0.304910253,-0.583433791,60.40405,AGN,bll,3FGL J1341.5+5517,797.314,PowerLaw,SBS 1339+554,0,3FGL J1341.5+5517,0.937063743,0.0629362573,0.895000157,0.104999843,0.860074917,0.139925083,0.909800564,0.0901994363,235,AGN
-25.2197566,-27.5593445,2.6484118,0.868452976,5.54472863,-0.600419407,-0.780905161,-0.831080416,-0.999889122,40.444176,AGN,fsrq,3FGL J1341.9-2053,421.20206,PowerLaw,PKS B1339-206,0,3FGL J1341.9-2053,0.895981511,0.104018489,0.852622619,0.147377381,0.821713477,0.178286523,0.875786314,0.124213686,229,AGN
-31.2816581,-27.7486095,1.8699266,0.613791533,3.1624005,-0.999661491,0.996214235,-0.601207712,-0.439129228,68.84018,AGN,bcu,3FGL J1342.7+0945,3445.0256,PowerLaw,NVSS J134240+094752,0,3FGL J1342.7+0945,0.924803887,0.0751961134,0.872057608,0.127942392,0.846730566,0.153269434,0.898407357,0.101592643,211,AGN
-29.5284902,-28.1072218,2.4078097,-0.146359841,3.71939639,-0.848441151,-0.844277572,-0.0572245667,-0.519893725,57.886726,AGN,fsrq,3FGL J1343.6+5753,1239.0055,PowerLaw,1RXS J134357.9+575426,0,3FGL J1343.6+5753,0.941063651,0.0589363493,0.902039201,0.0979607991,0.879162075,0.120837925,0.906083392,0.0939166077,204,AGN
-30.2041575,-27.6316819,2.1818755,-0.950538757,3.7385008,-0.436182547,-0.56795048,-0.823772908,0.0327476942,24.738537,AGN,bcu,3FGL J1344.5-3655,2271.6868,PowerLaw,PKS 1341-366,0,3FGL J1344.5-3655,0.891230534,0.108769466,0.849597004,0.150402996,0.820261796,0.179738204,0.864539433,0.135460567,217,AGN
-26.8031149,-27.599496,2.3098857,0.834920577,5.24258629,-0.415100185,-0.615637599,-0.739901047,-0.797655896,66.15323,AGN,fsrq,3FGL J1345.8+0704,794.9964,PowerLaw,TXS 1343+073,0,3FGL J1345.8+0704,0.900416518,0.0995834821,0.863930619,0.136069381,0.834509491,0.165490509,0.884017239,0.115982761,224,AGN
-27.5100445,-27.6897074,2.4660408,-0.660748531,4.04495122,-0.733187379,-0.766243495,-0.473416127,-0.690800895,27.553875,AGN,bcu,3FGL J1345.9-3357,777.3213,PowerLaw,NVSS J134543-335643,0,3FGL J1345.9-3357,0.898957458,0.101042542,0.859973858,0.140026142,0.833438137,0.166561863,0.877308228,0.122691772,223,AGN
-28.0128152,-26.5330417,2.317999,-0.355967537,3.81323992,-0.802004238,-0.56924556,-0.58792017,-0.66364428,1.6924622,AGN,rdg,3FGL J1346.6-6027,1802.6875,PowerLaw,Cen B,0,3FGL J1346.6-6027,0.905056778,0.0949432218,0.862921928,0.137078072,0.836081034,0.163918966,0.882182135,0.117817865,217,AGN
-31.2369207,-27.3734567,1.744025,-0.786091541,3.82649348,0.722204122,-0.553350278,-0.244795309,-0.354004734,31.374763,AGN,bcu,3FGL J1346.9-2958,4641.7085,PowerLaw,NVSS J134706-295840,0,3FGL J1346.9-2958,0.930612914,0.0693870861,0.891948102,0.108051898,0.867454428,0.132545572,0.899767672,0.100232328,196,AGN
-26.5785184,-27.4246116,2.4929364,-1.12150332,5.11139526,-0.645940399,-0.732924815,-0.593230509,-0.917625743,23.644827,AGN,fsrq,3FGL J1347.6-3754,748.23114,PowerLaw,PMN J1347-3750,0,3FGL J1347.6-3754,0.914136899,0.0858631011,0.871743464,0.128256536,0.848813166,0.151186834,0.89485357,0.10514643,227,AGN
-26.3788965,-27.4290564,2.391943,0.790373614,6.46474919,-0.61946556,-0.634969097,-0.718049782,-0.825215072,48.81679,AGN,fsrq,3FGL J1349.6-1133,770.66473,PowerLaw,PKS 1346-112,0,3FGL J1349.6-1133,0.911889527,0.0881104728,0.873061993,0.126938007,0.835510645,0.164489355,0.893159975,0.106840025,236,AGN
-26.2172213,-27.7592477,2.3711505,0.90521482,5.66754285,-0.426807008,-0.736111123,-0.600256601,-0.829826577,76.55563,AGN,fsrq,3FGL J1350.8+3035,639.77856,PowerLaw,B2 1348+30B,0,3FGL J1350.8+3035,0.91040051,0.0895994904,0.861002289,0.138997711,0.846530238,0.153469762,0.886170113,0.113829887,229,AGN
-28.3664667,-27.7324365,2.3126726,-0.135340995,5.1276938,-0.685821985,-0.454893807,-0.673488096,-0.948090151,59.766438,AGN,fsrq,3FGL J1351.1+0030,1111.8579,PowerLaw,PKS 1348+007,0,3FGL J1351.1+0030,0.888900827,0.111099173,0.838636425,0.161363575,0.809204674,0.190795326,0.865103582,0.134896418,196,AGN
-30.7489311,-27.2800611,1.7105751,0.597106764,3.82528872,0.998684745,-0.265133272,-0.42904104,-0.0508429012,68.78262,AGN,bll,3FGL J1351.4+1115,4074.529,PowerLaw,RX J1351.3+1115,0,3FGL J1351.4+1115,0.921946742,0.0780532575,0.86833356,0.13166644,0.840119448,0.159880552,0.898906955,0.101093045,233,AGN
-27.4752068,-27.5506769,2.3962493,0.402553607,4.4889319,-0.613447165,-0.683978636,-0.61796527,-0.878452758,31.826267,AGN,bcu,3FGL J1351.7-2913,897.7326,PowerLaw,PKS 1348-289,0,3FGL J1351.7-2913,0.888918258,0.111081742,0.838800211,0.161199789,0.817477491,0.182522509,0.869609366,0.130390634,210,AGN
-26.2806646,-27.5312104,2.5934155,0.465199546,3.60512946,-0.797976298,-0.715559086,-0.46758384,-0.787575579,17.243704,AGN,bll,3FGL J1353.1-4414,579.8954,PowerLaw,PKS 1349-439,0,3FGL J1353.1-4414,0.896702214,0.103297786,0.848714457,0.151285543,0.825128059,0.174871941,0.877223336,0.122776664,201,AGN
-27.7330936,-27.7567427,2.342583,-0.952277663,4.27816354,-0.599477011,-0.754592047,-0.57643988,-0.481486942,70.915085,AGN,bll,3FGL J1353.2+1435,951.3587,PowerLaw,OP 186,0,3FGL J1353.2+1435,0.884613076,0.115386924,0.848648384,0.151351616,0.832858839,0.167141161,0.864103973,0.135896027,211,AGN
-30.8593196,-27.2609945,1.9051212,0.121469034,3.87773979,0.0892735599,-0.305995654,-0.500972521,-0.455565389,-4.5343924,AGN,bll,3FGL J1353.5-6640,4733.987,PowerLaw,1RXS J135341.1-664002,0,3FGL J1353.5-6640,0.895025924,0.104974076,0.852420348,0.147579652,0.827195722,0.172804278,0.874274853,0.125725147,231,AGN
-28.4998876,-27.9876171,2.2628415,-0.0668657818,3.6447439,-0.43974836,-0.531947002,-0.766472373,-0.499216307,73.37553,AGN,bll,3FGL J1354.5+3705,1066.5105,PowerLaw,FIRST J135426.6+370654,0,3FGL J1354.5+3705,0.898023226,0.101976774,0.861253637,0.138746363,0.836953529,0.163046471,0.883377698,0.116622302,217,AGN
-27.1513221,-27.5262903,2.3867111,0.875695837,5.27399363,-0.511349599,-0.683396957,-0.78996882,-0.560753738,49.114418,AGN,fsrq,3FGL J1355.0-1044,866.84015,PowerLaw,PKS 1352-104,0,3FGL J1355.0-1044,0.938755589,0.0612444112,0.887096112,0.112903888,0.866210503,0.133789497,0.911254883,0.0887451169,190,AGN
-30.6149934,-27.6804627,2.0602117,-0.555438998,3.79354866,-0.779060917,-0.584070266,-0.749896754,0.315819215,20.723246,AGN,bcu,3FGL J1356.3-4029,2776.0151,PowerLaw,SUMSS J135625-402820,0,3FGL J1356.3-4029,0.913077308,0.086922692,0.876060284,0.123939716,0.84914265,0.15085735,0.888432671,0.111567329,212,AGN
-30.2402322,-27.6389385,2.1422958,-1.95198822,3.8806007,-0.796189995,-0.496093025,-0.735395455,-0.16033588,59.802837,AGN,bll,3FGL J1357.5+0125,2379.283,PowerLaw,RX J1357.6+0128,0,3FGL J1357.5+0125,0.897772604,0.102227396,0.837135435,0.162864565,0.812615577,0.187384423,0.872396259,0.127603741,201,AGN
-26.9677823,-28.0004503,2.4841075,1.15110233,4.63711275,-0.659966097,-0.650033065,-0.535222141,-0.97273971,39.771904,AGN,fsrq,3FGL J1357.6+7643,689.88916,PowerLaw,S5 1357+76,0,3FGL J1357.6+7643,0.905437057,0.0945629426,0.855827474,0.144172526,0.834413597,0.165586403,0.877233749,0.122766251,217,AGN
-25.8580151,-27.9539196,2.5925956,-1.01120214,4.952563,-0.696437192,-0.626597469,-0.852805397,-0.703764485,58.891346,AGN,fsrq,3FGL J1359.0+5544,500.8146,PowerLaw,87GB 135720.6+555936,0,3FGL J1359.0+5544,0.922008573,0.077991427,0.882673127,0.117326873,0.854222619,0.145777381,0.905746833,0.0942531674,216,AGN
-29.2135389,-27.5776888,2.332943,-0.140215625,3.73920004,-0.00418738517,-0.638088343,-0.587255333,-0.997377906,60.13988,AGN,fsrq,3FGL J1359.2+0204,1451.2013,PowerLaw,PKS 1356+022,0,3FGL J1359.2+0204,0.892364966,0.107635034,0.838522249,0.161477751,0.819272142,0.180727858,0.8725611,0.1274389,219,AGN
-29.6961011,-27.4498128,2.0236564,0.768424397,3.79395313,-0.66303767,-0.706174484,-0.314265422,-0.473649677,23.138094,AGN,bll,3FGL J1359.9-3746,2563.7778,PowerLaw,PMN J1359-3746,0,3FGL J1359.9-3746,0.892846198,0.107153802,0.847404223,0.152595777,0.830799364,0.169200636,0.874514267,0.125485733,217,AGN
-26.6379796,-27.130868,2.4968183,0.724608831,4.72696251,-0.632258459,-0.763252358,-0.640481134,-0.921817972,5.483977,AGN,bcu,3FGL J1400.7-5605,768.0807,PowerLaw,PMN J1400-5605,0,3FGL J1400.7-5605,0.895363899,0.104636101,0.862516208,0.137483792,0.844863744,0.155136256,0.876582163,0.123417837,234,AGN
-29.8164944,-27.6025545,1.9820073,-1.93512616,3.69597388,-0.687059246,-0.507348265,-0.371370165,-0.662372179,60.99879,AGN,bll,3FGL J1404.8+0401,2354.988,PowerLaw,MS 1402.3+0416,0,3FGL J1404.8+0401,0.895937625,0.104062375,0.853598089,0.146401911,0.813644911,0.186355089,0.882718307,0.117281693,197,AGN
-30.1402204,-28.2031163,2.09328,-0.00229793824,3.95841517,-0.674512526,-0.458461809,-0.531121953,-0.66644519,49.555595,AGN,bll,3FGL J1404.8+6554,1879.2035,PowerLaw,NVSS J140450+655428,0,3FGL J1404.8+6554,0.895753759,0.104246241,0.8403052,0.1596948,0.817483308,0.182516692,0.871105284,0.128894716,216,AGN
-30.4957443,-27.5147815,1.8929456,0.0105915114,3.82256523,-0.150797753,-0.581128596,-0.174748946,-0.633117224,34.715218,AGN,bcu,3FGL J1406.0-2508,3234.6687,PowerLaw,NVSS J140609-250808,0,3FGL J1406.0-2508,0.910574356,0.0894256443,0.865206002,0.134793998,0.825429078,0.174570922,0.886856684,0.113143316,204,AGN
-32.9937998,-27.7710412,1.6473371,-0.474959409,3.59460641,0.956781428,-0.564403048,-0.453718698,-0.035031406,69.74636,AGN,bll,3FGL J1406.6+1644,7539.444,PowerLaw,RBS 1350,0,3FGL J1406.6+1644,0.940658207,0.0593417935,0.880148029,0.119851971,0.861662729,0.138337271,0.914866387,0.0851336127,230,AGN
