Source_Name,AGN_BDT_MEAN,AGN_BDT_STD,PSR_BDT_MEAN,PSR_BDT_STD,AGN_NN_MEAN,AGN_NN_STD,PSR_NN_MEAN,PSR_NN_STD,AGN_RF_MEAN,AGN_RF_STD,PSR_RF_MEAN,PSR_RF_STD,AGN_LR_MEAN,AGN_LR_STD,PSR_LR_MEAN,PSR_LR_STD
4FGL J1537.7-7957,0.9998619712624617,8.256790734236012e-05,0.00013802873753826202,8.25679073423577e-05,0.9974281199103643,0.0015732834441905092,0.002571880089635681,0.001573283444190512,0.9986932282372561,0.0013057869215098758,0.0013067717627440706,0.001305786921509867,0.9996124595839491,0.00013052925191047227,0.0003875404160508655,0.00013052925191047387
4FGL J1537.9-1344,0.9996960179321361,0.0001986566478862043,0.00030398206786398077,0.00019865664788620277,0.9958261026149313,0.0032479810719317492,0.004173897385068591,0.003247981071931749,0.9951073123519412,0.005563152017524264,0.004892687648058857,0.005563152017524252,0.9983744437764526,0.0006806928465882611,0.0016255562235474425,0.0006806928465882617
4FGL J1539.6+2743,0.9997669880426557,0.00014798115261721579,0.00023301195734438284,0.00014798115261721687,0.9985951544538418,0.0011559241529082607,0.0014048455461581587,0.0011559241529082616,0.9971718988624374,0.0029881451569093672,0.0028281011375626856,0.002988145156909369,0.9999606795076802,1.574411229689226e-05,3.932049231973878e-05,1.5744112296889893e-05
4FGL J1539.7-1127,0.999733649075163,0.0002303393494814694,0.0002663509248369291,0.0002303393494814712,0.9961372852057582,0.002972944875488086,0.0038627147942417402,0.002972944875488082,0.997653698823162,0.002969866960767638,0.0023463011768378376,0.0029698669607676246,0.9973817224336486,0.0009572589352458245,0.002618277566351293,0.0009572589352458227
4FGL J1539.9+4220,0.9967338014880588,0.0025479538658663187,0.0032661985119411506,0.0025479538658663196,0.9782493711157835,0.014093496043697761,0.02175062888421663,0.014093496043697761,0.9828912504066776,0.011338875355231624,0.017108749593322422,0.01133887535523163,0.9721877635042385,0.007066754130746706,0.02781223649576162,0.0070667541307467075
4FGL J1540.1+8155,0.9976750316984758,0.0018605813003335202,0.0023249683015240247,0.0018605813003335194,0.9844192567915799,0.01119902286044376,0.015580743208419966,0.011199022860443759,0.9902545001797948,0.008666442575112359,0.009745499820205391,0.008666442575112348,0.974564785991718,0.0056379152510507196,0.02543521400828181,0.0056379152510507196
4FGL J1540.4+6606,0.9991424770081697,0.004134937993868637,0.0008575229918303059,0.004134937993868638,0.9984275850597165,0.0010627824627719024,0.0015724149402835566,0.0010627824627719067,0.997078647676582,0.002671493773395609,0.002921352323418009,0.0026714937733956154,0.99934154637348,0.00023662511594803377,0.0006584536265198264,0.00023662511594803315
4FGL J1540.7+1449,0.9981186036884414,0.026028530694711758,0.0018813963115588467,0.026028530694711758,0.9978215522628439,0.001615148385651727,0.0021784477371562037,0.0016151483856517265,0.9957151962364063,0.006763604785017132,0.004284803763593632,0.006763604785017137,0.9964158880692829,0.0010140167773458517,0.0035841119307170695,0.0010140167773458476
4FGL J1541.7+1413,0.999542272351281,0.0004303169023391687,0.0004577276487189408,0.00043031690233916913,0.9943608009279779,0.0037281226996439903,0.005639199072022129,0.003728122699643989,0.9969004851376956,0.004418811131752428,0.0030995148623043202,0.004418811131752429,0.9924845335340619,0.0018402140289615367,0.007515466465938101,0.0018402140289615352
4FGL J1541.9-2915,0.9995088700323054,0.000320256147002034,0.0004911299676947022,0.00032025614700203207,0.9891309385693551,0.008412684281204818,0.010869061430645024,0.008412684281204818,0.9982089823719003,0.002346304357201953,0.0017910176280998154,0.002346304357201947,0.9934518776698962,0.0017702922904268338,0.006548122330104035,0.0017702922904268338
4FGL J1542.3+1801,0.9989382359846639,0.0011408453002837704,0.0010617640153359987,0.0011408453002837696,0.9956146962427692,0.003008183261646465,0.004385303757230628,0.003008183261646464,0.9816081278127725,0.0132253171249811,0.018391872187227584,0.013225317124981097,0.9953663708535874,0.0015973244417371952,0.004633629146412459,0.0015973244417371926
4FGL J1543.0+6130,0.9995777235951813,0.0004375303277713643,0.0004222764048187629,0.00043753032777136994,0.994411013502419,0.005072423672643011,0.005588986497581129,0.0050724236726430155,0.9963968622982364,0.006661580545911575,0.003603137701763431,0.006661580545911579,0.9988426913763456,0.0005737534628767424,0.0011573086236542755,0.0005737534628767432
