Source_Name_3FGL,GLON,GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Signif_Curve),ln(Variability_Index),500MeV_Index,HR12,HR23,HR34,HR45,Category_3FGL,CLASS_3FGL,Pivot_Energy,Spectrum_Type,ASSOC1,Flags,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,AGN_BDT_O,AGN_BDT_STD_O,PSR_BDT_O,PSR_BDT_STD_O,AGN_NN_O,AGN_NN_STD_O,PSR_NN_O,PSR_NN_STD_O,AGN_RF_O,AGN_RF_STD_O,PSR_RF_O,PSR_RF_STD_O,AGN_LR_O,AGN_LR_STD_O,PSR_LR_O,PSR_LR_STD_O
3FGL J0008.6-2340,50.280113220214844,-79.75257110595703,-26.387356906784454,-27.684863755864836,-0.16392929997160774,3.8575460017221874,1.598934292793274,0.032599993,0.999570207,-0.739576457,0.416237882,AGN,bll,7424.89,PowerLaw,RBS 0016,0,0.9995873809742302,7.222260585942694E-4,4.126190257696958E-4,7.222260585942682E-4,0.9949308426769508,0.011165258923291815,0.005069157323049338,0.011165258923291815,0.9800322925000875,0.012639424146426147,0.01996770749991256,0.012639424146426144,0.9999126009565363,6.852233175563721E-5,8.739904346352477E-5,6.852233175563561E-5,0.9982154175130683,0.0025650925375531146,0.001784582486931881,0.0025650925375531124,0.9857419084753316,0.029640837338753823,0.0142580915246685,0.029640837338753823,0.9456035110435183,0.033897621567958114,0.05439648895648174,0.033897621567958114,0.9991116616397866,0.0010774674376475277,8.883383602134489E-4,0.0010774674376475264
3FGL J0009.1+0630,104.48909759521484,-54.84626007080078,-25.800963095690793,-27.71091958490174,-0.996861512193448,4.116717134544777,2.17936372756958,-0.513312783,-0.599315647,-0.541871893,-0.517110066,AGN,bll,1548.9703,PowerLaw,CRATES J000903.95+062821.5,0,0.9999369565049592,4.020248456754181E-5,6.304349504095757E-5,4.020248456754453E-5,0.9936208725894781,0.01588043487936879,0.006379127410521939,0.015880434879368792,0.9964078295857756,0.005378479105015971,0.0035921704142244143,0.005378479105015982,0.9999598199268799,2.628643853149165E-5,4.0180073120027365E-5,2.6286438531490403E-5,0.999906937615151,8.427306011972636E-5,9.306238484893893E-5,8.427306011972362E-5,0.9737458844974911,0.07766655320895441,0.02625411550250891,0.07766655320895441,0.9932498741405947,0.00773579902467551,0.006750125859405367,0.007735799024675502,0.9995312103964098,3.4217307684408197E-4,4.687896035903071E-4,3.421730768440821E-4
3FGL J0009.3+5030,116.11641693115234,-11.803292274475098,-24.06571279100253,-26.978527797297804,0.7596332632820182,4.5995237051188935,1.9286354780197144,-0.531442468,-0.471129138,-0.403181438,-0.563149301,AGN,bll,1656.9579,PowerLaw,NVSS J000922+503028,0,0.9999412655610506,5.042690772823571E-5,5.873443894948027E-5,5.042690772823611E-5,0.990171901743879,0.014369198503861381,0.009828098256120913,0.014369198503861381,0.9964671083336876,0.004302178562129351,0.003532891666312389,0.004302178562129352,0.9906632360671664,0.0022712595597043257,0.009336763932833654,0.002271259559704326,0.9998080420390939,1.648361518113249E-4,1.919579609059527E-4,1.6483615181132481E-4,0.9451254190102821,0.0772445774531319,0.05487458098971786,0.0772445774531319,0.9944625886290975,0.007605363584381307,0.005537411370902463,0.0076053635843813085,0.9618535892348292,0.014079536101610427,0.03814641076517086,0.014079536101610423
3FGL J0009.6-3211,1.2516652345657349,-79.60184478759766,-26.41311203039029,-28.024800369420838,0.02707590994001457,3.7502933618174916,2.309729814529419,-0.596740735,-0.623579577,-0.703260285,-0.637021066,AGN,bcu,1069.8146,PowerLaw,IC 1531,1,0.9992713347081831,0.0016265596306221715,7.28665291816841E-4,0.0016265596306221724,0.9939905215437382,0.021385848516520506,0.006009478456261783,0.02138584851652051,0.9719845063048196,0.022110122898894764,0.028015493695180273,0.022110122898894746,0.9958578824873184,0.0014887587908629077,0.004142117512681499,0.0014887587908629094,0.9981230214953347,0.003341726862257762,0.001876978504665316,0.00334172686225776,0.9755102424635819,0.04661683038348982,0.02448975753641796,0.04661683038348982,0.9327982102489465,0.04376142155988728,0.06720178975105354,0.04376142155988727,0.9505295144136844,0.022147506608419524,0.04947048558631559,0.022147506608419524
3FGL J0012.4+7040,119.68739318847656,8.046483039855957,-25.791513338139378,-27.29591217415154,-1.5660769342372887,3.9430543072312942,2.4837498664855957,-0.59534088,-0.869545042,-0.568573316,-0.441835598,AGN,bcu,1066.8414,PowerLaw,TXS 0008+704,8,0.9999441107248201,4.752525854282073E-5,5.588927517990424E-5,4.752525854281948E-5,0.994224347608034,0.011089721196422656,0.005775652391966138,0.011089721196422656,0.9967807218081043,0.001764853429742893,0.003219278191895799,0.0017648534297429004,0.9999940674189023,3.939758065826749E-6,5.9325810977894145E-6,3.939758065830797E-6,0.9999345405089564,6.677427069877264E-5,6.545949104363365E-5,6.677427069877325E-5,0.9698568739516211,0.06679418582427311,0.030143126048378963,0.06679418582427311,0.9911103976788872,0.00867493142646301,0.008889602321112732,0.008674931426463006,0.9998927139108428,1.0168354483747982E-4,1.0728608915738605E-4,1.016835448374807E-4
3FGL J0013.2-3954,332.32379150390625,-74.96217346191406,-25.687311346528215,-27.858863594383454,-1.8850229366416158,4.011471395021256,2.2117834091186523,-0.564600305,-0.626851708,-0.586269932,-0.350811907,AGN,bll,1139.5116,PowerLaw,PKS 0010-401,0,0.999791323327566,2.9474973405881435E-4,2.0867667243385185E-4,2.9474973405881197E-4,0.9959385981274358,0.009404922240701625,0.004061401872564363,0.009404922240701627,0.9956145657644448,0.0051666336212531135,0.004385434235555214,0.005166633621253119,0.9999969733733077,2.6565530578313107E-6,3.0266266923479804E-6,2.656553057831535E-6,0.9998232468908987,1.8835596660802658E-4,1.7675310910141194E-4,1.8835596660802468E-4,0.9845934893866309,0.03677923414683596,0.015406510613369048,0.03677923414683596,0.9901212497816442,0.011356355252461018,0.009878750218355836,0.011356355252461025,0.9999331938303067,7.434192473785107E-5,6.680616969337632E-5,7.434192473784878E-5
3FGL J0013.9-1853,74.62692260742188,-78.07839965820312,-26.635993090817472,-27.99473259202401,0.4864007164234704,3.59618299537908,1.9351506233215332,0.99911541,0.342174432,-0.420619201,-0.836871206,AGN,bll,2844.402,PowerLaw,RBS 0030,0,0.9691000843298404,0.06596676710292265,0.0308999156701596,0.06596676710292265,0.979748107221446,0.03755094968448828,0.020251892778553906,0.037550949684488286,0.8967287416815386,0.04492225347361564,0.10327125831846153,0.044922253473615635,0.9463381142465038,0.016529770467320206,0.05366188575349602,0.01652977046732021,0.9701236470274717,0.03199194450994234,0.02987635297252826,0.03199194450994234,0.9085286082035834,0.14284655226510468,0.09147139179641658,0.14284655226510468,0.8829549816149491,0.04840422559211289,0.11704501838505083,0.048404225592112875,0.7844189730907053,0.07984988058379504,0.21558102690929476,0.07984988058379504
3FGL J0014.0-5025,317.45111083984375,-65.63306427001953,-26.601489279136576,-28.008552302158446,0.371497980951875,3.8368129999140135,1.923877239227295,-0.739192463,-0.278573801,-0.630847604,-0.448877519,AGN,bll,2914.0332,PowerLaw,RBS 0032,0,0.9996764534374,2.9381833433751264E-4,3.2354656260024E-4,2.938183343375107E-4,0.9927897607785721,0.018328792431121576,0.007210239221427918,0.018328792431121576,0.9928080012042476,0.00745849856164439,0.007191998795752329,0.0074584985616443795,0.9951158924561402,0.0015753635483504354,0.004884107543859948,0.001575363548350437,0.9992956944149429,5.919537441756648E-4,7.043055850569278E-4,5.919537441756635E-4,0.9660859936049415,0.07520637022274543,0.03391400639505859,0.07520637022274543,0.9907065958456427,0.009697156286412897,0.009293404154357327,0.009697156286412895,0.9506160316080055,0.02338727896389402,0.04938396839199464,0.02338727896389402
3FGL J0014.6+6119,118.53034210205078,-1.2385841608047485,-25.575163577300454,-27.319719820875655,0.8888615601925101,3.927609370077782,1.887485384941101,0.955237768,-0.084374271,-0.277528749,-0.458452091,AGN,bcu,5187.997,PowerLaw,4C +60.01,0,0.9986454045325228,0.0011809931445253624,0.0013545954674771144,0.0011809931445253604,0.9757311442599512,0.0374385450292089,0.024268855740048723,0.037438545029208896,0.9895147046917849,0.007445849838188964,0.010485295308215042,0.007445849838188957,0.9740142503508656,0.006638230885503009,0.025985749649134495,0.00663823088550301,0.9954136069914269,0.0037218918943295333,0.0045863930085728736,0.0037218918943295307,0.881472308012702,0.15553416726195318,0.11852769198729796,0.15553416726195318,0.9732596369315908,0.02045100734339452,0.026740363068409094,0.020451007343394514,0.9278338558399296,0.028126717616424556,0.07216614416007033,0.028126717616424556
3FGL J0014.7+5802,118.07527923583984,-4.48273229598999,-26.181630839707587,-27.57167373827709,-0.3954288947808952,3.676555596392872,1.9128166437149048,0.923888966,0.82992441,-0.538831261,-0.539200917,AGN,bll,5677.0996,PowerLaw,1RXS J001442.2+580201,0,0.9997928204402908,1.8835970500599773E-4,2.0717955970907996E-4,1.8835970500599638E-4,0.9910151245433042,0.013867500714012123,0.008984875456695738,0.013867500714012125,0.9942197828663647,0.005304129015722536,0.005780217133635265,0.005304129015722536,0.9984270774912729,7.207969452434328E-4,0.0015729225087271793,7.207969452434331E-4,0.9993332614840568,5.744868246717257E-4,6.667385159432681E-4,5.744868246717269E-4,0.9510272696286235,0.08909529493793959,0.04897273037137658,0.08909529493793959,0.9884670590805975,0.009953313461169082,0.0115329409194025,0.009953313461169086,0.9870720603865708,0.010373665232185282,0.012927939613429152,0.01037366523218528
3FGL J0015.7+5552,117.90898132324219,-6.648677349090576,-26.028765278448358,-27.565053334384015,0.042450497196413264,3.6289260473452027,2.114528179168701,-0.612040553,-0.708852423,-0.58331449,-0.588342847,AGN,bcu,3002.9968,PowerLaw,GB6 J0015+5551,0,0.9998871768566883,1.1109400920619348E-4,1.1282314331174709E-4,1.1109400920618993E-4,0.988816594543309,0.021256800581203446,0.011183405456691073,0.02125680058120345,0.996868236777804,0.0019112993364414038,0.00313176322219592,0.0019112993364414023,0.9951020107353632,0.001665520387743223,0.004897989264636719,0.001665520387743224,0.9996009967562078,3.7265776833549736E-4,3.9900324379227287E-4,3.7265776833549655E-4,0.9301273593897689,0.09375153636857485,0.06987264061023095,0.09375153636857485,0.9930445992279778,0.007539370603602292,0.006955400772022236,0.0075393706036022915,0.9375235250287264,0.03038580859662092,0.062476474971273725,0.030385808596620927
3FGL J0016.3-0013,104.07860565185547,-61.80875778198242,-25.23289897891606,-27.712184607951606,1.2271659779268536,5.030950405577961,2.617854595184326,-0.616784239,-0.795090013,-0.908771878,-0.355854503,AGN,fsrq,449.44128,PowerLaw,S3 0013-00,0,0.9999363456654523,7.051091385371333E-5,6.36543345478649E-5,7.051091385371034E-5,0.9937868906697558,0.012297611327932813,0.0062131093302442,0.012297611327932813,0.9856809971372037,0.012565832311730949,0.014319002862796219,0.012565832311730949,0.9935427079563256,0.002407367765295213,0.006457292043674271,0.0024073677652952127,0.9999096255570413,1.249961330079328E-4,9.037444295857008E-5,1.249961330079341E-4,0.9685791739209441,0.06634128895281705,0.03142082607905604,0.06634128895281703,0.983610730613064,0.015871896975516175,0.016389269386936068,0.01587189697551617,0.9644413817355046,0.027186903192424262,0.035558618264495544,0.02718690319242426
3FGL J0017.2-0643,99.66854095458984,-68.03634643554688,-26.165380284522534,-27.809167879121993,-0.0533356895672501,3.6213918458519982,2.1161961555480957,0.031875911,-0.167553473,-0.69133399,-0.771387465,AGN,bcu,1905.9727,PowerLaw,PMN J0017-0650,0,0.9975620415422851,0.0030998733832237717,0.0024379584577148743,0.003099873383223771,0.9937944087429764,0.012490099310899516,0.006205591257023535,0.012490099310899514,0.9802165099873601,0.011750320896533788,0.019783490012639876,0.011750320896533804,0.9900028444843624,0.0034619449949816663,0.009997155515637636,0.003461944994981663,0.9914173417533282,0.011156137275485119,0.008582658246671768,0.011156137275485116,0.9560548363412219,0.086966156505771,0.04394516365877807,0.08696615650577098,0.9373548264188019,0.03678073098916929,0.06264517358119821,0.03678073098916929,0.8847839826727869,0.04839762957343043,0.11521601732721307,0.04839762957343043
3FGL J0017.6-0512,101.2584228515625,-66.64299011230469,-25.162909952642153,-27.390353535065394,0.6175269502257704,5.438452150945145,2.5062899589538574,-0.651864181,-0.716061772,-0.813044896,-0.500378042,AGN,FSRQ,861.1856,PowerLaw,PMN J0017-0512,0,0.999960877528886,4.431461259243134E-5,3.9122471114039716E-5,4.431461259243175E-5,0.9937510108544326,0.020391368302462676,0.006248989145567366,0.020391368302462673,0.9929663644750415,0.007947607852794192,0.007033635524958473,0.007947607852794197,0.9997404330627083,9.598708886763599E-5,2.595669372917063E-4,9.598708886763743E-5,0.9999366337742903,6.700268050879415E-5,6.33662257098084E-5,6.700268050879198E-5,0.9768567644218891,0.04983860775030959,0.023143235578111057,0.04983860775030959,0.984771643275169,0.012361382943575189,0.015228356724831239,0.012361382943575184,0.9990763950118274,6.261649158603961E-4,9.236049881727815E-4,6.261649158603958E-4
3FGL J0018.4+2947,114.43212890625,-32.532039642333984,-26.705551546653403,-27.978807112607953,-2.4305654603613083,4.030712002647706,1.8645150661468506,0.884908636,-0.839906357,-0.166074473,-0.173117601,AGN,bll,4720.1187,PowerLaw,RBS 0042,0,0.9999705127109008,2.362764852548274E-5,2.9487289099174813E-5,2.3627648525483362E-5,0.9957733346292539,0.006862433425683971,0.004226665370746198,0.006862433425683969,0.9973736729409972,0.002355631812173432,0.0026263270590028086,0.0023556318121734456,0.9999999486875187,4.4430979468564583E-8,5.1312481231443555E-8,4.4430979468783164E-8,0.9999859331892232,2.368174938591634E-5,1.406681077688805E-5,2.3681749385914284E-5,0.9750157145923394,0.0774708006515708,0.024984285407660668,0.0774708006515708,0.9973828571438383,0.003039372403931447,0.002617142856161674,0.003039372403931448,0.9999994745946883,1.0479122240557223E-6,5.254053117719375E-7,1.0479122240563766E-6
3FGL J0018.9-8152,304.3301086425781,-35.163124084472656,-25.649300164204753,-27.662281710650323,-1.1711670152765281,4.450296143298976,2.0754406452178955,-0.658769818,-0.658890441,-0.518360336,-0.27289898,AGN,bll,2187.517,PowerLaw,PMN J0019-8152,0,0.9999797638323366,1.808309426338451E-5,2.0236167663173547E-5,1.8083094263384305E-5,0.9934789474254649,0.019551499054868145,0.006521052574535217,0.019551499054868145,0.9985897470126374,0.0014913232972821081,0.001410252987362651,0.001491323297282106,0.9999958329839183,2.481559199112237E-6,4.1670160816970195E-6,2.4815591991137095E-6,0.9999839840412552,1.956672278087477E-5,1.6015958744896792E-5,1.956672278087739E-5,0.9737632707588652,0.07437400742291789,0.026236729241135015,0.07437400742291789,0.9987208573734638,0.002461917544503885,0.0012791426265359711,0.002461917544503888,0.9999504762223922,4.5291878864351816E-5,4.952377760785232E-5,4.529187886435054E-5
3FGL J0019.1-5645,311.73150634765625,-59.82244110107422,-26.31155232167194,-28.021209282730076,-0.6446442271334654,4.140851234997315,2.3909311294555664,-0.882274398,-0.48227178,-0.598547156,-0.279748388,AGN,bcu,1088.913,PowerLaw,PMN J0019-5641,0,0.9998945807414886,8.355099702654573E-5,1.0541925851151053E-4,8.355099702654474E-5,0.9937890044020375,0.01675535321310887,0.006210995597962311,0.016755353213108868,0.9943041299003261,0.006076664708547027,0.00569587009967387,0.006076664708547026,0.9999452471210853,2.668810238931668E-5,5.475287891469564E-5,2.6688102389321386E-5,0.9998065143243889,2.628151113539932E-4,1.9348567561103838E-4,2.6281511135399353E-4,0.9770623455959562,0.0618372297113751,0.022937654404043786,0.061837229711375105,0.9847448682725274,0.013782118165778965,0.015255131727472691,0.013782118165778968,0.9993744097660058,4.1590659390483705E-4,6.255902339942024E-4,4.1590659390483683E-4
3FGL J0019.4+2021,112.84359741210938,-41.8778076171875,-26.390813515927253,-27.887059965390208,-0.5573604347077145,4.0214273965770735,2.2486298084259033,0.406755556,-0.863557532,-0.410481412,-0.530666251,AGN,bll,1529.8136,PowerLaw,PKS 0017+200,0,0.9999632924309099,2.7107017030184496E-5,3.6707569090011436E-5,2.7107017030182846E-5,0.9950402631521321,0.009926478056461314,0.004959736847867811,0.009926478056461316,0.9959582657805439,0.00423093072659812,0.004041734219456069,0.004230930726598139,0.9998742668600819,5.188896012626736E-5,1.2573313991803297E-4,5.188896012626499E-5,0.9999776992756993,1.9312404819684882E-5,2.2300724300756362E-5,1.9312404819686844E-5,0.9835671270416967,0.02415267752330221,0.0164328729583033,0.024152677523302208,0.9915910090368448,0.010519690022927608,0.008408990963155083,0.010519690022927611,0.9991538995355246,5.147759267596718E-4,8.461004644754742E-4,5.14775926759673E-4
3FGL J0021.6-6835,307.0120849609375,-48.29984664916992,-26.291976109511896,-27.99710215563507,-0.5779486543920412,3.9483705759155776,2.6524696350097656,-0.653451758,-0.775366819,-0.749340352,-0.999916108,AGN,bcu,532.6547,PowerLaw,PKS 0021-686,256,0.9987165119804154,0.0016506970362670877,0.0012834880195846975,0.0016506970362670866,0.9936676302663413,0.01745391275474118,0.006332369733658777,0.017453912754741185,0.9751934312158006,0.01163553563239943,0.024806568784199484,0.011635535632399427,0.998515421642204,6.688068200427736E-4,0.0014845783577960502,6.688068200427729E-4,0.9993184364877166,9.546094534273497E-4,6.815635122833967E-4,9.546094534273477E-4,0.9726453669297137,0.06894491309211721,0.027354633070286207,0.06894491309211721,0.9722948172810167,0.018850518100460092,0.027705182718983375,0.01885051810046009,0.9713272331800893,0.015630403540830774,0.028672766819910704,0.015630403540830777
