Source_Name_3FGL,GLON,GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Signif_Curve),ln(Variability_Index),500MeV_Index,HR12,HR23,HR34,HR45,Category_3FGL,CLASS_3FGL,Flags_3FGL,AGN_BDT_O,AGN_BDT_STD_O,PSR_BDT_O,PSR_BDT_STD_O,OTHER_BDT_O,OTHER_BDT_STD_O,AGN_NN_O,AGN_NN_STD_O,PSR_NN_O,PSR_NN_STD_O,OTHER_NN_O,OTHER_NN_STD_O,AGN_RF_O,AGN_RF_STD_O,PSR_RF_O,PSR_RF_STD_O,OTHER_RF_O,OTHER_RF_STD_O,AGN_LR_O,AGN_LR_STD_O,PSR_LR_O,PSR_LR_STD_O,OTHER_LR_O,OTHER_LR_STD_O,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,OTHER_BDT,OTHER_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,OTHER_NN,OTHER_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,OTHER_RF,OTHER_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,OTHER_LR,OTHER_LR_STD,Missing_val_flag
3FGL J0008.6-2340,50.280113220214844,-79.75257110595703,-26.387356906784454,-27.684863755864836,-0.16392929997160774,3.8575460017221874,1.598934292793274,0.032599993,0.999570207,-0.739576457,0.416237882,AGN,bll,0,0.9909808439816943,0.04480510840393025,8.143504559424082E-4,0.0011774405682517788,0.00820480556236329,0.044768920914616796,0.9877127632944663,0.012831956090053047,0.002472386313126461,0.00550515733584356,0.009814850392407384,0.009762830135175224,0.940433911647304,0.021932300842640882,0.026581024307515674,0.013665932351977463,0.032985064045180236,0.01566779804857139,0.9853218484203523,0.016516702786057373,0.0013403627468599457,0.0038070508762749833,0.013337788832787738,0.01611785127798958,0.9902866780476733,0.04746053919554898,7.616475971201588E-4,0.007705875070059306,0.008951674355206628,0.046905192148351774,0.9963599407679319,0.00321554985448342,8.753753348232932E-4,9.964544159199906E-4,0.0027646838972447602,0.0024812677268990775,0.9598760664305722,0.020155084133183558,0.018406254362814085,0.011513981127983224,0.0217176792066137,0.015525914429458497,0.9976569117908828,0.0022667483143478688,1.1952307055717921E-4,1.4069453362978355E-4,0.002223565138560147,0.0022280710793894263,0
3FGL J0009.1+0630,104.48909759521484,-54.84626007080078,-25.800963095690793,-27.71091958490174,-0.996861512193448,4.116717134544777,2.17936372756958,-0.513312783,-0.599315647,-0.541871893,-0.517110066,AGN,bll,0,0.9971951015556989,0.0020460891276727683,3.168730056786294E-4,2.665572688621032E-4,0.0024880254386224813,0.001920006876475044,0.9864960281797792,0.011484379828956937,0.0025199600170327926,0.004482575058897534,0.010984011803188006,0.0086636464826102,0.9646995463356467,0.014474840455182677,0.012579430495939589,0.007025292542980608,0.022721023168413672,0.010483095428099701,0.9761664538466018,0.012322053339411353,2.8828209675842495E-4,2.8121467116635384E-4,0.02354526405663982,0.012252302838592723,0.998925184957267,8.301457475711087E-4,1.676387905813532E-4,1.2045642263699388E-4,9.071762521515815E-4,7.523323809269159E-4,0.9957839837343736,0.003070937039885253,9.96783867491139E-4,9.84016275914929E-4,0.003219232398135204,0.002343480498852908,0.9864820681969088,0.007047960846841361,0.006307881924438565,0.006498729408376073,0.0072100498786525176,0.0026512158994916324,0.9952384301792524,0.00212568608903099,8.146647213586007E-5,5.852046540423841E-5,0.004680103348611621,0.002108268883523401,0
3FGL J0009.3+5030,116.11641693115234,-11.803292274475098,-24.06571279100253,-26.978527797297804,0.7596332632820182,4.5995237051188935,1.9286354780197144,-0.531442468,-0.471129138,-0.403181438,-0.563149301,AGN,bll,0,0.9986469965188001,0.0013434371884885822,1.4250259500056645E-4,1.748945281810683E-4,0.001210500886199366,0.0012519540139945906,0.953708122928004,0.06170172543774729,0.011037523668606436,0.012561994592689536,0.035254353403389484,0.05509153231395883,0.944855650757435,0.02655123720773918,0.016363199502988098,0.01116223327131436,0.038781149739576706,0.021716168732099427,0.8368697784704463,0.04932014817278187,0.01292236202121492,0.007720705559204871,0.1502078595083387,0.04935993864836499,0.9995004266548464,3.888160404622521E-4,7.860303140035484E-5,7.725442433292812E-5,4.2097031375348684E-4,3.4242691558732764E-4,0.9795246330952546,0.029682762697985175,0.00520715832345426,0.005720673810754402,0.015268208581291168,0.024633473519120593,0.9782917542421969,0.012462586412270459,0.00790620588959399,0.006091592328662617,0.01380203986820902,0.009826557865635202,0.9416268632457001,0.01514836634963054,0.009653847695090652,0.0037832747774264697,0.04871928905920933,0.014070663012355426,0
3FGL J0009.6-3211,1.2516652345657349,-79.60184478759766,-26.41311203039029,-28.024800369420838,0.02707590994001457,3.7502933618174916,2.309729814529419,-0.596740735,-0.623579577,-0.703260285,-0.637021066,AGN,bcu,1,0.9824151139167977,0.014693140977435364,0.0015566054153433578,0.0013269058535074973,0.016028280667858857,0.014085269995436427,0.9782103963198282,0.019286570689249626,0.00516516530893567,0.007089059907754135,0.016624438371236328,0.01510939242127527,0.9226191241421131,0.025994464963594748,0.02742266210458192,0.011247355538699445,0.04995821375330493,0.01858828600214275,0.9307543977842234,0.029531536201458965,0.009323494881935707,0.006564778180270744,0.05992210733384101,0.027649768094724844,0.9957543301498474,0.004553405238317507,4.7752294531394824E-4,4.6385722476786635E-4,0.003768146904838548,0.004277812082438231,0.9933003450368415,0.006153506586717308,0.0018698694194919858,0.002552338289956301,0.004829785543666617,0.004202680103359438,0.9745102169888141,0.007973960334004784,0.010991522730740836,0.004968651105902003,0.014498260280445052,0.004834103020528198,0.9858747763185977,0.006265302915184165,0.003109514432524448,0.00135701179553932,0.011015709248877962,0.00560276204326413,0
3FGL J0012.4+7040,119.68739318847656,8.046483039855957,-25.791513338139378,-27.29591217415154,-1.5660769342372887,3.9430543072312942,2.4837498664855957,-0.59534088,-0.869545042,-0.568573316,-0.441835598,AGN,bcu,8,0.9917358973784056,0.008882740719102642,4.887363600067176E-4,3.557312691896323E-4,0.007775366261587817,0.008723547212078492,0.9440025049870626,0.09631136988434424,0.007114216800777503,0.012471310924327097,0.04888327821215976,0.09027210448349432,0.9123669801417315,0.03747619326075138,0.018767036745010963,0.008416956316636116,0.06886598311325758,0.03320857617114804,0.973499116742498,0.013518363920388443,1.1451404903502823E-4,1.1528819027416911E-4,0.026386369208466997,0.0134977524342377,0.9983187056831,0.0017517266981911038,2.1661869943778722E-4,1.5895023563200882E-4,0.0014646756174619999,0.0016626873862472453,0.9862681009863117,0.021283165823557843,0.002159144322306973,0.0027812848262173504,0.011572754691381582,0.019253165836243404,0.9729254162447126,0.011935447302738314,0.007487816917557672,0.0030490629276638415,0.019586766837729627,0.010753367762893781,0.9941293085297471,0.002424233449140401,3.460564271367939E-5,2.6474790190861363E-5,0.005836085827539388,0.00241624501135021,0
3FGL J0013.2-3954,332.32379150390625,-74.96217346191406,-25.687311346528215,-27.858863594383454,-1.8850229366416158,4.011471395021256,2.2117834091186523,-0.564600305,-0.626851708,-0.586269932,-0.350811907,AGN,bll,0,0.9951575039436295,0.004114997153211992,4.1500208861087133E-4,4.0525690568274484E-4,0.004427493967759723,0.00382853209797097,0.9892246248433031,0.00977091119188338,0.00223760360608264,0.0024829725214801307,0.008537771550614196,0.007931429951145045,0.9566085866621444,0.015738135851652214,0.013990267806899114,0.0058197777726413935,0.029401145530956355,0.0118843164053031,0.9891492295856055,0.009023090701949274,4.170865864395844E-5,5.902750231198683E-5,0.010809061755750695,0.009018025112120617,0.9984461535268903,0.0017093081774085957,2.3438905945014985E-4,2.0769211963607905E-4,0.001319457413659477,0.0015826197278139427,0.9964020731826628,0.003109006007699795,8.656221339483076E-4,9.425504251626102E-4,0.0027323046833890646,0.002408053311517064,0.9845922582058398,0.004774414624639885,0.005851064978580627,0.001822778561124823,0.009556676815579397,0.0037817161817929107,0.9983314581166434,0.0010856258399856277,6.0223788698296786E-6,6.338338418854963E-6,0.0016625195044868623,0.0010844544550153532,0
3FGL J0013.9-1853,74.62692260742188,-78.07839965820312,-26.635993090817472,-27.99473259202401,0.4864007164234704,3.59618299537908,1.9351506233215332,0.99911541,0.342174432,-0.420619201,-0.836871206,AGN,bll,0,0.9559431573170056,0.04700434557263347,0.03614114562497934,0.040376223927294924,0.007915697058015052,0.011277809044311006,0.7141122013584862,0.21878630749251332,0.15402917581174225,0.14938011239304255,0.13185862282977148,0.11467901652589038,0.8550185295273903,0.04740919415034149,0.09668441401502872,0.04001886036615271,0.048297056457580985,0.021543463377162498,0.690712742410843,0.1520393720803829,0.21211049843335364,0.13861751767007924,0.09717675915580334,0.06265789323520798,0.9507985423870551,0.08068383529676543,0.03744773009115344,0.0642901434063897,0.011753727521791617,0.02208855615254029,0.8587981857273179,0.11142021437757338,0.08020470629036133,0.07662331884663558,0.06099710798232082,0.04662551489675238,0.9063990324740689,0.03437808284011004,0.0695975322006241,0.031135235012226387,0.024003435325306983,0.012754544057873449,0.9053494589622118,0.042437092805260555,0.0632547981507509,0.03320027773157455,0.031395742887037274,0.023404501258911595,0
3FGL J0014.0-5025,317.45111083984375,-65.63306427001953,-26.601489279136576,-28.008552302158446,0.371497980951875,3.8368129999140135,1.923877239227295,-0.739192463,-0.278573801,-0.630847604,-0.448877519,AGN,bll,0,0.997575589407977,0.0017367064957680874,6.769316762485656E-4,0.001010900045783143,0.0017474789157744942,0.0013990809995714126,0.9812327521076548,0.017244292799834266,0.0037284021897046192,0.004804511713374506,0.015038845702640495,0.014229339761709273,0.9633282689527565,0.011350985209007123,0.013913311373784258,0.005816919949878858,0.022758419673459433,0.007840932487146558,0.954477659599829,0.02190931359199788,0.007135090027964062,0.006409828846232056,0.03838725037220692,0.020532463306536627,0.9989624476398177,0.0011578597010064523,3.628535505418331E-4,0.0010511264267387874,6.746988096404537E-4,4.812235193841275E-4,0.9946018059417537,0.004737808182049575,0.0013456639643898362,0.0014381325575042684,0.004052530093856484,0.0036603316213915872,0.9834614352160659,0.0048686969841783756,0.007199622412424809,0.0030077988544299794,0.009338942371509404,0.0032257691968211955,0.9895533388032206,0.005023607277247557,0.0029820847911063114,0.001693015770717728,0.00746457640567329,0.0040212101271989075,0
3FGL J0014.6+6119,118.53034210205078,-1.2385841608047485,-25.575163577300454,-27.319719820875655,0.8888615601925101,3.927609370077782,1.887485384941101,0.955237768,-0.084374271,-0.277528749,-0.458452091,AGN,bcu,0,0.9788327209747101,0.015872285692346118,0.009612098500010125,0.0074110725421162454,0.011555180525279736,0.01082300869113263,0.0913643361289143,0.15509317251619528,0.08795105899052309,0.06172977542422278,0.8206846048805626,0.17430364623334393,0.891252930946798,0.03677042372697614,0.03771886417072261,0.01869895083972369,0.07102820488247928,0.028128928500762304,0.825612274795433,0.06671385041061408,0.03988284915865777,0.029192220016750908,0.13450487604590927,0.061016479303344966,0.9903461940279656,0.006774682885040451,0.004699070821655754,0.0037362314686810645,0.004954735150378626,0.003997406267625201,0.17221229358795656,0.27325248703464233,0.09499488467591909,0.04546357942562575,0.7327928217361244,0.26161808913836027,0.9475784788422342,0.02132486896755574,0.018265425082577537,0.008309217814185888,0.0341560960751881,0.01830945363698681,0.9294541341357978,0.021081017111933997,0.029348847700153172,0.01030027505344431,0.04119701816404886,0.017745426016497097,0
3FGL J0014.7+5802,118.07527923583984,-4.48273229598999,-26.181630839707587,-27.57167373827709,-0.3954288947808952,3.676555596392872,1.9128166437149048,0.923888966,0.82992441,-0.538831261,-0.539200917,AGN,bll,0,0.9722779631194914,0.024635616626993862,0.0021592355075930408,0.0019575527003826963,0.025562801372915656,0.023761071213173234,0.7051008805700363,0.2755202533338506,0.05948254294274091,0.06370636821492003,0.23541657648722272,0.23339992406135723,0.9242684519776502,0.024446499301804925,0.022112155452510815,0.009009307402795886,0.05361939256983906,0.020958191476235406,0.8657946270527958,0.09418328487426915,0.07402294959529904,0.07700309789095075,0.06018242335190529,0.05221185326921242,0.992637967570273,0.007197699063649575,7.808630422748522E-4,6.809083339586049E-4,0.006581169387452173,0.006821973733364496,0.8729915846034015,0.1807992057043439,0.025895088437342978,0.03440824172139139,0.10111332695925535,0.1536336733314102,0.9693056935703295,0.013096412019466737,0.010541830241957338,0.004990917860984096,0.020152476187713195,0.011102555905154831,0.9744070140614906,0.014819071548406898,0.0077950396570657865,0.006252897612990246,0.017797946281443634,0.01241640995901366,0
3FGL J0015.7+5552,117.90898132324219,-6.648677349090576,-26.028765278448358,-27.565053334384015,0.042450497196413264,3.6289260473452027,2.114528179168701,-0.612040553,-0.708852423,-0.58331449,-0.588342847,AGN,bcu,0,0.9384353714247884,0.06114683796802711,0.0015045726766957188,0.0015524238239523194,0.06006005589851586,0.06025584100265251,0.8164613207742131,0.17713262513360623,0.03555291159201991,0.04865140929500102,0.1479857676337671,0.1487410704397069,0.9286628190038032,0.024493729056948296,0.020669913184886556,0.008398941721730644,0.0506672678113103,0.020047331721054235,0.8692181327707715,0.03148875037401553,0.014200868905499688,0.009491297142495077,0.11658099832372874,0.029110549909629163,0.9844335728460605,0.028237934471516214,7.699790036603661E-4,0.0010367348376225942,0.014796448150279203,0.02738747191019827,0.9446745415375676,0.06048188546749604,0.012313533064036791,0.015635467278663315,0.04301192539839542,0.04959059307598687,0.9760793656132352,0.0073452127733643815,0.008718485034561185,0.003253402473170145,0.01520214935220366,0.005360407264166758,0.9637325971459325,0.008740170401874468,0.00723276152506187,0.0026828341899024196,0.029034641329005566,0.007869715687014806,0
3FGL J0016.3-0013,104.07860565185547,-61.80875778198242,-25.23289897891606,-27.712184607951606,1.2271659779268536,5.030950405577961,2.617854595184326,-0.616784239,-0.795090013,-0.908771878,-0.355854503,AGN,fsrq,0,0.9980812331509398,0.002715545644739389,0.0011604615530626163,0.0024257683279655705,7.583052959975224E-4,9.00642778269533E-4,0.9864291782719434,0.021576738685693247,0.0027159070972109516,0.008402126111420922,0.010854914630845649,0.015242189291317921,0.9440147903906371,0.02347128593206793,0.02093659183607324,0.013359867466877619,0.03504861777328977,0.018357495611412276,0.9718546579910672,0.02649656334358809,0.0037237468353590827,0.004979606357985488,0.024421595173573833,0.02559486965791668,0.9990022622568625,0.0010281832146547991,4.390874661724584E-4,6.440767453045462E-4,5.586502769650882E-4,5.909280472298854E-4,0.9959417536921321,0.002905971354808622,9.92844858669719E-4,9.427292381888927E-4,0.0030654014491981393,0.002263938885444518,0.9698013653521437,0.014231472105642925,0.01365646127567071,0.008349579214801568,0.016542173372185602,0.010585483810612814,0.9947239174214465,0.00606233382999014,0.001431028713771245,0.0016270781180989951,0.0038450538647822052,0.005014417968665871,0
