Source_Name_3FGL,Ln_Flux_Density,Ln_Unc_Energy_Flux100,Spectral_Index,Ln_Signif_Curve,Ln_Variability_Index,HR12,HR23,HR34,HR45,GLAT,Category_3FGL,CLASS_3FGL,Pivot_Energy,Spectrum_Type,ASSOC1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times_in_Testing,Category_Prob,AGN_BDT_O,PSR_BDT_O,AGN_NN_O,PSR_NN_O,AGN_LR_O,PSR_LR_O,AGN_RF_O,PSR_RF_O,Times in Testing_O,GLON,Flags
3FGL J1505.1+0326,-24.8956094,-27.4400526,2.6093647,0.283148989,4.05086841,-0.656398054,-0.783324854,-0.754005775,-0.704991245,50.257553,AGN,nlsy1,461.1194,PowerLaw,PKS 1502+036,0.999794526,2.05E-4,0.985432399,0.014567601,0.988319662,0.011680338,0.982754349,0.017245651,316,AGN,0.9336985397413612,0.06630146025863833,0.8779008279505148,0.12209917204948548,0.8542987065006896,0.14570129349931055,0.9010757461173028,0.09892425388269711,223,2.23673868,0
3FGL J1506.1+3728,-26.4614519,-27.787064,2.4527202,1.14784014,4.87977636,-0.561211038,-0.69314065,-0.770992429,-0.999512301,59.895195,AGN,fsrq,648.0712,PowerLaw,B2 1504+37,0.999605488,3.95E-4,0.950088381,0.049911619,0.937681291,0.062318709,0.982751462,0.017248538,317,AGN,0.9352237638455031,0.06477623615449708,0.882881842572565,0.11711815742743446,0.8649384655155555,0.13506153448444402,0.9017442244919903,0.09825577550800955,223,61.57658,0
3FGL J1506.3+4332,-30.9721554,-27.9909111,1.9471021,0.21357835,3.72797817,0.998134187,-0.243250022,-0.47705832,-0.564350662,58.2781,AGN,bll,2724.9968,PowerLaw,NVSS J150617+433413,0.999819382,1.81E-4,0.98659607,0.01340393,0.99149778,0.00850222,0.996131785,0.003868215,290,AGN,0.9105163532153174,0.08948364678468251,0.8646411589717806,0.13535884102821913,0.8438050377076133,0.15619496229238686,0.8893267246810853,0.1106732753189148,204,72.9729538,0
3FGL J1506.6+0811,-30.5408139,-27.5026161,1.8740144,0.845740749,3.90392597,0.166670691,-0.519445366,-0.247515216,-0.531131975,52.82694,AGN,bll,3324.5513,PowerLaw,PMN J1506+0814,0.999319949,6.8E-4,0.975014444,0.024985556,0.964308789,0.035691211,0.994238746,0.005761254,304,AGN,0.9361059466446231,0.06389405335537655,0.8872259175848511,0.11277408241514861,0.8678952500119357,0.13210474998806476,0.9133547588183609,0.0866452411816393,227,8.66973877,0
3FGL J1507.4+1725,-32.2095811,-27.8173243,1.783479,0.556127712,3.95881067,-0.997325973,0.987648226,-0.295781658,-0.297978653,57.184933,AGN,bll,5011.2324,PowerLaw,NVSS J150716+172103,0.999926508,7.35E-5,0.986713415,0.013286585,0.994146941,0.005853059,0.997238221,0.002761779,275,AGN,0.8916732801357408,0.10832671986425947,0.8320931530413558,0.16790684695864413,0.805702012235243,0.19429798776475674,0.8713194238213663,0.1286805761786342,195,22.9216766,0
3FGL J1507.6-3710,-29.9540236,-27.6229831,2.130575,0.220258112,3.70856658,0.102895409,-0.66511606,-0.336018687,-0.703840157,18.179062,AGN,bcu,2149.5898,PowerLaw,NVSS J150720-370903,0.999745973,2.54E-4,0.983987822,0.016012178,0.988287386,0.011712614,0.99694622,0.00305378,294,AGN,0.9123053440319153,0.08769465596808451,0.8805562989989105,0.11944370100108914,0.8563291952500899,0.14367080474990984,0.8903475968037331,0.10965240319626712,211,330.937439,0
3FGL J1508.6+2709,-32.4305958,-27.7017352,1.7090952,-0.258724098,3.6498795,-0.659850889,-0.575522194,-0.170316994,-0.241365849,59.57005,AGN,bll,6419.4307,PowerLaw,RBS 1467,0.999872955,1.27E-4,0.991194014,0.008805986,0.99843592,0.00156408,0.997276317,0.002723683,292,AGN,0.8854794922932483,0.11452050770675093,0.8501860497290773,0.14981395027092267,0.8280883201920072,0.17191167980799266,0.8691791177724301,0.13082088222756988,207,41.0000648,0
3FGL J1508.7-4956,-24.9177316,-26.953657,2.7305331,0.600991321,4.56562919,-0.746026937,-0.811411676,-0.739939454,-0.753614635,7.1309233,AGN,bcu,448.15598,PowerLaw,PMN J1508-4953,0.999959093,4.09E-5,0.974321829,0.025678171,0.991699219,0.008300781,0.986761363,0.013238637,301,AGN,0.9127418266374047,0.087258173362595,0.8610548314889921,0.1389451685110073,0.8453456244111776,0.1546543755888222,0.8887068718774375,0.11129312812256258,206,324.388428,16
3FGL J1509.7+5556,-30.7326171,-27.7865414,1.8704093,-0.034393069,4.16850245,-0.308301492,-0.486732463,-0.403088672,-0.248986135,52.016415,AGN,bll,3255.6047,PowerLaw,SBS 1508+561,0.999937258,6.27E-5,0.991736193,0.008263807,0.999099374,9.01E-4,0.998665383,0.001334617,299,AGN,0.9068087805535304,0.0931912194464697,0.8711657175211726,0.1288342824788273,0.8599964048278749,0.14000359517212504,0.8905924937812334,0.10940750621876652,221,91.8316727,0
3FGL J1509.9-2951,-25.4224065,-27.4851711,2.781682,0.947545299,3.89110365,-0.782477482,-0.871281868,-0.54361223,-0.999685367,24.083113,AGN,bcu,378.89612,PowerLaw,TXS 1507-296,0.996678525,0.003321475,0.90853885,0.09146115,0.870645882,0.129354118,0.950677276,0.049322724,292,AGN,0.8950172814559654,0.10498271854403396,0.8493298386905886,0.15067016130941133,0.8295058912057205,0.17049410879427968,0.8754622616931325,0.12453773830686761,201,335.597015,1
3FGL J1510.9-0542,-26.28445,-26.9600829,2.4255655,0.931516194,4.02073677,-0.503308029,-0.700882656,-0.706464862,-0.766745939,42.928413,AGN,fsrq,882.63617,PowerLaw,PKS 1508-05,0.991665623,0.008334377,0.952051097,0.047948903,0.869325189,0.130674811,0.964783202,0.035216798,305,AGN,0.9252015261536265,0.0747984738463739,0.8829215136475198,0.1170784863524799,0.8488225252024709,0.15117747479752905,0.8995221788918196,0.10047782110818042,206,353.944824,0
3FGL J1511.8-0513,-30.2564292,-27.1822199,2.0340774,-0.023496391,3.86099704,-0.835632521,-0.438963954,-0.360344535,-0.538114484,43.128445,AGN,bcu,3617.7446,PowerLaw,NVSS J151148-051345,0.99972394,2.76E-4,0.990655758,0.009344242,0.995084329,0.004915671,0.997529508,0.002470492,296,AGN,0.9231332781917545,0.07686672180824539,0.8833012142127618,0.11669878578723762,0.8695866593645347,0.13041334063546473,0.9108008008656933,0.08919919913430688,208,354.618195,0
3FGL J1512.2+0202,-26.7621537,-27.2529023,2.2001402,0.702554542,4.19956496,-0.554342989,-0.609712466,-0.57365657,-0.610209038,47.98038,AGN,fsrq,1014.93414,PowerLaw,PKS 1509+022,0.999706822,2.93E-4,0.981165799,0.018834201,0.975041752,0.024958248,0.997199045,0.002800955,286,AGN,0.9097281482592474,0.09027185174075265,0.8774046056776147,0.12259539432238523,0.8515608075928399,0.14843919240716008,0.8908295913067704,0.10917040869322943,202,2.33029699,0
3FGL J1512.2-2255,-30.4325707,-27.3913206,1.9067278,0.053758468,3.71030637,0.993586437,-0.656608581,-0.329964296,-0.42419647,29.471132,AGN,bcu,3318.803,PowerLaw,1RXS J151213.1-225515,0.999560051,4.4E-4,0.988853011,0.011146989,0.996311883,0.003688117,0.995350311,0.004649689,320,AGN,0.8841330697845166,0.11586693021548372,0.8386678248778322,0.16133217512216802,0.8235655032718361,0.1764344967281643,0.8708753198019323,0.12912468019806764,236,340.523041,0
3FGL J1512.3+8005,-28.3994926,-28.1659192,2.5131576,-0.014168866,4.13712502,-0.863895856,-0.626963124,-0.611624038,-0.599997415,35.05208,AGN,bcu,819.58545,PowerLaw,1RXS J151026.3+795946,0.998291201,0.001708799,0.991120787,0.008879213,0.998267445,0.001732555,0.961823666,0.038176334,302,AGN,0.9048386050096336,0.09516139499036567,0.86990883340639,0.13009116659360914,0.8434561099701459,0.15654389002985453,0.8724005513388795,0.12759944866112097,215,115.965042,0
3FGL J1513.1-1014,-26.8462858,-26.6592138,2.765387,-0.463164621,3.77290966,-0.742788269,-0.82902582,-0.686229261,-0.999717765,39.238617,AGN,fsrq,737.6008,PowerLaw,PKS 1511-100,0.912581378,0.087418622,0.991432499,0.008567501,0.991397317,0.008602683,0.779586015,0.220413985,303,AGN,0.9110425650495332,0.08895743495046689,0.8656287216299444,0.134371278370056,0.8290379163747497,0.1709620836252501,0.8897297312087812,0.11027026879121904,206,350.37204,16
3FGL J1513.5-3233,-26.6719404,-27.3574813,2.3407626,1.16712926,5.69131002,-0.491096582,-0.694671633,-0.713779085,-0.769138933,21.421568,AGN,fsrq,794.8835,PowerLaw,PKS 1510-324,0.999709224,2.91E-4,0.985304313,0.014695687,0.995202742,0.004797258,0.987777468,0.012222532,301,AGN,0.8691432829465537,0.13085671705344656,0.8200278760702928,0.17997212392970746,0.7899067397699798,0.21009326023002053,0.8544629130855034,0.14553708691449632,221,334.669281,0
3FGL J1514.1+2940,-26.6640846,-27.6792637,2.878354,-0.461219443,4.11629677,-0.802033103,-0.884397205,-0.386394943,-0.693821711,58.63749,AGN,fsrq,474.73404,PowerLaw,MG2 J151421+2930,0.999975931,2.41E-5,0.99199753,0.00800247,0.99973882,2.61E-4,0.994373854,0.005626146,267,AGN,0.9059829668433899,0.09401703315661031,0.8737761476515213,0.12622385234847927,0.8404664144987497,0.15953358550125024,0.8860280493415197,0.11397195065848013,194,46.1392212,0
3FGL J1514.5-4750,-27.0435277,-27.1761371,2.3298066,0.618555522,4.4691556,-0.683298723,-0.646145249,-0.529933397,-0.852356967,8.433862,AGN,fsrq,1016.94196,PowerLaw,PMN J1514-4748,0.998651906,0.001348094,0.969107951,0.030892049,0.984344029,0.015655971,0.980555569,0.019444431,320,AGN,0.9174143587588844,0.08258564124111571,0.867632051782097,0.13236794821790243,0.8412652374569388,0.15873476254306082,0.895257860613899,0.10474213938610168,230,326.309052,0
3FGL J1514.8+4446,-27.0503514,-27.7920712,2.3390033,0.936816862,4.204033,-0.511928505,-0.658022316,-0.659682083,-0.854144973,56.432354,AGN,fsrq,817.03754,PowerLaw,NVSS J151436+445003,0.99461563,0.00538437,0.944034253,0.055965747,0.91199196,0.08800804,0.979687313,0.020312687,307,AGN,0.8972621245157008,0.10273787548429995,0.8455050434377289,0.15449495656227116,0.8288930057127321,0.1711069942872681,0.8748955437421643,0.12510445625783545,215,74.1771011,0
3FGL J1514.8-3623,-28.083803,-27.5438892,2.405137,0.83318013,3.80464334,0.585245437,-0.724143486,-0.700690726,-0.912032774,18.069723,AGN,bcu,967.2845,PowerLaw,PMN J1514-3617,0.695584517,0.304415483,0.894267305,0.105732695,0.853777022,0.146222978,0.817070434,0.182929566,311,AGN,0.9416812365499565,0.0583187634500431,0.9002637860230486,0.099736213976951,0.8786976520256747,0.12130234797432515,0.9192001542259288,0.0807998457740714,221,332.672516,0
3FGL J1516.7+3648,-29.2763272,-28.0420811,2.2303038,0.609727799,4.26546571,-0.383412998,-0.578329564,-0.670632828,-0.999784185,57.911613,AGN,bll,1299.1089,PowerLaw,MG2 J151646+3650,0.994243023,0.005756977,0.969579947,0.030420053,0.942252685,0.057747315,0.952487067,0.047512933,305,AGN,0.8807293352861731,0.11927066471382751,0.827574525233339,0.17242547476666117,0.8027503248465031,0.19724967515349684,0.8571376662995356,0.14286233370046508,221,59.6849823,0
3FGL J1516.9+1926,-25.9074038,-27.7090533,2.7675414,-2.08897799,3.9982541,-0.701003402,-0.840579475,-0.749507707,-0.450927109,55.841812,AGN,bll,416.00583,PowerLaw,PKS 1514+197,0.999938345,6.17E-5,0.99238944,0.00761056,0.999993526,6.47E-6,0.991056985,0.008943015,319,AGN,0.8994505157941968,0.10054948420580352,0.8546722394466814,0.1453277605533192,0.8213518086814809,0.17864819131851944,0.8739270931805238,0.1260729068194757,225,27.8343601,0
3FGL J1517.6+6524,-30.3011402,-27.5050665,1.7821269,-1.33606695,4.11258463,0.006756981,-0.599290879,-0.304911185,-0.14447133,45.402916,AGN,bll,3524.6943,PowerLaw,1H 1515+660,0.999879451,1.21E-4,0.992521778,0.007478222,0.999983153,1.68E-5,0.998196083,0.001803917,324,AGN,0.8986212528520787,0.10137874714792106,0.8509365786303407,0.14906342136965958,0.8310604194913249,0.16893958050867483,0.8769722774271951,0.12302772257280507,241,102.26339,0
3FGL J1517.6-2422,-25.925745,-26.8313931,2.1121547,0.343488281,4.09943956,-0.598075797,-0.551866499,-0.501304389,-0.691653418,27.57677,AGN,bll,1029.8047,PowerLaw,AP Librae,0.998490873,0.001509127,0.985331334,0.014668666,0.982748358,0.017251642,0.98706208,0.01293792,308,AGN,0.9419776112823478,0.0580223887176522,0.8935715273543047,0.10642847264569583,0.8692675260486071,0.1307324739513927,0.916204993561241,0.08379500643875913,220,340.676147,0
3FGL J1518.0-2732,-28.0166812,-27.1416571,2.1325905,-0.128911384,4.53394429,-0.4748125,-0.652617143,-0.523842417,-0.57008886,24.974499,AGN,bcu,1697.675,PowerLaw,TXS 1515-273,0.999960893,3.91E-5,0.990858672,0.009141328,0.999184126,8.16E-4,0.997423505,0.002576495,316,AGN,0.9041865529823505,0.09581344701764957,0.8558212443284847,0.14417875567151517,0.8375361291589746,0.16246387084102595,0.8823788256871222,0.11762117431287704,218,338.667389,0
3FGL J1520.3+4209,-26.9670738,-27.864619,2.5004826,0.880794654,4.51875943,-0.514478483,-0.773359576,-0.726985272,-0.88481223,56.23521,AGN,fsrq,666.0611,PowerLaw,B3 1518+423,0.999840996,1.59E-4,0.971799325,0.028200675,0.961452351,0.038547649,0.982986555,0.017013445,308,AGN,0.8961226515992377,0.10387734840076213,0.8477462920828142,0.15225370791718554,0.8346417029392142,0.16535829706078553,0.8772176262434535,0.12278237375654646,209,69.121048,0
3FGL J1520.8-0348,-29.7392852,-27.1221088,1.8341197,0.90549806,3.87415232,0.694185221,-0.386498254,-0.238930373,-0.504471463,42.506233,AGN,bll,3223.8977,PowerLaw,NVSS J152048-034850,0.997145268,0.002854732,0.972022572,0.027977428,0.961832514,0.038167486,0.989779997,0.010220003,290,AGN,0.9182836230272334,0.08171637697276632,0.8874823972304824,0.11251760276951804,0.8581767767447516,0.1418232232552489,0.8941813972864587,0.1058186027135403,195,358.118225,0
3FGL J1521.1+5543,-30.0812677,-28.1397631,2.1704924,0.535921394,3.7226879,-0.884994397,-0.346614484,-0.659209201,-0.316391375,50.78599,AGN,bll,1849.9503,PowerLaw,SDSS J152034.98+554256.9,0.998611375,0.001388625,0.983665384,0.016334616,0.977901997,0.022098003,0.987371143,0.012628857,300,AGN,0.8707904964250182,0.12920950357498204,0.8442480859431762,0.15575191405682426,0.8213926085876544,0.17860739141234622,0.8562048930373116,0.14379510696268857,215,90.1445236,0
3FGL J1521.8+4340,-27.5536309,-27.8399069,2.606918,0.361319541,4.36461734,-0.714742443,-0.845166437,-0.730341495,-0.415364276,55.572697,AGN,fsrq,696.3051,PowerLaw,B3 1520+437,0.999984706,1.53E-5,0.990452935,0.009547065,0.997421025,0.002578975,0.994537043,0.005462957,297,AGN,0.9315739303703174,0.06842606962968209,0.8892353951885291,0.11076460481147081,0.8411137448149335,0.15888625518506685,0.898808082353651,0.10119191764634887,210,71.608345,0
3FGL J1522.6-2730,-27.1806433,-27.0024251,2.1289728,1.16894182,5.20900298,-0.397211875,-0.605301968,-0.500162504,-0.70954713,24.39927,AGN,bll,1422.3683,PowerLaw,PKS 1519-273,0.999863108,1.37E-4,0.980664099,0.019335901,0.989312778,0.010687222,0.991467617,0.008532383,289,AGN,0.8866389860434548,0.11336101395654548,0.8443671563863618,0.1556328436136386,0.8135203078959409,0.1864796921040592,0.8675018428386067,0.13249815716139335,202,339.585052,0
3FGL J1525.2-5905,-25.947941,-26.3195526,2.7865512,0.338779216,4.01280877,-0.696327537,-0.70821562,-0.720339114,-0.724274993,-1.9016504,AGN,bcu,591.217,PowerLaw,PMN J1524-5903,0.749882086,0.250117914,0.942951654,0.057048346,0.982613797,0.017386203,0.685201448,0.314798552,320,AGN,0.889255515797937,0.11074448420206329,0.8433949737786681,0.15660502622133277,0.8262164687358579,0.1737835312641414,0.8768521418708799,0.12314785812912045,235,321.576202,24
3FGL J1531.0+5737,-28.795101,-28.0572144,2.2684054,0.589250926,4.11082813,-0.747779865,-0.550326451,-0.666311006,-0.084438368,48.649117,AGN,bll,1238.2574,PowerLaw,87GB 152947.5+574636,0.999646226,3.54E-4,0.989003379,0.010996621,0.995658563,0.004341437,0.988103739,0.011896261,285,AGN,0.9044964920013789,0.09550350799862159,0.8547183636097158,0.14528163639028405,0.827254532405049,0.17274546759495107,0.8846365250249634,0.11536347497503603,207,91.5986633,0
3FGL J1531.8+4704,-29.3598369,-28.1052648,2.3155553,0.035098672,3.74226772,-0.870722418,-0.452282966,-0.696491087,-0.375834237,52.895588,AGN,bll,1242.2605,PowerLaw,1RXS J153148.8+465912,0.998160737,0.001839263,0.990523818,0.009476182,0.995044506,0.004955494,0.979366488,0.020633512,283,AGN,0.9259499887280408,0.0740500112719593,0.8663867631575294,0.1336132368424703,0.8445598200822748,0.1554401799177255,0.9069645220375521,0.0930354779624479,197,76.2967377,0
3FGL J1532.0+3018,-31.5572965,-27.7040186,1.7652714,0.334326078,3.81316309,0.998948008,-0.443879867,-0.271096382,-0.361361414,54.815247,AGN,bll,4476.964,PowerLaw,RX J1531.9+3016,0.999811272,1.89E-4,0.987865307,0.012134693,0.994795049,0.005204951,0.996150194,0.003849806,311,AGN,0.9109416989313887,0.08905830106861148,0.8733164128723934,0.12668358712760575,0.8433168028170496,0.15668319718295018,0.8927824606889848,0.10721753931101582,227,47.8455276,0
3FGL J1532.7-1319,-26.4285678,-26.917605,2.0940046,0.777061216,7.56250591,-0.361408866,-0.547446188,-0.617716342,-0.499250125,33.71916,AGN,bcu,1127.1918,PowerLaw,TXS 1530-131,0.999932186,6.78E-5,0.99176173,0.00823827,0.999990542,9.46E-6,0.995553464,0.004446536,276,AGN,0.882229983413408,0.11777001658659211,0.8352848452579132,0.16471515474208578,0.8062473144699643,0.19375268553003508,0.8649211035090161,0.13507889649098379,205,352.142822,0
3FGL J1533.2+1852,-31.2775402,-27.7261327,1.8944243,-0.624212897,3.72146489,-0.782168432,-0.683360874,0.11537614,-0.437109204,52.027863,AGN,bll,3826.7642,PowerLaw,RX J1533.1+1854,0.999907719,9.23E-5,0.991954571,0.008045429,0.999696786,3.03E-4,0.997792249,0.002207751,318,AGN,0.8627897996463983,0.13721020035360215,0.8146825308515526,0.18531746914844785,0.7854704503349205,0.2145295496650797,0.8353472798676869,0.16465272013231286,230,29.1611347,0
3FGL J1533.5+3416,-31.2054192,-27.8357283,1.8543042,-0.282762898,3.59016773,-0.603986736,-0.72315465,-0.062535582,-0.513461969,54.666046,AGN,bll,3217.6895,PowerLaw,RX J1533.3+3416,0.999909933,9.01E-5,0.990845791,0.009154209,0.997694157,0.002305843,0.997427865,0.002572135,291,AGN,0.9051406159818846,0.09485938401811629,0.8629071323789821,0.13709286762101808,0.8464638927875772,0.15353610721242314,0.879887977727041,0.12011202227295904,208,54.7459602,0
3FGL J1534.4+5323,-31.3382841,-28.1310649,1.9596845,-0.462239846,3.55735319,-0.909329212,-0.057816491,-0.254501352,-0.611147789,50.181805,AGN,bll,2834.9705,PowerLaw,1ES 1533+535,0.99967065,3.29E-4,0.991469346,0.008530654,0.998084999,0.001915001,0.994863092,0.005136908,293,AGN,0.9347246535449564,0.06527534645504343,0.8875458895830669,0.11245411041693366,0.865319584354334,0.13468041564566635,0.9037414984090291,0.09625850159097091,211,85.5034103,0
3FGL J1534.5+0128,-25.4060982,-27.5633764,2.7786946,-1.45758892,4.77235497,-0.748677681,-0.817080059,-0.599940613,-0.999970856,43.270042,AGN,fsrq,399.15253,PowerLaw,PKS 1532+01,0.999993838,6.16E-6,0.992222217,0.007777783,0.999979355,2.06E-5,0.991409686,0.008590314,286,AGN,0.9033436614604529,0.0966563385395472,0.8490010791061356,0.15099892089386463,0.8149113022634588,0.18508869773654105,0.874586997994245,0.12541300200575467,198,6.67629957,0
3FGL J1535.0+3721,-29.4461535,-27.9077379,2.1141331,-0.363888039,3.791934,0.043413203,-0.630880046,-0.770617698,0.063162718,54.235806,AGN,bll,1633.0469,PowerLaw,RGB J1534+372,0.999617749,3.82E-4,0.991939234,0.008060766,0.999517968,4.82E-4,0.987559941,0.012440059,320,AGN,0.9173407352012917,0.0826592647987078,0.8779158289206495,0.12208417107935028,0.8466190360066695,0.15338096399333065,0.8887780673989804,0.11122193260101856,237,60.0252266,0
3FGL J1535.7+3920,-30.2707373,-28.071814,2.0992093,0.463479393,3.79886358,0.999845641,-0.464051756,-0.726419688,-0.497305889,53.898655,AGN,bll,1864.2555,PowerLaw,RX J1535.4+3922,0.966379431,0.033620569,0.982863606,0.017136394,0.980284667,0.019715333,0.976353409,0.023646591,318,AGN,0.8993992634231648,0.10060073657683508,0.8366057412679563,0.16339425873204388,0.8166841400341734,0.1833158599658271,0.8715060532183214,0.1284939467816787,235,63.3404617,0
3FGL J1536.6+8331,-28.4630586,-27.9893574,2.4810948,-0.894249387,3.50435692,-0.570918733,-0.748121078,-0.699516267,-0.527636882,31.897532,AGN,bcu,884.83484,PowerLaw,NVSS J153556+832614,0.999828492,1.72E-4,0.991883645,0.008116355,0.999305843,6.94E-4,0.98353112,0.01646888,301,AGN,0.8973588380636321,0.10264116193636717,0.8516365186185482,0.14836348138145153,0.8311525746265535,0.16884742537344638,0.8728406357507319,0.1271593642492681,212,117.907722,0
3FGL J1537.8-8000,-28.2148919,-27.4957058,2.1864147,0.345804838,4.38798466,-0.553872638,-0.606330816,-0.510102193,-0.720533811,-19.488714,AGN,bcu,1372.5977,PowerLaw,PMN J1537-7958,0.999912238,8.78E-5,0.984716028,0.015283972,0.994911409,0.005088591,0.997485746,0.002514254,305,AGN,0.8817312134906266,0.11826878650937411,0.84068656414822,0.1593134358517798,0.8261688643037702,0.1738311356962298,0.8663725940551448,0.13362740594485537,203,309.95224,0
3FGL J1539.5+2746,-28.4188347,-27.604676,2.082632,0.786133754,5.44673138,-0.229886909,-0.519699067,-0.501050869,-0.690970364,52.883026,AGN,fsrq,1458.5034,PowerLaw,MG2 J153938+2744,0.999964383,3.56E-5,0.989975154,0.010024846,0.9983549,0.0016451,0.996636732,0.003363268,290,AGN,0.9306785412453695,0.06932145875463021,0.8799475157081659,0.120052484291834,0.8536703054549641,0.1463296945450354,0.8972244414616585,0.10277555853834261,204,43.9098587,0
3FGL J1539.8-1128,-30.5942021,-27.4495978,2.0848763,-0.083545318,3.71109522,-0.83692671,-0.626027423,-0.463412662,-0.653520261,33.807972,AGN,bcu,3051.262,PowerLaw,PMN J1539-1128,0.999799594,2.0E-4,0.989366857,0.010633143,0.989467768,0.010532232,0.997717947,0.002282053,296,AGN,0.9260162969759184,0.07398370302408194,0.8773393841927251,0.12266061580727504,0.8504615392726262,0.14953846072737434,0.9110806192584978,0.08891938074150187,208,355.183472,0
3FGL J1540.1+8155,-31.4977094,-27.4885241,1.6022289,0.843033911,4.02740601,0.999098183,0.037616921,-0.422784881,-0.064327914,32.965897,AGN,bll,5721.736,PowerLaw,1ES 1544+820,0.999139455,8.61E-4,0.981148277,0.018851723,0.991902339,0.008097661,0.990528493,0.009471507,283,AGN,0.9109019423663285,0.08909805763367164,0.8779459959729593,0.12205400402704061,0.8631684090775742,0.13683159092242597,0.8887557168132262,0.11124428318677389,205,116.478012,0
3FGL J1540.8+1449,-29.6430408,-27.4719865,2.3449242,-0.06553742,3.78337362,-0.559591265,-0.728615258,-0.807667494,-0.052104932,48.819397,AGN,bll,1752.7593,PowerLaw,4C +14.60,0.999698403,3.02E-4,0.991540524,0.008459476,0.997993352,0.002006648,0.988318028,0.011681972,293,AGN,0.9103459200345485,0.08965407996545119,0.8669901447870321,0.13300985521296815,0.8371308071903666,0.1628691928096334,0.8894479672102705,0.11055203278972987,212,24.3754673,0
3FGL J1541.8+1105,-26.1084641,-27.6552759,2.7334936,-0.190450467,4.07820338,-0.726356307,-0.720384732,-0.839346698,-0.999851712,46.93512,AGN,fsrq,455.81998,PowerLaw,MG1 J154207+1110,0.999147909,8.52E-4,0.988898959,0.011101041,0.993114641,0.006885359,0.979846925,0.020153075,320,AGN,0.9109710489217567,0.08902895107824355,0.8567107580048609,0.1432892419951387,0.8332061292571039,0.16679387074289584,0.8820093479995615,0.11799065200043805,227,19.5410843,0
3FGL J1543.5+0451,-30.8614956,-27.6251491,1.9846238,-1.35797567,3.71489349,-0.84620633,-0.432699109,-0.572846905,-0.161866142,43.393024,AGN,bcu,3130.0159,PowerLaw,CGCG 050-083,0.99977846,2.22E-4,0.992479503,0.007520497,0.999927856,7.21E-5,0.997157245,0.002842755,282,AGN,0.910626450392453,0.08937354960754715,0.8745939344553125,0.1254060655446876,0.8445264065958115,0.15547359340418854,0.8795483107472429,0.12045168925275672,177,12.2437134,0
3FGL J1546.0+0818,-31.4145829,-27.3788567,1.690042,0.628466729,4.1504736,0.997807953,0.727903682,-0.364779209,-0.347434474,44.682045,AGN,bll,5176.292,PowerLaw,1RXS J154604.6+081912,0.999738324,2.62E-4,0.983578315,0.016421685,0.994752443,0.005247557,0.994875289,0.005124711,288,AGN,0.9346807797401437,0.06531922025985602,0.8884571084301376,0.11154289156986219,0.8724549797045972,0.1275450202954027,0.9224622334020506,0.07753776659794966,199,16.7690353,0
3FGL J1546.6+1812,-29.6350053,-27.7334626,2.3005037,-0.33965918,3.66875914,-0.618408019,-0.731279676,-0.25679609,-0.476458483,48.80974,AGN,bll,1629.069,PowerLaw,MG1 J154628+1817,0.999761135,2.39E-4,0.99039481,0.00960519,0.998993846,0.001006154,0.993867453,0.006132547,311,AGN,0.9327663277008833,0.06723367229911707,0.8922334099441588,0.10776659005584117,0.8689971339389462,0.13100286606105413,0.903969716259579,0.09603028374042216,219,29.9265594,0
3FGL J1547.1-2801,-32.3236626,-27.5132417,1.7077073,0.848622326,3.7481816,-0.993799127,0.999048739,-0.535976847,-0.457472402,20.582804,AGN,bcu,6207.67,PowerLaw,1RXS J154711.8-280222,0.998895227,0.001104773,0.937253621,0.062746379,0.91052621,0.08947379,0.986819107,0.013180893,298,AGN,0.9110018516085882,0.08899814839141147,0.8761387849687468,0.12386121503125372,0.8598588220650756,0.14014117793492437,0.8905024874453322,0.10949751255466801,211,343.781464,0
3FGL J1548.8-2250,-29.0298981,-27.2476563,2.0479198,-0.391838217,3.89411022,-0.40598935,-0.63719837,-0.585761207,-0.343042182,24.164629,AGN,bll,2172.3208,PowerLaw,PMN J1548-2251,0.999840759,1.59E-4,0.990892248,0.009107752,0.998746648,0.001253352,0.997360493,0.002639507,327,AGN,0.8993570407470796,0.10064295925291998,0.854777919243561,0.14522208075643872,0.8265020161136362,0.17349798388636437,0.8785395693035336,0.121460430696467,247,347.852905,0
3FGL J1549.0+6309,-27.4110011,-28.0138435,2.7256937,-2.27760185,3.45080594,-0.69540748,-0.88877611,-0.327717899,-0.752381988,43.94758,AGN,bcu,585.4793,PowerLaw,SDSS J154958.45+631021.2,0.999804593,1.95E-4,0.993275903,0.006724097,0.999987567,1.24E-5,0.970294554,0.029705446,294,AGN,0.916902751884685,0.08309724811531573,0.8764352624724046,0.1235647375275956,0.8405372942349256,0.15946270576507396,0.8992912335201008,0.10070876647989865,225,96.9002533,1
3FGL J1549.4+0237,-25.3120897,-27.3358979,2.4633353,0.42308457,5.45438003,-0.663558861,-0.696218178,-0.680831722,-0.845242719,40.91238,AGN,fsrq,573.3519,PowerLaw,PKS 1546+027,0.999885747,1.14E-4,0.990780992,0.009219008,0.999102215,8.98E-4,0.991097119,0.008902881,275,AGN,0.9175323338174007,0.08246766618259917,0.8672427007596066,0.13275729924039317,0.8448964979371365,0.15510350206286314,0.8979239283275672,0.10207607167243318,194,10.8611412,0
