Source_Name_4FGL,GLAT,Ln_Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,HR12,HR23,Unc_PLEC_Expfactor,HR34,HR45,HR56,HR67,Ln_Variability_Index,Ln_Pivot_Energy,Category_4FGL,CLASS_4FGL,SpectrumType,ASSOC_FGL,ASSOC1,GLON,Flags,AGN_BDT_O,AGN_BDT_O_STD,PSR_BDT_O,PSR_BDT_O_STD,AGN_NN_O,AGN_NN_O_STD,PSR_NN_O,PSR_NN_O_STD,AGN_RF_O,AGN_RF_O_STD,PSR_RF_O,PSR_RF_O_STD,AGN_LR_O,AGN_LR_O_STD,PSR_LR_O,PSR_LR_O_STD,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,Category_Prob
4FGL J1908.8-0131,-4.571059,-19.9376658,2.3281379,0.10095468,0.43952033,7.546541,-0.5871112,-0.0772704,0.002214218,-0.45883322,-0.57660335,-0.9686736,-0.99999577,1.60380436,7.25000778,UNAS,none,LogParabola,3FGL J1908.8-0130,none,33.5534668,0,0.000908,0.00072,0.999091528,0.00072,0.000725,0.002526471,0.999275453,0.002526471,0.008693336,0.004067364,0.991306664,0.004067364,0.000905,0.000443,0.999095029,0.000443,0.000765,0.001537891,0.999234699,0.001537891,0.039794702,0.027948842,0.960205298,0.027948842,0.026289661,0.019468955,0.973710339,0.019468955,0.037079825,0.013086694,0.962920175,0.013086694,PSR
4FGL J1909.2+4646,16.550905,-22.3214693,2.3301318,0.3165363,0.3542705,2.6764529,0.93434495,-0.26450777,0.005283098,-0.5212754,-0.5975487,-0.9999999,0.76205915,1.63195881,7.27864295,UNAS,none,PowerLaw,,none,77.5112228,0,0.968308515,0.040136919,0.031691485,0.040136919,0.694399984,0.237865123,0.305600016,0.237865123,0.901521979,0.046361305,0.098478021,0.046361305,0.516925019,0.127859578,0.483074981,0.127859578,0.997239127,0.002585764,0.002760873,0.002585764,0.904013371,0.06568613,0.095986629,0.06568613,0.961846656,0.018494813,0.038153344,0.018494813,0.913671545,0.024764941,0.086328455,0.024764941,AGN
4FGL J1910.1-4704,-22.540438,-22.3319001,2.592562,0.3083477,0.7320829,2.2316313,-0.84708846,-0.42462823,0.003585636,-0.7139345,-0.9454204,-0.99999213,0.99998695,1.65892492,6.69049812,UNAS,none,PowerLaw,,none,350.236938,0,0.984189317,0.029851269,0.015810683,0.029851269,0.892903396,0.117584302,0.107096604,0.117584302,0.904038704,0.040646393,0.095961296,0.040646393,0.828278485,0.093096556,0.171721515,0.093096556,0.9958272,0.012387634,0.0041728,0.012387634,0.976837742,0.018805474,0.023162258,0.018805474,0.946320582,0.024508022,0.053679418,0.024508022,0.985911413,0.00709965,0.014088587,0.00709965,AGN
4FGL J1910.2+0904,0.000335,-19.7116868,2.243704,0.3585242,0.09955336,2.328901,0.9996115,0.999958,0.000203,-0.76624495,-0.14112392,-0.88302207,-0.45332468,0.869866769,8.61261846,UNAS,none,PowerLaw,,none,43.1405258,529,0.440246088,0.253028616,0.559753912,0.253028616,0.030979044,0.074269518,0.969020956,0.074269518,0.76351162,0.069987642,0.23648838,0.069987642,0.001013646,0.000963,0.998986354,0.000963,0.251368488,0.243944962,0.748631512,0.243944962,0.341689767,0.167390529,0.658310233,0.167390529,0.675027015,0.067736507,0.324972985,0.067736507,0.054488529,0.026265787,0.945511471,0.026265787,MIXED
4FGL J1910.7-5320,-24.243185,-21.5914989,2.43537,0.19228761,0.4474807,3.6135356,-0.8004785,-0.12228988,0.014859677,-0.66276336,-0.7877134,-0.8644034,-0.09975706,1.96427206,7.25344335,UNAS,none,LogParabola,3FGL J1911.1-5318,none,343.662354,0,0.872311766,0.110451925,0.127688234,0.110451925,0.887477117,0.122113883,0.112522883,0.122113883,0.438625895,0.099980228,0.561374105,0.099980228,0.657357054,0.105621103,0.342642946,0.105621103,0.966868483,0.033638458,0.033131517,0.033638458,0.971868886,0.021000372,0.028131114,0.021000372,0.91842321,0.031418543,0.08157679,0.031418543,0.966669344,0.009875036,0.033330656,0.009875036,MIXED
4FGL J1911.4-4856,-23.260422,-21.878052,2.2296696,0.31792182,0.6596411,3.6169653,0.9758158,0.73735523,0.006351569,0.029710112,-0.6852919,-0.9999999,0.9736962,1.86597693,7.26270314,UNAS,none,LogParabola,,none,348.341003,0,0.986979216,0.025618568,0.013020784,0.025618568,0.822303226,0.190008071,0.177696774,0.190008071,0.674951418,0.096993842,0.325048582,0.096993842,0.784154758,0.098710017,0.215845242,0.098710017,0.995275027,0.008393671,0.004724973,0.008393671,0.874133917,0.087253961,0.125866083,0.087253961,0.916213335,0.033418137,0.083786665,0.033418137,0.958477175,0.017677516,0.041522825,0.017677516,AGN
4FGL J1912.2+3621,11.837739,-22.1755376,2.5817435,0.34842226,0.60003453,3.0008688,0.33873558,-0.2864825,0.029321583,-0.54918605,-0.9024173,-0.99995214,-0.9998083,1.93746227,6.72432023,UNAS,none,LogParabola,,none,67.8976059,0,0.968537697,0.041800182,0.031462303,0.041800182,0.338570023,0.255649999,0.661429977,0.255649999,0.824126266,0.073728699,0.175873734,0.073728699,0.229121212,0.0652284,0.770878788,0.0652284,0.991459864,0.028062324,0.008540136,0.028062324,0.830803985,0.103644939,0.169196015,0.103644939,0.924597665,0.034601719,0.075402335,0.034601719,0.818907174,0.041225514,0.181092826,0.041225514,MIXED
4FGL J1912.5+1320,1.4726971,-20.6538542,2.6887443,0.21202211,0.42632186,4.8115153,0.76780003,-0.5942942,0.007822432,-0.7814928,-0.9114442,-0.99999005,0.8837283,1.03326498,6.78640076,UNAS,none,LogParabola,,none,47.1925545,0,0.038602761,0.064293918,0.961397239,0.064293918,0.003833046,0.010125641,0.996166954,0.010125641,0.257061378,0.0822774,0.742938622,0.0822774,0.002318189,0.001894901,0.997681811,0.001894901,0.160386967,0.201280358,0.839613033,0.201280358,0.069310836,0.048368715,0.930689164,0.048368715,0.589118656,0.080643258,0.410881344,0.080643258,0.107045399,0.03852269,0.892954601,0.03852269,MIXED
4FGL J1912.7+4610,15.776268,-21.7016405,2.2309566,0.2280242,0.43962666,3.9675035,-0.7027858,0.005841714,0.005040827,-0.47415292,-0.567499,-0.8739151,-0.9999982,2.3648547,7.40482559,UNAS,none,LogParabola,3FGL J1912.7+4610,none,77.1729202,0,0.657341112,0.210432774,0.342658888,0.210432774,0.627463379,0.244830365,0.372536621,0.244830365,0.330097332,0.112562333,0.669902668,0.112562333,0.512118335,0.071017184,0.487881665,0.071017184,0.966868539,0.038901221,0.033131461,0.038901221,0.936144159,0.042837298,0.063855841,0.042837298,0.907675388,0.040498284,0.092324612,0.040498284,0.917089467,0.014657448,0.082910533,0.014657448,MIXED
4FGL J1912.7+0957,-0.14555876,-19.4844431,2.3771672,0.17866376,0.47819197,7.0116625,0.035173874,0.9485873,0.004666209,-0.6570355,-0.76473576,-0.99990505,0.9930027,2.01051368,7.54118908,UNAS,none,LogParabola,,none,44.2075272,4,0.021485933,0.116328708,0.978514067,0.116328708,0.002672359,0.007217497,0.997327641,0.007217497,0.080350414,0.043277377,0.919649586,0.043277377,0.000419,0.000385,0.99958114,0.000385,0.011475889,0.041783399,0.988524111,0.041783399,0.045286511,0.033865733,0.954713489,0.033865733,0.214770616,0.067978224,0.785229384,0.067978224,0.038138658,0.020182452,0.961861342,0.020182452,PSR
4FGL J1913.4-1526,-11.745806,-21.2002969,2.2896147,0.24280547,0.57004523,4.8648405,-0.16989921,-0.05603242,0.009166247,-0.25405782,-0.51760393,-0.9757061,-0.99927425,1.77217429,7.38673401,UNAS,none,LogParabola,,none,21.4422321,0,0.153854122,0.14097238,0.846145878,0.14097238,0.072951173,0.097493786,0.927048827,0.097493786,0.177741661,0.069226657,0.822258339,0.069226657,0.038163345,0.015312958,0.961836655,0.015312958,0.477515648,0.245274936,0.522484352,0.245274936,0.419146925,0.152402682,0.580853075,0.152402682,0.554257855,0.082311087,0.445742145,0.082311087,0.374117628,0.051004617,0.625882372,0.051004617,MIXED
4FGL J1914.6-1157,-10.515692,-21.8161698,2.58955,0.27568793,0.35080138,2.87608,-0.7111925,-0.6233103,0.00711328,-0.6098818,-0.84255415,-0.9992413,-0.7938413,0.597987294,6.97367091,UNAS,none,PowerLaw,,none,24.7940998,16,0.787588769,0.21159786,0.212411231,0.21159786,0.114696915,0.153098759,0.885303085,0.153098759,0.782805814,0.081049983,0.217194186,0.081049983,0.027744712,0.013514336,0.972255288,0.013514336,0.936796667,0.154630134,0.063203333,0.154630134,0.570576578,0.164675388,0.429423422,0.164675388,0.905859023,0.04074061,0.094140977,0.04074061,0.409963408,0.076892238,0.590036592,0.076892238,MIXED
4FGL J1914.7+1012,-0.45626494,-20.0926847,2.2887034,0.21687125,0.29921725,3.4119582,-0.7173632,0.9950621,0.004606536,-0.70420444,-0.719249,-0.6722058,-0.9261453,1.03448881,7.74296579,UNAS,none,LogParabola,,none,44.6646309,282,0.165587328,0.177759016,0.834412672,0.177759016,0.013436224,0.041011948,0.986563776,0.041011948,0.467044028,0.096671858,0.532955972,0.096671858,0.00806934,0.006494684,0.99193066,0.006494684,0.258888047,0.257017597,0.741111953,0.257017597,0.314443384,0.143695749,0.685556616,0.143695749,0.645793709,0.075647988,0.354206291,0.075647988,0.241695539,0.059400926,0.758304461,0.059400926,MIXED
4FGL J1915.3+1149,0.15400662,-19.7386769,2.531668,0.16299817,0.40474978,6.5759583,0.7533702,-0.09374463,0.004304287,-0.68381846,-0.7954832,-0.9972303,-0.9992699,1.82289727,7.18174813,UNAS,none,LogParabola,,none,46.1547775,18,0.006026725,0.047211616,0.993973275,0.047211616,0.000361,0.000787,0.999639275,0.000787,0.049179373,0.028869921,0.950820627,0.028869921,0.000308,0.000146,0.999692212,0.000146,0.029119952,0.060238718,0.970880048,0.060238718,0.047648512,0.032652009,0.952351488,0.032652009,0.175740436,0.062751686,0.824259564,0.062751686,0.021584972,0.006022184,0.978415028,0.006022184,PSR
4FGL J1916.8-3025,-18.42003,-20.6991617,2.0886204,0.14462689,0.3123461,4.8896666,-0.5436114,-0.5935091,0.001532345,-0.13671489,-0.46843624,-0.7985833,-0.99984735,0.729633771,7.46825314,UNAS,none,LogParabola,3FGL J1917.1-3024,none,7.5218997,0,0.036163463,0.049825126,0.963836537,0.049825126,0.123372283,0.161423066,0.876627717,0.161423066,0.137643071,0.072615715,0.862356929,0.072615715,0.04360116,0.023043956,0.95639884,0.023043956,0.085808983,0.119770884,0.914191017,0.119770884,0.301478682,0.158825395,0.698521318,0.158825395,0.485800822,0.081842132,0.514199178,0.081842132,0.286822172,0.066115394,0.713177828,0.066115394,PSR
4FGL J1917.6-3204,-19.164797,-21.9278782,2.4745243,0.24187142,0.30109492,2.417046,0.98693424,-0.60911024,0.00568064,-0.5368741,-0.7738059,-0.99999756,0.72113264,2.15470333,6.83838216,UNAS,none,PowerLaw,,none,5.96061659,0,0.971719525,0.039475678,0.028280475,0.039475678,0.38106115,0.342423759,0.61893885,0.342423759,0.851934466,0.067375433,0.148065534,0.067375433,0.685349957,0.117460292,0.314650043,0.117460292,0.991532842,0.016057257,0.008467158,0.016057257,0.889403731,0.081738427,0.110596269,0.081738427,0.943247714,0.02897874,0.056752286,0.02897874,0.958106124,0.01347302,0.041893876,0.01347302,MIXED
4FGL J1919.1+2354,4.973854,-21.1360861,2.3720505,0.29723537,0.9999765,4.1113963,0.7955355,-0.57700175,0.012554834,0.17646588,-0.9429502,-0.62486166,-0.9928416,2.31627677,7.3792136,UNAS,none,LogParabola,,none,57.2877045,2048,0.941443998,0.09273965,0.058556002,0.09273965,0.129534511,0.190717048,0.870465489,0.190717048,0.65273803,0.090770934,0.34726197,0.090770934,0.219694241,0.116630987,0.780305759,0.116630987,0.97332549,0.045636352,0.02667451,0.045636352,0.477286251,0.159644728,0.522713749,0.159644728,0.832205918,0.059116882,0.167794082,0.059116882,0.638383487,0.081225098,0.361616513,0.081225098,MIXED
4FGL J1919.4+1313,-0.08241083,-20.2922572,2.6315305,0.22390623,0.56668544,4.722675,0.99405795,-0.042243943,0.022276662,-0.7716943,-0.92539793,-0.98777336,-0.9929877,1.10282294,6.80514745,UNAS,none,LogParabola,,none,47.8748512,25,0.030479721,0.101390702,0.969520279,0.101390702,0.000771,0.001596045,0.99922868,0.001596045,0.198580223,0.078913638,0.801419777,0.078913638,0.000481,0.000246,0.999518806,0.000246,0.09761212,0.142818449,0.90238788,0.142818449,0.060563409,0.038985311,0.939436591,0.038985311,0.506956939,0.08189285,0.493043061,0.08189285,0.030211217,0.00814552,0.969788783,0.00814552,MIXED
4FGL J1920.0-2622,-17.578611,-21.2689211,2.299987,0.12630357,0.2037641,3.0260162,0.9991072,0.33807108,0.004077379,-0.59309906,-0.66793245,-0.8898831,-0.25793278,2.55948523,7.32060519,UNAS,none,LogParabola,,none,11.7495031,4,0.65226917,0.247464516,0.34773083,0.247464516,0.631590536,0.246373727,0.368409464,0.246373727,0.534604812,0.126908338,0.465395188,0.126908338,0.494591943,0.105071792,0.505408057,0.105071792,0.950942131,0.06811535,0.049057869,0.06811535,0.909443099,0.056191231,0.090556901,0.056191231,0.917062264,0.037515138,0.082937736,0.037515138,0.925149258,0.017337772,0.074850742,0.017337772,MIXED
4FGL J1920.7+1334,-0.19169088,-20.2160298,2.565273,0.36934024,0.9597992,4.2569485,0.93879616,-0.91563976,0.002756036,-0.013980054,-0.87739635,-0.99705833,-0.9723135,1.95508958,7.60481216,UNAS,none,LogParabola,,none,48.3196716,26,0.009365828,0.038173676,0.990634172,0.038173676,0.00643069,0.012350136,0.99356931,0.012350136,0.192656713,0.074745397,0.807343287,0.074745397,0.001617135,0.001530108,0.998382865,0.001530108,0.050098038,0.103825651,0.949901962,0.103825651,0.206431487,0.110046354,0.793568513,0.110046354,0.448339486,0.074258634,0.551660514,0.074258634,0.037992048,0.020135526,0.962007952,0.020135526,PSR
4FGL J1921.1+1930,2.5086732,-21.1717909,2.52713,0.2930666,0.4843224,2.7549925,0.00730317,-0.789867,0.003408402,-0.60978174,-0.62829036,-0.9214043,-0.9913365,1.60930334,7.37469967,UNAS,none,PowerLaw,3FGL J1921.6+1934,none,53.6149559,4,0.210137157,0.158760467,0.789862843,0.158760467,0.068506106,0.112648761,0.931493894,0.112648761,0.50167357,0.109514208,0.49832643,0.109514208,0.045371932,0.019667968,0.954628068,0.019667968,0.597022127,0.236669195,0.402977873,0.236669195,0.68697003,0.149162206,0.31302997,0.149162206,0.805416382,0.066126328,0.194583618,0.066126328,0.505575268,0.076835835,0.494424732,0.076835835,MIXED
4FGL J1922.4+1453,0.056882706,-20.1947196,2.569241,0.306233,0.3574887,3.9532018,-0.999153,0.983114,0.008142254,-0.7417983,-0.7691806,-0.92106074,-0.9994486,1.71665096,7.42503572,UNAS,none,LogParabola,,none,49.6831703,26,0.082536821,0.137728563,0.917463179,0.137728563,0.011373735,0.034665627,0.988626265,0.034665627,0.212631886,0.079074021,0.787368114,0.079074021,0.003227569,0.002373549,0.996772431,0.002373549,0.305563762,0.229966454,0.694436238,0.229966454,0.385591574,0.161223416,0.614408426,0.161223416,0.566433778,0.07604517,0.433566222,0.07604517,0.195885528,0.052383034,0.804114472,0.052383034,MIXED
4FGL J1922.5-5233,-25.802912,-22.3311102,2.3822541,0.2547961,0.40043378,2.5992634,0.99606425,-0.2620502,0.006215391,-0.59661686,-0.7450319,-0.9999996,0.9460547,1.86787252,7.10572083,UNAS,none,PowerLaw,,none,344.927338,0,0.989517171,0.015861907,0.010482829,0.015861907,0.9373778,0.078277408,0.0626222,0.078277408,0.90939753,0.039896617,0.09060247,0.039896617,0.903876866,0.044651416,0.096123134,0.044651416,0.996000998,0.013804446,0.003999002,0.013804446,0.966853707,0.024443911,0.033146293,0.024443911,0.968598261,0.014727316,0.031401739,0.014727316,0.987479771,0.004864674,0.012520229,0.004864674,AGN
4FGL J1922.7+1428,-0.20529965,-19.3567044,2.4798536,0.25424013,0.38071048,5.4583673,0.5678446,-0.74517035,0.009013687,-0.5563096,-0.798814,-0.99997216,0.9982179,0.974202794,7.5013981,UNAS,none,LogParabola,,none,49.3501663,20,0.02416869,0.115728633,0.97583131,0.115728633,0.002126066,0.006991076,0.997873934,0.006991076,0.11628981,0.057235745,0.88371019,0.057235745,0.000247,0.000202,0.999752814,0.000202,0.028126872,0.065756547,0.971873128,0.065756547,0.054795086,0.039616652,0.945204914,0.039616652,0.278534268,0.075086152,0.721465732,0.075086152,0.015656862,0.007300298,0.984343138,0.007300298,PSR
4FGL J1924.3+1601,0.19600847,-20.6827491,2.43563,0.22886856,0.15180905,2.16341,-0.9999428,0.99999964,0.002050415,-0.68320054,-0.76594114,-0.5883605,-0.99982846,1.99204667,8.04546439,UNAS,none,PowerLaw,,none,50.902195,28,0.708819326,0.239406411,0.291180674,0.239406411,0.32946941,0.287931343,0.67053059,0.287931343,0.649014318,0.116923926,0.350985682,0.116923926,0.144599569,0.106764216,0.855400431,0.106764216,0.98184709,0.046611592,0.01815291,0.046611592,0.91304884,0.06811004,0.08695116,0.06811004,0.897662514,0.043392089,0.102337486,0.043392089,0.825783043,0.05650472,0.174216957,0.05650472,MIXED
4FGL J1924.8-1035,-12.168449,-20.6886574,2.2166092,0.18031076,0.48537663,5.188457,0.8683004,-0.21600534,0.003688198,-0.37275028,-0.52743477,-0.95009935,-0.9999987,1.0851453,7.66327567,UNAS,none,LogParabola,3FGL J1924.8-1034,none,27.1476841,0,0.026053772,0.03543379,0.973946228,0.03543379,0.008168119,0.015822177,0.991831881,0.015822177,0.057784737,0.030252836,0.942215263,0.030252836,0.002891001,0.001476287,0.997108999,0.001476287,0.091345097,0.131877917,0.908654903,0.131877917,0.131352968,0.081023538,0.868647032,0.081023538,0.292359605,0.07683082,0.707640395,0.07683082,0.056093926,0.014297001,0.943906074,0.014297001,PSR
4FGL J1925.3+1522,-0.3215586,-20.1564094,2.5713222,0.2019316,0.31615615,4.1056733,0.12840793,-0.74621284,0.004732792,-0.68093413,-0.7753722,-0.9998984,0.07995996,1.80987568,7.31338491,UNAS,none,LogParabola,,none,50.4313583,24,0.031611001,0.072118212,0.968388999,0.072118212,0.018374854,0.029865413,0.981625146,0.029865413,0.194752855,0.074853483,0.805247145,0.074853483,0.006504387,0.003178135,0.993495613,0.003178135,0.189251547,0.211588144,0.810748453,0.211588144,0.378158591,0.147058372,0.621841409,0.147058372,0.598062691,0.07682927,0.401937309,0.07682927,0.220837753,0.047227483,0.779162247,0.047227483,MIXED
4FGL J1925.4+1616,0.08552094,-19.869579,2.2831724,0.09852308,0.022137256,0.68602717,0.12378692,0.99940395,0.000221,-0.64707655,-0.7381231,-0.5486471,-0.5553716,1.13173443,8.3124265,UNAS,none,PowerLaw,,none,51.2408333,0,0.860222847,0.098514448,0.139777153,0.098514448,0.419769876,0.308377728,0.580230124,0.308377728,0.92695893,0.038232072,0.07304107,0.038232072,0.049902665,0.047585518,0.950097335,0.047585518,0.949024829,0.079278587,0.050975171,0.079278587,0.916361418,0.071139672,0.083638582,0.071139672,0.87246077,0.048981574,0.12753923,0.048981574,0.558738971,0.11878341,0.441261029,0.11878341,MIXED
4FGL J1926.4+1602,-0.24995027,-19.8543965,2.4643078,0.1625035,0.15710574,3.0289295,0.96283555,-0.54757893,0.005938449,-0.67892456,-0.7218178,-0.76480734,-0.54536635,1.79453969,7.79511742,UNAS,none,LogParabola,1FGL J1926.1+1601c,none,51.151844,20,0.354684544,0.281528229,0.645315456,0.281528229,0.065250109,0.106581722,0.934749891,0.106581722,0.368981807,0.131832161,0.631018193,0.131832161,0.012765879,0.006392797,0.987234121,0.006392797,0.858673801,0.180185988,0.141326199,0.180185988,0.628025163,0.161005039,0.371974837,0.161005039,0.680293488,0.093809908,0.319706512,0.093809908,0.293292119,0.065544151,0.706707881,0.065544151,MIXED
4FGL J1929.0+1729,-0.088364385,-19.6040137,2.5283759,0.13673212,0.39920714,6.8072996,0.9446146,-0.37451708,0.003442181,-0.6137461,-0.75742835,-0.9999918,-0.0394898,2.95542328,7.39859366,UNAS,none,LogParabola,,none,52.7165375,0,0.120048438,0.164013273,0.879951562,0.164013273,0.008590396,0.024317859,0.991409604,0.024317859,0.155847365,0.100111762,0.844152635,0.100111762,0.00214219,0.001069154,0.99785781,0.001069154,0.180407102,0.234114506,0.819592898,0.234114506,0.116325262,0.070678935,0.883674738,0.070678935,0.288475813,0.078821871,0.711524187,0.078821871,0.106327678,0.032381508,0.893672322,0.032381508,PSR
4FGL J1931.1+1656,-0.79363585,-19.5293795,2.527173,0.101203084,0.35252947,7.0289817,0.9714396,-0.4691976,0.002645333,-0.6273259,-0.7889917,-0.9568503,-0.99995947,0.786498373,7.18827557,UNAS,none,LogParabola,3FGL J1931.1+1659,none,52.4795418,4,0.001044913,0.003155619,0.998955087,0.003155619,0.000151,0.00035,0.999848982,0.00035,0.012060872,0.00810662,0.987939128,0.00810662,4.41e-05,2.67e-05,0.999955884,2.67e-05,0.002390859,0.009594374,0.997609141,0.009594374,0.035218739,0.027499488,0.964781261,0.027499488,0.091517194,0.046507431,0.908482806,0.046507431,0.003321552,0.001196875,0.996678448,0.001196875,PSR
4FGL J1933.4-2711,-20.655813,-22.1363345,2.586011,0.20716316,0.27508342,2.3538136,0.99998796,-0.6527429,0.006239473,-0.7972938,-0.59870994,-0.99975383,-0.49920478,0.96169453,6.52623531,UNAS,none,PowerLaw,,none,12.094533,6,0.940729582,0.08122592,0.059270418,0.08122592,0.257520441,0.235261896,0.742479559,0.235261896,0.72474745,0.126891604,0.27525255,0.126891604,0.201100928,0.078904215,0.798899072,0.078904215,0.909370726,0.122464338,0.090629274,0.122464338,0.723277354,0.145475616,0.276722646,0.145475616,0.879471415,0.053563369,0.120528585,0.053563369,0.782811515,0.050854355,0.217188485,0.050854355,MIXED
4FGL J1934.2-1446,-16.02347,-21.8943957,2.4683647,0.3632836,0.99885136,3.1184938,0.6882352,-0.48294774,0.022561684,-0.50809205,-0.99999607,0.99977285,-0.99999833,1.2091706,6.79547649,UNAS,none,LogParabola,,none,24.2434063,2050,0.989167504,0.024882303,0.010832496,0.024882303,0.924270959,0.133117066,0.075729041,0.133117066,0.847414042,0.067779845,0.152585958,0.067779845,0.993532868,0.008670475,0.006467132,0.008670475,0.99690925,0.0065716,0.00309075,0.0065716,0.894175766,0.082049749,0.105824234,0.082049749,0.923991094,0.035637047,0.076008906,0.035637047,0.998708976,0.00100086,0.001291024,0.00100086,AGN
4FGL J1934.2+1036,-4.511293,-21.8669363,2.6344104,0.26313108,0.26577187,1.9736893,-0.57483876,-0.7277594,0.007860638,-0.6383273,-0.84757364,-0.998431,0.9839778,2.35339591,6.78488932,UNAS,none,PowerLaw,,none,47.2772713,0,0.994481733,0.008387228,0.005518267,0.008387228,0.95055719,0.104410103,0.04944281,0.104410103,0.932787078,0.041615233,0.067212922,0.041615233,0.802839971,0.082350299,0.197160029,0.082350299,0.998235702,0.002332965,0.001764298,0.002332965,0.985798914,0.011692849,0.014201086,0.011692849,0.984553889,0.010269365,0.015446111,0.010269365,0.984385837,0.005922373,0.015614163,0.005922373,AGN
4FGL J1935.0-0553,-12.3723135,-22.1167242,2.5934384,0.20698048,0.09218527,0.8650213,-0.7342824,-0.5675521,0.004064946,-0.8347872,-0.39012152,-0.99491894,-0.9972272,2.29934221,6.96626906,UNAS,none,PowerLaw,,none,32.5971146,0,0.998259996,0.00293126,0.001740004,0.00293126,0.951012538,0.096013823,0.048987462,0.096013823,0.974017314,0.022704325,0.025982686,0.022704325,0.883924446,0.052015788,0.116075554,0.052015788,0.999422414,0.000869,0.000578,0.000869,0.992706812,0.005571259,0.007293188,0.005571259,0.991643342,0.008071484,0.008356658,0.008071484,0.989936406,0.003849198,0.010063594,0.003849198,AGN
4FGL J1936.6+1921,-0.77151924,-20.8748974,2.4452648,0.49718237,0.67617315,3.2356393,-0.35285553,-0.5004727,0.00731933,-0.25259575,-0.66919994,-0.9999996,0.9999868,1.30626767,7.54096247,UNAS,none,LogParabola,,none,55.2221413,24,0.164557405,0.201143492,0.835442595,0.201143492,0.165579076,0.209989611,0.834420924,0.209989611,0.261457115,0.097350857,0.738542885,0.097350857,0.024409046,0.017860081,0.975590954,0.017860081,0.326041967,0.252413924,0.673958033,0.252413924,0.488907593,0.170186537,0.511092407,0.170186537,0.615739985,0.080987727,0.384260015,0.080987727,0.357270286,0.091402456,0.642729714,0.091402456,MIXED
4FGL J1937.1-0444,-12.322288,-22.1628444,2.2839787,0.2039231,-0.011247342,0.144852,0.7531859,-0.9118102,0.001966716,-0.6281074,-0.3746944,-0.48834524,-0.9999591,1.56850529,7.86292213,UNAS,none,PowerLaw,,none,33.8938789,0,0.998434619,0.0013159,0.001565381,0.0013159,0.974956424,0.064106901,0.025043576,0.064106901,0.989542869,0.011487362,0.010457131,0.011487362,0.967333622,0.012620753,0.032666378,0.012620753,0.999589773,0.000994,0.00041,0.000994,0.991635504,0.006775186,0.008364496,0.006775186,0.995563176,0.005195036,0.004436824,0.005195036,0.992711892,0.002288575,0.007288108,0.002288575,AGN
4FGL J1939.7-1242,-16.377941,-22.2454254,2.5869787,0.29539472,0.44034952,2.5062897,0.99296784,-0.63403094,0.011062804,-0.71901006,-0.6930744,-0.9638449,-0.99998647,1.02605585,6.65902093,UNAS,none,PowerLaw,,none,26.7813168,0,0.969750408,0.042718093,0.030249592,0.042718093,0.186087318,0.196716486,0.813912682,0.196716486,0.803385646,0.090703248,0.196614354,0.090703248,0.134417759,0.05559391,0.865582241,0.05559391,0.94627425,0.076917074,0.05372575,0.076917074,0.67984217,0.146448766,0.32015783,0.146448766,0.912664173,0.041466771,0.087335827,0.041466771,0.6935392,0.06399434,0.3064608,0.06399434,MIXED
4FGL J1940.2-2511,-21.35808,-21.3752319,2.3287253,0.13562453,0.26258418,3.3306656,0.99944085,0.35218197,0.004660665,-0.6439454,-0.70522267,-0.7414983,-0.9998934,1.62883447,7.16450992,UNAS,none,LogParabola,,none,14.6870422,0,0.60069765,0.225714116,0.39930235,0.225714116,0.395823357,0.254057106,0.604176643,0.254057106,0.525786831,0.10133785,0.474213169,0.10133785,0.205343253,0.078815046,0.794656747,0.078815046,0.923808665,0.120205925,0.076191335,0.120205925,0.74479296,0.127556178,0.25520704,0.127556178,0.892928369,0.040437797,0.107071631,0.040437797,0.777832355,0.044451414,0.222167645,0.044451414,MIXED
4FGL J1943.9+2841,2.3913786,-21.4215461,2.5329924,0.26934564,0.3608615,2.434732,0.99788296,-0.60085547,0.005416092,-0.56882364,-0.70385224,-0.99990416,-0.76924306,1.93710189,7.18935806,UNAS,none,PowerLaw,,none,64.1692352,9,0.50682678,0.2404745,0.49317322,0.2404745,0.166584344,0.198060061,0.833415656,0.198060061,0.596367876,0.112379411,0.403632124,0.112379411,0.132965338,0.044771615,0.867034662,0.044771615,0.880207085,0.163554275,0.119792915,0.163554275,0.807374637,0.109746503,0.192625363,0.109746503,0.930588094,0.030717853,0.069411906,0.030717853,0.713790011,0.056980467,0.286209989,0.056980467,MIXED
