Source_Name_3FGL,GLON,GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Signif_Curve),ln(Variability_Index),500MeV_Index,HR12,HR23,HR34,HR45,Category_3FGL,CLASS_3FGL,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,OTHER_BDT,OTHER_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,OTHER_NN,OTHER_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,OTHER_RF,OTHER_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,OTHER_LR,OTHER_LR_STD,Flags
3FGL J0012.4+7040,119.68739318847656,8.046483039855957,-25.791513338139378,-27.29591217415154,-1.5660769342372887,3.9430543072312942,2.4837498664855957,-0.59534088,-0.869545042,-0.568573316,-0.441835598,AGN,bcu,0.9983068618239153,0.0018577907123641692,2.1359430422419757E-4,1.5644668762411157E-4,0.0014795438718606096,0.0017768906700943515,0.984900586821809,0.02410755500647221,0.0038647510516882314,0.010874222045876996,0.01123466212650268,0.017588650096125123,0.9752499236265113,0.010496555284718444,0.006906722755561019,0.0023964763292889093,0.017843353617927573,0.009579415861710266,0.9982334704472446,8.554760848556481E-4,1.4499407633871107E-5,9.377474242210625E-6,0.001752030145121531,8.515191341913443E-4,8
3FGL J0013.2-3954,332.32379150390625,-74.96217346191406,-25.687311346528215,-27.858863594383454,-1.8850229366416158,4.011471395021256,2.2117834091186523,-0.564600305,-0.626851708,-0.586269932,-0.350811907,AGN,bll,0.9976147502168875,0.0023548781032331836,4.4853311298694433E-4,4.68289162447883E-4,0.0019367166701254742,0.002119918197986803,0.9736874034173782,0.04151882411845778,0.00864329945579115,0.024805946076033744,0.01766929712683064,0.019731000694941016,0.9813409815070848,0.007766896553260205,0.007810223179531918,0.005007659843008199,0.010848795313383279,0.0047027447099364595,0.9967905747802634,0.0022750345231097716,5.7933336788362575E-6,4.944068467330833E-6,0.003203631886057716,0.0022740353212624955,0
3FGL J0013.9-1853,74.62692260742188,-78.07839965820312,-26.635993090817472,-27.99473259202401,0.4864007164234704,3.59618299537908,1.9351506233215332,0.99911541,0.342174432,-0.420619201,-0.836871206,AGN,bll,0.947567009026455,0.09165862949899656,0.04101923485468329,0.07692469401840332,0.01141375611886174,0.022209336820161164,0.8820309273196151,0.1428289689760518,0.0717709945138978,0.11223270843842034,0.04619807816648713,0.045757423047657085,0.9058848308570717,0.03497781937641419,0.07199632098569583,0.032123176535016146,0.022118848157232314,0.012659261403177332,0.8395242268649058,0.048653886684384674,0.062189496001031415,0.02368328193420344,0.09828627713406275,0.03530838686371465,0
3FGL J0014.0-5025,317.45111083984375,-65.63306427001953,-26.601489279136576,-28.008552302158446,0.371497980951875,3.8368129999140135,1.923877239227295,-0.739192463,-0.278573801,-0.630847604,-0.448877519,AGN,bll,0.9989172635039679,9.28268323349063E-4,4.345222645450768E-4,7.834162367026342E-4,6.482142314868235E-4,4.002293325222146E-4,0.9731421959190655,0.039663541857207406,0.008813953249820726,0.023487489585150994,0.018043850831113782,0.019266658231860665,0.983673192765574,0.004721722185455908,0.007025310818721318,0.002933730505737006,0.009301496415704644,0.003015440864984847,0.9687977291029807,0.009012866845121464,0.007779675223496032,0.00274504909440303,0.023422595673523238,0.007591217924472415,0
3FGL J0014.6+6119,118.53034210205078,-1.2385841608047485,-25.575163577300454,-27.319719820875655,0.8888615601925101,3.927609370077782,1.887485384941101,0.955237768,-0.084374271,-0.277528749,-0.458452091,AGN,bcu,0.9892412978605157,0.00811749588365931,0.005154727570156317,0.004144776143768828,0.0056039745693278725,0.00508744965961161,0.7977788122179815,0.22332445348879248,0.036929854624832996,0.05957757922882074,0.1652913331571854,0.1930593223763296,0.9526455604011942,0.01889496046345401,0.01721949033038432,0.007987228346299814,0.03013494926842165,0.015832466348953994,0.8742842434540744,0.029408836293578464,0.0368941280807923,0.00939024659361072,0.08882162846513328,0.025208039980666477,0
3FGL J0014.7+5802,118.07527923583984,-4.48273229598999,-26.181630839707587,-27.57167373827709,-0.3954288947808952,3.676555596392872,1.9128166437149048,0.923888966,0.82992441,-0.538831261,-0.539200917,AGN,bll,0.9926678316257312,0.007095466414151393,7.899192161616209E-4,7.391789009836038E-4,0.006542249158107202,0.006664613410958228,0.9341770608248365,0.08447767903835678,0.014752358723889043,0.03527168338173833,0.051070580451274716,0.06104067287189524,0.9710387383093181,0.012621936316384178,0.010445864881066955,0.005222597848083989,0.018515396809614917,0.010350913825962134,0.9802876418485785,0.011203773849333649,0.0024874238461047517,0.0012410549335516398,0.01722493430531653,0.010423864154627132,0
3FGL J0015.7+5552,117.90898132324219,-6.648677349090576,-26.028765278448358,-27.565053334384015,0.042450497196413264,3.6289260473452027,2.114528179168701,-0.612040553,-0.708852423,-0.58331449,-0.588342847,AGN,bcu,0.9866743676156555,0.01599758768635314,7.694231714127292E-4,8.256650105730775E-4,0.012556209212931737,0.015404099691525086,0.9512524965322943,0.05186173273780047,0.012061783557272849,0.023597380158674245,0.03668571991043301,0.037895416256071304,0.9765612248319768,0.0070352563065530236,0.008639987223830381,0.003090521176268266,0.014798787944192827,0.005115098819602879,0.9666749087875778,0.007016901790645752,0.008404799565873115,0.002313577857298489,0.024920291646549093,0.005838789376676245,0
3FGL J0016.3-0013,104.07860565185547,-61.80875778198242,-25.23289897891606,-27.712184607951606,1.2271659779268536,5.030950405577961,2.617854595184326,-0.616784239,-0.795090013,-0.908771878,-0.355854503,AGN,fsrq,0.9991307335761819,9.595493927851562E-4,3.5382538899628163E-4,5.642070270957612E-4,5.154410348217826E-4,5.633966614134382E-4,0.9758387856819927,0.03735701874905944,0.00932934459751038,0.024045361428792836,0.01483186972049697,0.016699750730290213,0.9718182726552612,0.01247713203781525,0.013032502867880347,0.007533951387426708,0.015149224476858451,0.009513753101668201,0.9434945612044704,0.013953993951409015,0.004972117498432868,0.0025607883952846614,0.05153332129709668,0.012605059582375117,0
3FGL J0017.2-0643,99.66854095458984,-68.03634643554688,-26.165380284522534,-27.809167879121993,-0.0533356895672501,3.6213918458519982,2.1161961555480957,0.031875911,-0.167553473,-0.69133399,-0.771387465,AGN,bcu,0.9925098993361161,0.009151203750641901,0.001805209906691515,0.0020114733887935917,0.005684890757192376,0.008452392168720981,0.9647303054083688,0.04173108306127932,0.015009962578088568,0.028245670390675885,0.02025973201354269,0.019066596958378076,0.9668673247272952,0.012465317797054214,0.017134092707227853,0.009165393723708183,0.01599858256547686,0.006967979097480111,0.935901367067196,0.014477476140312015,0.012692211974261885,0.00435190646908896,0.05140642095854221,0.01240050760746992,0
3FGL J0017.6-0512,101.2584228515625,-66.64299011230469,-25.162909952642153,-27.390353535065394,0.6175269502257704,5.438452150945145,2.5062899589538574,-0.651864181,-0.716061772,-0.813044896,-0.500378042,AGN,FSRQ,0.9997282826146795,1.88731978309046E-4,9.061351367200209E-5,7.138814864831653E-5,1.8110387164853916E-4,1.4533424500982317E-4,0.9800125149190276,0.03160376012559972,0.007006964493006342,0.01996191838214361,0.01298052058796593,0.015072923899123073,0.983164722375651,0.008475047973178744,0.006191497047850349,0.003304397761753695,0.010643780576498849,0.007673801802022685,0.9916690063122112,0.0025104875447938216,1.6069330357773402E-4,1.316676533983546E-4,0.008170300384211108,0.0024485524259559243,0
3FGL J0018.4+2947,114.43212890625,-32.532039642333984,-26.705551546653403,-27.978807112607953,-2.4305654603613083,4.030712002647706,1.8645150661468506,0.884908636,-0.839906357,-0.166074473,-0.173117601,AGN,bll,0.9995374124126044,3.6318221471116576E-4,4.263063145266882E-5,2.8967601374022407E-5,4.199569559429274E-4,3.502745382276309E-4,0.9813781201759804,0.029675728867682872,0.00509938101735361,0.01660464288347021,0.013522498806666169,0.016070025926182507,0.98436265527644,0.005957298767528864,0.0050358600914056145,0.0018287536161380067,0.010601484632154382,0.005446180714412585,0.9994969966061588,4.090770529473336E-4,2.457354829326205E-7,3.2780033410564333E-7,5.027576583583165E-4,4.0896805558234223E-4,0
3FGL J0018.9-8152,304.3301086425781,-35.163124084472656,-25.649300164204753,-27.662281710650323,-1.1711670152765281,4.450296143298976,2.0754406452178955,-0.658769818,-0.658890441,-0.518360336,-0.27289898,AGN,bll,0.9996010683665706,3.523303180939218E-4,5.865904354843788E-5,4.029080132449073E-5,3.402725898809508E-4,3.30815130795287E-4,0.9749751605142691,0.03544320132680877,0.006668960030376652,0.01988477637676202,0.018355879455354347,0.019244749656438652,0.9891551275161813,0.00520715764759625,0.0036154263212136565,0.001110921105803282,0.007229446162604981,0.004933862584055317,0.9981167062035518,8.893481461986095E-4,7.664993095684136E-6,6.933107619011307E-6,0.0018756288033526477,8.861387403683615E-4,0
3FGL J0019.1-5645,311.73150634765625,-59.82244110107422,-26.31155232167194,-28.021209282730076,-0.6446442271334654,4.140851234997315,2.3909311294555664,-0.882274398,-0.48227178,-0.598547156,-0.279748388,AGN,bcu,0.9996416208415984,2.671102294613047E-4,1.450511215263394E-4,1.285966131045254E-4,2.1332803687542214E-4,2.0206650977724365E-4,0.9774756421668465,0.03978775680535067,0.007397382127175726,0.023744843761565507,0.015126975705977694,0.01848811104398563,0.9863200892338253,0.00504867187172012,0.0058454476445320815,0.0034720622461638173,0.007834463121642559,0.0033879063510474047,0.9951943217701685,0.001753997374298477,1.1201778279538779E-4,6.672615377055916E-5,0.004693660447036145,0.0017230780234925474,0
3FGL J0019.4+2021,112.84359741210938,-41.8778076171875,-26.390813515927253,-27.887059965390208,-0.5573604347077145,4.0214273965770735,2.2486298084259033,0.406755556,-0.863557532,-0.410481412,-0.530666251,AGN,bll,0.9995938131240004,2.6998546315267E-4,7.347790954433219E-5,5.135501780813545E-5,3.32708966455342E-4,2.429901070293246E-4,0.9795566246378132,0.037009080709505586,0.007326694847902603,0.022241159842756524,0.01311668051428418,0.017291855653659698,0.9844071689123041,0.004821324704358068,0.006178207360472293,0.0031178705951993234,0.009414623727223547,0.003552418345330126,0.988248075646372,0.004164820446627777,2.7519671771932095E-4,1.4845272285506764E-4,0.011476727635908665,0.004112759931228809,0
3FGL J0021.6-6835,307.0120849609375,-48.29984664916992,-26.291976109511896,-27.99710215563507,-0.5779486543920412,3.9483705759155776,2.6524696350097656,-0.653451758,-0.775366819,-0.749340352,-0.999916108,AGN,bcu,0.9957117391580859,0.019062365880786955,0.0027089183096002866,0.01775764154847738,0.0015793425323138433,0.002906644585370883,0.9755637687824709,0.03265429881024263,0.006586672666135338,0.01828128191093115,0.01784955855139381,0.018128410142987005,0.9574622539123879,0.012840097430342125,0.02629323041819962,0.009551135079235124,0.016244515669412492,0.005704454968260727,0.9709138110407076,0.009007439083411731,0.0017428825979694,8.427309404177369E-4,0.02734330636132288,0.008598624162181132,256
3FGL J0021.6-2553,41.81135940551758,-83.22444152832031,-25.737221937906206,-27.8048643497227,-1.7473315798981703,4.270646991742358,2.0992867946624756,-0.663635885,-0.479427086,-0.442544053,-0.601381609,AGN,bll,0.9993971128720305,5.79443979127039E-4,1.0667915726955364E-4,1.0324491559787369E-4,4.962079707000155E-4,5.043160100788703E-4,0.9871383690924856,0.02338393986031703,0.004172582271644064,0.01239932524730517,0.008689048635870241,0.014668135537140645,0.9903835886215868,0.0035596837163871394,0.003735152973721675,0.0013856513177414242,0.005881258404691569,0.0031646159914782155,0.9987159288201405,8.352680489132904E-4,3.486565364521719E-6,2.953283764870873E-6,0.0012805846144950286,8.342319625632236E-4,0
3FGL J0022.1-1855,82.03096771240234,-79.38735961914062,-25.21972194415503,-27.305932329931196,0.8917023409185604,4.217570544410733,1.799018144607544,0.958960662,-0.377814789,-0.258662286,-0.675488885,AGN,bll,0.9990367845114602,5.689901828113764E-4,4.3167160155555207E-4,3.1550517103377964E-4,5.315438869843051E-4,3.2613140261305727E-4,0.9571026613512036,0.0479145165252459,0.018902080060504825,0.029782899400683342,0.023995258588291678,0.024354079273917643,0.9814897865443056,0.008592414100706151,0.008713895420797167,0.0044783087584940465,0.00979631803489724,0.006626148713774837,0.8571570056307446,0.035405386494340906,0.018212239455607192,0.00690286997068839,0.12463075491364818,0.0344664045979707,0
3FGL J0022.1-5141,313.6202392578125,-64.82614135742188,-25.570018535049897,-27.680365481208025,0.5395549594963942,4.084479832054861,1.9874317646026611,0.31534628,-0.404154307,-0.697587316,-0.252967591,AGN,bll,0.9980805293694738,0.0013987144912253535,9.349822398230745E-4,8.686865996382615E-4,9.844883907032535E-4,8.115236765716019E-4,0.9732067478482187,0.036169649698053044,0.008386768550532822,0.02149167125331858,0.018406483601248597,0.018352831915234347,0.9766419084973178,0.009434647110053101,0.013660884856736085,0.008352397454316873,0.009697206645946057,0.003771270639324369,0.9031567016435559,0.0215870408258774,0.007789102187579303,0.0028429547658161626,0.08905419616886491,0.020899418304435764,0
3FGL J0022.5+0608,110.02360534667969,-56.00876235961914,-24.452046286539932,-27.22975692717474,0.8981646045026813,4.556037368973149,2.0732429027557373,-0.390619162,-0.581622799,-0.512979611,-0.606588703,AGN,bll,0.9996559933465083,1.818933367613242E-4,9.780072287221966E-5,5.7846002402780836E-5,2.462059306195037E-4,1.445167830070572E-4,0.9726508516441787,0.033908564174840734,0.009421181136181967,0.019402483470629145,0.017927967219639365,0.018171891105104424,0.9826998566270689,0.008585417936175151,0.007610779553197462,0.00473961167617646,0.00968936381973367,0.006760471148460371,0.9049006956852278,0.0159505794036143,0.010310580482168125,0.004071775907983988,0.08478872383260402,0.015170341045185998,0
3FGL J0023.4+0923,111.45478820800781,-52.857879638671875,-25.645427674891863,-27.842788862932792,1.746173958235698,3.9391490739925,1.5241098192590985,0.084742333,-0.590785824,-0.900730207,-0.734990598,PSR,PSR,0.8301079954097424,0.14311783923296853,0.10131181635490014,0.08558399944878599,0.06858018823535729,0.10255970654652077,0.48386124628057536,0.23941133637676043,0.3716633144259194,0.2253313020474001,0.1444754392935053,0.11490581966927192,0.5444876112385312,0.09538048133611006,0.27767711464065076,0.0736094026580927,0.1778352741208181,0.06713097584140765,0.29620313572902984,0.046709155324332646,0.479324087236613,0.05195543847072328,0.22447277703435714,0.04521636589668672,0
3FGL J0023.5+4454,117.74822235107422,-17.684940338134766,-25.62624637087098,-27.735943448893355,-1.3556448958278302,4.244385354511182,2.568493127822876,-0.748537858,-0.678308109,-0.773361581,-0.679655957,AGN,fsrq,0.9992360600659069,4.847222548088013E-4,2.3608024127024025E-4,1.6872999826073466E-4,5.278596928229086E-4,3.9589787566462E-4,0.9743074692364012,0.03712542185906475,0.007713251549753747,0.02266572204262399,0.01797927921384503,0.018806131092193312,0.9876043831647937,0.0031121002598341516,0.005183199484899982,0.0023349531915654374,0.0072124173503063166,0.00181258350504641,0.9955619852450421,0.0021827813130795995,3.488054842413033E-5,2.370680888339452E-5,0.004403134206533627,0.002172994199024406,0
3FGL J0023.9-7203,305.9163513183594,-44.90336608886719,-24.37008330867252,-27.39913902765631,2.3389895687511206,3.621120522711261,1.41089986416172,-0.08380534,-0.4344012,-0.70631915,-0.94180804,OTHER,glc,1.8519567789777554E-4,2.3688731583393317E-4,0.9979451221129655,0.0036495401584597177,0.0018696822091366849,0.003563027132110571,0.05727555410430001,0.1508154055507825,0.8405443583462903,0.1502443888608446,0.1021800875494098,0.06467048260438366,0.035442628327507684,0.02210633327387519,0.9227064946164126,0.032084042286110066,0.041850877056079684,0.023410886059681498,0.009268495582768087,0.004635625735162934,0.905594114795735,0.02534259475008237,0.08513738962149683,0.023413315356042783,0
3FGL J0024.4+0350,110.02033233642578,-58.350433349609375,-26.08541930251042,-27.745275786860734,1.0158875800801923,4.316837267016031,2.278226375579834,-0.528792,-0.71047057,-0.741809322,-0.658294945,AGN,fsrq,0.9987336953119879,0.0021298223682535344,5.571887633534856E-4,0.0011584428102642296,7.091159246585683E-4,0.0012278096537016306,0.9709515786013841,0.034625478618731956,0.010330509918518926,0.02116131243531845,0.018717911480097087,0.01789835041356483,0.9830443549499346,0.0067758361887372545,0.008806732023971149,0.005505607281603081,0.008148913026094185,0.0030772480814051503,0.9235378286319392,0.018663419813050718,0.02347536769042439,0.007275416803913027,0.05298680367763627,0.013895855398670623,0
3FGL J0025.7+6404,120.12599182128906,1.3377548456192017,-25.79370114106017,-27.21064780696626,-0.13002563929498903,3.4433864223059514,2.086745262145996,0.8748904,-0.74927413,-0.6897258,-0.16747986,OTHER,snr,0.9769240531706987,0.021173410381095468,0.0054442496529426695,0.006994239425347038,0.01763169717635862,0.016676971115074216,0.87954090030666,0.16934264801457255,0.0219543782883437,0.06250010873733718,0.09850472140499632,0.13713875897366096,0.9430808609733828,0.022319126908370655,0.02259612603411061,0.01245112442484664,0.0343230129925065,0.017200702470396248,0.9488442347399965,0.017096206695814173,0.004786626764834613,0.0019527453676633233,0.04636913849516901,0.016297632978128848,0
3FGL J0026.7-4603,315.81658935546875,-70.44580841064453,-26.568706901515153,-28.06216035164495,-1.0452136722540732,4.040491142472771,2.4503390789031982,-0.584864002,-0.7991077,-0.484040888,-0.75564025,AGN,bll,0.9994721321870214,4.61451495440193E-4,1.2144681061539876E-4,1.0190096041790518E-4,4.064210023631711E-4,3.9678423998472606E-4,0.9760634737399358,0.03864747651521798,0.00788973820757388,0.023014835571743292,0.01604678805249019,0.018621474656618425,0.979782343228859,0.008366298674969784,0.006923581242027054,0.0034181774935946136,0.013294075529113918,0.007368719563602917,0.9940059406585642,0.00235429727765926,9.723425364474851E-5,6.187407297358152E-5,0.005896825087790928,0.0023303474846779575,1
