Source_Name_3FGL,GLON,GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Signif_Curve),ln(Variability_Index),500MeV_Index,HR12,HR23,HR34,HR45,Category_3FGL,CLASS_3FGL,ASSOC1,Flags_3FGL,Missing_Values_Flag,AGN_BDT_S,AGN_BDT_STD_S,PSR_BDT_S,PSR_BDT_STD_S,AGN_NN_S,AGN_NN_STD_S,PSR_NN_S,PSR_NN_STD_S,AGN_RF_S,AGN_RF_STD_S,PSR_RF_S,PSR_RF_STD_S,AGN_LR_S,AGN_LR_STD_S,PSR_LR_S,PSR_LR_STD_S
3FGL J0008.6-2340,50.2801132,-79.7525711,-26.3873569,-27.6848638,-0.1639293,3.857546,1.59893429,0.032599993,0.999570207,-0.739576457,0.416237882,AGN,bll,RBS 0016,0,0,0.99786144575497,0.0023389318695065096,0.0021385542450297877,0.002338931869506509,0.9985525894171194,0.0023748559188576006,0.0014474105828803294,0.002374855918857599,0.9291048540391699,0.03513174838963399,0.07089514596083012,0.03513174838963398,0.9993448706340192,8.439451183443448E-4,6.551293659808509E-4,8.439451183443469E-4
3FGL J0009.1+0630,104.489098,-54.8462601,-25.8009631,-27.7109196,-0.996861512,4.11671713,2.17936373,-0.513312783,-0.599315647,-0.541871893,-0.517110066,AGN,bll,CRATES J000903.95+062821.5,0,0,0.999825491533945,1.824764113448261E-4,1.7450846605508225E-4,1.8247641134482912E-4,0.9985701515347318,0.0022143301056556635,0.0014298484652681361,0.0022143301056556626,0.9835872425261261,0.014419445681838021,0.016412757473873926,0.014419445681838023,0.9997261936916022,2.3614772072171102E-4,2.7380630839789086E-4,2.361477207217134E-4
3FGL J0009.3+5030,116.116417,-11.8032923,-24.0657128,-26.9785278,0.759633263,4.59952371,1.92863548,-0.531442468,-0.471129138,-0.403181438,-0.563149301,AGN,bll,NVSS J000922+503028,0,0,0.9998049716506844,2.187437211796913E-4,1.950283493155983E-4,2.187437211796888E-4,0.978728425159739,0.03134730917040457,0.02127157484026089,0.03134730917040456,0.9835693939649074,0.013471771953193946,0.016430606035092565,0.013471771953193951,0.9570173684087093,0.019115337987573616,0.042982631591290885,0.019115337987573616
3FGL J0009.6-3211,1.25166523,-79.6018448,-26.413112,-28.0248004,0.0270759099,3.75029336,2.30972981,-0.596740735,-0.623579577,-0.703260285,-0.637021066,AGN,bcu,IC 1531,1,0,0.9970851168657878,0.004532798349841908,0.002914883134212291,0.004532798349841909,0.9974239413408207,0.0040417228887055685,0.0025760586591793123,0.004041722888705571,0.9570932120497223,0.025079383847849402,0.0429067879502777,0.025079383847849412,0.9736974388893214,0.013463893247508681,0.026302561110678545,0.013463893247508683
3FGL J0012.4+7040,119.687393,8.04648304,-25.7915133,-27.2959122,-1.56607693,3.94305431,2.48374987,-0.59534088,-0.869545042,-0.568573316,-0.441835598,AGN,bcu,TXS 0008+704,8,0,0.9999541951520756,3.818766453343203E-5,4.580484792423788E-5,3.818766453343357E-5,0.9947707122446953,0.011315304435552776,0.005229287755304876,0.011315304435552778,0.9913509979584044,0.007456846546499352,0.008649002041595553,0.007456846546499351,0.9999496921746175,5.9262870507669376E-5,5.030782538245516E-5,5.9262870507666774E-5
3FGL J0013.2-3954,332.323792,-74.9621735,-25.6873113,-27.8588636,-1.88502294,4.0114714,2.21178341,-0.564600305,-0.626851708,-0.586269932,-0.350811907,AGN,bll,PKS 0010-401,0,0,0.999919971374934,1.3678812955300018E-4,8.002862506586517E-5,1.3678812955300064E-4,0.9988248309700092,0.002187425862124314,0.0011751690299908585,0.002187425862124315,0.9921516549293196,0.008106567091960212,0.00784834507068045,0.008106567091960218,0.9999803818385807,2.4127515402100445E-5,1.9618161419135973E-5,2.4127515402104833E-5
3FGL J0013.9-1853,74.6269226,-78.0783997,-26.6359931,-27.9947326,0.486400716,3.596183,1.93515062,0.99911541,0.342174432,-0.420619201,-0.836871206,AGN,bll,RBS 0030,0,0,0.9607109329485766,0.05632838893534545,0.039289067051423494,0.05632838893534545,0.9117083473822524,0.13981071184326366,0.08829165261774762,0.13981071184326366,0.8276790626446666,0.06379927964384934,0.1723209373553333,0.06379927964384935,0.8739506659682874,0.06564839730680873,0.12604933403171253,0.06564839730680871
3FGL J0014.0-5025,317.451111,-65.6330643,-26.6014893,-28.0085523,0.371497981,3.836813,1.92387724,-0.739192463,-0.278573801,-0.630847604,-0.448877519,AGN,bll,RBS 0032,0,0,0.997478082930572,0.004260410270091983,0.0025219170694278136,0.004260410270091982,0.9971144890947128,0.004924914162136234,0.0028855109052871616,0.004924914162136231,0.9696867146788843,0.023196146081027498,0.030313285321115522,0.023196146081027495,0.9639126630084637,0.019877749163189882,0.03608733699153636,0.01987774916318988
3FGL J0014.6+6119,118.530342,-1.23858416,-25.5751636,-27.3197198,0.88886156,3.92760937,1.88748538,0.955237768,-0.084374271,-0.277528749,-0.458452091,AGN,bcu,4C +60.01,0,0,0.9932829691961813,0.007548483396928199,0.0067170308038187925,0.007548483396928198,0.5859480961824681,0.36901453045921767,0.4140519038175318,0.36901453045921767,0.9580850715975242,0.022761945816127387,0.041914928402475925,0.02276194581612738,0.9410884918885853,0.026781899361959113,0.05891150811141478,0.02678189936195911
3FGL J0014.7+5802,118.075279,-4.4827323,-26.1816308,-27.5716737,-0.395428895,3.6765556,1.91281664,0.923888966,0.82992441,-0.538831261,-0.539200917,AGN,bll,1RXS J001442.2+580201,0,0,0.9983018153581444,0.0021643765770921137,0.0016981846418555595,0.002164376577092112,0.9455295532365932,0.09268764833696827,0.054470446763406746,0.09268764833696827,0.9739735314203835,0.016471889469238516,0.026026468579616477,0.016471889469238513,0.9896362406321544,0.01109164620170316,0.010363759367845718,0.011091646201703156
3FGL J0015.7+5552,117.908981,-6.64867735,-26.0287653,-27.5650533,0.0424504972,3.62892605,2.11452818,-0.612040553,-0.708852423,-0.58331449,-0.588342847,AGN,bcu,GB6 J0015+5551,0,0,0.9989129429547388,0.001277274144896055,0.0010870570452612004,0.001277274144896056,0.914046878698571,0.12768864412522044,0.0859531213014289,0.12768864412522044,0.9899738196384916,0.007941857297041749,0.010026180361508463,0.00794185729704175,0.9560933946774063,0.020936132511291155,0.043906605322593814,0.020936132511291155
3FGL J0016.3-0013,104.078606,-61.8087578,-25.232899,-27.7121846,1.22716598,5.03095041,2.6178546,-0.616784239,-0.795090013,-0.908771878,-0.355854503,AGN,fsrq,S3 0013-00,0,0,0.9998722465015283,1.8562531200474048E-4,1.2775349847191601E-4,1.8562531200474173E-4,0.9980842121659615,0.0031057532049235076,0.0019157878340384919,0.0031057532049235093,0.9759460413875599,0.016587827552801332,0.024053958612439974,0.016587827552801332,0.971410337363577,0.024067618106002303,0.02858966263642295,0.024067618106002303
3FGL J0017.2-0643,99.668541,-68.0363464,-26.1653803,-27.8091679,-0.0533356896,3.62139185,2.11619616,0.031875911,-0.167553473,-0.69133399,-0.771387465,AGN,bcu,PMN J0017-0650,0,0,0.971388595777349,0.032512812782175965,0.02861140422265099,0.032512812782175965,0.9864918145521049,0.023543463930742067,0.013508185447895154,0.023543463930742067,0.8783920636179727,0.05046363049575262,0.1216079363820273,0.050463630495752636,0.9377575545434904,0.02982798452776434,0.06224244545650965,0.029827984527764344
3FGL J0017.6-0512,101.258423,-66.6429901,-25.16291,-27.3903535,0.61752695,5.43845215,2.50628996,-0.651864181,-0.716061772,-0.813044896,-0.500378042,AGN,FSRQ,PMN J0017-0512,0,0,0.999912403002966,8.363453442023816E-5,8.759699703398637E-5,8.363453442023851E-5,0.9985626542205426,0.0025200181228281085,0.0014373457794572878,0.002520018122828107,0.9826624302156132,0.011644246004419587,0.017337569784386674,0.011644246004419588,0.9995997257467514,3.440831588644662E-4,4.0027425324867946E-4,3.4408315886446706E-4
3FGL J0018.4+2947,114.432129,-32.5320396,-26.7055515,-27.9788071,-2.43056546,4.030712,1.86451507,0.884908636,-0.839906357,-0.166074473,-0.173117601,AGN,bll,RBS 0042,0,0,0.99998903912381,1.6653660886051506E-5,1.0960876189943642E-5,1.665366088604912E-5,0.9979338259481313,0.0036579130079712457,0.0020661740518687706,0.0036579130079712465,0.9923134466156637,0.009166061731184613,0.007686553384336198,0.009166061731184626,0.9999997926739391,3.8003241249972176E-7,2.0732606088415667E-7,3.8003241249631335E-7
3FGL J0018.9-8152,304.330109,-35.1631241,-25.6493002,-27.6622817,-1.17116702,4.45029614,2.07544065,-0.658769818,-0.658890441,-0.518360336,-0.27289898,AGN,bll,PMN J0019-8152,0,0,0.9999895015543487,1.1154567187951271E-5,1.0498445651486224E-5,1.1154567187951686E-5,0.9980158181514257,0.0033455322661510895,0.0019841818485741734,0.0033455322661510895,0.9978631368539879,0.002961450170159683,0.0021368631460121214,0.0029614501701596754,0.9999749921354196,2.568898599472728E-5,2.5007864580376255E-5,2.5688985994727253E-5
3FGL J0019.1-5645,311.731506,-59.8224411,-26.3115523,-28.0212093,-0.644644227,4.14085123,2.39093113,-0.882274398,-0.48227178,-0.598547156,-0.279748388,AGN,bcu,PMN J0019-5641,0,0,0.999537650951109,6.707209990768717E-4,4.623490488908703E-4,6.707209990768725E-4,0.9984922346181728,0.0026471390170490572,0.001507765381827186,0.002647139017049059,0.9782942944065646,0.02009882186315091,0.021705705593435504,0.02009882186315091,0.9997157647965362,2.3862679203925086E-4,2.842352034637723E-4,2.3862679203924853E-4
3FGL J0019.4+2021,112.843597,-41.8778076,-26.3908135,-27.88706,-0.557360435,4.0214274,2.24862981,0.406755556,-0.863557532,-0.410481412,-0.530666251,AGN,bll,PKS 0017+200,0,0,0.9999867550989109,1.7599334577213535E-5,1.3244901089077692E-5,1.7599334577212752E-5,0.9981337479341036,0.0025681700687616746,0.0018662520658965088,0.0025681700687616754,0.9899247878716088,0.008602544693220901,0.0100752121283912,0.008602544693220903,0.9996807419644766,2.3392702724132366E-4,3.192580355233601E-4,2.3392702724132517E-4
3FGL J0021.6-6835,307.012085,-48.2998466,-26.2919761,-27.9971022,-0.577948654,3.94837058,2.65246964,-0.653451758,-0.775366819,-0.749340352,-0.999916108,AGN,bcu,PKS 0021-686,256,0,0.9997636439929818,3.2194025882965427E-4,2.36356007018175E-4,3.2194025882965313E-4,0.9959702232103602,0.006066803624143872,0.0040297767896397396,0.006066803624143874,0.9829680573188337,0.010060239319336113,0.017031942681166323,0.010060239319336113,0.9918560562548783,0.00561661221668842,0.008143943745121769,0.005616612216688417
3FGL J0021.6-2553,41.8113594,-83.2244415,-25.7372219,-27.8048643,-1.74733158,4.27064699,2.09928679,-0.663635885,-0.479427086,-0.442544053,-0.601381609,AGN,bll,CRATES J002132.55-255049.3,0,0,0.999903696656036,9.261116016363619E-5,9.630334396402861E-5,9.261116016363893E-5,0.9986722081917222,0.0023715380382860773,0.001327791808277934,0.0023715380382860777,0.9949019977213621,0.006196213320089534,0.005098002278637691,0.0061962133200895355,0.9999799546585899,2.9475842321032444E-5,2.0045341409976162E-5,2.9475842321034108E-5
3FGL J0022.1-1855,82.0309677,-79.3873596,-25.2197219,-27.3059323,0.891702341,4.21757054,1.79901814,0.958960662,-0.377814789,-0.258662286,-0.675488885,AGN,bll,1RXS J002209.2-185333,0,0,0.9994798648146919,5.157378901664563E-4,5.201351853080086E-4,5.157378901664544E-4,0.9963324315082996,0.0053979267410827645,0.0036675684917003505,0.005397926741082766,0.9755902997334576,0.017753623431112902,0.024409700266542423,0.01775362343111291,0.9642670103492292,0.020564219306331826,0.0357329896507706,0.020564219306331826
3FGL J0022.1-5141,313.620239,-64.8261414,-25.5700185,-27.6803655,0.539554959,4.08447983,1.98743176,0.31534628,-0.404154307,-0.697587316,-0.252967591,AGN,bll,1RXS J002159.2-514028,0,0,0.9951121508097186,0.005281832608646638,0.00488784919028144,0.005281832608646637,0.9980660535102158,0.0031003962719590105,0.0019339464897842296,0.0031003962719590096,0.9223839572508726,0.039844385020175614,0.07761604274912717,0.03984438502017561,0.9780533137744571,0.014708771026360224,0.02194668622554274,0.01470877102636022
3FGL J0022.5+0608,110.023605,-56.0087624,-24.4520463,-27.2297569,0.898164605,4.55603737,2.0732429,-0.390619162,-0.581622799,-0.512979611,-0.606588703,AGN,bll,PKS 0019+058,0,0,0.9999242282071342,9.571241495734182E-5,7.577179286567614E-5,9.57124149573414E-5,0.9958837065185617,0.005005668098317301,0.004116293481438346,0.005005668098317299,0.9784994628077189,0.01682724625681334,0.02150053719228111,0.016827246256813356,0.9319506664379265,0.02792863743854666,0.06804933356207364,0.027928637438546657
3FGL J0023.4+0923,111.454788,-52.8578796,-25.6454277,-27.8427889,1.74617396,3.93914907,1.52410982,0.084742333,-0.590785824,-0.900730207,-0.734990598,PSR,PSR,PSR J0023+0923,0,0,0.2856100666230811,0.22414303538667002,0.7143899333769189,0.22414303538667002,0.2679571152911626,0.27698448119592756,0.7320428847088374,0.27698448119592756,0.4236592417144999,0.11445038477919972,0.5763407582855,0.11445038477919971,0.046324855138106344,0.03372654058280932,0.9536751448618936,0.03372654058280932
3FGL J0023.5+4454,117.748222,-17.6849403,-25.6262464,-27.7359434,-1.3556449,4.24438535,2.56849313,-0.748537858,-0.678308109,-0.773361581,-0.679655957,AGN,fsrq,B3 0020+446,0,0,0.9995503005468505,4.1713840545185905E-4,4.496994531493337E-4,4.171384054518589E-4,0.9946751090178384,0.008769918248709709,0.005324890982161541,0.008769918248709707,0.992785466958367,0.006455483910654031,0.007214533041633032,0.006455483910654021,0.9997091286423315,3.1332861459671096E-4,2.9087135766850587E-4,3.133286145967126E-4
3FGL J0023.9-7203,305.916351,-44.9033661,-24.3700833,-27.399139,2.33898957,3.62112052,1.41089986,-0.08380534,-0.4344012,-0.70631915,-0.94180804,OTHER,glc,47 Tuc,0,0,4.5749726695818273E-4,3.6063320095503637E-4,0.9995425027330418,3.6063320095503637E-4,0.008079074908193372,0.012112874549683026,0.9919209250918066,0.012112874549683026,0.007478372942005628,0.005002785701864057,0.9925216270579945,0.005002785701864061,3.9175301199185044E-4,2.870418327969325E-4,0.9996082469880082,2.870418327969325E-4
3FGL J0024.4+0350,110.020332,-58.3504333,-26.0854193,-27.7452758,1.01588758,4.31683727,2.27822638,-0.528792,-0.71047057,-0.741809322,-0.658294945,AGN,fsrq,GB6 J0024+0349,0,0,0.9993322868624893,8.711110211830531E-4,6.677131375107434E-4,8.711110211830548E-4,0.9960664372066511,0.006768592427801806,0.003933562793348999,0.006768592427801807,0.93902105726709,0.031506756444363564,0.06097894273291002,0.03150675644436355,0.8746128638104996,0.059134501057764466,0.12538713618950037,0.05913450105776446
3FGL J0025.7+6404,120.125992,1.33775485,-25.7937011,-27.2106478,-0.130025639,3.44338642,2.08674526,0.8748904,-0.74927413,-0.6897258,-0.16747986,OTHER,snr,Tycho,0,0,0.9803274069744655,0.027457626183439224,0.019672593025534462,0.027457626183439224,0.8202216503514144,0.2505477569480938,0.1797783496485855,0.2505477569480938,0.9162821755596442,0.04400992447920062,0.0837178244403558,0.044009924479200616,0.9832266230298622,0.013745982130757749,0.016773376970137952,0.013745982130757747
3FGL J0026.7-4603,315.816589,-70.4458084,-26.5687069,-28.0621604,-1.04521367,4.04049114,2.45033908,-0.584864002,-0.7991077,-0.484040888,-0.75564025,AGN,bll,1RXS J002636.3-460101,1,0,0.9999679227770921,4.739126918396096E-5,3.207722290794323E-5,4.739126918395856E-5,0.9983256246007294,0.0029283647984049005,0.0016743753992704798,0.002928364798404904,0.9895103316355462,0.010976822134016417,0.010489668364453898,0.010976822134016413,0.999784146863938,1.870196596811841E-4,2.1585313606196986E-4,1.8701965968118337E-4
3FGL J0028.6+7507,121.436699,12.3131237,-25.7097849,-27.5998318,-0.897725905,3.63061222,2.3414557,-0.696194307,-0.617722011,-0.439170963,-0.962001779,AGN,bcu,GB6 J0028+7506,0,0,0.7825575303248852,0.17689632507758418,0.21744246967511488,0.17689632507758418,0.9538043580154747,0.06620793573186892,0.046195641984525394,0.06620793573186891,0.7975843357247971,0.07618620536870585,0.20241566427520286,0.07618620536870585,0.985424010481743,0.015234126342771732,0.014575989518257039,0.015234126342771735
3FGL J0028.8+1951,115.682663,-42.7020836,-25.9858591,-27.7955897,0.680839507,3.75054284,2.43367743,-0.704530255,-0.518921722,-0.95900621,0.035745992,AGN,bcu,TXS 0025+197,256,0,0.9294249046645351,0.09311169922405826,0.0705750953354649,0.09311169922405826,0.9905467951867406,0.0295553046118734,0.009453204813259631,0.029555304611873407,0.8674373710497955,0.05339715604095189,0.13256262895020443,0.05339715604095188,0.8459104084021326,0.11092802682060574,0.15408959159786736,0.11092802682060572
3FGL J0029.1-7045,305.580994,-46.2581863,-25.5564487,-27.7588572,-0.487918464,4.31071996,2.284518,-0.763333389,-0.533356857,-0.500870624,-0.730750413,AGN,bll,PKS 0026-710,0,0,0.9996246241258838,4.3827915971101375E-4,3.75375874116168E-4,4.3827915971101527E-4,0.9979669252754028,0.0031339712063035504,0.002033074724597292,0.00313397120630355,0.9864967387349994,0.012627966096993255,0.013503261265000559,0.012627966096993246,0.998289009699079,0.0013274658687460151,0.001710990300921059,0.0013274658687460136
3FGL J0030.2-1646,96.5207825,-78.545784,-26.0694397,-27.5618344,0.281945241,4.16352432,1.64719629,-0.987808381,0.999951193,-0.366078158,-0.412287328,AGN,bcu,1RXS J003019.6-164723,0,0,0.9999358039649577,7.018237139731739E-5,6.419603504229255E-5,7.018237139731912E-5,0.9984797880315298,0.002569667420792399,0.0015202119684703651,0.0025696674207924017,0.9903126246614546,0.011748568861301245,0.00968737533854538,0.011748568861301238,0.9949417727010353,0.004582036080333589,0.005058227298964648,0.004582036080333588
3FGL J0030.3-4223,317.30246,-74.139679,-24.6470801,-27.7358203,0.410798272,5.13444452,2.58052731,-0.682959962,-0.713184392,-0.799454799,-0.747700388,AGN,fsrq,PKS 0027-426,0,0,0.9999158015974755,9.350736960557263E-5,8.419840252444744E-5,9.35073696055734E-5,0.9981176398045815,0.0032826184684363797,0.00188236019541853,0.0032826184684363823,0.9834773156571994,0.012749226687173995,0.016522684342800485,0.012749226687173994,0.9930579467691064,0.005119661634166956,0.0069420532308935995,0.005119661634166954
3FGL J0030.4+0451,113.14682,-57.6070976,-23.5254847,-27.2203827,2.95992923,3.90332616,1.94120424,-0.134495217,-0.469280316,-0.721915661,-0.942233788,PSR,PSR,PSR J0030+0451,0,0,0.001396152845571225,9.580943133633561E-4,0.9986038471544287,9.580943133633561E-4,0.012966053439440184,0.05175681501510419,0.9870339465605598,0.05175681501510421,0.043073727015133026,0.0390967851617087,0.9569262729848669,0.03909678516170871,1.6825161088583374E-4,1.839700261129964E-4,0.9998317483891143,1.8397002611299644E-4
3FGL J0030.7-0209,110.85923,-64.5440521,-25.2085776,-27.676105,1.14327919,5.86039498,2.37809443,-0.576075182,-0.681310358,-0.696414396,-0.999978231,AGN,bcu,PKS B0027-024,0,0,0.9996117504550993,5.198549957604969E-4,3.882495449006004E-4,5.198549957604963E-4,0.9983830265956186,0.0025106759728904934,0.0016169734043814236,0.002510675972890494,0.9537281840428334,0.026211820995515767,0.04627181595716675,0.026211820995515767,0.9973563082183668,0.0019095625037707496,0.002643691781633155,0.0019095625037707526
3FGL J0031.3+0724,114.189453,-55.1153412,-26.6271843,-27.8475098,0.0584904914,3.49701814,1.8239038,-0.961872399,0.872347007,-0.760217884,0.19281759,AGN,bcu,NVSS J003119+072456,0,0,0.9983607428088292,0.001860083801470086,0.00163925719117075,0.001860083801470087,0.9978276058408874,0.004706818514892664,0.002172394159112598,0.0047068185148926665,0.9646315113978408,0.018810606408238114,0.035368488602159354,0.018810606408238107,0.9896214371263625,0.011608307990880007,0.01037856287363749,0.011608307990880007
3FGL J0032.3-2852,9.27487755,-85.4412842,-26.6804473,-28.0972033,-4.19954635,3.63803559,2.18951726,-0.351261112,-0.689113684,-0.551330558,-0.399522967,AGN,bll,PMN J0032-2849,0,0,0.9994286952084314,8.281211235088909E-4,5.71304791568579E-4,8.28121123508891E-4,0.9987295033129854,0.002509496818375784,0.0012704966870146373,0.0025094968183757855,0.9540196078042735,0.030684125603978193,0.045980392195726395,0.030684125603978193,0.9999999017730056,3.8254559767072146E-7,9.822699432966614E-8,3.8254559767240155E-7
3FGL J0033.6-1921,94.2120819,-81.2240829,-24.0203348,-26.6844545,0.717210496,4.16858445,1.71478522,-0.478698322,-0.313661775,-0.311244387,-0.358970865,AGN,bll,KUV 00311-1938,0,0,0.9992978703180208,7.859389556373458E-4,7.02129681979296E-4,7.859389556373453E-4,0.9978017332544235,0.003306133296019339,0.0021982667455764096,0.0033061332960193364,0.9665497895478605,0.025369907929182565,0.0334502104521395,0.02536990792918257,0.969473902453732,0.023179510885092194,0.030526097546268057,0.023179510885092194
3FGL J0034.3-0534,111.487236,-68.0738983,-24.7383787,-27.6090705,1.92526883,3.86248863,2.39320296,-0.395970089,-0.557297032,-0.695498935,-0.958017331,PSR,PSR,PSR J0034-0534,0,0,0.0018927546994030175,0.0017145340048054104,0.998107245300597,0.0017145340048054104,0.09443195867027995,0.21022411390920726,0.9055680413297201,0.21022411390920726,0.15394210422457968,0.06215355544160618,0.8460578957754202,0.06215355544160619,0.008631847951349934,0.006005128151381346,0.99136815204865,0.006005128151381345
3FGL J0035.2+1513,117.145523,-47.4673729,-25.3088673,-27.3147602,0.515180309,3.96503731,1.80639887,-0.619532457,-0.161601058,-0.410343009,-0.347993991,AGN,bll,RX J0035.2+1515,0,0,0.9977001381494832,0.00188735557744525,0.0022998618505167124,0.0018873555774452484,0.997079857267127,0.0041081482156168575,0.002920142732873037,0.004108148215616858,0.9754155328347922,0.015776596660628365,0.024584467165207596,0.01577659666062836,0.970072431660326,0.012370579160245828,0.029927568339673968,0.01237057916024583
