flux,unc,signif_curv,Spectral_Index,var,CLASS
-25.05214288,-27.3532124,1.249804181,2.4137006,6.175462592,AGN
-30.39391317,-27.34108966,-0.19015952,2.1242943,3.970599201,AGN
-27.17782789,-27.15450697,0.05650773,2.705921,3.838681611,AGN
-27.83089616,-27.23943784,0.884593026,2.2862785,4.977319088,AGN
-27.74089701,-27.20017105,0.028727784,2.359912,4.198950017,AGN
-30.47567516,-27.77857763,0.163092323,2.2101598,3.772491418,AGN
-25.92642897,-26.95690005,1.711202493,2.4631412,6.487680767,AGN
-28.78536744,-27.44101358,1.209729366,2.2568252,3.729777923,AGN
-31.22224909,-27.4622545,0.285628104,1.9056259,3.529448126,AGN
-30.02845464,-27.80355374,-0.518866704,2.1020408,3.649480144,AGN
-31.10386881,-27.61573379,-1.118913572,2.0084147,3.894551081,AGN
-31.24880385,-27.31261537,0.742802838,1.6029693,3.765595883,AGN
-25.86745735,-27.66484924,-0.014370868,2.5184681,4.996453893,AGN
-30.30858891,-26.74823945,-0.24337776,1.5228131,4.355996398,AGN
-28.59892621,-27.93812579,0.790507954,2.3746915,3.791849438,AGN
-26.34551078,-27.33755805,-0.085206704,2.5599635,4.261852444,AGN
-26.45420325,-26.6752779,0.36978398,2.037097,5.65353084,AGN
-33.30207162,-27.67019447,-0.112808258,1.6488994,3.264051196,AGN
-30.60660305,-27.89115009,-0.409478913,2.0002272,3.956675812,AGN
-26.78617815,-27.21543298,0.665711895,2.4094994,4.743098265,AGN
-27.19096696,-27.22399627,-0.427868319,2.568894,4.120695472,AGN
-29.67436148,-27.35695216,0.752101366,2.1003633,4.033536123,AGN
-25.50763083,-27.4895265,-0.866739368,2.7147546,4.152514295,AGN
-28.93126476,-27.60873116,-0.050577304,2.4372258,3.773349368,AGN
-32.3934327,-27.71885624,0.751516233,1.7548279,3.50653726,AGN
-28.68550787,-27.18262389,-1.168424683,2.0687575,4.035450077,AGN
-30.79925623,-27.81630666,1.180070274,1.966228,3.94321435,AGN
-26.64286862,-27.29057304,0.6840523,2.1453886,4.903428797,AGN
-27.8949082,-27.33499365,-0.632667303,2.4610782,5.00528327,AGN
-30.40492574,-26.97296994,-0.645098137,2.2982082,3.599171998,AGN
-29.06914684,-27.44466845,-3.045908304,2.4852939,3.915107234,AGN
-29.78755676,-27.09146018,-1.253935617,2.3303103,3.608164244,AGN
-26.89909262,-27.00798081,1.609460991,2.7853086,3.938820083,AGN
-27.26388577,-27.75762331,-1.537872003,2.4291754,3.853249168,AGN
-32.38707969,-27.60210011,0.242419818,1.6986098,3.930056143,AGN
-27.02729724,-26.42459773,0.171979948,1.9230083,5.479767776,AGN
-27.48545716,-27.77830989,-3.084415961,2.6267188,4.59212627,AGN
-22.8878877,-27.14268387,1.02205805,2.341233,6.520411752,AGN
-30.06228966,-27.84804813,0.586140328,2.2016373,3.852239843,AGN
-31.11212137,-27.47892631,1.112972351,1.7262084,4.067811247,AGN
-30.14277277,-27.87197892,0.021791191,2.0626645,3.935050429,AGN
-26.82012497,-27.32747007,1.151682047,2.435518,3.993837753,AGN
-27.45759672,-27.36228869,0.308349655,2.2882428,5.326753573,AGN
-27.07678061,-27.80305314,0.751659934,2.5399,3.925977314,AGN
-33.34418412,-27.59856981,0.694008335,1.6458695,3.555348061,AGN
-28.49610715,-27.2659952,-0.690434798,2.3168018,4.091941852,AGN
-29.20118255,-27.85303233,-0.426960623,2.3749325,3.69884984,AGN
-27.60831094,-27.66439558,-1.650604159,2.4750051,4.546388824,AGN
-23.08108999,-27.03056041,1.862162932,2.2459385,6.233087901,AGN
-24.87006948,-26.64289622,1.416100667,2.0313282,7.757021903,AGN
-23.77262105,-26.86948317,1.500005086,2.2030172,6.697839512,AGN
-27.73455958,-27.74576901,-2.450244296,2.487667,4.01489659,AGN
-24.93102372,-27.23543285,0.864298501,2.385924,5.600324783,AGN
-27.45166721,-27.60419763,-0.212297231,2.2959795,4.97528827,AGN
-29.34665117,-27.77896581,-0.708779892,2.414992,3.697138501,AGN
-30.03974296,-27.85823628,0.362500473,2.0546618,4.034206812,AGN
-30.76060172,-27.86908476,-2.550127281,2.0408134,3.96540828,AGN
-22.42425732,-26.04902467,1.601430455,1.9323838,7.913304357,AGN
-27.83924349,-27.26249445,1.138730224,2.3213658,5.699682998,AGN
-24.55466704,-27.56662618,0.922512941,2.7786882,5.19183156,AGN
-29.86175299,-27.50313952,0.93757754,2.004103,3.936610364,AGN
-25.33140916,-27.69710824,0.780726329,2.6283643,5.531856162,AGN
-30.32744538,-27.71744066,-1.177727204,2.0389495,3.912323787,AGN
-25.15234662,-27.04018429,1.032634422,2.5674772,4.159741379,AGN
-29.46874816,-27.0483782,0.175637595,1.7672648,4.265585138,AGN
-32.46237098,-27.60871621,-0.647315098,1.6148446,3.880295334,AGN
-29.39462891,-27.54521436,1.161040084,1.9851698,4.137595976,AGN
-29.22397197,-27.78978,-0.318466405,2.2015233,4.022493399,AGN
-30.04549529,-27.58895633,-1.340266671,1.9603971,3.626888852,AGN
-29.58772737,-27.65229572,0.582854929,2.0544698,3.906853109,AGN
-25.67422354,-27.48026809,0.202880041,2.8105955,3.800312176,AGN
-31.69347272,-27.47270128,-0.465812918,1.8898512,3.504503367,AGN
-24.53805832,-27.36690162,1.6337084,2.15232,6.391226677,AGN
-30.49851034,-27.63962135,-2.207771115,2.033428,3.958855514,AGN
-29.80020364,-27.33880199,0.62545689,1.9229039,3.904811242,AGN
-30.50471043,-26.99529866,-1.906363205,2.1009274,4.69692284,AGN
-33.52207343,-27.64196641,-0.008078154,1.4375709,3.776120902,AGN
-29.13464621,-27.77336796,0.086018586,2.3986256,3.605004072,AGN
-29.11392481,-27.77564009,0.187370258,2.3274436,3.599359023,AGN
-26.64396413,-27.24788394,-2.5809472,2.14758,4.089308646,AGN
-25.84507873,-27.11577307,0.634974981,2.3726776,5.353213728,AGN
-23.68476356,-27.37665057,1.473934886,2.2470074,5.577390713,AGN
-30.35983179,-27.22701381,0.272615043,1.8982692,4.075433722,AGN
-25.76562329,-27.82562599,-1.929004032,2.704762,4.383306409,AGN
-29.89118286,-27.64378776,0.332805439,2.1679258,3.761085934,AGN
-28.9473915,-27.26592859,0.010961555,2.2772093,4.004084659,AGN
-26.53373193,-26.87552412,0.729549403,2.0253396,4.657383425,AGN
-28.21420063,-27.77919148,-2.144369492,2.3306127,4.057376097,AGN
-28.41533337,-27.51627243,-1.645369317,2.0410295,4.077491343,AGN
-29.60735485,-27.3161916,-0.73057316,1.9361923,4.169679904,AGN
-28.89488864,-28.02373603,0.676829606,2.371977,3.970203308,AGN
-27.82205212,-27.77643932,0.787694151,2.4167824,3.474719454,AGN
-27.33413529,-27.29984463,-2.639962985,2.46949,3.233128703,AGN
-32.91432336,-27.5150879,0.287668691,1.6500192,3.463573972,AGN
-29.16101005,-27.31905262,-0.456274605,1.9393938,4.520631142,AGN
-24.01326845,-26.74265221,1.089344023,2.0951297,8.071574048,AGN
-31.48468573,-27.560786,0.723029967,1.8931121,3.794852404,AGN
-29.31982278,-27.57320956,0.021760048,2.046281,3.966300912,AGN
-24.94741214,-27.75572566,0.2778215,2.9208062,4.221825587,AGN
-31.72624951,-27.64820563,1.297133891,1.739764,3.87677841,AGN
-29.01684591,-27.16695532,-0.262898501,1.8684875,4.059824773,AGN
-26.90319108,-27.44009043,0.619013954,2.723457,3.963857093,AGN
-28.55140891,-27.80901099,0.226925339,2.229073,3.882699068,AGN
-25.98600107,-27.0713072,0.907796044,2.1824293,5.826583462,AGN
-29.03951728,-27.97968146,-1.304536035,2.3929586,3.347684551,AGN
-28.28881438,-26.68828406,0.750714478,1.8093637,4.147911833,AGN
-28.26769693,-27.02185513,-0.645946192,2.4604046,4.112748062,AGN
-26.92157969,-27.50750016,0.708572605,2.5362647,4.061964706,AGN
-24.40722689,-27.58464064,0.711592454,2.709976,5.848724538,AGN
-26.15516537,-27.864469,-0.273180774,2.6405773,4.795603387,AGN
-32.97975458,-27.33235595,0.507019859,1.5125129,3.755288704,AGN
-27.35048736,-27.04954745,0.745885427,2.4544868,4.668586175,AGN
-25.66830663,-26.61643774,1.610115745,2.3637207,5.2129715,AGN
-28.16661447,-27.77809666,-1.184470699,2.4435904,4.212808699,AGN
-26.19680047,-27.08553746,0.883374202,2.095214,6.327597327,AGN
-30.54753413,-27.7659224,-0.366934192,2.111158,3.924094399,AGN
-25.35110718,-27.7564406,-2.494895447,2.8945181,3.973665534,AGN
-28.73870664,-28.4654265,1.398886574,2.1886067,3.891278932,AGN
-29.70100085,-27.85364772,0.164402604,2.1893964,3.625432663,AGN
-29.39614355,-27.84881635,0.113241301,2.3444579,3.545667281,AGN
-27.1895956,-27.67884146,-0.009010736,2.336734,4.40580358,AGN
-33.07735238,-27.69362721,-0.90681407,1.7746266,3.540998244,AGN
-25.42287135,-27.44845008,-0.112732063,2.5566463,6.006133499,AGN
-29.84560524,-27.07755097,-0.777152158,1.8308774,3.58459474,AGN
-27.25594363,-27.11775639,0.198726682,2.5196798,4.936399516,AGN
-31.54289905,-27.37738123,0.23191766,1.7286855,3.840182581,AGN
-27.46733422,-27.08897289,1.061374256,2.4325619,4.014657634,AGN
-32.45708882,-27.32972231,-0.063891758,1.5582567,3.833783715,AGN
-29.3667213,-26.81537813,-0.480618083,1.7208239,4.156467969,AGN
-29.95220598,-27.79608385,-2.677793312,2.1201143,3.996336904,AGN
-31.17153224,-27.84107597,0.835211129,2.0442283,3.637200299,AGN
-28.44641431,-27.71393477,-1.893401775,2.2499437,4.024324874,AGN
-25.32810735,-27.33942427,0.896748586,2.2872922,7.084404038,AGN
-26.48950136,-27.47406262,1.409344002,1.940565,5.527575305,AGN
-26.78815117,-27.36600297,0.317596097,2.6658497,3.874292965,AGN
-25.39895848,-26.82787636,1.736197717,2.2609017,5.240236223,AGN
-29.27476191,-27.62201661,-0.04806444,2.0762699,3.780139337,AGN
-28.66173779,-27.84177974,-1.692719508,2.4019325,3.547271097,AGN
-27.71246897,-27.34819283,-0.465518558,2.4806616,3.610965131,AGN
-25.93651351,-27.4901213,0.940897836,2.6873162,4.054806792,AGN
-31.88465826,-27.61235547,0.154090869,1.8048596,3.407446634,AGN
-31.30163961,-27.91040791,0.348251464,1.9936056,4.109665,AGN
-26.91275327,-27.13511316,1.180197218,2.0668576,4.731360503,AGN
-24.96647549,-27.38125978,1.411958761,2.269024,6.117107711,AGN
-29.50390216,-27.26520096,0.318591398,2.062933,4.130530583,AGN
-28.06936749,-27.59747485,1.0057918,2.2879305,4.10248963,AGN
-27.54429287,-27.44684868,0.046944988,2.4119742,4.020939949,AGN
-29.34261985,-27.35363829,-1.178606919,1.8899137,3.872047118,AGN
-27.83375124,-27.59258362,0.779379042,2.0523002,4.992282275,AGN
-25.71361312,-27.97716983,-0.440168744,2.8132002,3.921877398,AGN
-29.72590485,-27.69586283,0.544869856,2.0765007,4.035930572,AGN
-26.23261023,-27.08477253,0.442208515,2.3173745,5.526325835,AGN
-31.26326992,-27.4235046,0.132041329,1.6610328,4.017143334,AGN
-25.58823531,-27.77260328,0.524775611,2.647554,4.493541849,AGN
-28.51518525,-27.75293246,-1.714993116,2.3832674,3.760566409,AGN
-27.5129004,-27.53904501,-0.13318595,2.1360989,4.568950903,AGN
-24.80159856,-27.24011989,1.441939646,2.1315968,6.590851303,AGN
-28.36989171,-26.95016904,1.194653048,1.8662682,3.640853025,AGN
-24.25883814,-26.9577223,1.622808383,1.9952662,6.602727592,AGN
-29.44979399,-27.49562793,-0.274855904,2.2281916,3.569870804,AGN
-26.19284867,-27.45693559,0.518443027,2.528745,4.748435969,AGN
-22.80141206,-26.34484432,1.408437859,1.9477677,7.505515238,AGN
-32.58126213,-27.54622464,-0.884250999,1.7982008,3.629650704,AGN
-28.55283927,-27.70233644,0.089508721,2.4001029,3.974544881,AGN
-26.31994091,-27.76609227,-0.939444215,2.5944273,4.751385762,AGN
-23.50595618,-26.89977004,1.530432765,2.0947242,7.805728682,AGN
-28.20090916,-27.42131317,0.108609015,2.1885626,3.893353875,AGN
-26.09924632,-27.32995335,1.019030801,2.4639533,4.533639339,AGN
-29.40915398,-27.90260278,-1.662957577,2.3710895,3.602598394,AGN
-26.79428576,-27.31922565,-0.851246816,2.6541553,3.948520943,AGN
-22.1921375,-26.4225112,1.535517752,2.176237,7.106807033,AGN
-27.52597535,-27.99542171,-0.56990003,2.6152203,3.95540919,AGN
-29.59917956,-27.79907234,-0.951993094,2.117182,3.774675135,AGN
-29.86890657,-27.53932245,-0.503531904,2.100549,3.8458139,AGN
-31.34232208,-27.53004641,-0.976040814,1.7891129,3.716413604,AGN
-25.70102848,-27.42530668,1.678909465,2.353876,4.650725565,AGN
-32.35006616,-27.84066553,-0.248548744,1.7407517,3.674211223,AGN
-29.29996767,-27.9161835,0.032533421,2.2220733,3.644627137,AGN
-27.21436792,-27.82395832,-1.103368828,2.5037823,4.732708946,AGN
-26.66548944,-27.42996792,0.785456178,2.2903166,4.820515404,AGN
-26.24852847,-26.77057179,0.64061515,2.006392,4.869056119,AGN
-23.31273083,-27.33099035,1.688755301,2.2453916,5.624262498,AGN
-34.59347971,-27.73256786,-0.062801038,1.4638817,3.232538774,AGN
-24.06459074,-27.20217619,1.484235948,2.1306543,7.695526369,AGN
-25.96173277,-27.63871672,0.607160522,2.6788862,4.054422894,AGN
-26.09829923,-27.2512529,-0.038084388,2.6805177,3.633509688,AGN
-29.95245129,-27.82906907,0.399146647,1.9691865,4.213098264,AGN
-27.77568513,-27.32079086,0.684107816,2.3395307,3.675872079,AGN
-24.45984325,-27.65876511,-1.291110096,2.9641626,4.496977447,AGN
-30.03032735,-27.41806642,0.331686882,2.1912892,3.966189187,AGN
-28.05275156,-27.3418569,0.718294755,2.254269,4.276825052,AGN
-31.56241578,-27.8156284,-2.422506769,1.7873349,3.617128093,AGN
-25.86084386,-26.84392735,0.235743698,2.3094358,5.267897328,AGN
-30.07104128,-27.87695034,0.579213082,2.0662885,3.535610661,AGN
-26.04865815,-27.26498914,1.314596599,2.604667,4.21444267,AGN
-29.22993243,-27.70245591,-1.03918356,2.1562622,4.839557781,AGN
-28.82321696,-28.16131664,1.088545747,2.3437176,4.160037317,AGN
-28.66705322,-27.88305772,0.35204475,2.3390694,3.709864854,AGN
-29.39456061,-27.74631771,0.312587849,2.203019,4.149551126,AGN
-27.2132406,-27.43852883,0.845338662,2.4112446,4.834252064,AGN
-28.51844868,-27.65849684,-0.104589357,2.105947,4.270632494,AGN
-27.78115419,-27.26479284,0.836647248,2.1101863,3.823878702,AGN
-27.95026705,-27.61763877,0.130274333,2.1426964,4.032614729,AGN
-29.19682422,-27.70105996,-0.475876113,2.2169576,3.797586016,AGN
-27.02121032,-27.34064151,0.868069668,2.1818593,4.78397809,AGN
-29.95350945,-27.82151659,0.722449217,2.1646845,3.785001055,AGN
-29.82862961,-27.98142806,-0.302290303,2.1555884,3.88303291,AGN
-29.15063594,-27.82732342,0.792630632,2.132376,3.565635842,AGN
-27.86033177,-27.89796909,0.556449213,2.378098,4.013078024,AGN
-30.15201204,-27.8290129,0.298814994,2.1457658,3.76247492,AGN
-28.90980053,-27.42122799,0.301685488,1.9962784,4.241759942,AGN
-31.02062903,-27.10514641,1.270852639,1.8285054,4.060856425,AGN
-27.40421733,-27.80518517,-0.074216293,2.5662808,4.096489109,AGN
-31.21217608,-27.45133923,-0.098897086,1.8950008,4.0397091,AGN
-27.50656068,-27.72011369,0.508171916,2.3398216,4.812424125,AGN
-24.60447295,-27.88826988,1.267907251,2.7484026,5.842900333,AGN
-28.71486904,-27.4511366,-1.66070926,1.9177074,4.558550322,AGN
-31.50100845,-27.93661428,-2.562194905,1.8798909,3.769999321,AGN
-28.02228521,-28.0908905,-0.807550309,2.4361255,4.448413485,AGN
-28.17987823,-27.2614949,1.018920558,2.0682082,4.54918765,AGN
-26.97213651,-27.94789422,0.547049271,2.5718997,4.079659589,AGN
-24.09114595,-26.65928134,1.78334767,1.958395,7.667395285,AGN
-27.1426043,-27.8231978,-1.047453111,2.6499283,4.207759029,AGN
-27.85411264,-27.90934692,0.130524516,2.4068167,4.484969689,AGN
-31.82839248,-27.60689439,0.024123712,1.669029,3.852119478,AGN
-27.14491524,-26.78564206,0.131992021,1.8761054,6.184462701,AGN
-27.95570441,-27.06410205,-0.035773417,1.9477731,3.806818287,AGN
-26.62903816,-27.2128607,0.699416256,2.1584735,5.32064035,AGN
-32.02224288,-27.50589031,-3.954115171,1.7199494,3.937944052,AGN
-30.63765799,-28.05722491,-0.072903245,2.1109536,3.568366331,AGN
-30.85609481,-27.83069935,0.246928226,2.1966252,3.665349531,AGN
-28.62220582,-27.29892824,0.167798682,2.0713966,4.323461752,AGN
-31.0662203,-27.91974044,0.614576081,1.9388798,3.663594413,AGN
-26.85979135,-27.49146348,-2.231239495,2.296867,4.994804055,AGN
-29.22133886,-26.87408456,0.7770749,1.776834,4.468455982,AGN
-30.75881389,-27.93560908,0.189769407,2.031205,3.702407343,AGN
-28.01045405,-27.62928844,-0.720573461,2.1128411,4.356727802,AGN
-26.83306647,-27.49778752,-0.056659297,2.4318402,4.506166158,AGN
-28.48228839,-27.28006287,0.739808568,2.043598,3.943511293,AGN
-24.68648448,-26.85246577,1.429406631,2.0061176,5.401424621,AGN
-27.88607913,-27.88887367,-0.45819881,2.4633145,3.20870318,AGN
-28.85769512,-27.88951581,-1.530798563,2.2827642,3.819647313,AGN
-30.13539715,-27.71550666,-1.15501189,2.271888,3.812932297,AGN
-27.71073605,-27.68671905,-0.495045937,2.488815,4.415307018,AGN
-27.56700269,-27.67411451,-0.059244029,2.517771,4.25614046,AGN
-27.47180714,-27.83241378,0.575806485,2.4449432,4.354042126,AGN
-25.67415485,-27.81747745,0.133791652,2.6063306,5.409094718,AGN
-28.39544357,-27.81213348,-0.096761831,2.4011776,3.149783903,AGN
-26.43877793,-27.35346578,-1.874947396,2.4895906,5.370242641,AGN
-26.46378872,-26.78489923,0.720679776,2.0040965,4.800925917,AGN
-29.88238523,-27.67476004,-0.904206246,2.0296783,4.156441082,AGN
-29.9391245,-27.69855157,-0.015662742,2.067197,3.677095262,AGN
-30.66417388,-28.13130366,-0.105008341,2.1311088,3.509963309,AGN
-31.00624947,-27.69158696,-0.69733817,1.9996922,3.721516677,AGN
-31.37088759,-27.87640831,0.475952266,1.9474756,3.423598428,AGN
-31.48196121,-27.74853334,-1.336456998,1.889613,4.06355628,AGN
-25.98407363,-27.52370268,0.756290479,2.6082685,4.310494518,AGN
-25.31196488,-27.51134339,0.942975701,2.6269174,4.976919251,AGN
-24.68172616,-27.22532807,1.414176783,2.0969033,6.041920745,AGN
-29.08956294,-28.05564812,-0.270043778,2.3634026,3.696590432,AGN
-27.02256868,-27.78339359,-1.288626597,2.4393318,4.059230254,AGN
-29.76426056,-28.01080627,-2.457291688,2.2173972,4.036721702,AGN
-29.50455998,-27.82815767,-0.141667774,2.2889588,3.462603367,AGN
-27.86645177,-27.82845627,-0.042232164,2.565724,4.263209389,AGN
-25.53567229,-27.6362088,0.380598018,2.7320032,4.031281189,AGN
-28.31656246,-27.76782142,1.134258252,2.2376363,5.058745993,AGN
-31.36793008,-27.85819886,-1.093277385,1.9042722,3.792888473,AGN
-30.35673452,-27.74447811,0.211563335,1.9229548,3.741162497,AGN
-26.79509162,-27.75016653,0.858733704,2.4681647,4.758031212,AGN
-30.06229497,-26.94072664,1.180458088,1.7641761,4.363290556,AGN
-22.382294,-27.50352294,1.73638715,2.6161928,7.276769961,AGN
-26.99857825,-27.47929924,1.074440906,2.3280368,4.436375592,AGN
-28.93204987,-28.02780962,0.041893922,2.2397738,3.791896499,AGN
-26.63718968,-27.27737991,0.784802691,2.2945511,3.765304987,AGN
-26.91947053,-27.76558719,-0.01332092,2.6027143,3.879456968,AGN
-28.68537336,-27.33731594,-0.632830138,2.0268004,4.171832976,AGN
-31.22554154,-27.47065812,-0.952699851,1.7403616,3.804357538,AGN
-29.92722078,-27.84412244,0.163492663,2.016145,4.223155524,AGN
-30.01873022,-27.63999334,-0.224012801,1.9695315,3.782982768,AGN
-29.0044809,-27.51651557,0.402953157,2.118041,3.897350381,AGN
-25.96081867,-27.57889796,1.014625376,2.2824476,6.893525981,AGN
-27.09750684,-27.22524222,0.65028224,2.3709333,4.972680381,AGN
-26.29341103,-27.43681527,0.827253191,2.1829193,5.944320652,AGN
-31.30398578,-27.96562634,-0.275100258,1.9211302,3.594445984,AGN
-24.96867436,-27.15376016,1.42296633,2.07563,6.816014363,AGN
-28.42329405,-28.05716605,-1.827349152,2.342383,4.237432139,AGN
-26.59646382,-27.33965894,0.803948849,2.4033082,5.000701781,AGN
-29.67081929,-27.26236126,-0.014246918,2.059383,3.863270442,AGN
-32.27464587,-28.09025713,0.493825626,1.809473,3.616089002,AGN
-24.87734171,-26.83352525,1.240499922,2.1221676,6.965613785,AGN
-27.26935198,-27.7727803,0.7779259,2.5650089,3.765901175,AGN
-29.60888392,-27.50442078,-0.860990374,2.1859374,3.968856269,AGN
-27.21370127,-27.12324567,1.013031873,2.0503523,4.439121691,AGN
-26.56175861,-27.50383126,0.714043229,2.4627125,4.941796089,AGN
-32.83444381,-27.56291643,-1.34746291,1.731347,3.610472525,AGN
-28.30295131,-28.02916403,-0.906350251,2.432387,3.859565189,AGN
-28.19509971,-27.46717379,0.606804756,2.1018398,4.623276378,AGN
-26.75272512,-27.99314574,-3.598122112,2.6145034,3.797900169,AGN
-27.73571842,-27.89785158,0.398948125,2.4759517,3.926856895,AGN
-24.6455995,-27.30808723,0.726831565,2.650551,5.139282852,AGN
-26.76520115,-27.18267776,-2.282240711,2.2527385,4.582926168,AGN
-27.1133503,-27.89517052,-1.548009904,2.693979,3.645132997,AGN
-29.5531429,-27.26093642,-0.185485221,1.8387281,3.939650448,AGN
-29.13075669,-27.51246003,-0.132486916,2.0054553,4.04474336,AGN
-31.47536183,-27.37782596,-1.753196465,1.7227486,4.291049239,AGN
-25.68687438,-26.79727532,1.775914226,2.457879,6.115069699,AGN
-27.50877618,-26.93264681,0.402672589,2.5411065,4.279753161,AGN
-25.2317212,-27.51376621,1.516023222,2.1012654,4.889523895,AGN
-29.60910844,-27.32892825,-0.362078047,1.9841763,4.359133304,AGN
-32.04633865,-28.09517463,0.134531565,1.8820575,3.417463185,AGN
-27.47630332,-27.59074542,0.570007744,2.3481934,5.135088113,AGN
-31.09894375,-27.6001695,-0.456034669,2.1000605,3.67306105,AGN
-27.39053978,-27.85887333,-0.232920291,2.6018822,4.509988034,AGN
-33.15888722,-27.64747869,0.826223835,1.5401999,3.880730825,AGN
-26.12096752,-27.58987466,0.525134074,2.6972473,3.939163405,AGN
-34.07478527,-27.55173093,0.434585528,1.3506889,3.866842533,AGN
-29.71551347,-27.33383538,-0.371898239,1.94138,3.958568482,AGN
-28.47878431,-28.14806191,-0.92705071,2.481745,3.846088817,AGN
-28.30015916,-27.08940968,-0.332442783,1.8789732,4.032478519,AGN
-29.10637996,-27.94007692,0.543576814,2.3561556,3.919375139,AGN
-32.12504544,-27.69538552,-0.990891621,1.7636526,3.803687182,AGN
-23.20543169,-27.21208744,1.800733135,2.1347296,7.624886098,AGN
-33.60283315,-27.81370226,1.021064384,1.553204,3.477959827,AGN
-25.87551235,-27.81240004,0.749795388,2.4484632,5.236184641,AGN
-28.53579154,-27.69307816,0.09381702,2.16852,4.160140904,AGN
-25.88895063,-27.43227547,-1.023661987,2.7023556,4.016643898,AGN
-26.19687994,-27.81400322,0.373171457,2.7520385,4.307214471,AGN
-27.59782624,-27.78133449,0.497045891,2.2544928,4.65419124,AGN
-26.52088479,-27.87548459,-0.828496156,2.6344573,5.075023505,AGN
-27.78256904,-27.73566274,-0.086223129,2.4305258,3.896853056,AGN
-32.78723673,-27.96415963,0.119405614,1.6527344,3.789541871,AGN
-31.33725056,-28.13363998,-0.158944251,1.9975508,3.777920597,AGN
-30.83038928,-28.15494441,-0.449196147,2.06916,3.969068951,AGN
-27.37987191,-27.73384437,0.46238689,2.3837526,4.975996419,AGN
-31.87295698,-27.9710774,-0.056117655,1.8424618,3.684151517,AGN
-26.45058705,-28.04232053,0.636268785,2.9162588,3.707330391,AGN
-26.42536272,-27.53460677,0.056497365,2.5303752,3.62687485,AGN
-28.03415604,-27.61412715,0.122739903,2.164087,4.485811479,AGN
-33.8637137,-27.6287484,0.747405382,1.4469275,3.617608318,AGN
-27.19880652,-27.64831086,0.633272361,2.1837282,4.515793593,AGN
-28.46285069,-27.95970897,0.834958955,2.2775004,3.819682206,AGN
-27.92073539,-27.65622159,0.868400374,2.2696817,4.584500186,AGN
-26.64317944,-27.64537846,-0.110961551,2.4714136,4.880546629,AGN
-27.45288887,-27.36596038,0.992690643,2.4210906,3.93697171,AGN
-27.01106141,-27.69298726,0.403414674,2.4091113,5.334692305,AGN
-27.56690334,-27.97033437,-0.860701376,2.495081,3.740816238,AGN
-29.84295735,-27.84292889,0.939042479,2.0661569,4.697764779,AGN
-27.55504174,-27.99324448,-0.593896865,2.329607,4.146773375,AGN
-33.06117576,-27.72564097,0.613783542,1.6952664,3.489965271,AGN
-25.50343039,-27.56055833,1.217783475,2.4578998,5.009306694,AGN
-29.67405888,-27.49988702,0.40135476,1.9499978,3.877022586,AGN
-26.36844431,-27.98451325,-1.792093251,2.6687012,4.197855109,AGN
-22.3802296,-27.34780617,2.107601233,2.3173916,6.334631461,AGN
-30.23645354,-27.83219367,0.422284363,1.9499618,3.817132995,AGN
-28.42481934,-26.84873891,1.092964126,1.805387,4.713844685,AGN
-31.47175137,-27.49994113,-0.525097653,1.9119945,3.607103165,AGN
-34.44838679,-27.79544358,0.634363578,1.3313532,3.586193382,AGN
-26.3683599,-27.6958582,1.051013388,2.4356835,5.205385232,AGN
-27.35606602,-27.48987488,-0.300683265,2.536073,3.93327738,AGN
-26.4184001,-28.03124389,0.685585951,2.6697316,4.144995172,AGN
-25.2293093,-27.66513594,1.400116907,2.201222,5.366820881,AGN
-24.18641408,-26.6252969,1.500185411,1.8831934,3.747992134,AGN
-33.10653909,-27.59318548,0.740450165,1.5150974,3.629134925,AGN
-29.77124716,-27.62522823,0.259372648,2.2070167,3.735006232,AGN
-25.76434284,-27.75521529,-1.528936918,2.3814702,5.441247053,AGN
-28.75769991,-27.76125696,0.090626789,2.2424026,3.884933531,AGN
-30.21488623,-27.8916911,-1.908087017,2.1450245,3.98383432,AGN
-28.25838567,-27.75494023,-1.283043164,2.157035,5.233588316,AGN
-29.26294901,-27.87640983,-0.183700901,2.3089235,3.489753714,AGN
-29.51195399,-27.89001682,-0.542157438,2.291897,3.720365524,AGN
-25.565317,-27.34232843,-0.929534337,2.7769637,3.737925352,AGN
-32.892489,-27.91707662,-0.372534323,1.6553519,3.2984826,AGN
-25.59796817,-27.55013773,0.171469317,2.4348664,4.795661216,AGN
-27.18579872,-27.64736462,1.110220565,2.5382614,3.882825313,AGN
-29.9468204,-27.80531565,0.371943836,2.0891166,3.502812757,AGN
-27.19942986,-27.48963493,0.970830794,2.2813652,4.314366282,AGN
-28.50131178,-27.76857412,-0.360828738,2.3906362,3.853406611,AGN
-28.20904809,-27.41780393,-1.147623806,2.3476994,3.532240501,AGN
-31.74707927,-27.04349064,-0.226593138,1.5762914,4.457819202,AGN
-28.32273428,-27.82541152,0.127613564,2.3794951,4.221342237,AGN
-29.72360515,-27.57817093,-0.316860428,2.0759182,4.031415057,AGN
-24.60461602,-27.32516165,1.478535312,2.1114078,6.585462385,AGN
-31.93621835,-27.65888439,-0.574539663,1.6634613,3.920616802,AGN
-26.74034676,-27.8142566,-0.721050989,2.6243746,4.156860442,AGN
-28.43022762,-28.00598053,-0.449579456,2.423656,3.86242489,AGN
-26.28002536,-26.50471531,0.892961923,1.8334184,4.704640264,AGN
