flux,unc,signif_curv,Spectral_Index_1,var,GLAT,CLASS
-31.8283924809,-27.6068943882,0.024123712,1.669029,3.852119478,30.350399,AGN
-27.1449152369,-26.7856420616,0.1319920211,1.8761054,6.1844627008,32.909893,AGN
-27.9557044094,-27.0641020538,-0.0357734168,1.9477731,3.8068182868,-21.429789,AGN
-26.6290381622,-27.2128607009,0.6994162556,2.1584735,5.3206403495,18.55743,AGN
-32.0222428844,-27.5058903059,-3.9541151708,1.7199494,3.9379440517,19.09078,AGN
-30.6376579887,-28.0572249083,-0.0729032446,2.1109536,3.568366331,33.460648,AGN
-30.8560948073,-27.8306993535,0.2469282261,2.1966252,3.6653495312,33.001476,AGN
-28.6222058228,-27.2989282427,0.167798682,2.0713966,4.3234617519,13.213834,AGN
-31.0662203021,-27.9197404443,0.6145760812,1.9388798,3.6635944129,30.027458,AGN
-26.859791354,-27.491463481,-2.2312394953,2.296867,4.9948040551,33.213924,AGN
-29.2213388551,-26.8740845572,0.7770749002,1.776834,4.4684559818,12.128057,AGN
-30.7588138936,-27.9356090846,0.1897694069,2.031205,3.7024073426,27.64919,AGN
-28.0104540478,-27.6292884405,-0.7205734607,2.1128411,4.3567278022,33.943764,AGN
-26.8330664655,-27.4977875207,-0.0566592969,2.4318402,4.5061661577,6.1268888,AGN
-28.4822883872,-27.2800628733,0.7398085684,2.043598,3.9435112929,14.316846,AGN
-24.686484476,-26.8524657736,1.429406631,2.0061176,5.4014246207,33.401154,AGN
-27.8860791333,-27.8888736738,-0.45819881,2.4633145,3.20870318,30.395435,AGN
-28.8576951182,-27.8895158064,-1.5307985625,2.2827642,3.8196473128,32.875847,AGN
-30.135397146,-27.7155066598,-1.1550118903,2.271888,3.8129322967,13.163185,AGN
-27.7107360457,-27.6867190452,-0.4950459367,2.488815,4.415307018,34.03187,AGN
-27.5670026903,-27.6741145117,-0.059244029,2.517771,4.2561404597,30.542795,AGN
-27.4718071386,-27.8324137811,0.5758064849,2.4449432,4.3540421264,34.20573,AGN
-25.6741548475,-27.8174774481,0.1337916522,2.6063306,5.4090947184,35.137623,AGN
-28.3954435653,-27.8121334818,-0.0967618312,2.4011776,3.1497839026,19.683033,AGN
-26.4387779325,-27.3534657765,-1.8749473961,2.4895906,5.3702426409,3.3016357,AGN
-26.4637887153,-26.7848992259,0.7206797762,2.0040965,4.8009259172,8.925569,AGN
-29.8823852273,-27.6747600421,-0.9042062465,2.0296783,4.156441082,22.425808,AGN
-29.9391244957,-27.6985515665,-0.0156627419,2.067197,3.6770952618,17.539202,AGN
-30.6641738762,-28.1313036645,-0.1050083407,2.1311088,3.5099633091,35.773926,AGN
-31.0062494662,-27.6915869594,-0.69733817,1.9996922,3.7215166774,8.417407,AGN
-31.3708875883,-27.8764083059,0.4759522663,1.9474756,3.4235984282,25.827297,AGN
-31.4819612079,-27.7485333382,-1.336456998,1.889613,4.0635562797,15.680108,AGN
-25.9840736276,-27.523702675,0.7562904793,2.6082685,4.3104945177,-11.443565,AGN
-25.3119648755,-27.5113433939,0.9429757007,2.6269174,4.976919251,31.83092,AGN
-24.6817261563,-27.2253280662,1.4141767829,2.0969033,6.041920745,24.369425,AGN
-29.0895629427,-28.0556481242,-0.2700437778,2.3634026,3.6965904317,36.425663,AGN
-27.0225686765,-27.7833935915,-1.288626597,2.4393318,4.0592302541,36.310112,AGN
-29.7642605612,-28.0108062679,-2.4572916885,2.2173972,4.0367217021,36.566277,AGN
-29.5045599815,-27.8281576719,-0.1416677741,2.2889588,3.462603367,27.400051,AGN
-27.8664517742,-27.8284562727,-0.0422321638,2.565724,4.2632093887,32.287712,AGN
-25.5356722899,-27.6362087992,0.3805980175,2.7320032,4.0312811895,12.178603,AGN
-28.3165624551,-27.7678214221,1.1342582519,2.2376363,5.0587459934,24.372257,AGN
-31.3679300769,-27.8581988605,-1.0932773854,1.9042722,3.7928884729,31.757734,AGN
-30.3567345178,-27.7444781136,0.2115633348,1.9229548,3.7411624967,36.487755,AGN
-26.79509162,-27.7501665294,0.8587337037,2.4681647,4.7580312119,30.168201,AGN
-30.0622949742,-26.9407266372,1.1804580884,1.7641761,4.3632905561,3.7373996,AGN
-22.3822940006,-27.5035229358,1.7363871499,2.6161928,7.2767699608,34.431812,AGN
-26.9985782464,-27.4792992432,1.074440906,2.3280368,4.4363755919,-11.40695,AGN
-28.9320498734,-28.0278096226,0.0418939219,2.2397738,3.7918964991,38.061108,AGN
-26.6371896836,-27.2773799147,0.7848026909,2.2945511,3.7653049874,-7.4783993,AGN
-26.9194705329,-27.7655871907,-0.0133209196,2.6027143,3.8794569684,21.807222,AGN
-28.6853733584,-27.3373159399,-0.632830138,2.0268004,4.1718329757,12.20619,AGN
-31.225541539,-27.4706581232,-0.9526998507,1.7403616,3.8043575385,30.877285,AGN
-29.9272207837,-27.8441224392,0.1634926634,2.016145,4.2231555238,36.4412,AGN
-30.0187302188,-27.6399933414,-0.2240128008,1.9695315,3.782982768,28.406387,AGN
-29.0044809046,-27.5165155715,0.4029531566,2.118041,3.897350381,9.232295,AGN
-25.9608186696,-27.5788979584,1.0146253764,2.2824476,6.893525981,39.12927,AGN
-27.0975068351,-27.2252422207,0.6502822401,2.3709333,4.972680381,5.2434487,AGN
-26.2934110346,-27.4368152717,0.8272531906,2.1829193,5.9443206521,39.28076,AGN
-31.303985776,-27.9656263371,-0.2751002584,1.9211302,3.5944459842,38.522903,AGN
-24.9686743577,-27.1537601645,1.4229663301,2.07563,6.8160143626,19.52884,AGN
-28.4232940484,-28.0571660494,-1.8273491516,2.342383,4.2374321391,38.941612,AGN
-26.5964638188,-27.3396589437,0.8039488489,2.4033082,5.0007017813,-8.515575,AGN
-29.6708192907,-27.2623612608,-0.0142469178,2.059383,3.863270442,4.9548864,AGN
-32.2746458698,-28.0902571265,0.4938256264,1.809473,3.6160890024,40.073395,AGN
-24.8773417097,-26.8335252467,1.2404999216,2.1221676,6.9656137854,35.819473,AGN
-27.2693519847,-27.7727802964,0.7779258996,2.5650089,3.7659011754,23.327375,AGN
-29.608883916,-27.5044207778,-0.8609903735,2.1859374,3.9688562694,36.49549,AGN
-27.2137012734,-27.1232456671,1.0130318727,2.0503523,4.4391216907,21.489798,AGN
-26.5617586147,-27.5038312603,0.7140432286,2.4627125,4.9417960886,16.544569,AGN
-32.8344438069,-27.5629164309,-1.34746291,1.731347,3.6104725249,9.219239,AGN
-28.3029513053,-28.0291640262,-0.9063502512,2.432387,3.8595651892,38.49618,AGN
-28.1950997104,-27.4671737871,0.6068047557,2.1018398,4.623276378,37.761055,AGN
-26.7527251156,-27.9931457441,-3.5981221117,2.6145034,3.7979001694,41.579903,AGN
-27.7357184202,-27.8978515766,0.398948125,2.4759517,3.9268568953,41.885784,AGN
-24.6455994991,-27.3080872263,0.726831565,2.650551,5.1392828523,7.830692,AGN
-26.7652011456,-27.182677762,-2.282240711,2.2527385,4.5829261684,-7.0328403,AGN
-27.1133502971,-27.8951705165,-1.5480099044,2.693979,3.645132997,40.183624,AGN
-29.5531428983,-27.2609364165,-0.1854852206,1.8387281,3.9396504477,35.955624,AGN
-29.1307566868,-27.5124600262,-0.1324869156,2.0054553,4.0447433603,24.564775,AGN
-31.4753618308,-27.3778259611,-1.7531964654,1.7227486,4.2910492389,39.922066,AGN
-25.6868743843,-26.7972753242,1.7759142264,2.457879,6.1150696991,30.92895,AGN
-27.5087761772,-26.9326468082,0.4026725895,2.5411065,4.2797531613,31.342533,AGN
-25.2317211956,-27.5137662061,1.5160232224,2.1012654,4.8895238954,29.011421,AGN
-29.6091084378,-27.3289282475,-0.3620780468,1.9841763,4.3591333043,42.460384,AGN
-32.0463386495,-28.0951746261,0.1345315649,1.8820575,3.4174631846,42.9983,AGN
-27.4763033154,-27.5907454176,0.5700077438,2.3481934,5.1350881126,40.238377,AGN
-31.098943754,-27.6001694963,-0.4560346688,2.1000605,3.6730610496,42.77402,AGN
-27.3905397787,-27.8588733301,-0.2329202905,2.6018822,4.5099880345,43.341427,AGN
-33.1588872223,-27.6474786864,0.8262238354,1.5401999,3.8807308246,41.88193,AGN
-26.1209675202,-27.5898746633,0.5251340743,2.6972473,3.9391634046,13.920766,AGN
-34.0747852664,-27.5517309315,0.4345855284,1.3506889,3.8668425332,38.327408,AGN
-29.7155134661,-27.3338353756,-0.3718982389,1.94138,3.9585684821,18.478115,AGN
-28.4787843107,-28.1480619081,-0.9270507105,2.481745,3.8460888168,41.35059,AGN
-28.3001591592,-27.0894096838,-0.3324427829,1.8789732,4.0324785193,42.93266,AGN
-29.1063799593,-27.9400769216,0.5435768143,2.3561556,3.9193751388,44.086075,AGN
-32.1250454379,-27.6953855189,-0.9908916206,1.7636526,3.8036871817,29.89356,AGN
-23.2054316921,-27.2120874387,1.8007331353,2.1347296,7.6248860985,44.805557,AGN
-33.6028331488,-27.8137022628,1.0210643845,1.553204,3.4779598269,18.64475,AGN
-25.8755123524,-27.8124000387,0.7497953876,2.4484632,5.2361846406,41.01568,AGN
-28.5357915432,-27.6930781648,0.0938170205,2.16852,4.1601409037,29.907404,AGN
-25.888950632,-27.4322754734,-1.0236619873,2.7023556,4.0166438983,7.2042,AGN
-26.1968799443,-27.8140032173,0.3731714569,2.7520385,4.3072144709,45.406757,AGN
-27.5978262443,-27.7813344913,0.4970458914,2.2544928,4.6541912398,45.431602,AGN
-26.5208847893,-27.8754845852,-0.8284961561,2.6344573,5.0750235049,44.43553,AGN
-27.7825690389,-27.7356627427,-0.0862231291,2.4305258,3.8968530557,36.3092,AGN
-32.7872367281,-27.9641596311,0.119405614,1.6527344,3.7895418706,42.237953,AGN
-31.3372505573,-28.1336399786,-0.1589442512,1.9975508,3.7779205967,45.342525,AGN
-30.8303892848,-28.1549444142,-0.4491961473,2.06916,3.9690689514,44.07693,AGN
-27.3798719136,-27.7338443667,0.46238689,2.3837526,4.9759964185,21.419594,AGN
-31.8729569806,-27.9710774002,-0.0561176555,1.8424618,3.6841515172,46.420563,AGN
-26.4505870468,-28.0423205284,0.6362687852,2.9162588,3.7073303915,36.93266,AGN
-26.4253627184,-27.5346067676,0.0564973653,2.5303752,3.6268748496,11.23529,AGN
-28.0341560401,-27.6141271518,0.1227399031,2.164087,4.4858114791,45.446335,AGN
-33.8637137003,-27.6287483978,0.747405382,1.4469275,3.6176083181,45.62683,AGN
-27.1988065156,-27.6483108577,0.633272361,2.1837282,4.5157935929,29.514357,AGN
-28.4628506921,-27.959708967,0.8349589545,2.2775004,3.8196822057,47.54034,AGN
-27.9207353883,-27.6562215852,0.8684003741,2.2696817,4.5845001859,25.463741,AGN
-26.6431794431,-27.64537846,-0.1109615513,2.4714136,4.8805466292,17.863794,AGN
-27.452888865,-27.3659603804,0.9926906432,2.4210906,3.9369717096,-6.2503324,AGN
-27.011061414,-27.6929872639,0.4034146739,2.4091113,5.3346923049,28.40501,AGN
-27.5669033374,-27.970334366,-0.8607013757,2.495081,3.7408162382,48.10912,AGN
-29.8429573511,-27.8429288947,0.9390424795,2.0661569,4.697764779,32.313137,AGN
-27.5550417393,-27.9932444833,-0.5938968651,2.329607,4.1467733747,45.42713,AGN
-33.0611757621,-27.7256409663,0.6137835415,1.6952664,3.4899652713,38.564632,AGN
-25.5034303933,-27.5605583272,1.2177834753,2.4578998,5.0093066938,43.415283,AGN
-29.6740588832,-27.4998870184,0.40135476,1.9499978,3.8770225857,21.009972,AGN
-26.3684443142,-27.9845132547,-1.7920932513,2.6687012,4.1978551088,50.235706,AGN
-22.3802296006,-27.3478061654,2.1076012328,2.3173916,6.3346314612,38.694336,AGN
-30.2364535391,-27.8321936739,0.4222843632,1.9499618,3.8171329949,49.721268,AGN
-28.424819343,-26.8487389063,1.0929641262,1.805387,4.7138446852,33.899258,AGN
-31.4717513737,-27.4999411291,-0.5250976529,1.9119945,3.6071031655,-17.52953,AGN
-34.4483867862,-27.7954435761,0.6343635779,1.3313532,3.5861933824,49.57783,AGN
-26.3683599011,-27.6958582026,1.0510133883,2.4356835,5.2053852316,50.937305,AGN
-27.3560660168,-27.489874884,-0.3006832646,2.536073,3.9332773797,-7.8774247,AGN
-26.4184001023,-28.0312438894,0.6855859506,2.6697316,4.1449951725,50.57755,AGN
-25.2293092963,-27.6651359382,1.4001169071,2.201222,5.3668208809,31.182404,AGN
-24.1864140804,-26.6252969045,1.5001854114,1.8831934,3.7479921339,47.92883,AGN
-33.1065390874,-27.5931854831,0.7404501651,1.5150974,3.6291349247,38.36226,AGN
-29.771247155,-27.6252282338,0.2593726477,2.2070167,3.7350062315,-10.270009,AGN
-25.7643428434,-27.7552152895,-1.528936918,2.3814702,5.441247053,43.118366,AGN
-28.7576999071,-27.7612569559,0.0906267892,2.2424026,3.8849335312,23.441023,AGN
-30.2148862255,-27.8916911012,-1.9080870171,2.1450245,3.9838343196,50.63442,AGN
-28.2583856659,-27.7549402284,-1.2830431642,2.157035,5.2335883162,52.587658,AGN
-29.262949012,-27.8764098302,-0.1837009008,2.3089235,3.4897537144,51.495316,AGN
-29.5119539929,-27.8900168158,-0.542157438,2.291897,3.7203655237,52.67372,AGN
-25.5653169978,-27.3423284314,-0.9295343374,2.7769637,3.7379253519,4.513541,AGN
-32.8924890011,-27.9170766225,-0.3725343225,1.6553519,3.2984825996,54.134476,AGN
-25.5979681662,-27.5501377251,0.171469317,2.4348664,4.7956612158,26.78355,AGN
-27.1857987153,-27.6473646159,1.1102205653,2.5382614,3.8828253128,17.912783,AGN
-29.9468203994,-27.8053156495,0.3719438357,2.0891166,3.5028127567,42.55049,AGN
-27.1994298568,-27.4896349295,0.9708307935,2.2813652,4.314366282,45.999397,AGN
-28.5013117797,-27.768574119,-0.3608287385,2.3906362,3.8534066111,21.56012,AGN
-28.2090480899,-27.4178039276,-1.1476238058,2.3476994,3.5322405012,19.647705,AGN
-31.7470792746,-27.0434906366,-0.2265931378,1.5762914,4.4578192015,20.04044,AGN
-28.3227342792,-27.8254115199,0.1276135636,2.3794951,4.2213422371,41.619656,AGN
-29.7236051517,-27.5781709312,-0.3168604278,2.0759182,4.0314150568,46.99238,AGN
-24.6046160166,-27.3251616454,1.4785353116,2.1114078,6.5854623853,54.33975,AGN
-31.9362183458,-27.658884391,-0.5745396626,1.6634613,3.9206168016,54.400826,AGN
-26.7403467576,-27.8142565996,-0.7210509895,2.6243746,4.1568604417,55.5255,AGN
-28.4302276238,-28.00598053,-0.4495794556,2.423656,3.8624248901,54.92975,AGN
-26.280025357,-26.5047153139,0.8929619231,1.8334184,4.7046402639,52.715134,AGN
-29.0907164531,-27.5848671388,-2.7424657725,2.238869,3.8173784213,9.396076,AGN
-27.5848636188,-27.0938569814,0.7267832696,2.120055,5.8130752513,47.024113,AGN
-27.3435475071,-27.812697156,0.7998426998,2.5441246,3.9016857169,39.51864,AGN
-27.3136675325,-28.0821463146,0.0171530058,2.52532,4.2103303068,50.01227,AGN
-29.8325936931,-27.6545864699,-0.8924524384,1.9835832,4.2116639623,53.979576,AGN
-27.7173929039,-27.9048672813,0.5844519664,2.549106,4.4729192755,56.454548,AGN
-26.6519771348,-27.5660920032,1.0299694736,2.5334585,4.1610369006,21.10207,AGN
-28.0619217706,-27.3266610023,1.1198452424,2.3508673,4.1055355742,47.697937,AGN
-30.3061549676,-28.1513523831,-1.0697004628,2.0904164,4.0242024662,48.5811,AGN
-28.7226225997,-28.0622063226,0.8734363804,2.2870944,3.673581687,46.266155,AGN
-28.4874706752,-27.9733848631,0.8360572791,2.3267236,3.5465877691,34.589096,AGN
-29.2685316777,-27.6518217067,-0.7105259233,2.3359692,3.7898837334,12.301918,AGN
-30.0731587534,-27.4407819273,0.7636945879,1.8746132,3.7721727756,44.38049,AGN
-26.2287129803,-27.892692597,0.5756436665,2.7259672,4.6233548963,56.85037,AGN
-32.4324437462,-27.8599652879,-0.2023350361,1.745848,3.6737756338,57.59304,AGN
-29.8372177546,-27.0856474898,0.1712632236,1.788906,3.9640554141,11.614519,AGN
-25.6537609473,-27.4604171936,1.2239921867,2.4562008,5.6625264642,20.816156,AGN
-26.7869550308,-27.7255903161,0.9808762204,2.5491667,3.7083200684,46.28303,AGN
-27.1150829135,-27.8904929898,-0.1054382961,2.5747607,3.8482695764,56.867863,AGN
-29.3137663895,-27.4908918231,-0.6704915962,2.0133607,3.7304109442,-23.646254,AGN
-28.0245837945,-27.5341027063,-0.4643136331,2.5728714,3.8380155602,39.223843,AGN
-28.4079508193,-27.1178640589,0.4955365235,1.9198825,5.0258707145,32.99502,AGN
-30.6962291797,-27.8273970456,0.370150825,2.0935972,3.8302157095,49.806248,AGN
-30.9712058362,-28.0865756588,-0.4481178241,1.9959518,3.4402551866,47.00172,AGN
-29.5619549446,-27.9231321214,-1.6228961849,2.2365062,3.8474611279,55.979702,AGN
-28.6982985571,-27.8344507441,-0.4412709575,2.402981,4.4347982184,44.532265,AGN
-30.2532855603,-27.4938841074,-0.0826843948,1.8894984,3.9633413315,31.39842,AGN
-30.3248426024,-27.3325010547,-1.1270965717,1.7052106,3.8603117738,54.43679,AGN
-27.3704794413,-27.1018728408,0.1808189278,2.629664,4.7589762194,49.211174,AGN
-30.6141558531,-28.302391658,-0.1867278797,2.1496267,3.9070159077,45.298798,AGN
-26.904176918,-27.7912978456,-0.9103909041,2.3251786,3.7902440933,59.105682,AGN
-26.3844587749,-27.716639184,0.3484264013,2.321686,4.718874957,58.39315,AGN
-25.5640361523,-26.8190295754,1.6545908773,2.1193478,7.2250913758,49.101265,AGN
-25.8425319588,-27.9423330386,-2.661858016,2.9433396,4.2169782817,52.370876,AGN
-27.386203388,-27.5278167815,0.9899739972,2.4917061,4.4518596835,24.80902,AGN
-26.354662009,-27.7726583697,0.328303079,2.7553384,3.4864280948,17.947489,AGN
-26.692269712,-26.9065324419,1.3237998895,1.7208492,4.9079486094,51.765514,AGN
-26.7253770902,-27.5000498349,0.2958414419,2.4930315,4.4586214331,25.885141,AGN
-23.3702977063,-27.1617708341,1.6734341525,2.3197148,6.8185618578,4.6791353,AGN
-26.9291000391,-27.4713029765,0.7950461087,2.226272,4.827685305,52.544773,AGN
-32.2923509327,-27.8431955452,0.4689770234,1.759999,3.5734269483,56.73348,AGN
-30.3829706501,-27.8415152735,0.3931440986,2.1068716,4.1129461604,39.60565,AGN
-31.156197171,-28.0873642052,0.5729684192,1.9693346,3.370903215,60.55729,AGN
-31.850896105,-27.8076752059,1.1508072014,1.9437125,3.7251854379,44.45974,AGN
-31.8074827772,-27.8921491392,-1.695668156,1.9761198,3.7979684953,15.194417,AGN
-27.8934807445,-27.6978130686,0.6618384907,2.2423387,3.9469792706,61.01458,AGN
-27.7728521352,-27.3629971535,0.9437866565,2.759832,4.6500725651,34.690594,AGN
-26.7873340925,-27.574387453,0.5805387368,2.4557536,5.9031104945,25.932846,AGN
-31.7457590624,-27.7884780769,0.221422501,1.8462131,3.5486163829,29.404081,AGN
-29.958600086,-27.6983132256,-1.3072254988,2.0622196,4.4867189546,41.505825,AGN
-26.1787552178,-26.7583088228,1.4023330493,2.6033165,4.4816280582,-2.7781775,AGN
-25.4090770245,-27.4175493027,1.0323538954,2.3918102,5.1024810985,42.274788,AGN
-28.3189839886,-27.739613595,0.9207447567,2.288313,3.9059712527,62.126453,AGN
-28.4492253346,-27.7958177057,0.3293605955,2.332293,4.4491115593,58.99839,AGN
-32.0878726392,-27.7198707451,0.4760812773,1.6643764,3.6991156953,62.16732,AGN
-26.6138321026,-26.944424849,-0.0478373224,2.59589,3.8725665345,-5.278137,AGN
-30.4921000205,-27.7450270798,-1.2991094404,2.0651522,3.4680469633,51.271294,AGN
-30.9012841619,-27.7380949734,-1.7155451325,1.9962262,3.5666176767,19.460232,AGN
-30.4767889178,-27.5665724019,-2.1953413548,1.7958455,4.1069028951,58.235157,AGN
-27.4942961377,-27.5105029407,-1.1637006588,2.2006807,4.4298380318,63.056652,AGN
-27.9414990892,-27.7186876879,1.2753711037,2.3168337,4.1903808892,32.199398,AGN
-31.6873295297,-27.7981028423,-0.5938481826,1.8858231,3.8102532946,28.56048,AGN
-25.8709642726,-27.877715771,-0.6141950804,2.7030575,4.316259739,43.999897,AGN
-27.4485256,-27.4571390338,0.3926856237,2.6661139,5.0765755918,34.787453,AGN
-24.9770225341,-26.7075697346,1.181812098,2.1708403,6.203364893,52.77473,AGN
-24.6006861889,-27.1658219462,1.4000075583,2.128322,5.7080428971,-18.279545,AGN
-26.8098304542,-27.0320227784,-2.1409306069,1.9451904,5.1900108755,54.43837,AGN
-26.4141518305,-27.2045461252,0.4757159004,2.1354709,4.9564905947,42.702183,AGN
-28.638751483,-27.7102938346,0.8310353473,2.5685577,4.022857176,63.860928,AGN
-31.5126876742,-27.7244442818,-0.829757409,1.8353884,3.9697698835,63.600414,AGN
-32.1579699569,-27.8127631435,-1.5011583144,1.7683309,3.9112642032,63.476746,AGN
-26.7371874738,-27.7535116435,-1.4888421459,2.51743,5.3183188619,60.407116,AGN
-31.9941936629,-27.423422583,-0.8979803018,1.6447697,3.5976685839,33.076164,AGN
-25.5933429134,-26.8418077848,1.2208019606,2.108794,5.2090849246,5.648309,AGN
-28.3521105051,-27.6772551536,0.0346185967,2.1930904,4.1267941423,57.91959,AGN
-24.7554566179,-25.6974361792,-0.5221572066,1.7716422,6.6268554124,65.03465,AGN
-25.9312161368,-27.7567385775,-0.4201059091,2.4671597,5.1809333258,66.672905,AGN
-27.6541920341,-27.6297421459,-1.1840649192,2.2920713,4.136067396,21.528427,AGN
-24.8094924803,-27.3828747319,0.6822599922,2.7139904,5.0190622121,14.268018,AGN
-29.7738741611,-27.7034304732,-0.2154307136,2.1162207,3.9317970595,54.921894,AGN
-29.5641478043,-27.6714661,0.2739006178,1.9905468,3.8920874469,63.06548,AGN
-31.2347397576,-27.8342123863,-0.8628300745,1.8868785,3.7012132431,66.87492,AGN
-27.3816574828,-27.4803408216,0.6995582842,2.494549,3.7965314726,11.223971,AGN
-33.3451641935,-27.9291475268,0.3990181959,1.6594394,3.3495331228,66.20696,AGN
-30.8385922219,-28.0817572486,0.5849677403,2.0307293,3.8141495992,43.379086,AGN
-28.8157759385,-27.460598029,0.6739539168,2.020141,4.0248732405,38.13892,AGN
-24.8997933769,-27.6790173074,1.2991231009,2.1698198,5.1158170218,67.5063,AGN
-34.2431828837,-27.8242138473,0.5852508245,1.4669276,3.4940625907,65.40655,AGN
-28.5846641712,-27.1116400266,-2.3016195021,1.866652,4.5599955406,67.37014,AGN
-30.1874833498,-28.0418392226,-0.6413072345,2.1468997,3.6704225091,68.92181,AGN
-27.3842599939,-27.4570215922,1.3427452556,2.4302998,4.1887861167,13.342769,AGN
-29.5140865627,-27.707994018,0.7609495873,1.9303896,3.9681514506,58.17045,AGN
-26.0900407194,-27.5351086205,1.1482485489,2.5653841,5.899581844,51.434895,AGN
-33.7060197413,-27.7639891959,-0.359445985,1.5393492,3.5646471027,28.094887,AGN
-30.2652724054,-27.0292964187,0.3445010895,1.6163507,3.6247431755,66.16794,AGN
-25.8594147102,-27.3059005286,1.1070090866,2.366495,6.700078729,50.44778,AGN
-23.4544445386,-26.8801020794,1.5094562509,2.2408412,5.3508272363,-3.0103781,AGN
-34.4138774579,-28.1646309385,1.0858460859,1.5933715,3.1907983186,43.06326,AGN
-27.0983025704,-27.8570989063,-1.3891567349,2.4591012,4.0856082387,70.002266,AGN
-31.7188969339,-27.9277815349,-0.3309485679,1.8031048,4.1096485334,62.110096,AGN
-31.4047686578,-27.5780860926,-0.0182991592,1.7843589,3.7460363898,37.503704,AGN
-29.9878595074,-27.3526762852,0.3091848016,1.8834124,4.3515682924,23.73108,AGN
-31.2170362196,-27.8057141498,0.0183473137,1.9536538,3.7595383666,49.43086,AGN
-28.95473058,-27.9686667394,0.4743288014,2.3122506,3.9463213747,69.23506,AGN
-28.8777472808,-27.7106782783,0.4450242511,2.2598445,3.8735378798,21.380203,AGN
-23.391868206,-26.8992218517,1.524167365,2.1169708,6.9848800844,39.58232,AGN
-27.3233027796,-27.6335715942,0.6616507742,2.3492336,5.283323778,70.05416,AGN
-27.391302845,-27.9798947461,-0.797670297,2.7186213,3.7293482979,54.711533,AGN
-30.3974256327,-27.7552639025,0.3458035067,2.082203,4.5236541301,69.979675,AGN
-27.3966003808,-27.747219874,0.4784431157,2.483256,4.0303357537,18.075909,AGN
-24.1145490597,-27.584704196,0.7778168123,2.7866495,5.7396265726,43.671436,AGN
-29.0029309178,-28.0183017193,-0.4002412861,2.2838454,3.8804544037,55.922318,AGN
-27.5980094869,-27.497057468,0.5918688953,2.5719006,4.0381622119,69.85226,AGN
-26.0323094246,-27.6175098668,-0.9246503184,2.6582828,4.0381252224,52.524723,AGN
-27.1402361129,-27.2240858307,0.5955637979,2.0747688,4.1942938495,57.41267,AGN
-26.4035445999,-27.7838351765,-1.4544164006,2.7206,4.263391951,64.95491,AGN
-26.2590858587,-27.4621947851,0.7974827222,2.4838717,3.6851999023,-12.085619,AGN
-25.7414325159,-27.8981978635,-1.1571809255,2.8284357,4.1849574291,72.458984,AGN
-30.8827518157,-27.5782592738,0.2944083152,1.7190907,3.9256946094,47.96444,AGN
-29.0919108958,-27.3684444244,-0.9209327554,1.8235112,3.7620592067,45.65241,AGN
-26.0771693974,-27.1436950664,-0.2709427653,2.7106607,3.7737280879,-6.5601573,AGN
-32.7675725147,-27.749976316,0.5749412127,1.6790425,3.8112830951,73.29921,AGN
-26.2501874806,-28.0343474344,-4.0871931102,2.8504896,4.0479887286,63.881447,AGN
-34.7316887632,-27.6370049181,-3.2730418453,1.2578474,3.1880616696,69.81774,AGN
-32.8382780156,-27.9473514677,0.7305195522,1.6111397,3.8360482453,47.698944,AGN
-29.4101748317,-27.7474343509,-0.5031469685,2.1757276,3.7627683228,45.41785,AGN
-27.6489191877,-27.7056488936,-1.9668512643,2.2962801,4.0491392258,70.29699,AGN
-28.7837054501,-27.7299228404,0.885803484,2.02133,3.8115060029,53.874165,AGN
-31.3847726514,-27.9603446735,0.0601979579,1.9768596,3.7209745146,73.04579,AGN
-31.8673318855,-28.0557029149,-0.0457323128,1.8501762,3.4399171926,68.27118,AGN
-24.8563240055,-27.3560852061,0.9423123017,2.3207545,6.7376049809,71.46373,AGN
-26.4490031851,-27.4244675834,0.8188816216,2.2538736,4.8578474141,22.96965,AGN
-26.9681124008,-27.4032140737,0.4527684337,2.3170598,5.2322206659,52.17016,AGN
-31.1357370199,-27.5660855005,-1.5984058062,2.1111226,3.7901835109,75.877846,AGN
-27.9904628066,-27.3184562204,0.1165759094,2.2124767,4.1298635804,75.9713,AGN
-28.7339954108,-26.9319511699,0.7766264839,1.7588654,3.8574602764,70.668816,AGN
-29.7114549819,-27.6477363021,-0.7457498231,1.9172732,4.0789104385,56.489677,AGN
-30.9303259312,-27.7470574331,-0.3309179462,1.9792616,3.8639707205,46.57308,AGN
-26.7428612111,-27.5183188195,-0.4610328143,2.4444537,4.3936429396,51.422485,AGN
-32.0184801876,-27.8489653805,0.2339728024,1.7671217,3.481618905,72.013336,AGN
-24.9578297033,-27.5877633333,0.7894699314,2.378542,7.5717734368,64.96869,AGN
-31.1494938496,-27.8755002989,-0.2052654084,2.0147583,3.691881307,35.15272,AGN
-28.1672219363,-27.4104502608,0.9899222575,2.0531118,3.7860041294,28.61322,AGN
-31.748297641,-27.4478281901,-2.9357723311,1.6835986,4.1711180769,59.425564,AGN
-26.480802396,-27.7631584572,0.5679445269,2.6571546,4.8708717241,55.349426,AGN
-34.0505701275,-27.604223068,0.4182072424,1.3353549,3.4254238723,27.157515,AGN
-32.8975280152,-27.9686823921,0.5338086987,1.6460009,3.5274820896,54.29268,AGN
-31.6602744054,-27.635307253,0.5118332451,1.8900131,3.6480832283,38.30612,AGN
